건축연면적,건물용도명,사업장명,사업자등록번호,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,기획여행보험시작일자,기획여행보험종료일자,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박척수,선박제원,선박총톤수
,,(주)하늘교육여행사,,,2016-11-04,30000000,186412.970137632,449581.397185368,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,59.5,60,,,2011-09-07,2012-09-06,서울보증보험,2016-11-04 09:26:39,,2011-08-29,,서울특별시 강서구 화곡동 24-571 2층,CDFI2260012011000014,3150000,,,,"서울특별시 강서구 화곡로 266, 2층 (화곡동, 서령빌딩)",07673,03,폐업,,,,,,,02-581-2224,,,,,
,,주식회사 스카이젯,,,2012-07-13,,187220.501972892,450708.972803874,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,,,,,,2012-07-13 14:27:06,,2012-02-06,157-840,서울특별시 강서구 등촌동 639-8 에이스에어존1동 812,CDFI2260012012000001,3150000,,,,"서울특별시 강서구 화곡로68길 36, 1동 812호 (등촌동)",,03,폐업,,,,,,,,,,,,
,,(주)뿌리여행사,,,2022-04-19,100000000,182929.561795629,452526.699106933,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,,,2020-04-02,2021-04-01,서울보증보험,2022-04-19 16:38:16,,2012-06-01,,서울특별시 강서구 방화동 807 방화9단지아파트 상가동 101호,CDFI2260012012000003,3150000,,,,"서울특별시 강서구 양천로11길 57, 상가동 101호 (방화동, 방화9단지아파트)",07507,03,폐업,,,,,,,02-2662-9033,,,,,
,,(주)강남자유투어,,,2013-06-04,90000000,182895.668483962,451176.857915011,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,,,2011-03-07,2012-03-06,서울보증보험,2013-06-04 11:46:50,,2010-10-19,157-853,서울특별시 강서구 방화동 620-214 더스카이오피스텔 1101호,CDFI2260012012000004,3150000,,,,서울특별시 강서구 개화동로 561 (방화동),,03,폐업,,,,,,,,,,,,
,,세계투어,,,2013-10-28,90000000,188692.033242329,449699.83258499,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,,,,,,2013-10-28 14:33:38,,2012-08-24,157-862,서울특별시 강서구 염창동 264-18 송촌스페이스향 1층 90호,CDFI2260012012000005,3150000,,,,서울특별시 강서구 공항대로71길 49 (염창동),,03,폐업,,,,,,,22771314,,,,,
,근린생활시설,(주)희망고속관광,,,2017-06-20,,183564.323848609,451695.322348752,관광사업,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,12,,2016-07-07,2017-07-07,한국관광협회중앙회 여행공제회,2017-06-20 14:51:16,,1997-07-03,157-221,서울특별시 강서구 방화동 247-190 2층,CDFI2260012013000001,3150000,,,상업지역,"서울특별시 강서구 초원로 84, 2층 (방화동)",,03,폐업,,,기타,,,,02-780-9934,17,5,,,
,,(주)마이트래블,,,2017-02-06,100000000,183863.692502412,449443.610735042,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,56,56,,,2012-09-06,2013-09-06,한국관광협회,2017-02-06 15:07:26,,2012-08-20,157-290,서울특별시 강서구 외발산동 426 스포츠동 1층,CDFI2260012013000005,3150000,,,,"서울특별시 강서구 방화대로 94 (외발산동, 스포츠동 1층)",,03,폐업,,,,,,,02-2644-8828,,,,,
,,(주)투어닷컴,,,2017-06-30,,187136.731748595,450260.970462173,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,,,2016-06-25,2017-06-24,서울보증보험,2017-07-13 21:32:52,,2013-11-01,157-928,서울특별시 강서구 화곡동 1125-15 대지빌딩 403호,CDFI2260012013000007,3150000,,,,"서울특별시 강서구 공항대로 434, 403호 (화곡동, 대지빌딩)",,03,폐업,,,,,,,02-312-9988,,,,,
,,미한여행사,,,2014-06-30,60000000,185931.744608489,448945.734101528,,국내여행업,2026-05-06 22:34:52,I,03,폐업,,,,,,,,,,,2014-06-30 16:48:22,,2013-11-29,157-873,서울특별시 강서구 화곡동 1063-17 2030오피스텔 701호,CDFI2260012013000008,3150000,,,,"서울특별시 강서구 화곡로29길 7, 701호 (화곡동, 2030오피스텔)",,03,폐업,,,,,,,02-2698-8658,,,,,
,,(주)비산항공여행사,,,2023-11-13,,188843.428976776,449461.15251245,관광사업,국내여행업,2026-05-06 22:34:53,I,03,폐업,,,,,,,,2011-07-20,2012-07-19,서울보증보험,2023-11-13 15:13:33,,2001-05-08,157-040,서울특별시 강서구 염창동 282-23 5층,CDFI2260012014000001,3150000,,,,"서울특별시 강서구 공항대로 627, 5층 (염창동)",,03,폐업,,,,,,,02-595-0205,,,,,
,,(주)시크릿마인스,,,2014-05-29,50000000,187952.560027898,450562.020225978,,국내여행업,2026-05-06 22:34:53,I,03,폐업,,,,66,66,,,2014-02-19,2015-02-18,서울보증보험주식회사,2014-06-13 16:10:20,,2011-05-16,157-040,서울특별시 강서구 염창동 240-21 B동 1710호,CDFI2260012014000005,3150000,,,,"서울특별시 강서구 양천로 583, B동 1710호 (염창동)",,03,폐업,,,,,,,1566-7250,,,,,
,,한의사투어,,,2019-12-17,200000000,186324.832095725,450838.384642533,,국내여행업,2026-05-06 22:34:53,I,03,폐업,,,,,,,,2016-11-25,2017-11-24,서울보증보험,2019-12-18 14:34:23,,2014-03-14,,서울특별시 강서구 등촌동 699-3 701호,CDFI2260012014000007,3150000,,,,"서울특별시 강서구 공항대로41길 44, 701호 (등촌동, 아카데미프라자)",07587,03,폐업,,,,,,,02-3662-0522,7,,,,
,,(주)스카이트래블,,,2015-06-01,90000000,186483.586196921,450699.003692987,,국내여행업,2026-05-06 22:34:53,I,03,폐업,,,,,,,,,,,2015-06-01 18:50:32,,2015-03-09,157-030,서울특별시 강서구 등촌동 662-3 신송타워 213호,CDFI2260012015000002,3150000,,,,"서울특별시 강서구 화곡로63길 93, 213호 (등촌동, 신송타워)",,03,폐업,,,,,,,02-2659-9527,,,,,
,,(주)비단국제여행사,,,2015-08-07,65000000,183861.648795384,452327.871674126,,국내여행업,2026-05-06 22:34:53,I,03,폐업,,,,,,,,,,,2015-08-10 10:33:28,,2015-04-14,157-846,서울특별시 강서구 마곡동 1168 한림리첸빌 101동 203호,CDFI2260012015000003,3150000,,,,"서울특별시 강서구 양천로 128, 101동 203호 (마곡동, 한림리첸빌)",07593,03,폐업,,,,,,,02-2664-8008,,,,,
,,(주)종이비행기여행사,,,2019-08-27,100000000,185778.824182326,451401.946795574,,국내여행업,2026-05-06 22:34:53,I,03,폐업,,,,,,,,2017-08-04,2018-08-03,서울보증보험,2019-08-28 09:18:36,,2015-07-23,,서울특별시 강서구 마곡동 784-8 벨리오 209호,CDFI2260012015000004,3150000,,,,"서울특별시 강서구 강서로 439, 209호 (마곡동, 벨리오)",07792,03,폐업,,,,,,,02-2659-2828,,,,,
,,(주)마루여행,,,2023-04-19,30000000,182524.823835629,451438.25089679,,국내여행업,2026-05-06 22:34:54,I,03,폐업,,,,,,,,2019-07-08,2020-07-07,서울보증보험,2023-04-19 10:45:32,,2012-07-04,,서울특별시 강서구 방화동 886 롯데몰김포공항점롯데제이티비 지층,CDFI2260012016000002,3150000,,,,"서울특별시 강서구 하늘길 38, 지층 (방화동, 롯데몰김포공항점롯데제이티비)",07505,03,폐업,,,,,,,02-318-0967,,,,,
,,(주)엠파이브솔루션,,,2017-05-25,100000000,183068.55405978,450983.319831035,,국내여행업,2026-05-06 22:34:54,I,03,폐업,,,,,,,,,,,2017-05-25 14:47:06,,2016-04-22,,서울특별시 강서구 공항동 49-2 901호,CDFI2260012016000004,3150000,,,,"서울특별시 강서구 공항대로 18-1, 901호 (공항동, 이스카이오피스텔)",07622,03,폐업,,,,,,,02-3394-4920,,,,,
,,(주)다우투어,,,2022-01-17,50000000,187052.323132425,450291.97922408,,국내여행업,2026-05-06 22:34:54,I,03,폐업,,,,,,,,2017-11-02,2020-11-01,서울보증보험,2022-01-18 08:58:37,,2016-10-28,,서울특별시 강서구 화곡동 1107 919호,CDFI2260012016000009,3150000,,,,"서울특별시 강서구 공항대로 426, 919호 (화곡동, VIP빌딩)",07654,03,폐업,,,,,,,,,,,,
,,일목트레킹,,,2019-11-12,118916020,182876.367858149,452247.393831256,,국내여행업,2026-05-06 22:34:54,I,03,폐업,,,,,,,,2018-01-16,2019-01-15,서울보증보험주식회사,2019-11-12 13:33:19,,2011-10-07,,서울특별시 강서구 방화동 849 벽산에어트리움 918호,CDFI2260012017000001,3150000,,,,"서울특별시 강서구 양천로 28, 벽산에어트리움 918호 (방화동)",07601,03,폐업,,,,,,,02-2277-7300,,,,,
,,비엘,,,2017-11-25,31907310,185652.859767344,448830.359485818,,국내여행업,2026-05-06 22:34:54,I,03,폐업,,,,,,,,2017-07-21,2019-07-20,서울보증보험주식회사,2017-11-29 17:00:05,,2010-07-01,,서울특별시 강서구 화곡동 1065-2 303호,CDFI2260012017000002,3150000,,,,"서울특별시 강서구 강서로33길 25, 303호 (화곡동, 대한오피스텔)",07714,03,폐업,,,,,,,,,,,,
,근린생활시설,(유)굿트래블관광,,,2025-09-26,200000000,185467.348926767,448352.42561757,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,138.14,138,3,,2017-06-18,2018-06-18,한국관광협회중앙회 여행공제회,2025-09-29 15:31:51,,2009-07-27,,서울특별시 강서구 화곡동 377-10,CDFI2260012017000005,3150000,,,일반상업지역,"서울특별시 강서구 가로공원로 183, 4층 (화곡동)",07718,03,폐업,,,,,,,,4,1,,,
,,(주)후쿠코리아,,,2021-01-22,90000000,184715.45178233,451876.480698088,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,,,,,2016-11-02,2017-11-01,서울보증보험,2021-01-24 10:21:19,,2017-06-08,,서울특별시 강서구 마곡동 757-2 마곡나루역프라이빗타워Ⅱ 801호,CDFI2260012017000008,3150000,,,,"서울특별시 강서구 마곡중앙로 171, 801호 (마곡동, 마곡나루역프라이빗타워Ⅱ)",07788,03,폐업,,,,,,,,,,,,
,,(주)힐빙코리아,,,2020-04-28,15000000,186378.231818091,450937.877207072,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,13.36,13,,,2017-10-27,2018-10-26,서울보증보험,2020-04-28 15:01:42,,2017-11-08,,서울특별시 강서구 등촌동 698-1 세신등촌종합상가,CDFI2260012017000010,3150000,,,,"서울특별시 강서구 공항대로41길 66, 130호 (등촌동)",07587,03,폐업,,,,,,,,,,,,
,,바이크로,,,2025-09-26,,183943.780415053,452899.475862536,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,,,,,,,,2025-09-26 17:23:29,,2018-02-05,,서울특별시 강서구 방화동 110-2,CDFI2260012018000001,3150000,,,,"서울특별시 강서구 방화대로52길 33, 1층 (방화동)",07518,03,폐업,,,,,,,,,,,,
,,(주)투어윈도우글로벌,,,2023-03-03,20000000,184655.264279055,451864.298152252,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,31.08,31,,,,,,2023-03-03 11:23:53,,2018-04-30,,서울특별시 강서구 마곡동 757 두산더랜드파크 1206호,CDFI2260012018000005,3150000,,,,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 1206호 (마곡동)",07788,03,폐업,,,,,,,,,,,,
,,(주)큐트래블,,,2024-09-05,15000000,184736.337018716,450772.911093033,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,28.86,29,,,,,,2024-09-05 13:13:12,,2018-05-03,,서울특별시 강서구 마곡동 799-1 1207호,CDFI2260012018000006,3150000,,,,"서울특별시 강서구 공항대로 186, 로뎀타워 1207호 (마곡동)",07631,03,폐업,,,,,,,02-540-1208,,,,,
,,(주)모두모아투어,,,2024-07-05,15000000,185095.247005248,450885.058431205,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,35.49,35,,,2021-07-05,2022-07-04,서울보증보험,2024-07-05 16:34:32,,2018-07-03,,서울특별시 강서구 마곡동 774-9 사이언스타 408호,CDFI2260012018000008,3150000,,,,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 408호 (마곡동)",07802,03,폐업,,,,,,,02-6465-8500,,,,,
,,(주)끌림소프트,,,2024-04-03,100000000,184781.280173655,450666.840380388,,국내여행업,2026-05-06 22:34:55,I,03,폐업,,,,,,,,2016-06-25,2017-06-24,(사단)경기도관광협회,2024-04-03 14:58:06,,2015-06-17,,서울특별시 강서구 마곡동 799-17 601호,CDFI2260012018000011,3150000,,,,"서울특별시 강서구 마곡중앙2로 15, 마곡테크노타워II 601호 (마곡동)",07631,03,폐업,,,,,,,02-2659-2721,,,,,
,,OK 여행사,,,2025-06-30,50000000,185032.421148111,450836.071292455,,국내여행업,2026-05-06 22:34:56,I,03,폐업,,,,,,,,2019-06-04,2021-06-03,서울보증보험,2025-07-22 13:58:01,,2010-01-27,,서울특별시 강서구 마곡동 774-2 보타닉파크타워2 522호,CDFI2260012018000012,3150000,,,,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 522호 (마곡동)",07802,03,폐업,,,,,,,02-2604-2838,,,,,
,,주식회사 우리투어베스트,,,2022-07-26,30000000,185371.298773738,450793.771245265,,국내여행업,2026-05-06 22:34:56,I,03,폐업,,,,,,,,2021-08-26,2022-08-26,한국관광협회중앙회 여행공제회,2022-07-26 18:13:02,,2011-08-24,,서울특별시 강서구 마곡동 797-1 퀸즈파크나인 1109호,CDFI2260012018000014,3150000,,,,"서울특별시 강서구 공항대로 247, 퀸즈파크나인 1109호 (마곡동)",07803,03,폐업,,,,,,,02-444-5302,,,,,
,,(주)온누리지앤비,,,2021-11-16,30000000,184844.841587036,450680.3656089,,국내여행업,2026-05-06 22:34:56,I,03,폐업,Domestic travel business,"ONNURI GOLF CO.,LTD",,99.47,99,299,,2021-02-04,2022-02-03,서울보증보험주식회사,2021-11-17 08:55:56,,2014-02-04,,서울특별시 강서구 마곡동 799-11 파인스퀘어 B동 812호,CDFI2260012019000003,3150000,,,,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 B동 812호 (마곡동)",07631,03,폐업,,,,,,,02-720-0555,,,,,
,,비비투어닷컴(주),,,2022-02-03,150000000,185127.285385035,450939.221091497,관광사업,국내여행업,2026-05-06 22:34:56,I,03,폐업,,,,112.2,112,,,2018-09-30,2019-09-30,한국관광협회,2022-02-04 10:33:32,,2002-02-27,,서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 A동 612호,CDFI2260012019000004,3150000,,,,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 A동 612호 (마곡동)",07802,03,폐업,,,,,,,02-512-5369,,,,,
,,(주)투어메모리,,,2020-06-02,100000000,185086.248272885,450830.206600426,,국내여행업,2026-05-06 22:34:56,I,03,폐업,,,,,,,,2017-03-08,2018-03-08,서울보증보험(2천만원),2020-06-02 17:31:15,,2016-03-09,,서울특별시 강서구 마곡동 774-3 센테니아 809호,CDFI2260012019000006,3150000,,,,"서울특별시 강서구 공항대로 219, 센테니아 809호 (마곡동)",07802,03,폐업,,,,,,,02-319-4777,,,,,
,,기독교문화여행사,,,2022-01-26,16000000,183904.185304244,450487.685001258,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,10,10,,,,,,2022-01-27 11:26:42,,2019-03-28,,서울특별시 강서구 공항동 1345-1 201호,CDFI2260012019000007,3150000,,,,"서울특별시 강서구 방화대로8길 36, 201호 (공항동)",07645,03,폐업,,,,,,,070-8893-5300,,,,,
,,즐거운 여행,,,2022-05-12,30982950,184526.084367975,451722.650631223,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,29.7,30,,,2019-09-10,2020-09-09,서울보증보험,2022-05-13 15:29:30,,2019-04-29,,서울특별시 강서구 마곡동 759-1 두산더랜드타워 B동 714호,CDFI2260012019000008,3150000,,,,"서울특별시 강서구 마곡서로 152, 두산더랜드타워 B동 714호 (마곡동)",07788,03,폐업,,,,,,,,,,,,
,,한새투어,,,2022-03-16,15000000,186687.131804431,451342.773451086,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,71,71,,,2019-06-10,2020-06-09,서울보증보험,2022-03-16 18:12:23,,2019-06-10,,서울특별시 강서구 가양동 18-24 홈플러스가양점,CDFI2260012019000010,3150000,,,,"서울특별시 강서구 양천로 431, 홈플러스가양점 지하2층 (가양동)",07527,03,폐업,,,,,,,02-6954-0025,,,,,
,,제이투어,,,2022-04-19,15000000,187125.882786229,451038.464052645,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,,,,,2021-07-15,2022-07-14,서울보증보험,2022-04-19 16:38:29,,2019-07-15,,서울특별시 강서구 가양동 14-51 토피아빌딩 402-8호,CDFI2260012019000011,3150000,,,,"서울특별시 강서구 화곡로 429, 토피아빌딩 402-8호 (가양동)",07526,03,폐업,,,,,,,070-5022-3391,,,,,
,,에스티지,,,2020-12-14,15000000,187420.386366609,447998.061398387,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,10,10,,,,,,2020-12-14 18:24:58,,2019-07-18,,서울특별시 강서구 화곡동 827-18 소울빌딩 B-1호,CDFI2260012019000012,3150000,,,,"서울특별시 강서구 곰달래로53길 56, 소울빌딩 지하1층 (화곡동)",07740,03,폐업,,,,,,,,,,,,
,,라이프플러스원(주),,,2023-03-02,98000000,188791.250134373,449473.236927176,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,,,,,,,,2023-03-02 16:43:36,,2019-08-30,,서울특별시 강서구 염창동 282-34 301호,CDFI2260012019000014,3150000,,,,"서울특별시 강서구 공항대로75길 8, 301호 (염창동)",07558,03,폐업,,,,,,,02-2668-3114,,,,,
,,(주)더웨이코리아,,,2024-06-11,30000000,184572.413912003,450792.481822587,,국내여행업,2026-05-06 22:34:57,I,03,폐업,Domestic travel business,"THE WAY KOREA Co.Ltd.,",,,,,,2020-07-30,2021-07-29,"서울보증보험(85,000,000)",2024-06-11 14:23:08,,2012-02-21,,서울특별시 강서구 마곡동 798-3 747타워 1002호,CDFI2260012019000016,3150000,,,,"서울특별시 강서구 공항대로 168, 747타월 1002호 (마곡동)",07807,03,폐업,,,,,,,02-6032-6000,,,,,
,,오름산장&트레킹,,,2022-01-19,30000000,184622.24950286,451831.218540076,,국내여행업,2026-05-06 22:34:57,I,03,폐업,,,,40,40,,,2021-03-01,2022-03-01,여행공제회(이천만원),2022-01-19 21:07:02,,2012-08-30,,서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워 712호,CDFI2260012020000001,3150000,,,,"서울특별시 강서구 마곡중앙5로1길 20, 마곡나루역보타닉비즈타워 712호 (마곡동)",07788,03,폐업,,,,,,,02-2234-8848,,,,,
,,(주)파티넷코,,,2025-11-10,18306241,185127.285385035,450939.221091497,,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,2019-12-13,2020-12-12,서울보증보험(2천만원),2025-11-11 17:32:18,,2019-12-10,,서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 A동 609호,CDFI2260012020000004,3150000,,,,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 A동 609-H631호 (마곡동)",07802,03,폐업,,,,,,,,,,,,
,,케이투에이치(주),,,2025-04-03,50000000,185127.285385035,450939.221091497,,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,,,,2025-04-03 17:20:16,,2020-06-29,,서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 A동 637호,CDFI2260012020000009,3150000,,,,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 A동 637-638호 (마곡동)",07802,03,폐업,,,,,,,02-2088-0565,,,,,
,,(주)에듀비전,,,2022-05-02,15000000,185150.32136415,450822.870557532,,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,2020-08-06,2021-08-05,서울보증보험,2022-05-02 18:12:17,,2020-08-07,,서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ 1019호,CDFI2260012020000010,3150000,,,,"서울특별시 강서구 공항대로 227, 마곡센트럴타워Ⅰ 1019호 (마곡동)",07802,03,폐업,,,,,,,02-1544-4364,,,,,
,,주식회사 리더스아름다운,,,2021-09-08,100000000,185863.097607353,447532.962112156,,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,2020-07-12,2021-07-12,관광공제회(2천만원),2021-09-09 11:26:26,,2013-01-07,,서울특별시 강서구 화곡동 921-6 호텔 타워,CDFI2260012020000013,3150000,,,,"서울특별시 강서구 곰달래로 72, 호텔 타워 (화곡동)",07775,03,폐업,,,,,,,1577-4175,,,,,
,,(주)스마일하나여행,,,2022-08-09,90000000,184971.522700042,450643.056387457,,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,2019-03-13,2020-03-12,서울보증보험주식회사(3천만원),2022-08-09 16:58:21,,2012-10-18,,서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ 719호,CDFI2260012020000014,3150000,,,,"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 719호 (마곡동)",07806,03,폐업,,,,,,,,,,,,
,,(주)인월드여행사,,,2021-12-20,150000000,185086.248272885,450830.206600426,관광사업,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,2020-04-23,2021-04-22,"서울보증보험(30,000,000)",2021-12-21 15:50:15,,2003-04-18,,서울특별시 강서구 마곡동 774-3 센테니아 909호,CDFI2260012021000001,3150000,,,,"서울특별시 강서구 공항대로 219, 센테니아 909호 (마곡동)",07802,03,폐업,,,,,,,02-735-5900,,,,,
,,두리골프,,,2022-12-23,100000000,184785.483493825,450767.258354567,,국내여행업,2026-05-06 22:34:58,I,03,폐업,,,,,,,,,,,2022-12-26 11:08:40,,2021-03-23,,서울특별시 강서구 마곡동 799-2 푸리마타워 702호,CDFI2260012021000003,3150000,,,,"서울특별시 강서구 공항대로 190, 푸리마타워 702호 (마곡동)",07631,03,폐업,,,,,,,02-2135-2315,,,,,
,,직투어,,,2022-11-24,56000000,185032.421148111,450836.071292455,,국내여행업,2026-05-06 22:34:59,I,03,폐업,,,,28.55,29,,,2019-10-02,2020-10-01,서울보증보험,2022-11-24 16:06:32,,2019-09-18,,서울특별시 강서구 마곡동 774-2 보타닉파크타워2 314호,CDFI2260012021000006,3150000,,,,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 314호 (마곡동)",07802,03,폐업,,,,,,,1877-2509,,,,,
