사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
씨유 방배원점,,199372.214875872,442385.60521869,제7조의3제2항에따른경우,2026-05-06 22:49:30,I,2025-08-07,0,정상영업,2025-08-07 11:27:16,,2025-08-07,,서울특별시 서초구 방배동 928-30,2025321019505600028,3210000,"서울특별시 서초구 방배로15길 38, 1층 101호,102호 (방배동)",06681,01,영업/정상,,,
안성슈퍼,2013-04-17,199235.617229272,441781.587250394,제7조의3제2항에따른경우,2026-05-06 22:47:50,I,2011-04-20,2,폐업처리,2013-04-17 12:29:37,,2011-04-20,137-824,서울특별시 서초구 방배3동 541번지 25호 1층,2011321012205600037,3210000,"서울특별시 서초구 효령로18길 30 (방배동,1층)",,03,폐업,,,
동네새참,2023-09-08,198646.235247546,441936.241197959,제7조의3제2항에따른경우,2026-05-06 22:49:07,I,2019-06-20,2,폐업처리,2023-09-08 17:56:02,,2019-06-20,,서울특별시 서초구 방배동 462번지 14호,2019321018405600023,3210000,"서울특별시 서초구 청두곶길 34, 1층 (방배동)",06690,03,폐업,,,
스마일마트,2006-09-19,199993.050993028,443892.635465708,,2026-05-06 22:46:47,I,,2,폐업처리,2008-02-21 00:00:00,,2004-11-22,,서울특별시 서초구 반포동 551번지 32호,2004321007605600213,3210000,서울특별시 서초구 동광로43길 51-13 (반포동),,03,폐업,,,
베스트원,2006-05-24,203458.026048131,441860.86788229,,2026-05-06 22:45:16,I,,2,폐업처리,2008-02-21 00:00:00,,1999-04-09,,서울특별시 서초구 양재동 5번지 21호 후룡빌딩105,19993210076056양153,3210000,"서울특별시 서초구 바우뫼로 183 (양재동,후룡빌딩105)",,03,폐업,,,
미니스톱 양재제일점,2016-08-03,203642.482050635,440794.790176744,제7조의3제2항에따른경우,2026-05-06 22:47:40,I,2010-10-14,2,폐업처리,2016-08-04 15:38:36,,2010-10-14,137-897,서울특별시 서초구 양재2동 332번지 13호,2010321012205600113,3210000,서울특별시 서초구 동산로2길 11 (양재동),,03,폐업,,,
흥부슈퍼,2008-11-04,200767.55837167,443101.577546134,2009년11월법개정전자료,2026-05-06 22:45:58,I,2003-10-27,2,폐업처리,2008-11-04 10:26:29,,2003-10-27,,서울특별시 서초구 서초동 1550번지 2호,2003321007605600173,3210000,서울특별시 서초구 반포대로26길 1 (서초동),,03,폐업,,,
세븐일레븐 방배롯데캐슬점,,198364.994691704,442272.859620849,제7조의3제2항에따른경우,2026-05-06 22:48:39,I,2015-01-19,5,지정취소,2021-05-27 09:59:14,,2015-01-19,137-817,서울특별시 서초구 방배동 439번지 1호,2015321015505600015,3210000,"서울특별시 서초구 동작대로 68, 1층 (방배동)",,04,취소/말소/만료/정지/중지,,,
오성마트,2005-07-26,199050.700187864,441491.630757266,,2026-05-06 22:45:56,I,,2,폐업처리,2008-02-21 00:00:00,,2003-07-14,,서울특별시 서초구 방배동 484번지 1호 로얄비라트101호,2003321007605600119,3210000,"서울특별시 서초구 효령로4길 56-16 (방배동,로얄비라트101호)",,03,폐업,,,
씨유 양재센터점,,203795.214997261,440785.456666923,제7조의3제2항에따른경우,2026-05-06 22:49:30,I,2025-04-24,0,정상영업,2025-04-24 17:14:27,,2025-04-24,,서울특별시 서초구 양재동 340-6,2025321019505600016,3210000,"서울특별시 서초구 강남대로8길 56, 1층 (양재동)",06786,01,영업/정상,,,
티드부동산공인중개사사무소,2020-11-25,200697.680618399,442353.391258682,2009년11월법개정전자료,2026-05-06 22:47:04,I,2006-09-26,2,폐업처리,2020-11-25 12:29:58,,2006-09-26,,서울특별시 서초구 서초동 1486번지 8   호,2006321010805600020,3210000,서울특별시 서초구 효령로 226 (서초동),,03,폐업,,,02-585-6267
나르자,2010-04-02,199547.194595295,444540.23951026,제7조의3제2항에따른경우,2026-05-06 22:47:22,I,2010-02-04,2,폐업처리,2010-04-02 16:29:29,,2010-02-04,137-042,서울특별시 서초구 반포2동 18번지 4호 래미안퍼스티지신반포역상가 115호,2010321012205600018,3210000,"서울특별시 서초구 신반포로 100, 115호 (반포동,래미안퍼스티지신반포역상가)",,03,폐업,,,
강슈퍼,,,,,2026-05-06 22:44:51,I,,3,직권취소,2008-02-21 00:00:00,2001-11-07,1983-06-29,,서울특별시 서초구 서초동 산70번지 2호,1983321007605600089,3210000,,,04,취소/말소/만료/정지/중지,,,
씨유 방배공원점,,198815.365647457,442234.838662118,제7조의3제2항에따른경우,2026-05-06 22:48:39,I,2015-01-16,0,정상영업,2015-01-16 08:50:14,,2015-01-16,137-846,서울특별시 서초구 방배동 970번지 19호,2015321015505600010,3210000,"서울특별시 서초구 도구로 63, 1층 (방배동)",,01,영업/정상,,,02-581-0944
노르데코,2005-02-19,199092.434170729,443193.746197598,,2026-05-06 22:46:48,I,,2,폐업처리,2008-02-21 00:00:00,,2004-12-27,,서울특별시 서초구 방배동 815번지 31호 지상1층101호,2004321007605600230,3210000,"서울특별시 서초구 서초대로23길 83 (방배동,지상1층101호)",,03,폐업,,,
시애헤어미용실,2013-12-04,199298.89656786,443929.838595002,2009년11월법개정전자료,2026-05-06 22:47:13,I,2008-11-06,2,폐업처리,2013-12-04 14:23:30,,2008-11-06,137-044,서울특별시 서초구 반포동 612번지 57호 1층,2008321012205600154,3210000,"서울특별시 서초구 서래로5길 97 (반포동,1층)",,03,폐업,,,02-534-4350
다니엘 코리아,2019-07-08,202122.980021099,444254.241685558,제7조의3제2항에따른경우,2026-05-06 22:48:36,I,2014-10-27,2,폐업처리,2019-07-08 12:34:58,,2014-10-27,137-856,서울특별시 서초구 서초동 1308번지 16호,2014321012205600100,3210000,"서울특별시 서초구 강남대로65길 12, 101호 (서초동, 한서그린빌리지 오피스텔)",,03,폐업,,,
이마트24R 양재잔디점,,203071.839948775,440364.391561676,제7조의3제2항에따른경우,2026-05-06 22:49:27,I,2024-04-02,0,정상영업,2024-05-27 14:28:18,,2024-04-02,,서울특별시 서초구 양재동 206-6 모젠하우스,2024321019505600010,3210000,"서울특별시 서초구 매헌로6길 36-9, 1층 (양재동, 모젠하우스)",06770,01,영업/정상,,,
천지마트,2008-08-14,199356.032509102,442668.072357731,2009년11월법개정전자료,2026-05-06 22:47:04,I,2006-10-11,2,폐업처리,2008-08-14 11:55:54,,2006-10-11,,서울특별시 서초구 방배동 935번지 3   호,2006321010805600028,3210000,서울특별시 서초구 방배로23길 13 (방배동),,03,폐업,2008-07-28,2008-08-27,
미래꽃나라,2010-01-22,200943.601705262,442519.128472729,2009년11월법개정전자료,2026-05-06 22:46:50,I,2005-02-14,2,폐업처리,2010-01-22 15:16:02,,2005-02-14,,서울특별시 서초구 서초동 1584번지 2호 미관빌딩1층,2005321007605600026,3210000,"서울특별시 서초구 반포대로14길 4 (서초동,미관빌딩1층)",,03,폐업,,,
베스트문구센터,2008-09-04,200794.715,443391.694999999,2009년11월법개정전자료,2026-05-06 22:45:08,I,1998-08-29,2,폐업처리,2008-09-04 15:03:34,,1998-08-29,,서울특별시 서초구 서초동 1717번지 10  호,19983210076056서314,3210000,서울특별시 서초구 서초대로 255 (서초동),,03,폐업,,,02-595-0477
gs25 방배홈타운점,2019-09-18,198539.123953821,443301.997702229,제7조의3제2항에따른경우,2026-05-06 22:49:01,I,2017-09-28,2,폐업처리,2019-09-18 16:07:41,,2017-09-28,,서울특별시 서초구 방배동 787번지 1호,2017321015505600256,3210000,"서울특별시 서초구 동광로3길 21, 1층 (방배동)",06560,03,폐업,,,
씨유 서초서래마을점,2024-01-10,199836.00777967,444059.386774059,제7조의3제2항에따른경우,2026-05-06 22:49:24,I,2023-01-10,2,폐업처리,2024-01-10 13:22:38,,2023-01-10,,서울특별시 서초구 반포동 92-10,2023321019505600001,3210000,"서울특별시 서초구 서래로8길 7, 1층 (반포동)",06577,03,폐업,,,
훼미리마트 삼풍점,2005-09-05,201278.925516144,443607.585233396,,2026-05-06 22:45:06,I,,2,폐업처리,2008-02-21 00:00:00,,1998-10-21,,서울특별시 서초구 서초동 1692번지 6호,1998321007605698080,3210000,서울특별시 서초구 서초중앙로24길 16 (서초동),,03,폐업,,,
버스카드판매소19호,,202566.850388377,443356.964526096,2009년11월법개정전자료,2026-05-06 22:45:40,I,2001-02-12,3,직권취소,2025-02-06 12:51:20,2025-02-06,2001-02-12,,서울특별시 서초구 서초동 1337번지 31  호,2001321007605601-28,3210000,서울특별시 서초구 강남대로 329 (서초동),,04,취소/말소/만료/정지/중지,,,02-3474-2208
세븐일레븐 교대역사거리점,,201166.587542663,443558.801274562,제7조의3제3항에따른경우,2026-05-06 22:48:53,I,2016-05-14,0,정상영업,2016-05-16 08:26:20,,2016-05-14,,서울특별시 서초구 서초동 1693번지 3호,2016321015505600046,3210000,"서울특별시 서초구 서초중앙로 138, 1층 (서초동, 우림빌딩)",06606,01,영업/정상,,,
세븐일레븐 서초엠코점,2017-05-12,,,제7조의3제2항에따른경우,2026-05-06 22:48:40,I,2015-04-02,2,폐업처리,2017-05-12 16:53:42,,2015-04-02,137-160,서울특별시 서초구 신원동 412번지 5호,2015321015505600033,3210000,"서울특별시 서초구 헌릉로8길 지하 10-12, 지1층 5호 (신원동)",,03,폐업,,,
(주)코리아세븐 양재근린공원점,2022-07-27,203616.585358934,441181.048341694,제7조의3제2항에따른경우,2026-05-06 22:48:58,I,2016-10-19,2,폐업처리,2022-07-27 14:58:43,,2016-10-19,,서울특별시 서초구 양재동 250번지 6호 윤공순빌딩 102호,2016321015505600122,3210000,"서울특별시 서초구 언남길 35, 102호 (양재동, 윤공순빌딩)",06778,03,폐업,,,
서울교육대학교후생복지조합,2016-08-12,201365.993970578,443108.405379513,제7조의3제3항에따른경우,2026-05-06 22:44:52,I,1987-05-30,2,폐업처리,2016-08-12 11:17:10,,1987-05-30,,서울특별시 서초구 서초동 1650호,1987321007605600012,3210000,서울특별시 서초구 서초중앙로 96 (서초동),,03,폐업,,,02-3475-2576
나리슈퍼,2008-12-30,207858.539092723,439714.367646355,2009년11월법개정전자료,2026-05-06 22:45:20,I,2000-04-29,2,폐업처리,2008-12-30 13:55:07,,2000-04-29,,서울특별시 서초구 내곡동 374번지 36  호,2000321007605600044,3210000,서울특별시 서초구 헌릉로468길 45 (내곡동),,03,폐업,,,
신광비디오,2003-11-06,202245.377899369,442987.986999742,,2026-05-06 22:45:05,I,,2,폐업처리,2008-02-21 00:00:00,,1998-11-11,,서울특별시 서초구 서초동 1335호 무지개상가 104호,1998321007605600073,3210000,,,03,폐업,,,
GS25 양재현대점,2007-06-15,203515.938526942,441983.705306441,,2026-05-06 22:46:11,I,,2,폐업처리,2008-02-21 00:00:00,,2004-05-20,,서울특별시 서초구 양재동 5번지 8호 1층,2004321007605600098,3210000,"서울특별시 서초구 논현로31길 63 (양재동,1층)",,03,폐업,,,02-579-7602
가야슈퍼,2002-05-15,199177.0452218,443168.320380936,,2026-05-06 22:45:25,I,,2,폐업처리,2008-02-21 00:00:00,,2000-08-10,,서울특별시 서초구 방배동 836번지 3호,2000321007605600115,3210000,서울특별시 서초구 방배로 195 (방배동),,03,폐업,,,34818488
GS25 방배천로점,2019-01-10,198547.901601652,441891.307240641,제7조의3제2항에따른경우,2026-05-06 22:48:49,I,2015-12-07,2,폐업처리,2019-01-10 14:23:55,,2015-12-07,,서울특별시 서초구 방배동 467번지 10호 1층,2015321015505600135,3210000,"서울특별시 서초구 방배천로6길 32-2, 1층 (방배동)",06692,03,폐업,,,
훼미리마트 방배제일점,2004-05-17,199228.876460206,442445.304746056,,2026-05-06 22:45:54,I,,2,폐업처리,2008-02-21 00:00:00,,2003-05-28,,서울특별시 서초구 방배동 929번지 1호 1층,2003321007605600088,3210000,"서울특별시 서초구 효령로23길 90 (방배동,1층)",,03,폐업,,,02-588-8232
(주)코리아세븐,2018-01-23,200127.827157674,442261.582777482,2009년11월법개정전자료,2026-05-06 22:45:10,I,1999-05-25,2,폐업처리,2018-01-24 09:43:47,,1999-05-25,,서울특별시 서초구 서초동 1490번지 49  호,1999321007605600007,3210000,서울특별시 서초구 효령로 165 (서초동),,03,폐업,,,
지에스25 서초프랜드,,201871.931061593,442758.453375394,제7조의3제2항에따른경우,2026-05-06 22:48:00,I,2012-03-21,0,정상영업,2012-03-21 09:41:30,,2012-03-21,137-877,서울특별시 서초구 서초1동 1605번지 4호  1층,2012321012205600033,3210000,"서울특별시 서초구 효령로 349-5, 1층 (서초동)",,01,영업/정상,,,
호연매점,2011-10-25,202508.646065919,442625.413940559,제7조의3제3항에따른경우,2026-05-06 22:47:47,I,2011-02-10,2,폐업처리,2011-10-30 14:25:10,,2011-02-10,137-862,서울특별시 서초구 서초2동 1355번지 3호 지하1층 비21호,2011321012205600014,3210000,서울특별시  서운로 19 (지하1층 비21호),,03,폐업,,,
GS25 서초프렌드점,2005-04-14,201871.931061593,442758.453375394,,2026-05-06 22:45:50,I,,2,폐업처리,2008-02-21 00:00:00,,2003-01-03,,서울특별시 서초구 서초동 1605번지 4호,2003321007605600002,3210000,서울특별시 서초구 효령로 349-5 (서초동),,03,폐업,,,
365플러스 서초우면점,2016-07-20,202255.556462439,440756.342035595,제7조의3제2항에따른경우,2026-05-06 22:48:45,I,2015-08-18,2,폐업처리,2016-07-20 13:50:28,,2015-08-18,,서울특별시 서초구 우면동 6번지 7호 1층,2015321015505600086,3210000,"서울특별시 서초구 바우뫼로6길 32-6, 1층 (우면동)",06763,03,폐업,,,
대림상회,2014-02-17,200958.810528572,445792.191399183,2009년11월법개정전자료,2026-05-06 22:47:12,I,2008-07-02,2,폐업처리,2014-02-17 11:18:16,,2008-07-02,137-030,서울특별시 서초구 잠원동 57번지 대림상가 1층 121호,2008321012205600089,3210000,"서울특별시 서초구 잠원로8길 25, 121호 (잠원동,대림상가 1층)",,03,폐업,,,02-594-0246
선진식품,2016-10-31,198615.713239592,443203.394652737,2009년11월법개정전자료,2026-05-06 22:44:52,I,1986-08-25,2,폐업처리,2016-10-31 14:04:08,,1986-08-25,,서울특별시 서초구 방배동 788번지 59호,1986321007605600030,3210000,서울특별시 서초구 동광로 19 (방배동),,03,폐업,2003-04-30,2003-11-30,
지에스25 서초대림점,2011-03-08,200606.009435765,442017.133455062,2009년11월법개정전자료,2026-05-06 22:47:10,I,2007-12-18,2,폐업처리,2011-03-08 11:23:34,,2007-12-18,137-070,서울특별시 서초구 서초동 1467번지 65호 1층,2007321012205600160,3210000,"서울특별시 서초구 명달로4길 32 (서초동,1층)",,03,폐업,,,02-3471-8928
동양슈퍼,2010-12-15,200586.53942146,442225.31058208,2009년11월법개정전자료,2026-05-06 22:45:03,I,1997-03-07,2,폐업처리,2010-12-15 13:11:15,,1997-03-07,,서울특별시 서초구 서초동 1479번지 1   호,19973210076056서320,3210000,서울특별시 서초구 남부순환로315길 84 (서초동),,03,폐업,,,02-584-2186
별미감자탕,2009-09-16,202109.500209654,444403.320252288,2009년11월법개정전자료,2026-05-06 22:47:04,I,2006-10-13,2,폐업처리,2009-09-16 15:35:19,,2006-10-13,,서울특별시 서초구 서초동 1309번지 8호 1층,2006321010805600029,3210000,"서울특별시 서초구 강남대로69길 8 (서초동,1층)",,03,폐업,,,
씨유 서초신원점,2023-10-20,198847.192402455,442674.825267108,제7조의3제2항에따른경우,2026-05-06 22:48:33,I,2014-10-17,2,폐업처리,2023-10-20 14:09:40,,2014-10-17,,서울특별시 서초구 방배동 867-35 금성빌딩,2014321012205600090,3210000,"서울특별시 서초구 서초대로 49, 금성빌딩 지층 (방배동)",06570,03,폐업,,,
오피스디포 양재코트라점,,203817.645288426,440372.135898289,제7조의3제3항에따른경우,2026-05-06 22:49:27,I,2024-06-20,0,정상영업,2024-11-22 14:23:05,,2024-06-20,,서울특별시 서초구 염곡동 300-6 외국기업창업지원연구센터,2024321019505600025,3210000,"서울특별시 서초구 헌릉로 7, 외국기업창업지원연구센터 지하1층 (염곡동)",06792,01,영업/정상,,,
서초공인중개사무소,2004-02-12,,,,2026-05-06 22:45:39,I,,2,폐업처리,2008-02-21 00:00:00,,2001-12-08,,서울특별시 강서구 화곡동 404번지 1호 해풍연립C동302호,2001321007605600233,3210000,,,03,폐업,,,
장미플라워,2024-05-13,201123.234498578,443432.174000124,2009년11월법개정전자료,2026-05-06 22:47:13,I,2008-11-14,2,폐업처리,2024-05-13 14:44:13,,2008-11-14,137-073,서울특별시 서초구 서초동 1573번지 10호 로이어즈타워 106호,2008321012205600156,3210000,"서울특별시 서초구 서초중앙로 125, 106호 (서초동,로이어즈타워)",,03,폐업,,,02-6424-3773
동네슈퍼,2004-04-08,198787.701562761,442119.420431824,,2026-05-06 22:45:53,I,,2,폐업처리,2008-02-21 00:00:00,,2003-04-10,,서울특별시 서초구 방배동 459번지 10호 1층,2003321007605600068,3210000,"서울특별시 서초구 청두곶8길 42 (방배동,1층)",,03,폐업,,,
열린할인마트,2015-12-03,201886.571952822,439608.961888787,제7조의3제2항에따른경우,2026-05-06 22:48:30,I,2014-08-12,2,폐업처리,2015-12-03 14:47:15,,2014-08-12,137-140,서울특별시 서초구 우면동 784번지,2014321012205600060,3210000,"서울특별시 서초구 양재대로2길 34, 1층 102, 103호 (우면동, LH서초3단지 상가동)",,03,폐업,,,02-529-9988
LG25 서초반포점,2003-06-07,200922.886137239,444254.984557647,,2026-05-06 22:45:42,I,,2,폐업처리,2008-02-21 00:00:00,,2002-06-08,,서울특별시 서초구 반포동 50번지 10호 샹제리빌딩 1층,2002321007605600089,3210000,"서울특별시 서초구 서초중앙로31길 6-9 (반포동,샹제리빌딩 1층)",,03,폐업,,,
이마트24R서울웨이브점,,200569.275438657,446229.81000994,제7조의3제2항에따른경우,2026-05-06 22:49:24,I,2023-04-05,0,정상영업,2023-04-05 15:23:53,,2023-04-05,,서울특별시 서초구 잠원동 149-2,2023321019505600022,3210000,"서울특별시 서초구 잠원로 145-35, 1층 (잠원동)",06513,01,영업/정상,,,
훼미리마트메인타워점,2006-06-13,202760.817264669,442855.503519563,,2026-05-06 22:46:12,I,,2,폐업처리,2008-02-21 00:00:00,,2004-05-24,,서울특별시 서초구 서초동 1357번지 66호 강남메인타워 지상1층 102호,2004321007605600101,3210000,"서울특별시 서초구 강남대로 275 (서초동,강남메인타워 지상1층 102호)",,03,폐업,,,02-3487-3373
제일문화사,2006-09-01,200697.680618399,442353.391258682,,2026-05-06 22:46:55,I,,2,폐업처리,2008-02-21 00:00:00,,2005-07-15,,서울특별시 서초구 서초동 1486번지 8호 1층,2005321007605600107,3210000,"서울특별시 서초구 효령로 226 (서초동,1층)",,03,폐업,,,
지에스25 반포주흥점,2019-05-16,201566.03412566,445128.973849682,제7조의3제2항에따른경우,2026-05-06 22:48:52,I,2016-03-09,2,폐업처리,2019-05-16 12:49:39,,2016-03-09,,서울특별시 서초구 반포동 717번지,2016321015505600020,3210000,"서울특별시 서초구 주흥13길 17, 1층 (반포동)",06538,03,폐업,,,02-515-8775
씨유 방배아이파크점,2021-06-25,198632.536205406,443205.097016372,제7조의3제2항에따른경우,2026-05-06 22:48:59,I,2016-11-11,2,폐업처리,2021-06-25 17:41:11,,2016-11-11,,서울특별시 서초구 방배동 788번지 58호,2016321015505600134,3210000,"서울특별시 서초구 동광로 21, 1층 (방배동)",06560,03,폐업,,,
씨유서초법조타운점,2019-03-19,201070.990440494,443660.314911679,제7조의3제2항에따른경우,2026-05-06 22:48:54,I,2016-07-28,2,폐업처리,2019-03-19 11:27:46,,2016-07-28,,서울특별시 서초구 서초동 1714번지 5호 1층,2016321015505600070,3210000,"서울특별시 서초구 서초중앙로 151, 1층 (서초동, 정암빌딩)",06596,03,폐업,,,
참사랑유통,2011-04-18,203566.537019546,441241.528300708,2009년11월법개정전자료,2026-05-06 22:47:11,I,2008-04-23,2,폐업처리,2011-04-18 13:23:56,,2008-04-23,137-132,서울특별시 서초구 양재동 250번지 1호 1층,2008321012205600049,3210000,"서울특별시 서초구 마방로4길 22 (양재동,1층)",,03,폐업,,,02-572-6025
만물사,,,,2009년11월법개정전자료,2026-05-06 22:46:46,I,2004-10-29,3,직권취소,2011-02-22 16:50:20,2011-02-21,2004-10-29,,서울특별시 서초구 양재동 27번지 2호 양재역구내 제332-01호,2004321007605600199,3210000,,,04,취소/말소/만료/정지/중지,,,34625407
한국미니스톱 서초반포점,2013-08-01,201940.60506679,444909.079335079,2009년11월법개정전자료,2026-05-06 22:47:13,I,2008-10-14,2,폐업처리,2013-08-01 09:53:58,,2008-10-14,137-041,서울특별시 서초구 반포동 737번지,2008321012205600143,3210000,서울특별시 서초구 사평대로57길 44 (반포동),,03,폐업,,,02-3442-2457
바이더웨이,2003-08-05,201418.04594646,442706.262027419,,2026-05-06 22:45:40,I,,2,폐업처리,2008-02-21 00:00:00,,2002-01-29,,서울특별시 서초구 서초동 1621번지 17호 1층,2002321007605600016,3210000,"서울특별시 서초구 서초중앙로6길 21 (서초동,1층)",,03,폐업,,,34734255
양재동슈퍼잡화,,203622.874466851,442171.315212771,2009년11월법개정전자료,2026-05-06 22:45:54,I,2003-05-20,3,직권취소,2007-07-31 17:04:45,2006-06-13,2003-05-20,,서울특별시 서초구 양재동 6번지 21  호,2003321007605600084,3210000,서울특별시 서초구 논현로31길 22 (양재동),,04,취소/말소/만료/정지/중지,,,
GS25 서초반포점,2019-11-18,200922.886137239,444254.984557647,제7조의3제2항에따른경우,2026-05-06 22:49:02,I,2017-11-17,2,폐업처리,2019-11-18 12:04:12,,2017-11-17,,서울특별시 서초구 반포동 50번지 10호,2017321015505600267,3210000,"서울특별시 서초구 서초중앙로31길 6-9, 1층 (반포동)",06593,03,폐업,,,
신영약국,2002-10-09,202503.871647418,443326.129565179,,2026-05-06 22:45:04,I,,2,폐업처리,2008-02-21 00:00:00,,1998-11-03,,서울특별시 서초구 서초동 1337번지 14호 서천상가 101호,1998321007605600047,3210000,"서울특별시 서초구 사임당로 178 (서초동,서천상가 101호)",,03,폐업,,,34739396
중앙슈퍼,2003-07-15,203830.723321642,441321.62991586,,2026-05-06 22:45:42,I,,2,폐업처리,2008-02-21 00:00:00,,2002-06-18,,서울특별시 서초구 양재동 306번지 13호,2002321007605600101,3210000,서울특별시 서초구 언남길 62 (양재동),,03,폐업,,,
(주)코리아세븐 서초17호점,,200927.686610151,443329.558292307,2009년11월법개정전자료,2026-05-06 22:45:21,I,2000-05-25,0,정상영업,2012-10-12 16:52:52,,2000-05-25,,서울특별시 서초구 서초동 1555번지 18  호,2000321007605600062,3210000,서울특별시 서초구 반포대로30길 48 (서초동),,01,영업/정상,,,
오성슈퍼,2002-06-26,199245.612982979,442948.46747473,,2026-05-06 22:45:41,I,,2,폐업처리,2008-02-21 00:00:00,,2002-06-12,,서울특별시 서초구 방배동 852번지 15호,2002321007605600034,3210000,서울특별시 서초구 방배로25길 12 (방배동),,03,폐업,,,
영마트,2022-05-12,201565.049278189,445281.757823715,2009년11월법개정전자료,2026-05-06 22:47:17,I,2009-08-19,2,폐업처리,2022-05-12 15:12:52,,2009-08-19,137-808,서울특별시 서초구 반포1동 703번지 5호 1층,2009321012205600100,3210000,"서울특별시 서초구 신반포로42길 12 (반포동,1층)",,03,폐업,,,
GS25 방배효령점,2017-08-10,199052.193690866,441831.105806626,제7조의3제2항에따른경우,2026-05-06 22:48:16,I,2013-11-22,2,폐업처리,2017-08-10 15:02:14,,2013-11-22,137-824,서울특별시 서초구 방배3동 537번지 10호 B1층,2013321012205600077,3210000,"서울특별시 서초구 효령로 50, B1층 (방배동)",,03,폐업,,,02-588-0843
