신청일자,항목값1,사업장명,업소구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
1995-07-20,관급봉투,유미슈퍼,지정,,-325.57970594299,498968.618578598,2026-05-06 22:53:28,I,,11,영업,2020-11-25 15:13:16,1995-07-20,진촌1리,,인천광역시 옹진군 백령면 진촌리 695-6 유미수퍼마켓,358000014199500017,3580000,"인천광역시 옹진군 백령면 백령로 278, 유미수퍼마켓",23101,,01,영업/정상,,,032-836-1778
,관급봉투,선우상회,,,-335.59666288262,499191.871904128,2026-05-06 22:53:29,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-910,인천광역시 옹진군 백령면 진촌리 753-1,358000014199500019,3580000,,,,01,영업/정상,,,032-836-2433
,관급봉투,연봉회관,,,,,2026-05-06 22:53:30,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-910,인천광역시 옹진군 백령면 북포리,358000014199500024,3580000,,,,01,영업/정상,,,032-836-4542
1995-07-21,관급봉투,가을담배,지정,,-5432.2837544892,497418.156336312,2026-05-06 22:53:30,I,,11,영업,2020-11-25 15:15:06,1995-07-20,인천광역시 옹진군 백령면 가을리 41,,인천광역시 옹진군 백령면 가을리 41,358000014199500025,3580000,인천광역시 옹진군 백령면 백령로 890,23103,,01,영업/정상,,,
,관급봉투,대성슈퍼,,,-9045.77207887662,499541.404468451,2026-05-06 22:53:30,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-910,인천광역시 옹진군 백령면 연화리 1048-75,358000014199500026,3580000,,,,01,영업/정상,,,
,관급봉투,장촌상회,,,-4647.0606024504,495962.243064922,2026-05-06 22:53:30,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-910,인천광역시 옹진군 백령면 남포리 733,358000014199500027,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-2765.9676323114,483190.559761127,2026-05-06 22:53:30,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 992,358000014199500029,3580000,,,,01,영업/정상,,,
,관급봉투,부식가게,,,,,2026-05-06 22:53:30,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 377-1,358000014199500030,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-896.676079371136,482638.760728462,2026-05-06 22:53:30,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 371-4,358000014199500031,3580000,,,,01,영업/정상,,,
,관급봉투,부두상회,,,-975.721574916782,482673.182001309,2026-05-06 22:53:31,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 381,358000014199500032,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-1132.20099158955,482775.22016247,2026-05-06 22:53:31,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 391-17,358000014199500033,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-1683.31260069837,485123.055672808,2026-05-06 22:53:32,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 487-25,358000014199500035,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-1663.13156518471,484970.967531522,2026-05-06 22:53:32,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 482-1,358000014199500036,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,,,2026-05-06 22:53:32,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 473-1,358000014199500037,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-3486.80720000411,481481.986238964,2026-05-06 22:53:33,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 1269,358000014199500038,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-1505.63654859232,481934.656455303,2026-05-06 22:53:33,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 150,358000014199500039,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-2030.34100539696,483530.647639438,2026-05-06 22:53:33,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 793-1,358000014199500040,3580000,,,,01,영업/정상,,,
,관급봉투,구멍가게,,,-1997.5336405889,483516.813361559,2026-05-06 22:53:34,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 877-6,358000014199500041,3580000,,,,01,영업/정상,,,
,관급봉투,자월농협,,,,,2026-05-06 22:53:35,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-880,인천광역시 옹진군 자월면 자월리 산 215-4,358000014199500043,3580000,,,,01,영업/정상,,,
,관급봉투,소망체인,,,138443.170069376,417092.470641719,2026-05-06 22:53:35,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-880,인천광역시 옹진군 자월면 자월리 1096,358000014199500044,3580000,,,,01,영업/정상,,,
,관급봉투,삼화상회,,,-1979.32765828042,482118.320353643,2026-05-06 22:53:35,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 257,358000014199500045,3580000,,,,01,영업/정상,,,
,관급봉투,왕대포상회,,,-1042.86563660876,482733.202053555,2026-05-06 22:53:35,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 395,358000014199500046,3580000,,,,01,영업/정상,,,
,관급봉투,천냔상회,,,-1648.33100885161,484954.714377047,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1995-07-20,,409-855,인천광역시 옹진군 대청면 대청리 480,358000014199500047,3580000,,,,01,영업/정상,,,
,관급봉투,밭지름민박,,,,,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1995-08-07,,409-890,인천광역시 옹진군 덕적면 진리 576-7,358000014199500049,3580000,,,,01,영업/정상,,,
,관급봉투,해변매점,,,121755.444705016,413542.766298658,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1995-08-07,,409-890,인천광역시 옹진군 덕적면 서포리 134,358000014199500050,3580000,,,,01,영업/정상,,,
,관급봉투,천일식품,,,123920.795747805,414383.65071737,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1995-08-07,,409-890,인천광역시 옹진군 덕적면 진리 326,358000014199500051,3580000,,,,01,영업/정상,,,
,관급봉투,낙원상회,,,,,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1995-08-07,,409-890,인천광역시 옹진군 덕적면 서포리 134-8,358000014199500052,3580000,,,,01,영업/정상,,,
,관급봉투,상가슈퍼,,,,,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1995-08-07,,409-890,인천광역시 옹진군 덕적면 서포리,358000014199500053,3580000,,,,01,영업/정상,,,
,관급봉투,부흥상회,,,-6142.15168744345,497993.177300438,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1996-03-28,,409-910,인천광역시 옹진군 백령면 가을리 473,358000014199600002,3580000,,,,01,영업/정상,,,
,관급봉투,공군p.x매장,,,,,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1996-05-09,,409-910,인천광역시 옹진군 백령면 연화리,358000014199600003,3580000,,,,01,영업/정상,,,
,관급봉투,백령농협,,,,,2026-05-06 22:53:37,I,,11,영업,2007-06-23 17:47:37,1997-03-06,,409-910,인천광역시 옹진군 백령면 진촌리,358000014199700001,3580000,,,,01,영업/정상,,,
,관급봉투,현대식당,,,,,2026-05-06 22:53:37,I,,11,영업,2007-06-23 17:47:37,1999-06-05,,409-870,인천광역시 옹진군 영흥면 외리 980,358000014199900001,3580000,,,,01,영업/정상,,,
,관급봉투,신흥철물건재,,,152444.224667561,417073.111881992,2026-05-06 22:53:37,I,,11,영업,2007-06-23 17:47:37,1999-06-05,,409-870,인천광역시 옹진군 영흥면 내리 245,358000014199900002,3580000,,,,01,영업/정상,,,
,관급봉투,조흥상회,,,,,2026-05-06 22:53:37,I,,11,영업,2007-06-23 17:47:37,1999-06-05,,409-870,인천광역시 옹진군 영흥면 내리 521-1,358000014199900003,3580000,,,,01,영업/정상,,,
,관급봉투,혜진식품,,,,,2026-05-06 22:53:37,I,,11,영업,2007-06-23 17:47:37,1999-06-05,,409-870,인천광역시 옹진군 영흥면 내리 10,358000014199900004,3580000,,,,01,영업/정상,,,
,관급봉투,삼리상회,,,155168.684760303,417740.321347856,2026-05-06 22:53:38,I,,11,영업,2007-06-23 17:47:37,1999-06-05,,409-870,인천광역시 옹진군 영흥면 내리 40,358000014199900006,3580000,,,,01,영업/정상,,,
,관급봉투,십리포식당,,,,,2026-05-06 22:53:38,I,,11,영업,2007-06-23 17:47:37,1999-06-16,,409-870,인천광역시 옹진군 영흥면 내리 729-3,358000014199900007,3580000,,,,01,영업/정상,,,
,관급봉투,한성슈퍼,,,-380.306518563877,499051.246519952,2026-05-06 22:53:39,I,,11,영업,2007-06-23 17:47:37,1999-06-30,,409-910,인천광역시 옹진군 백령면 진촌리 703-14,358000014199900008,3580000,,,,01,영업/정상,,,
,관급봉투,흥농종묘,,,-373.502808756511,499038.978319777,2026-05-06 22:53:40,I,,11,영업,2007-06-23 17:47:37,1999-06-30,,409-910,인천광역시 옹진군 백령면 진촌리 703-54,358000014199900009,3580000,,,,01,영업/정상,,,
,관급봉투,해금마크사,,,,,2026-05-06 22:53:40,I,,11,영업,2007-06-23 17:47:37,1999-08-28,,409-910,인천광역시 옹진군 백령면 북포리 503-4,358000014199900010,3580000,,,,01,영업/정상,,,
,관급봉투,부연슈퍼,,,,,2026-05-06 22:53:41,I,,11,영업,2007-06-23 17:47:37,1999-08-28,,409-910,인천광역시 옹진군 백령면 북포리 406-4,358000014199900011,3580000,,,,01,영업/정상,,,
,관급봉투,가을담배집,,,-5432.2837544892,497418.156336312,2026-05-06 22:53:41,I,,11,영업,2007-06-23 17:47:37,1999-09-06,,409-910,인천광역시 옹진군 백령면 가을리 41,358000014199900012,3580000,,,,01,영업/정상,,,
,관급봉투,대성슈퍼,,,,,2026-05-06 22:53:42,I,,11,영업,2007-06-23 17:47:37,1999-09-06,,409-910,인천광역시 옹진군 백령면 연화리 1048-73,358000014199900013,3580000,,,,01,영업/정상,,,
,관급봉투,선진마트,,,,,2026-05-06 22:53:42,I,,11,영업,2007-06-23 17:47:37,2000-03-20,,409-855,인천광역시 옹진군 대청면 대청리 377-4,358000014200000001,3580000,,,,01,영업/정상,,,032-832-3954
,관급봉투,섬상회,,,,,2026-05-06 22:53:43,I,,11,영업,2007-06-23 17:47:37,2000-03-20,,409-855,인천광역시 옹진군 대청면 대청리 385-1,358000014200000003,3580000,,,,01,영업/정상,,,
,관급봉투,대성슈퍼,,,-1040.08057917962,482772.844061546,2026-05-06 22:53:43,I,,11,영업,2007-06-23 17:47:37,2000-03-20,,409-855,인천광역시 옹진군 대청면 대청리 406,358000014200000005,3580000,,,,01,영업/정상,,,
,관급봉투,장경리솔밭매점,,,,,2026-05-06 22:53:44,I,,11,영업,2007-06-23 17:47:37,2000-08-05,,409-870,인천광역시 옹진군 영흥면 내리 1665-13,358000014200000007,3580000,,,,01,영업/정상,,,
,관급봉투,옹진농협북도지소,,,141339.264157071,448050.649486055,2026-05-06 22:53:44,I,,11,영업,2007-06-23 17:47:37,2002-04-17,,409-833,인천광역시 옹진군 북도면 장봉리 1165,358000014200200001,3580000,,,,01,영업/정상,,,
,관급봉투,옹진농협시도지소,,,149597.573044927,447837.54377193,2026-05-06 22:53:44,I,,11,영업,2007-06-23 17:47:37,2002-04-17,,409-831,인천광역시 옹진군 북도면 시도리 472,358000014200200002,3580000,,,,01,영업/정상,,,
,관급봉투,소망슈퍼,,,149314.449741568,448197.289882918,2026-05-06 22:53:44,I,,11,영업,2007-06-23 17:47:37,2002-04-17,,409-831,인천광역시 옹진군 북도면 시도리 270,358000014200200003,3580000,,,,01,영업/정상,,,
,관급봉투,부두상회,,,,,2026-05-06 22:53:44,I,,11,영업,2007-06-23 17:47:37,2002-04-17,,409-832,인천광역시 옹진군 북도면 신도리 506-1,358000014200200004,3580000,,,,01,영업/정상,,,
,관급봉투,한빛마트,,,151360.778660622,415908.027915346,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-09,,409-871,인천광역시 옹진군 영흥면 외리 909-10,358000014200200005,3580000,,,,01,영업/정상,,,
,관급봉투,한빛마트,,,151360.778660622,415908.027915346,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-09,,409-871,인천광역시 옹진군 영흥면 외리 909-10,358000014200200006,3580000,,,,01,영업/정상,,,
,관급봉투,선재가게,,,158860.924108412,414739.087485203,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-09,,409-872,인천광역시 옹진군 영흥면 선재리 108-15,358000014200200007,3580000,,,,01,영업/정상,,,
,관급봉투,선재낚시,,,158922.886144849,414832.710859177,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-09,,409-872,인천광역시 옹진군 영흥면 선재리 105,358000014200200008,3580000,,,,01,영업/정상,,,
,관급봉투,나룻터 정육점,,,158820.737681541,414962.335821462,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-09,,409-872,인천광역시 옹진군 영흥면 선재리 66,358000014200200009,3580000,,,,01,영업/정상,,,
,관급봉투,옹진수퍼,,,,,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-13,,409-871,인천광역시 옹진군 영흥면 내리 8-9,358000014200200010,3580000,,,,01,영업/정상,,,
,관급봉투,대청.소청내연발전소,,,,,2026-05-06 22:53:45,I,,11,영업,2007-06-23 17:47:37,2002-08-16,,409-851,인천광역시 옹진군 대청면 대청리,358000014200200011,3580000,,,,01,영업/정상,,,
,관급봉투,백령할인마트,,,-5136.25268133652,497662.479106781,2026-05-06 22:53:46,I,,11,영업,2016-05-11 18:08:35,2002-09-23,,,인천광역시 옹진군 백령면 북포리 531-1,358000014200200012,3580000,,,,01,영업/정상,,,
,관급봉투,수원상회,,,-5420.15928320635,497464.263095926,2026-05-06 22:53:36,I,,11,영업,2007-06-23 17:47:37,1996-03-28,,409-910,인천광역시 옹진군 백령면 가을리 35,358000014199600001,3580000,,,,01,영업/정상,,,
,관급봉투,와보니슈퍼,,,158048.404090066,415796.166418764,2026-05-06 22:53:46,I,,11,영업,2007-06-23 17:47:37,2002-10-02,,409-872,인천광역시 옹진군 영흥면 선재리 415-9,358000014200200013,3580000,,,,01,영업/정상,,,
,관급봉투,선재상회,,,,,2026-05-06 22:53:46,I,,11,영업,2007-06-23 17:47:37,2002-10-02,,409-872,인천광역시 옹진군 영흥면 선재리 325-5,358000014200200014,3580000,,,,01,영업/정상,,,
,관급봉투,충남상회,,,,,2026-05-06 22:53:47,I,,11,영업,2007-06-23 17:47:37,2002-12-17,,409-840,인천광역시 옹진군 연평면 연평리 251,358000014200200015,3580000,,,,01,영업/정상,,,
,관급봉투,장춘상회,,,,,2026-05-06 22:53:48,I,,11,영업,2007-06-23 17:47:37,2002-12-17,,409-840,인천광역시 옹진군 연평면 연평리 482-42,358000014200200016,3580000,,,,01,영업/정상,,,
,관급봉투,동촌상회,,,,,2026-05-06 22:53:48,I,,11,영업,2007-06-23 17:47:37,2002-12-26,,409-883,인천광역시 옹진군 자월면 자월리 314-1,358000014200200017,3580000,,,,01,영업/정상,,,
,관급봉투,성필상회,,,85833.8573366218,463145.656570454,2026-05-06 22:53:48,I,,11,영업,2007-06-23 17:47:37,2003-01-04,,409-840,인천광역시 옹진군 연평면 연평리 231-3,358000014200300001,3580000,,,,01,영업/정상,,,
,관급봉투,수협영흥마트,,,,,2026-05-06 22:53:48,I,,11,영업,2007-06-23 17:47:37,2004-05-20,,409-871,인천광역시 옹진군 영흥면 내리 8-165,358000014200400001,3580000,,,,01,영업/정상,,,
2024-02-26,관급봉투,씨유 영흥또바기점,지정,,154044.786559999,419949.961031712,2026-05-06 22:53:48,I,2024-03-07,11,영업,2024-03-07 10:30:14,2024-03-07,인천광역시 옹진군 영흥면 내리 724-131,,인천광역시 옹진군 영흥면 내리 724-131,358000014202400001,3580000,인천광역시 옹진군 영흥면 영흥북로 420-4,23118,,01,영업/정상,,,
2000-02-05,관급봉투,부성슈퍼,지정,,,,2026-05-06 22:53:24,I,2000-02-05,11,영업,2009-10-30 14:58:20,2000-02-05,인천광역시 계양구 효성1동 260번지 1호,407-041,인천광역시 계양구 효성동 260-1,355000014200000001,3550000,,,,01,영업/정상,,,
2009-10-23,관급봉투,바이더웨이작전중앙점,지정,,176112.171566039,447653.463017369,2026-05-06 22:53:25,I,2009-10-23,11,영업,2009-10-30 15:01:33,2009-10-23,,407-061,인천광역시 계양구 작전동 98-3,355000014200900001,3550000,,,,01,영업/정상,,,
2009-10-20,관급봉투,오감만족,지정,,176758.03,448160.85,2026-05-06 22:53:25,I,2009-10-20,11,영업,2009-10-30 16:07:40,2009-10-20,,407-054,인천광역시 계양구 계산동 1080-6,355000014200900002,3550000,,,,01,영업/정상,,,
2009-10-19,관급봉투,믿음상회,지정,,178153.040119836,447094.160199493,2026-05-06 22:53:25,I,2009-10-19,11,영업,2009-10-30 16:09:01,2009-10-19,,407-063,인천광역시 계양구 서운동 142-21,355000014200900003,3550000,,,,01,영업/정상,,,
2009-10-12,관급봉투,모닝마트,지정,,177149.14182473,447247.223909508,2026-05-06 22:53:26,I,2009-10-12,11,영업,2009-10-30 16:10:42,2009-10-12,,407-070,인천광역시 계양구 서운동 52-1,355000014200900004,3550000,,,,01,영업/정상,,,
2009-10-12,관급봉투,마을슈퍼,지정,,176073.087534793,447672.722949198,2026-05-06 22:53:26,I,2009-10-12,11,영업,2009-10-30 16:12:10,2009-10-12,,407-061,인천광역시 계양구 작전동 232-6,355000014200900005,3550000,,,,01,영업/정상,,,
2009-09-29,관급봉투,GS25귤현제일점,지정,,177665.898870504,451826.018651741,2026-05-06 22:53:27,I,2009-09-29,11,영업,2009-10-30 16:14:10,2009-09-29,,407-350,인천광역시 계양구 귤현동 491-16,355000014200900006,3550000,,,,01,영업/정상,,,
2009-09-29,관급봉투,미니스톱인천작전점,지정,,176442.502720703,447873.09550622,2026-05-06 22:53:27,I,2009-09-29,11,영업,2009-10-30 16:15:44,2009-09-29,,407-063,인천광역시 계양구 작전동 900-1,355000014200900007,3550000,,,,01,영업/정상,,,
2009-09-24,관급봉투,한아름유통,지정,,175620.9375,447416.02,2026-05-06 22:53:27,I,2009-09-24,11,영업,2009-10-30 16:17:28,2009-09-24,,407-062,인천광역시 계양구 작전동 868-38,355000014200900008,3550000,,,,01,영업/정상,,,
2009-09-18,관급봉투,뉴서울마트,지정,,176356.460258491,448100.652455321,2026-05-06 22:53:28,I,2009-09-18,11,영업,2009-10-30 16:18:49,2009-09-18,,407-061,인천광역시 계양구 작전동 26-1,355000014200900009,3550000,,,,01,영업/정상,,,
