건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,회수건조기수,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,세탁기수
,임대,,롯데,일반세탁업,,,,,204902.706096918,449373.167929482,2026-05-06 22:36:21,I,01,영업,,2005-09-30 00:00:00,2005-09-30,29.00,133-835,서울특별시 성동구 성수동2가 835-1 롯데캐슬(아)상가 204호,N,,3030000-205-2005-00011,3030000,"서울특별시 성동구 성수일로12길 52 (성수동2가,롯데캐슬(아)상가 204호)",04794,,01,영업/정상,일반세탁업,02-466-6122,2,,2,,
,,,한진세탁,일반세탁업,,,,,203933.697716773,448762.825899457,2026-05-06 22:36:21,I,01,영업,,2020-03-27 15:41:02,2005-09-30,29.00,133-923,서울특별시 성동구 성수동1가 704 한진(아)상가 208호,N,,3030000-205-2005-00013,3030000,"서울특별시 성동구 뚝섬로 312, 상가 208호 (성수동1가)",04773,,01,영업/정상,일반세탁업,02-467-4966,2,,2,,
,,,샤르망,일반세탁업,,,,,203182.593906872,451405.183612375,2026-05-06 22:36:21,I,01,영업,,2006-08-17 00:00:00,2006-04-07,23.10,133-866,서울특별시 성동구 행당동 192-29 성동샤르망108호,N,,3030000-205-2006-00004,3030000,"서울특별시 성동구 고산자로 284 (행당동,성동샤르망108호)",04750,,01,영업/정상,일반세탁업,,,,,,
3,,1,월풀빨래터,일반세탁업,,,,,205095.121462787,448246.945107715,2026-05-06 22:36:21,I,01,영업,,2006-06-13 00:00:00,2006-06-13,12.90,133-826,서울특별시 성동구 성수동2가 219-29 (지상1층),N,,3030000-205-2006-00006,3030000,"서울특별시 성동구 성덕정길 136 (성수동2가,(지상1층))",04777,,01,영업/정상,일반세탁업,02-462-9606,1,,1,,1
6,,0,현대프로세탁,일반세탁업,,,,,202326.470897024,449954.683065141,2026-05-06 22:36:21,I,01,영업,,2023-09-27 13:49:37,2006-12-14,33.00,133-801,서울특별시 성동구 금호동1가 633,N,,3030000-205-2006-00014,3030000,"서울특별시 성동구 금호로 102, 516-1호 (금호동1가, 벽산아파트상가동)",04718,0,01,영업/정상,일반세탁업,02-2299-5144,5,0,5,0,3
5,,1,명품세탁소,일반세탁업,,,,,205968.25643879,450003.09309754,2026-05-06 22:36:38,I,01,영업,,2020-03-27 15:43:03,2008-03-11,32.40,133-837,서울특별시 성동구 송정동 73-420 지상1층,N,,3030000-205-2008-00004,3030000,"서울특별시 성동구 송정18길 12 (송정동,지상1층)",04801,0,01,영업/정상,일반세탁업,02-462-5671,1,0,1,0,1
0,,0,주식회사 대진씨앤아이,일반세탁업,,,,,202249.750078276,449668.572421314,2026-05-06 22:36:39,I,01,영업,,2020-03-27 15:44:20,2009-07-21,461.34,133-801,서울특별시 성동구 금호동1가 1797-1 (지하1층),N,,3030000-205-2009-00006,3030000,"서울특별시 성동구 금호로 66 (금호동1가,(지하1층))",04718,0,01,영업/정상,일반세탁업,02-2282-0237,0,1,0,1,1
0,,0,두산세탁,일반세탁업,,,,,201383.023709556,449744.280482389,2026-05-06 22:36:38,I,01,영업,,2020-03-27 15:47:00,2009-11-26,30.24,133-807,서울특별시 성동구 금호동3가 1331 두산@상가 504호(지상5층),N,,3030000-205-2009-00009,3030000,"서울특별시 성동구 동호로 102, 상가동 504호 (금호동3가)",04724,1,01,영업/정상,일반세탁업,02-2233-7742,5,0,5,0,1
0,,0,버블하우스,일반세탁업,,,,,204729.334007574,448164.46627115,2026-05-06 22:36:41,I,01,영업,,2015-01-08 15:51:32,2009-05-29,126.73,133-830,서울특별시 성동구 성수동2가 748-1,N,,3030000-205-2009-00010,3030000,"서울특별시 성동구 성수이로2길 7, 지상2층 (성수동2가)",04776,1,01,영업/정상,일반세탁업,02-458-7773,2,,2,,1
0,,0,중앙세탁소,일반세탁업,,,,,201366.036667659,448641.165627602,2026-05-06 22:36:20,I,01,영업,,2014-04-24 15:35:05,2010-07-12,27.90,133-838,서울특별시 성동구 옥수동 100 중앙하이츠상가 지상2층 204호,N,,3030000-205-2010-00003,3030000,"서울특별시 성동구 한림말길 48, 2층 204호 (옥수동)",04736,1,01,영업/정상,일반세탁업,02-2292-0855,2,,2,,1
0,,0,한신세탁,일반세탁업,,,,,203133.802372323,450318.174459546,2026-05-06 22:36:40,I,01,영업,,2012-03-02 15:27:06,2012-03-02,44.55,133-070,서울특별시 성동구 행당동 349 한신휴상가  B01호,N,,3030000-205-2012-00001,3030000,"서울특별시 성동구 고산자로2길 지하 35, B01호 (행당동, 한신휴상가 B01호)",,1,01,영업/정상,일반세탁업,02-2296-7894,,1,,1,2
0,,0,전진사,일반세탁업,,,,,,,2026-05-06 22:36:31,I,01,영업,,2020-03-26 14:00:23,1987-10-12,104.18,133-805,서울특별시 성동구 금호동3가 453-0,N,,3030000-205-1987-01534,3030000,,,,01,영업/정상,일반세탁업,02-2234-9597,0,0,,,
0,,0,희망사,일반세탁업,,,,,202696.077591993,450868.126284181,2026-05-06 22:36:22,I,01,영업,,2020-03-26 14:03:09,1987-10-12,21.00,133-872,서울특별시 성동구 행당동 299-10,N,,3030000-205-1987-01548,3030000,서울특별시 성동구 왕십리로21라길 2 (행당동),04714,,01,영업/정상,일반세탁업,02-292-6592,0,0,,,
0,,0,청수하이츠,일반세탁업,,,,,201181.598996876,448609.588125745,2026-05-06 22:36:41,I,01,영업,,2016-06-17 16:44:02,1987-06-26,25.00,133-839,서울특별시 성동구 옥수동 220-1,N,,3030000-205-1987-01553,3030000,"서울특별시 성동구 독서당로 160, 상가동 115호 (옥수동, 한남하이츠아파트)",04736,,01,영업/정상,일반세탁업,02-253-0713,0,0,,,
0,,0,만부사,일반세탁업,,,,,204802.374891148,449515.862983835,2026-05-06 22:36:31,I,01,영업,,2020-03-26 14:05:55,1987-07-14,21.80,133-833,서울특별시 성동구 성수동2가 299-200,N,,3030000-205-1987-01556,3030000,서울특별시 성동구 아차산로7길 29 (성수동2가),04792,,01,영업/정상,일반세탁업,02-463-1959,0,0,,,
0,,0,황제사,일반세탁업,,,,,205765.686591751,449639.843767203,2026-05-06 22:36:31,I,01,영업,,2013-10-17 13:30:04,1987-07-14,11.24,133-836,서울특별시 성동구 송정동 66-45,N,,3030000-205-1987-01560,3030000,서울특별시 성동구 광나루로11길 12 (송정동),04801,,01,영업/정상,일반세탁업,02-466-9538,0,0,,,
0,,0,백합사,일반세탁업,,,,,205923.21288354,449869.045789004,2026-05-06 22:36:31,I,01,영업,,2020-03-26 16:58:06,1987-07-14,18.20,133-837,서울특별시 성동구 송정동 73-621,N,,3030000-205-1987-01561,3030000,서울특별시 성동구 송정14길 14 (송정동),04801,,01,영업/정상,일반세탁업,02-466-3179,0,0,,,
0,,0,백양사,일반세탁업,,,,,202732.968302732,450889.439120835,2026-05-06 22:36:28,I,01,영업,,2001-09-25 00:00:00,1987-10-12,11.55,133-872,서울특별시 성동구 행당동 299-7,N,,3030000-205-1987-01614,3030000,서울특별시 성동구 왕십리로21길 30 (행당동),04714,,01,영업/정상,일반세탁업,02-294-3893,0,0,,,
0,,0,명성사,일반세탁업,,,,,202768.4027961,451073.199178155,2026-05-06 22:36:27,I,01,영업,,2020-03-26 17:05:01,1987-07-15,144.60,133-858,서울특별시 성동구 하왕십리동 966-43,N,,3030000-205-1987-01646,3030000,서울특별시 성동구 무학봉26길 2 (하왕십리동),04714,,01,영업/정상,일반세탁업,02-2292-9223,0,0,,,
0,,0,성수사,일반세탁업,,,,,204509.046016475,448426.58704768,2026-05-06 22:36:33,I,01,영업,,2020-03-26 17:08:49,1987-10-24,15.00,133-828,서울특별시 성동구 성수동2가 345-9,N,,3030000-205-1987-01704,3030000,서울특별시 성동구 성덕정길 75 (성수동2가),04775,,01,영업/정상,일반세탁업,02-467-2599,0,0,,,
0,,0,백은사,일반세탁업,,,,,201587.661910789,449514.79195531,2026-05-06 22:36:33,I,01,영업,,2016-09-23 14:59:15,1987-10-12,19.80,133-809,서울특별시 성동구 금호동4가 1219,N,,3030000-205-1987-01716,3030000,"서울특별시 성동구 동호로2길 26, 1층 (금호동4가)",04725,,01,영업/정상,일반세탁업,02-232-1051,0,0,,,
0,,0,삼일사,일반세탁업,,,,,204967.919715106,448360.298740477,2026-05-06 22:36:31,I,01,영업,,2025-09-18 13:30:25,1987-10-24,14.40,133-829,서울특별시 성동구 성수동2가 572-1,N,,3030000-205-1987-01821,3030000,서울특별시 성동구 성덕정19길 16 (성수동2가),04777,,01,영업/정상,일반세탁업,02-465-1536,0,0,,,
0,,0,경일사,일반세탁업,,,,,204119.042438502,448605.612706456,2026-05-06 22:36:32,I,01,영업,,2001-09-25 00:00:00,1987-10-24,14.00,133-823,서울특별시 성동구 성수동1가 656-244,N,,3030000-205-1987-01833,3030000,서울특별시 성동구 성덕정3길 7-1 (성수동1가),04774,,01,영업/정상,일반세탁업,02-467-0484,0,0,,,
0,,0,백광사,일반세탁업,,,,,203056.514104723,451627.413501739,2026-05-06 22:36:32,I,01,영업,,2020-05-29 16:13:06,1987-10-24,38.94,133-814,서울특별시 성동구 마장동 565,N,,3030000-205-1987-01837,3030000,"서울특별시 성동구 청계천로12길 39, 1층 (마장동)",04705,,01,영업/정상,일반세탁업,02-292-7891,0,0,,,
0,,0,성일사,일반세탁업,,,,,202726.74830217,451038.510866178,2026-05-06 22:36:34,I,01,영업,,2020-03-26 17:21:26,1988-02-04,10.60,133-858,서울특별시 성동구 하왕십리동 970-68,N,,3030000-205-1988-01785,3030000,서울특별시 성동구 무학봉길 84 (하왕십리동),04714,,01,영업/정상,일반세탁업,02-2294-5069,0,0,,,
0,,0,대성사,일반세탁업,,,,,203855.977378268,451770.779724639,2026-05-06 22:36:34,I,01,영업,,2001-09-25 00:00:00,1988-02-16,17.20,133-815,서울특별시 성동구 마장동 767-6,N,,3030000-205-1988-01788,3030000,서울특별시 성동구 마장로39나길 13 (마장동),04756,,01,영업/정상,일반세탁업,02-293-6660,0,0,,,
0,,0,동아세탁소,일반세탁업,,,,,203991.150028597,449125.271545534,2026-05-06 22:36:34,I,01,영업,,2019-12-17 15:38:19,1988-04-21,13.00,133-823,서울특별시 성동구 성수동1가 656-320 지상2층 상가동 2호,N,,3030000-205-1988-01789,3030000,"서울특별시 성동구 왕십리로 80-1, 지상2층 6호 (성수동1가, 상가동 )",04778,,01,영업/정상,일반세탁업,02-464-5538,0,0,,,
0,,0,백양사,일반세탁업,,,,,203572.778686327,451314.940772002,2026-05-06 22:36:34,I,01,영업,,2020-03-26 17:32:49,1988-04-21,14.80,133-816,서울특별시 성동구 마장동 815-1,N,,3030000-205-1988-01794,3030000,서울특별시 성동구 마조로15가길 10 (마장동),04759,0,01,영업/정상,일반세탁업,02-2294-1832,0,0,0,0,0
0,,0,팔팔사,일반세탁업,,,,,202087.87629383,450167.427252343,2026-05-06 22:36:34,I,01,영업,,2001-09-25 00:00:00,1988-01-12,14.00,133-800,서울특별시 성동구 금호동1가 179-59,N,,3030000-205-1988-01802,3030000,서울특별시 성동구 난계로 17 (금호동1가),04727,,01,영업/정상,일반세탁업,02-233-5782,0,0,,,
0,,0,백조사,일반세탁업,,,,,204573.921484905,448377.628733904,2026-05-06 22:36:32,I,01,영업,,2014-04-28 18:18:10,1988-01-06,18.20,133-828,서울특별시 성동구 성수동2가 502-1,N,,3030000-205-1988-01808,3030000,서울특별시 성동구 성수이로3길 22 (성수동2가),04775,,01,영업/정상,일반세탁업,02-462-4019,0,0,,,
0,,0,백양사,일반세탁업,,,,,202927.858725841,451360.00360008,2026-05-06 22:36:35,I,01,영업,,2001-09-25 00:00:00,1989-01-19,18.00,133-882,서울특별시 성동구 도선동 185-22,N,,3030000-205-1989-01768,3030000,서울특별시 성동구 무학로4길 28 (도선동),04708,,01,영업/정상,일반세탁업,02-293-2890,0,0,,,
0,,0,리라사,일반세탁업,,,,,202639.313437806,451442.978424056,2026-05-06 22:36:35,I,01,영업,,2001-09-25 00:00:00,1989-01-19,19.24,133-883,서울특별시 성동구 도선동 416-0,N,,3030000-205-1989-01799,3030000,서울특별시 성동구 무학로6길 6 (도선동),04707,,01,영업/정상,일반세탁업,02-292-4168,0,0,,,
,,,현대사,일반세탁업,,,,,201598.632393769,449038.549265678,2026-05-06 22:36:30,I,01,영업,,2003-02-21 00:00:00,1991-05-24,16.79,133-838,서울특별시 성동구 옥수동 4-0 현대아파트상가 8호,N,,3030000-205-1991-01608,3030000,"서울특별시 성동구 독서당로40길 25 (옥수동,현대아파트상가 8호)",04739,,01,영업/정상,일반세탁업,02-2298-7159,,,,,
,,,한수사,일반세탁업,,,,,204685.972021575,448284.070227546,2026-05-06 22:36:36,I,01,영업,,2025-09-18 13:35:34,1992-12-22,25.73,133-828,서울특별시 성동구 성수동2가 531,N,,3030000-205-1992-01750,3030000,"서울특별시 성동구 성수이로 17, 1층 (성수동2가)",04775,,01,영업/정상,일반세탁업,02-2293-2590,,,,,
0,,0,영동사,일반세탁업,,,,,205018.932660614,448495.014780987,2026-05-06 22:36:26,I,01,영업,,2020-03-27 11:12:31,1993-09-06,21.12,133-826,서울특별시 성동구 성수동2가 269-33,N,,3030000-205-1993-01653,3030000,서울특별시 성동구 뚝섬로13길 5 (성수동2가),04784,,01,영업/정상,일반세탁업,02-463-2804,0,0,,,
0,,0,보라매,일반세탁업,,,,,204081.50948643,448415.759354119,2026-05-06 22:36:33,I,01,영업,,2001-09-25 00:00:00,1994-04-07,17.10,133-820,서울특별시 성동구 성수동1가 161-2,N,,3030000-205-1994-01690,3030000,서울특별시 성동구 둘레3길 10 (성수동1가),04774,,01,영업/정상,일반세탁업,02-497-6288,0,0,,,
0,,0,그린사세탁,일반세탁업,,,,,204551.484985595,451160.546681738,2026-05-06 22:36:36,I,01,영업,,2010-03-15 10:36:14,1994-08-19,21.78,133-848,서울특별시 성동구 용답동 47-14,N,,3030000-205-1994-01761,3030000,서울특별시 성동구 용답25길 26-1 (용답동),04805,0,01,영업/정상,일반세탁업,02-244-5775,0,0,0,0,0
0,,0,동화세탁,일반세탁업,,,,,204154.942833145,451033.146499732,2026-05-06 22:36:36,I,01,영업,,2020-03-27 13:04:41,1994-09-12,15.17,133-817,서울특별시 성동구 사근동 215-1,N,,3030000-205-1994-01762,3030000,서울특별시 성동구 사근동11가길 3 (사근동),04761,,01,영업/정상,일반세탁업,02-2293-6638,0,0,,,
0,,0,현대명품세탁,일반세탁업,,,,,202665.642323691,449864.878502796,2026-05-06 22:36:43,I,01,영업,,2024-02-28 15:20:09,1995-06-02,40.00,133-852,서울특별시 성동구 응봉동 98-0,N,,3030000-205-1995-01734,3030000,서울특별시 성동구 독서당로 381 (응봉동),04720,0,01,영업/정상,일반세탁업,02-2295-7564,0,0,0,0,0
0,,0,한미세탁소,일반세탁업,,,,,204193.938764471,450943.049851672,2026-05-06 22:36:26,I,01,영업,,2017-05-24 15:20:04,1996-08-22,49.81,133-817,서울특별시 성동구 사근동 181-17,N,,3030000-205-1996-01658,3030000,서울특별시 성동구 사근동12길 6-2 (사근동),04762,,01,영업/정상,일반세탁업,02-295-4416,0,0,,,
0,,0,그린세탁소,일반세탁업,,,,,201546.862473609,448303.86485916,2026-05-06 22:36:32,I,01,영업,,2010-03-15 10:29:20,1996-11-29,18.80,133-100,서울특별시 성동구 옥수동 486-0 극동그린아파트상가 402호,N,,3030000-205-1996-01709,3030000,,,0,01,영업/정상,일반세탁업,02-2291-1157,0,0,0,0,0
0,,0,신동아세탁소,일반세탁업,,,,,202537.310223594,449776.624196577,2026-05-06 22:36:32,I,01,영업,,2020-03-27 13:15:30,1996-12-09,22.84,133-853,서울특별시 성동구 응봉동 275-0 신동아(아) 상가동 301호,N,,3030000-205-1996-01711,3030000,"서울특별시 성동구 독서당로 375, 상가동 301호 (응봉동,신동아(아))",04720,,01,영업/정상,일반세탁업,02-2295-1101,0,0,,,
0,,0,유미사,일반세탁업,,,,,201165.950245642,449003.759041038,2026-05-06 22:36:31,I,01,영업,,2014-01-20 15:14:42,1997-09-29,16.72,133-839,서울특별시 성동구 옥수동 284-2 유미사,N,,3030000-205-1997-01584,3030000,"서울특별시 성동구 독서당로 208 (옥수동,유미사)",04734,,01,영업/정상,일반세탁업,02-297-4365,0,0,,,
0,,0,쌍용크리닝,일반세탁업,,,,,204093.39625466,449695.084129637,2026-05-06 22:36:30,I,01,영업,,2020-03-27 13:19:45,1997-07-30,36.24,133-923,서울특별시 성동구 성수동1가 706-0 쌍용(아) 상가동 204호,N,,3030000-205-1997-01605,3030000,"서울특별시 성동구 상원길 59, 204호 (성수동1가)",04788,0,01,영업/정상,일반세탁업,02-468-0570,0,0,0,0,0
0,,0,유일세탁소,일반세탁업,,,,,203475.537204123,451542.747433692,2026-05-06 22:36:28,I,01,영업,,2020-03-27 13:46:35,1997-06-24,33.84,133-816,서울특별시 성동구 마장동 817-0,N,,3030000-205-1997-01610,3030000,서울특별시 성동구 마장로 273 (마장동),04755,,01,영업/정상,일반세탁업,02-2295-1431,0,0,,,
0,,0,엄마손빨래방,일반세탁업,,,,,202830.941868927,451387.596976658,2026-05-06 22:36:31,I,01,영업,,2010-09-08 15:31:01,1998-02-27,20.00,133-883,서울특별시 성동구 도선동 324-2,N,,3030000-205-1998-01588,3030000,서울특별시 성동구 무학로4길 19 (도선동),04707,1,01,영업/정상,일반세탁업,02-2282-2970,0,0,,,
0,,0,무지개 빨래방,일반세탁업,,,,,202766.518011338,451696.551283291,2026-05-06 22:36:43,I,01,영업,,2024-08-07 14:07:46,1999-06-28,27.32,133-880,서울특별시 성동구 홍익동 30 뉴센트빌6차 101호,N,,3030000-205-1999-01846,3030000,"서울특별시 성동구 마장로23길 11, 1층 101호 (홍익동, 뉴센트빌6차)",04706,,01,영업/정상,일반세탁업,02-2291-0266,0,0,,,
,,,매직세탁소,일반세탁업,,,,,204472.654968378,451411.620022789,2026-05-06 22:36:32,I,01,영업,,2020-03-27 14:55:34,2000-09-21,24.68,133-849,서울특별시 성동구 용답동 83-8,N,,3030000-205-2000-01848,3030000,서울특별시 성동구 용답중앙길 45-2 (용답동),04804,,01,영업/정상,일반세탁업,02-2212-1611,,,,,
,,,벽산,일반세탁업,,,,,,,2026-05-06 22:36:32,I,01,영업,,2020-03-27 14:57:00,2001-04-16,.00,133-778,서울특별시 성동구 금호동1가 1080-0 벽산아파트상가 606-2호,N,,3030000-205-2001-01855,3030000,,,,01,영업/정상,일반세탁업,02-2298-6675,,,,,
,,,백광세탁소,일반세탁업,,,,,202803.926659244,450069.931557897,2026-05-06 22:36:42,I,01,영업,,2022-02-21 15:36:14,2001-05-30,26.52,133-852,서울특별시 성동구 응봉동 97 대림2차아파트,N,,3030000-205-2001-01856,3030000,"서울특별시 성동구 독서당로 431, 상가동 1층 102호 (응봉동, 대림2차아파트)",04720,,01,영업/정상,일반세탁업,02-2294-1556,,,,,
,,,제일사,일반세탁업,,,,,205816.95617796,449701.639220885,2026-05-06 22:36:24,I,01,영업,,2011-06-15 14:32:33,2003-02-18,16.50,133-837,서울특별시 성동구 송정동 73-580,N,,3030000-205-2003-00012,3030000,서울특별시 성동구 송정12길 13 (송정동),04801,,01,영업/정상,일반세탁업,02-0467-0439,,,,,
,,,경일사,일반세탁업,,,,,204848.299601913,449551.236385759,2026-05-06 22:36:24,I,01,영업,,2026-02-24 13:59:35,2003-02-18,50.76,133-834,서울특별시 성동구 성수동2가 289-39,N,,3030000-205-2003-00013,3030000,"서울특별시 성동구 아차산로7길 36, 1층 1-1(가)호 (성수동2가)",04795,,01,영업/정상,일반세탁업,02-0464-3630,,,,,
0,,0,한진세탁소,일반세탁업,,,,,204237.511930925,449788.753855345,2026-05-06 22:36:24,I,01,영업,,2010-03-15 10:31:01,2003-02-18,31.97,133-822,서울특별시 성동구 성수동1가 13-54,N,,3030000-205-2003-00021,3030000,서울특별시 성동구 상원12길 10 (성수동1가),04791,0,01,영업/정상,일반세탁업,02-0463-6738,0,0,0,0,0
,,,벽산세탁,일반세탁업,,,,,202727.770917428,451824.598496233,2026-05-06 22:36:24,I,01,영업,,2020-03-27 15:08:35,2003-02-18,24.00,133-854,서울특별시 성동구 하왕십리동 258 벽산상가 121동 114호 지상1층,N,,3030000-205-2003-00026,3030000,"서울특별시 성동구 청계천로 494, 121동 지상1층 114호 (하왕십리동, 벽산상가)",04703,,01,영업/정상,일반세탁업,02-2296-9831,,,,,
,,,광은,일반세탁업,,,,,204972.411436114,448267.248469241,2026-05-06 22:36:25,I,01,영업,,2003-02-19 00:00:00,2003-02-18,19.00,133-829,서울특별시 성동구 성수동2가 574-2,N,,3030000-205-2003-00037,3030000,서울특별시 성동구 성덕정길 124 (성수동2가),04776,,01,영업/정상,일반세탁업,02-0467-5447,,,,,
,,,금호,일반세탁업,,,,,205007.207114026,448058.89494688,2026-05-06 22:36:25,I,01,영업,,2013-10-07 12:34:56,2003-02-18,32.00,133-829,서울특별시 성동구 성수동2가 610-3,N,,3030000-205-2003-00038,3030000,서울특별시 성동구 둘레19길 3 (성수동2가),04776,,01,영업/정상,일반세탁업,02-0467-0648,,,,,
0,,0,아영사,일반세탁업,,,,,203127.347442434,451635.599888815,2026-05-06 22:36:22,I,01,영업,,2020-03-27 15:20:17,2003-02-18,20.00,133-814,서울특별시 성동구 마장동 573-2,N,,3030000-205-2003-00052,3030000,서울특별시 성동구 마장로29길 14 (마장동),04705,0,01,영업/정상,일반세탁업,02-2299-2313,0,0,0,0,0
0,,0,한신사,일반세탁업,,,,,202395.135992927,451321.863509768,2026-05-06 22:36:22,I,01,영업,,2022-03-14 10:31:17,2003-02-18,32.56,133-857,서울특별시 성동구 하왕십리동 891-45 삼성디지털프라자,N,,3030000-205-2003-00059,3030000,"서울특별시 성동구 왕십리로31길 6, 2층 (하왕십리동)",04710,0,01,영업/정상,일반세탁업,02-2292-5459,0,0,0,0,0
,,,백천사,일반세탁업,,,,,202350.000692329,450894.995672337,2026-05-06 22:36:22,I,01,영업,,2003-02-19 00:00:00,2003-02-18,36.00,133-859,서울특별시 성동구 하왕십리동 1015-9,N,,3030000-205-2003-00060,3030000,서울특별시 성동구 무학봉길 42 (하왕십리동),04714,,01,영업/정상,일반세탁업,02-2299-1192,,,,,
0,,0,한미사,일반세탁업,,,,,202511.142930696,450401.303715561,2026-05-06 22:36:23,I,01,영업,,2020-03-27 15:26:51,2003-02-18,13.20,133-070,서울특별시 성동구 행당동 346 한진종합상가 B107호,N,,3030000-205-2003-00064,3030000,"서울특별시 성동구 행당로 84, B107호 (행당동)",04717,0,01,영업/정상,일반세탁업,02-2282-6530,0,1,0,1,0
2,,0,싱글벙글사,일반세탁업,,,,,202085.227336884,450582.933382694,2026-05-06 22:36:23,I,01,영업,,2021-01-20 14:38:06,2003-02-18,39.15,133-800,서울특별시 성동구 금호동1가 132-13,N,,3030000-205-2003-00070,3030000,"서울특별시 성동구 행당로1길 21-10, 1층 101,102호 (금호동1가)",04721,0,01,영업/정상,일반세탁업,02-2292-6788,1,0,2,0,1
