건축연면적,건물용도명,사업장명,사업자등록번호,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,기획여행보험시작일자,기획여행보험종료일자,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박척수,선박제원,선박총톤수
,근린생활시설,숨은 지구 찾기,,,2023-06-23,100000000,207428.020928635,448255.352027526,,종합여행업,2026-05-06 22:33:34,I,03,폐업,GENERAL TRAVEL BUSINESS,THE adventures,,,,,,2022-06-23,2023-06-22,서울보증보험주식회사,2023-06-23 14:35:53,,2020-06-23,,서울특별시 광진구 자양동 216-10 한승빌딩,CDFI2260042020000007,3040000,2022-06-23,2023-06-22,,"서울특별시 광진구 아차산로 378, 한승빌딩 3층 394호 (자양동)",05051,03,폐업,,,,,,,,,,,,
,,(주)안심국제,,,2025-11-10,100000000,207804.898673511,451679.795553793,,종합여행업,2026-05-06 22:33:34,I,03,폐업,,,,38.6,39,,,2024-09-02,2025-09-01,서울보증보험,2025-11-10 16:58:41,,2016-11-25,,서울특별시 광진구 중곡동 176-17 SKY 17,CDFI2260042020000009,3040000,,,,"서울특별시 광진구 용마산로28길 51, 301호 (중곡동, SKY 17)",04938,03,폐업,,,,,,,,,,,,
,,안나투어주식회사,,,2025-07-28,,207778.270997698,448477.640186052,,종합여행업,2026-05-06 22:33:34,I,03,폐업,GENERAL TRAVEL BUSINESS,"Anna Tour Co., Ltd.",,,,,,2021-06-29,2022-06-28,서울보증보험,2025-07-29 13:16:35,,2015-01-05,,서울특별시 광진구 구의동 243-2 베스트트레드빌,CDFI2260042020000010,3040000,,,,"서울특별시 광진구 자양로18길 96, 베스트트레드빌 506-12호 (구의동)",05044,03,폐업,,,,,,,,,,,,
,사무실,주식회사 씨엔피위너스,,,2024-09-30,100000000,209637.078215509,449832.485937903,,종합여행업,2026-05-06 22:33:34,I,03,폐업,,,,40.38,40,,,2023-03-14,2024-03-13,서울보증보험,2025-07-10 17:50:50,,2021-05-14,,서울특별시 광진구 광장동 114 크레스코빌딩,CDFI2260042021000005,3040000,,,,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 3층 315호 (광장동)",04969,03,폐업,,,,,,,02-757-7789,,,,,
,,티티에스 주식회사,,,2025-12-01,100830000,206091.938587177,449581.249922815,,종합여행업,2026-05-06 22:33:35,I,03,폐업,,,,,,,,2022-06-15,2023-06-14,서울보증보험,2025-12-01 17:46:51,,2017-09-11,,서울특별시 광진구 군자동 358-9 광진 동양파라곤 1단지,CDFI2260042021000007,3040000,,,,"서울특별시 광진구 광나루로 361, 101동 213호 (군자동, 광진 동양파라곤 1단지)",05003,03,폐업,,,,,,,,,,,,
,,여행상점(주),,,2024-04-26,100000000,207131.426666412,450569.212408341,,종합여행업,2026-05-06 22:33:36,I,03,폐업,,,,,,,,2023-07-18,2024-07-17,서울보증보험,2024-04-26 17:25:25,,2017-07-18,,서울특별시 광진구 중곡동 142-21 SUN S 빌딩,CDFI2260042022000001,3040000,2023-07-20,2024-07-19,,"서울특별시 광진구 능동로38길 27, SUN S 빌딩 3층 301호 (중곡동)",04929,03,폐업,,,,,,,02-6954-6955,,,,,
,,코리아트래블스토어2,,,2025-11-12,52087207,206813.616512143,450161.864274532,,종합여행업,2026-05-06 22:33:38,I,03,폐업,,,,,,,,2023-03-06,2024-03-05,서울보증보험,2025-11-12 17:25:39,,2023-01-18,,서울특별시 광진구 능동 283-17 광정빌딩,CDFI2260042023000001,3040000,,,,"서울특별시 광진구 능동로 266, 광정빌딩 2층 (능동)",04990,03,폐업,,,,,,,,,,,,
,근린생활시설,북경여행사,,,2025-07-07,70000000,205818.806674402,448479.41451535,,종합여행업,2026-05-06 22:33:39,I,03,폐업,,,,143,143,,,2023-03-23,2024-03-22,서울보증보험,2025-07-08 09:08:21,,2023-03-22,,서울특별시 광진구 자양동 847-13,CDFI2260042023000005,3040000,,,,서울특별시 광진구 뚝섬로27길 61 (자양동),05078,03,폐업,,,,,,,02-429-6666,,,,,
,,주식회사 코스믹,,,2025-11-27,100000000,207138.012060299,450521.920491027,,종합여행업,2026-05-06 22:33:39,I,03,폐업,,,,,,,,2023-07-10,2024-07-09,서울보증보험,2025-11-27 17:08:14,,2023-05-03,,서울특별시 광진구 중곡동 341-23 도원하늘채 202호,CDFI2260042023000006,3040000,,,,"서울특별시 광진구 능동로38길 34-5, 도원하늘채 202호 (중곡동)",04929,03,폐업,,,,,,,02-462-7475,,,,,
,,웨이니투어,,,2025-09-30,,209637.078215509,449832.485937903,,종합여행업,2026-05-06 22:33:39,I,03,폐업,,,,,,,,2023-05-24,2024-05-23,서울보증보험,2025-10-02 13:10:34,,2017-05-19,,서울특별시 광진구 광장동 114 크레스코빌딩 503호,CDFI2260042023000008,3040000,,,,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 503호 (광장동)",04969,03,폐업,,,,,,,,,,,,
,,(주)코라투어,,,2025-07-09,500000000,207380.881842195,448153.591228926,,종합여행업,2026-05-06 22:33:39,I,03,폐업,,,,,,,,2023-06-19,2024-06-18,서울보증보험,2025-07-10 08:55:24,,2023-06-14,,서울특별시 광진구 자양동 680-4 광영빌딩,CDFI2260042023000009,3040000,,,,"서울특별시 광진구 자양로 88, 광영빌딩 2층 (자양동)",05051,03,폐업,,,,,,,,,,,,
,,스카이시티,,,2025-11-13,56000000,208134.164858652,449691.845668837,,종합여행업,2026-05-06 22:33:41,I,03,폐업,,,,,,,,,,,2025-11-14 18:53:53,,2023-12-11,,서울특별시 광진구 구의동 57-30,CDFI2260042023000023,3040000,,,,"서울특별시 광진구 천호대로137길 9, 1층 (구의동)",04962,03,폐업,,,,,,,,,,,,
,,로봇앤컴 주식회사,,,2025-11-28,1700000000,205692.14432755,448070.136401502,,종합여행업,2026-05-06 22:33:41,I,03,폐업,,,,,,,,,,,2025-12-01 09:11:27,,2024-03-11,,서울특별시 광진구 자양동 52-10 102호,CDFI2260042024000003,3040000,,,,"서울특별시 광진구 능동로3나길 26, 102,103,b01호 (자양동)",05084,03,폐업,,,,,,,,,,,,
,,나우엔터프라이즈,,,2025-07-09,100000000,206930.096793526,450421.476067528,,종합여행업,2026-05-06 22:33:41,I,03,폐업,,,,,,,,,,,2025-07-10 13:40:59,,2024-04-17,,서울특별시 광진구 능동 279-3 호안빌딩 1002호,CDFI2260042024000009,3040000,,,,"서울특별시 광진구 능동로 296, 호안빌딩 10층 1002호 (능동)",04985,03,폐업,,,,,,,02-446-1555,,,,,
,,호호투어,,,2025-04-29,50000000,207497.273946123,447695.80175358,,종합여행업,2026-05-06 22:33:41,I,03,폐업,,,,,,,,,,,2025-04-30 17:36:04,,2024-06-04,,서울특별시 광진구 자양동 677-6 402동 01호,CDFI2260042024000010,3040000,,,,"서울특별시 광진구 자양로 39, 4층 402-01호 (자양동)",05103,03,폐업,,,,,,,,,,,,
,,주식회사 모먼트커뮤니케이션,,,2025-11-12,50000000,206819.736763529,450305.95278401,,종합여행업,2026-05-06 22:33:42,I,03,폐업,,,,,,,,2024-11-13,2025-11-13,서울보증보험,2025-11-12 17:25:46,,2024-11-04,,서울특별시 광진구 군자동 1-6 실로암빌딩,CDFI2260042024000018,3040000,,,,"서울특별시 광진구 능동로 279, 실로암빌딩 2층 (군자동)",04997,03,폐업,,,,,,,,,,,,
,,서울이스트 seulist tour,,,2025-11-14,50000000,206610.107204606,449361.893107443,,종합여행업,2026-05-06 22:33:43,I,03,폐업,,,,,,,,,,,2025-11-14 18:53:46,,2025-03-26,,서울특별시 광진구 화양동 499-1 건회빌딩,CDFI2260042025000006,3040000,,,,"서울특별시 광진구 광나루로 416, 건회빌딩 지하층 (화양동)",05021,03,폐업,,,,,,,,,,,,
,,주식회사 휴먼셀메디컬,,,2025-12-01,993000000,208967.326439551,449360.327333947,,종합여행업,2026-05-06 22:33:44,I,03,폐업,,,,,,,,,,,2025-12-01 17:46:58,,2025-06-16,,서울특별시 광진구 광장동 248-26 미궁365사옥,CDFI2260042025000010,3040000,,,,서울특별시 광진구 천호대로141길 12 (광장동),04968,03,폐업,,,,,,,02-2055-3005,,,,,
,,주식회사 리버스메디투어,,,2025-12-01,500000000,208967.326439551,449360.327333947,,종합여행업,2026-05-06 22:33:44,I,03,폐업,,,,,,,,,,,2025-12-01 17:47:10,,2025-06-17,,서울특별시 광진구 광장동 248-26 미궁365사옥,CDFI2260042025000011,3040000,,,,"서울특별시 광진구 천호대로141길 12, 4층 (광장동)",04968,03,폐업,,,,,,,02-2055-3005,,,,,
,,(주)이엘아이비에스,,,2010-12-30,350000000,202042.817335648,452190.100421552,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,,,,,2009-07-02,2010-07-02,,2010-12-31 11:23:06,,2008-06-24,130-110,서울특별시 동대문구 신설동 109-13 대성스카이렉스1제401호 1동 401호,CDFI2260042008000001,3050000,,,,"서울특별시 동대문구 청계천로 417, 1동 401호 (신설동,대성스카이렉스1제401호)",,03,폐업,,,,,,,22531900,,,,,
,,(주)케이디엠아이앤씨,,,2009-10-13,3000000000,205743.422814839,451284.080255576,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,,,,,,,,2009-10-13 16:17:59,,2008-07-23,130-101,서울특별시 동대문구 장안동 431-3 케이디엠빌딩9층,CDFI2260042008000002,3050000,,,,"서울특별시 동대문구 장한로 25  (장안동,케이디엠빌딩9층)",,03,폐업,,,,,,,,,,,,
,,(주)삼진위버,,,2015-09-03,350000000,205782.9490416,451237.510868551,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,,,,,2013-01-27,2014-01-26,서울보증보험주 잠실지점,2015-09-03 14:06:43,,2010-01-27,130-845,서울특별시 동대문구 장안동 433-3 한창빌딩 3F,CDFI2260042010000001,3050000,,,,"서울특별시 동대문구 장한로 24, 3층 (장안동, 한창빌딩)",02644,03,폐업,,,,,,,22133888,,,,,
,사무실,바이두 여행사,,,2016-02-18,200000000,204388.559825813,451969.84728773,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,8.28,8,9,,2015-09-02,2016-09-01,서울보증보험,2016-02-19 17:31:15,,2013-08-27,130-805,서울특별시 동대문구 답십리동 530-5 삼희상가 1동 138호,CDFI2260042013000002,3050000,2015-09-12,2016-09-11,,"서울특별시 동대문구 고미술로 11, 1동 138호 (답십리동, 삼희상가)",02603,03,폐업,,,,,,,,,2,,,
,,주식회사 에이지투어,,,2019-12-18,200000000,202929.480858008,452835.10567055,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,30.47,30,,,,,,2019-12-18 17:33:18,,2013-12-16,,서울특별시 동대문구 용두동 100-1 랜드마크타워 801호,CDFI2260042013000007,3050000,,,,"서울특별시 동대문구 천호대로25길 81, 801호 (용두동, 랜드마크타워1)",02585,03,폐업,,,,,,,,,,,,
,,긴조에이오(주),,,2017-02-28,,205424.949299884,455714.48034047,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,,,,,2015-09-09,2016-09-08,서울보증보험,2017-02-28 15:20:47,,2005-03-02,130-827,서울특별시 동대문구 이문동 254-4 202호,CDFI2260042013000009,3050000,,,,"서울특별시 동대문구 이문로 192, 202호 (이문동)",,03,폐업,,,,,,,,,,,,
,,바우월드투어,,,2015-01-09,200000000,206325.349431713,452184.2101607,,종합여행업,2026-05-06 22:34:30,I,03,폐업,,,,62,62,,,2014-04-30,2015-04-29,,2015-01-09 15:14:09,,2014-04-17,130-840,서울특별시 동대문구 장안동 368-1 9층,CDFI2260042014000005,3050000,,,,"서울특별시 동대문구 답십리로 288, 9층 (장안동)",,03,폐업,,,,,,,21151615,,,,,
,,비에이치투어,,,2025-04-07,200000000,206325.349431713,452184.2101607,,종합여행업,2026-05-06 22:34:31,I,03,폐업,GENERAL TRAVEL BUSINESS,BH TOUR,,,,,,2021-11-13,2022-11-12,서울보증보험,2025-04-07 17:53:18,,2014-09-11,,서울특별시 동대문구 장안동 368-1 아트몰링 장안,CDFI2260042015000002,3050000,,,,"서울특별시 동대문구 답십리로 288, 13층 (장안동)",02637,03,폐업,,,,,,,,,,,,
,근린생활시설,(주)오썸글로벌,,,2017-02-13,200000000,203261.717162776,452344.123945048,,종합여행업,2026-05-06 22:34:31,I,03,폐업,,,,,,,,2016-02-16,2017-02-15,서울보증보험,2017-02-13 14:50:05,,2015-01-30,130-817,서울특별시 동대문구 용두동 36-10 한독빌딩 205호,CDFI2260042015000003,3050000,,,,"서울특별시 동대문구 고산자로 377, 2층 205호 (용두동, 한독빌딩)",,03,폐업,,,,,,,070-4686-3251,,,,,
,,미스터(주),,,2016-04-07,200000000,204935.973734018,454273.621685626,,종합여행업,2026-05-06 22:34:31,I,03,폐업,,,,,,,,2015-02-01,2016-01-31,서울보증보험,2016-04-07 14:17:18,,2015-02-06,130-876,서울특별시 동대문구 휘경동 321-26,CDFI2260042015000004,3050000,,,,서울특별시 동대문구 이문로 38 (휘경동),02445,03,폐업,,,,,,,070-8860-8862,,,,,
,근린생활시설,주식회사 기용,,,2016-12-30,,203519.527011576,452851.755317306,,종합여행업,2026-05-06 22:34:31,I,03,폐업,,,,26,26,,,2015-09-23,2016-09-22,서울보증보험,2016-12-30 16:42:34,,2015-09-14,,서울특별시 동대문구 용두동 20-18 201호,CDFI2260042015000011,3050000,,,근린상업지역,"서울특별시 동대문구 고산자로34길 40, 201호 (용두동)",02560,03,폐업,,,,,,,070-8259-9210,,,,,
,,주식회사 동화세상에듀코,,,2022-05-18,300000000,202238.673011556,452725.226422405,,종합여행업,2026-05-06 22:34:31,I,03,폐업,,,,,,,,2017-12-21,2018-12-20,서울보증보험주식회사,2022-05-18 11:20:48,,2015-12-18,,서울특별시 동대문구 신설동 89-79 동화세상에듀코빌딩,CDFI2260042015000014,3050000,,,근린상업지역,"서울특별시 동대문구 왕산로 25 (신설동, 동화세상에듀코빌딩)",02580,03,폐업,,,기타,,,,02-3668-0571,,,,,
,근린생활시설,JW KOREA TOUR,,,2022-09-26,200000000,204089.817117361,453314.135663101,,종합여행업,2026-05-06 22:34:31,I,03,폐업,,,,35,35,,,2017-07-08,2018-07-08,한국관광협회중앙회여행공제회,2022-09-26 17:38:50,,2016-03-09,,서울특별시 동대문구 청량리동 235-4 미주상가 A동 507호,CDFI2260042016000004,3050000,,,근린상업지역,"서울특별시 동대문구 왕산로 225, 에이동 507호 (청량리동, 미주상가)",02490,03,폐업,,,,,,,02-965-8825,,,,,
,단독주택,오미,,,2022-04-27,114971122,203258.377206168,452834.064124525,,종합여행업,2026-05-06 22:34:31,I,03,폐업,,,,36.5,37,,,2020-12-09,2021-12-09,한국관광협회중앙회,2022-04-27 17:32:56,,2016-10-17,,서울특별시 동대문구 용두동 787 동의보감타워,CDFI2260042016000007,3050000,,,,"서울특별시 동대문구 왕산로 128, 동의보감타워 1711호 (용두동)",02566,03,폐업,,,,,,,,,,,,
,,뉴월드유학원(주),,,2022-12-27,,203155.504921512,452914.607542858,,종합여행업,2026-05-06 22:34:31,I,03,폐업,General Travel Business,"NEW WORLD CO.,Ltd",,1155,1155,,,2022-06-01,2023-05-31,서울보증보험,2022-12-28 09:35:32,,2016-11-16,,서울특별시 동대문구 제기동 1140-5 불로장생타워,CDFI2260042016000008,3050000,,,근린상업지역,"서울특별시 동대문구 왕산로 117, 14층 1-2,1-3호 (제기동, 불로장생타워)",02569,03,폐업,,,,,,,02-965-4529,,,,,
,,우승국제,,,2022-02-22,100000000,205465.875771372,451604.015247392,,종합여행업,2026-05-06 22:34:31,I,03,폐업,GENERAL TRAVEL BUSINESS,W.S INTERNATIONAL TOUR,,,,,,2017-08-17,2018-08-16,서울보증보험,2022-02-22 18:09:29,,2016-08-09,,서울특별시 동대문구 장안동 192-37,CDFI2260042017000001,3050000,,,,"서울특별시 동대문구 한천로 58-2, 2층 (장안동)",02631,03,폐업,,,,,,,02-2244-4036,,,,,
,,(주)알비더블유,,,2023-04-21,718735000,206141.179571336,451851.162759383,,종합여행업,2026-05-06 22:34:32,I,03,폐업,GENERAL TRAVEL BUSINESS,RBW Inc.,,,,,,2017-04-05,2018-04-05,한국관광협회중앙회여행공제회,2023-04-21 13:27:25,,2017-03-30,,서울특별시 동대문구 장안동 365-5 지하1층,CDFI2260042017000009,3050000,,,,"서울특별시 동대문구 장한로20길 7 (장안동, 서희스타힐스)",02639,03,폐업,,,,,,,02-517-5748,,,,,
,,데이투어마켓,,,2022-09-08,100000000,202209.996470069,452611.408706109,,종합여행업,2026-05-06 22:34:32,I,03,폐업,GENERAL TRAVEL BUSINESS,DAYTOURMARKET,,,,,,2017-05-17,2018-05-16,서울보증보험주식회사,2022-09-08 17:40:48,,2017-05-12,,서울특별시 동대문구 신설동 98-58,CDFI2260042017000011,3050000,,,,"서울특별시 동대문구 하정로5길 11, 삼원빌라트 B동 705호 (신설동)",02582,03,폐업,,,,,,,070-8262-1760,,,,,
