사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
삼화에스앤디(주),,204948.345073119,448659.767345547,2026-05-06 22:34:01,I,20,정상,2022-08-31 13:20:37,2002-03-07,"서울특별시 성동구 성수동*가 ***-** 에이스 하이엔드 성수타워 B***,호",2016303016108500008,3030000,"서울특별시 성동구 성수이로**길 **, 에이스 하이엔드 성수타워 B***, B***호 (성수동*가)",04784,2022-05-24,간판 및 광고물,01,영업/정상,2021-03-31,2022-12-31,02-2268-5050
(주)레드,,202859.420267818,450919.618667455,2026-05-06 22:34:01,I,20,정상,2021-08-10 14:14:45,2016-10-26,서울특별시 성동구 행당동 ***-*,2016303016108500010,3030000,"서울특별시 성동구 행당로**길 **-*, *층 (행당동)",04715,,건설업및 전광판(광고사업),01,영업/정상,,,02-3473-2112
(주)푸른기획,,205050.095307934,449315.390484742,2026-05-06 22:34:01,I,20,정상,2020-03-03 18:30:17,2016-11-18,서울특별시 성동구 성수동*가 ***-**,2016303016108500012,3030000,"서울특별시 성동구 성수이로 ***, ***호 (성수동*가, 성수실업)",04797,,제조업(광고물. 실사출력물),01,영업/정상,,,02-2269-0480
(주)베러웨이시스템즈,,205277.638698573,449324.450831297,2026-05-06 22:34:01,I,20,정상,2021-07-29 14:35:35,2017-01-24,서울특별시 성동구 성수동*가 ***-** 삼성아파트형공장 ***호,2017303016108500002,3030000,"서울특별시 성동구 아차산로**길 **, 삼성아파트형공장 ***호 (성수동*가)",04796,,"업태:제조업(도매및 소매업),종목: 인쇄물 전자상거래업,소프트웨어개발,자문.유통및판매",01,영업/정상,,,070-4099-0470
두웍스,,204743.677915464,449357.9464135,2026-05-06 22:34:01,I,20,정상,2021-01-15 11:06:10,2017-04-10,서울특별시 성동구 성수동*가 ***-** 효정빌딩 *층,2017303016108500004,3030000,"서울특별시 성동구 아차산로*길 **-*, *층 (성수동*가, 효정빌딩)",04793,,종목: 광고대행,01,영업/정상,,,
(주)케이아이엠지,,204471.568108297,449357.226992686,2026-05-06 22:34:01,I,20,정상,2021-05-28 16:07:39,2013-06-26,서울특별시 성동구 성수동*가 ***-** 케이아이엠지빌딩,2018303016108500005,3030000,"서울특별시 성동구 아차산로 **-**, 케이아이엠지빌딩 (성수동*가)",04793,,옥외광고업,01,영업/정상,,,02-3218-2800
유어 싸인,,205481.605724684,448724.382360259,2026-05-06 22:34:01,I,20,정상,2019-03-13 09:17:58,2018-08-24,서울특별시 성동구 성수동*가 ***-*,2018303016108500006,3030000,"서울특별시 성동구 동일로 **, *층 (성수동*가)",04787,,"디자인,외내부 간판 설치",01,영업/정상,,,
주식회사 스토리이노베이션,,204847.846010514,449037.176697228,2026-05-06 22:34:01,I,20,정상,2020-10-27 10:17:51,2018-11-02,서울특별시 성동구 성수동*가 ***-** 성수역 SK V* Tower,2018303016108500007,3030000,"서울특별시 성동구 연무장*가길 **, 성수역 SK V* Tower 지층 ***,***호 (성수동*가)",04782,,광고물제작,01,영업/정상,,,
(주)제스트솔루션,,201914.222823422,450063.478301322,2026-05-06 22:34:01,I,20,정상,2024-03-15 12:42:08,2024-03-14,서울특별시 성동구 금호동*가 **** 금호자이*차,2018303016108500008,3030000,"서울특별시 성동구 금호로 ***, 금호자이*차 지층 ***호 (금호동*가)",04728,,광고물 제작,01,영업/정상,,,
이노자인,,204669.766218859,449087.756734084,2026-05-06 22:34:01,I,30,휴업,2024-05-31 13:02:02,2024-05-30,서울특별시 성동구 성수동*가 ***-** 성수역 현대테라스타워,2019303014108500001,3030000,"서울특별시 성동구 연무장*가길 *, 성수역 현대테라스타워 E동 ****호 (성수동*가)",04782,,"옥외광고물 제작, 설치, 광고대행",02,휴업,2024-06-01,2029-05-31,
엔에스사인기획(주),,204733.671806399,451137.145210357,2026-05-06 22:34:01,I,20,정상,2019-04-09 18:51:16,2015-12-15,서울특별시 성동구 용답동 **-* 유앤나빌딩,2019303014108500004,3030000,"서울특별시 성동구 용답중앙길 **, 유앤나빌딩 *층 ***호 (용답동)",04805,,옥외광고물 제작.설치 옥외광고물 대행,01,영업/정상,,,
주식회사 엠플러스엠,,205276.321340658,449597.624161521,2026-05-06 22:34:01,I,20,정상,2024-07-22 09:21:26,2024-06-12,서울특별시 성동구 송정동 **-**,2019303014108500008,3030000,"서울특별시 성동구 송정길 *, *-*층 (송정동)",04802,,간판 및 광고물제작,01,영업/정상,,,
화성광고,,204437.665666667,448610.559666666,2026-05-06 22:34:02,I,20,정상,2019-10-08 09:31:54,2016-02-02,서울특별시 성동구 성수동*가 ***-**,2019303014108500011,3030000,"서울특별시 성동구 뚝섬로 ***, *층 좌측호 (성수동*가)",04775,,광고,01,영업/정상,,,
(주)텐스퀘어,,204045.693798821,449091.660473051,2026-05-06 22:34:02,I,20,정상,2021-04-15 17:49:11,2020-01-31,서울특별시 성동구 성수동*가 ***-*** 서울숲  M타워,2020303014108500001,3030000,"서울특별시 성동구 뚝섬로*길 **, 서울숲  M타워 ****,****호 (성수동*가)",04778,,옥외광고물제작,01,영업/정상,,,02-711-7919
주식회사 오제이앤유 컴,,201764.547997308,450073.625582683,2026-05-06 22:34:02,I,20,정상,2020-03-17 10:59:15,2019-10-14,서울특별시 성동구 금호동*가 ***,2020303014108500004,3030000,"서울특별시 성동구 무수막길 **, 지층 (금호동*가)",04728,,"간판, 실사출력, 시트지",01,영업/정상,,,
티에스월드와이드(주),,205773.876761108,449380.832285638,2026-05-06 22:34:02,I,20,정상,2021-01-14 13:06:22,2019-07-02,서울특별시 성동구 성수동*가 *** 성수SKV*센터 *동 ***호,2020303014108500007,3030000,"서울특별시 성동구 아차산로**길 **, 성수SKV*센터 *동 ***호 (성수동*가)",04799,,옥외광고사업,01,영업/정상,,,02-547-9352
(주)노크,,204522.096092445,448925.421926728,2026-05-06 22:34:02,I,20,정상,2021-05-26 17:45:17,2017-08-24,서울특별시 성동구 성수동*가 ***-* 서울숲코오롱디지털타워 ***호,2020303014108500010,3030000,"서울특별시 성동구 성수일로*길 **, 서울숲코오롱디지털타워 ***호 (성수동*가)",04781,,옥외광고사업,01,영업/정상,,,02-326-2277
(주)미디어키,,205266.060664976,449587.73813698,2026-05-06 22:34:02,I,20,정상,2025-10-15 13:58:10,2016-06-22,서울특별시 성동구 송정동 **-* 세신빌딩,2020303014108500011,3030000,"서울특별시 성동구 광나루로 ***, 세신빌딩 ***-**호 (송정동)",04802,,"광고업, 광고대행, 광고물 제조업",01,영업/정상,,,
인앤아웃컴퍼니주식회사,,204420.278836478,449579.219264753,2026-05-06 22:34:02,I,20,정상,2021-01-05 09:33:53,2013-03-29,서울특별시 성동구 성수동*가 **-*** Metamorpho(지식산업센터) ***호,2021303014108500001,3030000,"서울특별시 성동구 성수일로 **, Metamorpho(지식산업센터) ***호 (성수동*가)",04790,,옥외광고(광고대행/광고물작성/기타광고),01,영업/정상,,,02-6000-6161
(주)사운드그래프,,205784.445648184,449451.98622544,2026-05-06 22:34:02,I,20,정상,2021-03-10 10:35:16,2020-08-31,서울특별시 성동구 성수동*가 ***-** *동 ***호,2021303014108500004,3030000,"서울특별시 성동구 광나루로*길 **, 성수 에스케이브이원센터 *동 ***호 (성수동*가)",04799,,옥외광고업 대행,01,영업/정상,,,070-7018-5370
오르미디어그룹,,204607.548949327,449380.324793135,2026-05-06 22:34:02,I,20,정상,2021-05-25 18:01:42,2021-03-31,서울특별시 성동구 성수동*가 ***-** 하우스디 세종타워 ***호,2021303014108500005,3030000,"서울특별시 성동구 성수일로**길 **, 하우스디 세종타워 *층 ***호 (성수동*가)",04793,,옥외광고업,01,영업/정상,,,
(주)비전에어,,205302.662132782,448519.612309703,2026-05-06 22:34:02,I,20,정상,2021-05-25 18:02:28,2016-10-31,서울특별시 성동구 성수동*가 ***-* 와이낫빌딩 ***호,2021303014108500006,3030000,"서울특별시 성동구 뚝섬로**길 **-*, 와이낫빌딩 ***호 (성수동*가)",04786,,옥외광고대행 및 옥외광고사업,01,영업/정상,,,
(주)에스엠컬처앤콘텐츠 광고사업부문,,203806.203689412,449125.358927876,2026-05-06 22:34:02,I,20,정상,2025-04-24 09:50:57,2025-04-22,서울특별시 성동구 성수동*가 ***-*** 아크로 서울포레스트,2021303014108500007,3030000,"서울특별시 성동구 왕십리로 **-**, 디타워동 **, **층 (성수동*가, 아크로 서울포레스트)",04769,,옥외광고업,01,영업/정상,,,02-6390-6137
애드앤애드컴퍼니,,205379.194674158,448861.017654661,2026-05-06 22:34:02,I,20,정상,2021-07-16 17:47:08,2021-07-16,서울특별시 성동구 성수동*가 ***-** 대군인더스 타운 ***호,2021303014108500008,3030000,"서울특별시 성동구 연무장**길 **, 대군인더스 타운 ***호 (성수동*가)",04787,,"옥외광고물 제조, 실사출력",01,영업/정상,,,02-3208-0789
(주)한맥아이티,,204229.703739897,449325.484843723,2026-05-06 22:34:02,I,20,정상,2021-09-14 10:36:19,2021-08-02,서울특별시 성동구 성수동*가 ***-*** 서울숲A타워 ***호,2021303014108500010,3030000,"서울특별시 성동구 상원*길 **, 서울숲A타워 ***호 (성수동*가)",04779,,옥외광고물제작,01,영업/정상,,,
성원애드피아몰,,204461.776750011,449524.558350945,2026-05-06 22:34:02,I,20,정상,2021-09-10 17:18:32,2021-09-10,서울특별시 성동구 성수동*가 ***-** 남영아파트형공장,2021303014108500011,3030000,"서울특별시 성동구 성수일로 **, 남영아파트형공장 (성수동*가)",04793,,옥외광고물 제작 및 설치,01,영업/정상,,,
사인닷,,203014.126371125,451106.855353223,2026-05-06 22:34:03,I,20,정상,2021-12-25 17:17:33,2021-12-15,서울특별시 성동구 도선동 ** ****호,2021303014108500016,3030000,"서울특별시 성동구 무학로*길 **, *층 ****호 (도선동)",04709,,옥외광고업,01,영업/정상,,,
(주)마이스리치,,204859.957619335,449199.388104109,2026-05-06 22:34:03,I,20,정상,2025-10-15 13:46:56,2021-12-15,서울특별시 성동구 성수동*가 ***-* 영동테크노타워 ***호,2021303014108500017,3030000,"서울특별시 성동구 아차산로 ***, 영동테크노타워 ***호 (성수동*가)",04794,,옥외광고업,01,영업/정상,,,02-475-0511
그린싸인,,205998.771205178,449867.30422007,2026-05-06 22:34:03,I,20,정상,2024-07-02 17:42:19,2024-07-02,서울특별시 성동구 송정동 **-**,2022303014108500001,3030000,서울특별시 성동구 동일로 *** (송정동),04801,,옥외광고업,01,영업/정상,,,
세종씨앤피주식회사,,205151.344359835,449002.476240619,2026-05-06 22:34:03,I,20,정상,2022-05-13 16:41:27,2022-05-13,,2022303014108500002,3030000,"서울특별시 성동구 아차산로 ***, 세종디자인센터 (성수동*가)",04783,,옥외광고사업,01,영업/정상,,,
(주)세린에스피,,204485.075569131,449779.82870751,2026-05-06 22:34:03,I,20,정상,2025-12-10 16:05:23,2025-08-25,서울특별시 성동구 성수동*가 **-** ***호,2022303014108500003,3030000,"서울특별시 성동구 아차산로**길 **, 생각공장데시앙플렉스 ****호 (성수동*가)",04799,,옥외광고물 제작,01,영업/정상,,,02-512-2636
비비엠씨(주),,204485.075569131,449779.82870751,2026-05-06 22:34:03,I,20,정상,2022-06-22 10:25:50,2022-06-22,서울특별시 성동구 성수동*가 **-**,2022303014108500004,3030000,"서울특별시 성동구 성수일로 ***, 선명스퀘어  ***호 (성수동*가)",04791,,소프트웨어 개발 및 공급,01,영업/정상,,,02-553-8615
(주)아시아컴,,204498.861587699,449262.816793896,2026-05-06 22:34:03,I,20,정상,2025-10-14 17:15:10,2016-10-18,서울특별시 성동구 성수동*가 ***-** AU COMMERCE ***호,2022303014108500005,3030000,"서울특별시 성동구 아차산로 **, AU COMMERCE ***호 (성수동*가)",04782,,광고물제작 및 광고대행,01,영업/정상,,,02-558-9981
(주)디앤와이코리아,,205005.412995572,449496.502512417,2026-05-06 22:34:03,I,20,정상,2022-10-11 07:44:32,2022-10-06,서울특별시 성동구 성수동*가 ***-* 대선 APEX CENTER ***호,2022303014108500006,3030000,"서울특별시 성동구 아차산로*나길 **, 대선 APEX CENTER ***호 (성수동*가)",04795,,,01,영업/정상,,,
주식회사 무신사,,205285.668276206,449135.382261814,2026-05-06 22:34:03,I,20,정상,2026-04-27 15:37:23,2026-04-23,서울특별시 성동구 성수동*가 ***-**,2022303014108500007,3030000,"서울특별시 성동구 아차산로**길 **, *층 (성수동*가)",04797,,-,01,영업/정상,,,
(주)에스엠브랜드마케팅,,203806.203689412,449125.358927876,2026-05-06 22:34:03,I,20,정상,2025-10-14 17:16:13,2024-07-15,서울특별시 성동구 성수동*가 ***-*** 아크로 서울포레스트 B***호,2023303014108500003,3030000,"서울특별시 성동구 왕십리로 **-**, B***호 (성수동*가, 아크로 서울포레스트)",04769,,옥외광고사업,01,영업/정상,,,02-6233-6720
에스킴컴퍼니,,205381.925213412,449143.983493357,2026-05-06 22:34:03,I,20,정상,2023-12-04 15:19:06,2023-06-09,서울특별시 성동구 성수동*가 ***-** ***호,2023303014108500005,3030000,"서울특별시 성동구 성수이로**길 **, ***호 (성수동*가)",04798,,옥외광고사업,01,영업/정상,,,02-554-8110
이피코리아 주식회사,,204934.166661444,449083.056771443,2026-05-06 22:34:03,I,20,정상,2023-12-04 15:47:54,2023-07-07,서울특별시 성동구 성수동*가 ***-*,2023303014108500006,3030000,"서울특별시 성동구 아차산로 ***, 삼영빌딩 (성수동*가)",04782,,옥와광고사업,01,영업/정상,,,02-465-3100
(주)인컴이즈,,204229.703739897,449325.484843723,2026-05-06 22:34:03,I,20,정상,2023-07-23 20:14:09,2023-07-21,서울특별시 성동구 성수동*가 ***-*** 서울숲A타워 ***호,2023303014108500007,3030000,"서울특별시 성동구 상원*길 **, 서울숲A타워 ***호 (성수동*가)",04779,,옥외광고업,01,영업/정상,,,
브이씨엔씨 주식회사,,204498.861587699,449262.816793896,2026-05-06 22:34:03,I,20,정상,2025-06-30 09:32:48,2025-06-27,서울특별시 성동구 성수동*가 ***-** AU COMMERCE,2023303014108500008,3030000,"서울특별시 성동구 아차산로 **, AU COMMERCE **층 (성수동*가)",04782,,"광고업, 문화예술분야 기획, 전시 및 부대사업",01,영업/정상,,,070-4047-3708
주식회사 프리다츠,,204607.548949327,449380.324793135,2026-05-06 22:34:03,I,20,정상,2023-11-17 15:30:18,2022-12-22,서울특별시 성동구 성수동*가 ***-** 하우스디 세종타워 ***호,2023303014108500009,3030000,"서울특별시 성동구 성수일로**길 **, 하우스디 세종타워 *층 ***호 (성수동*가)",04793,,조형물 및 전광판 설계 구축,01,영업/정상,,,
시선316 주식회사,,204420.278836478,449579.219264753,2026-05-06 22:34:04,I,20,정상,2025-12-04 10:50:57,2023-11-22,서울특별시 성동구 성수동*가 **-*** Metamorpho(지식산업센터),2023303014108500010,3030000,"서울특별시 성동구 성수일로 **, Metamorpho(지식산업센터) ***호 (성수동*가)",04790,,"옥외 및 전시 광고업, 광고 대행업 등",01,영업/정상,,,
(주)진모빌리티,,203645.93215379,449557.255937113,2026-05-06 22:34:04,I,20,정상,2025-10-20 17:51:40,2022-03-15,서울특별시 성동구 성수동*가 ***-**,2023303014108500011,3030000,"서울특별시 성동구 서울숲길 **, *층 ***호 (성수동*가)",04766,,"택시여객자동차운송가맹사업, 운송지원서비스업, 위치기반서비스업 등",01,영업/정상,,,
임팩트웨이브 주식회사,,203973.590046551,449216.685148624,2026-05-06 22:34:04,I,20,정상,2025-11-05 15:35:04,2025-11-05,서울특별시 성동구 성수동*가 ***-*** 노벨빌딩,2024303014108500001,3030000,"서울특별시 성동구 왕십리로 **, 노벨빌딩 *층 (성수동*가)",04778,,옥외광고서비스업,01,영업/정상,,,02-569-2431
퍼펭 주식회사,,205773.876761108,449380.832285638,2026-05-06 22:34:04,I,20,정상,2024-11-01 08:55:40,2024-10-31,서울특별시 성동구 성수동*가 *** 성수 SK V* CENTER I,2024303014108500003,3030000,"서울특별시 성동구 아차산로**길 **, 성수 SK V* CENTER I (성수동*가)",04799,,정보통신업- 미디어콘텐츠창작업,01,영업/정상,,,
(주)샘파트너스,,203684.281166499,449280.97521227,2026-05-06 22:34:04,I,20,정상,2024-05-14 11:03:16,2024-05-13,서울특별시 성동구 성수동*가 ***-*** 갤러리아 포레,2024303014108500004,3030000,"서울특별시 성동구 서울숲*길 **-**, ***동 ***층 (성수동*가, 갤러리아 포레)",04769,,광고대행,01,영업/정상,,,02-508-7871
(주)위드사인,,204339.630102839,449469.505136008,2026-05-06 22:34:04,I,20,정상,2024-05-31 13:07:47,2024-05-30,서울특별시 성동구 성수동*가 **-*** 서울숲 IT 밸리,2024303014108500005,3030000,"서울특별시 성동구 성수일로 **, 서울숲 IT 밸리 ****호 (성수동*가)",04790,,옥외광고물 제조 및 서비스업,01,영업/정상,,,
주식회사 에이치케이애드,,202758.773496646,450853.567670744,2026-05-06 22:34:04,I,20,정상,2024-08-21 13:50:14,2024-07-01,서울특별시 성동구 행당동 ***-**,2024303014108500007,3030000,"서울특별시 성동구 왕십리로**다길 *, *층 (행당동)",04714,,옥외광고 간판 제조,01,영업/정상,,,
숨컴퍼니,,205889.340997345,449630.056765597,2026-05-06 22:34:04,I,20,정상,2024-07-02 09:22:04,2024-07-01,서울특별시 성동구 송정동 **-**,2024303014108500008,3030000,"서울특별시 성동구 동일로 ***, *층 (송정동)",04801,,,01,영업/정상,,,
주식회사 모우컴,,204895.642528327,448701.40145153,2026-05-06 22:34:04,I,20,정상,2024-11-01 13:07:57,2024-07-23,서울특별시 성동구 성수동*가 *** 서울숲 드림타워,2024303014108500009,3030000,"서울특별시 성동구 성수이로 **, 서울숲 드림타워 (성수동*가)",04784,,옥외 및 전시 광고업,01,영업/정상,,,
주식회사 피유엠피,,204045.693798821,449091.660473051,2026-05-06 22:34:04,I,20,정상,2024-07-26 18:03:49,2024-07-26,서울특별시 성동구 성수동*가 ***-*** 서울숲  M타워,2024303014108500010,3030000,"서울특별시 성동구 뚝섬로*길 **, 서울숲  M타워 (성수동*가)",04778,,"옥외광고물 제작, 설치 광고대행",01,영업/정상,,,02-568-3340
주식회사 애드타입,,204167.721292495,449290.778225677,2026-05-06 22:34:04,I,20,정상,2024-10-08 17:34:04,2024-10-08,서울특별시 성동구 성수동*가 ***-****,2024303014108500011,3030000,"서울특별시 성동구 상원*길 **, *층 ****호 (성수동*가)",04779,,옥외 및 전시 광고업,01,영업/정상,,,
주식회사 드래프타입,,204772.717085768,449279.670825338,2026-05-06 22:34:04,I,20,정상,2025-09-01 16:08:19,2025-09-01,서울특별시 성동구 성수동*가 ***-**,2024303014108500012,3030000,"서울특별시 성동구 성수일로*길 **, *층 ***호 (성수동*가)",04794,,"소프트웨어 개발 및 공급업, 시스템 소프트웨어 개발 및 공급업
광고 기획, 디자인, 제작, 판매업",01,영업/정상,,,
아트인스페이스,,204895.642528327,448701.40145153,2026-05-06 22:34:04,I,20,정상,2025-03-10 13:47:57,2025-03-07,서울특별시 성동구 성수동*가 *** 서울숲 드림타워,2024303014108500013,3030000,"서울특별시 성동구 성수이로 **, 서울숲 드림타워 ***~**호 (성수동*가)",04784,,"광고물, 판촉물, 인쇄물 제작 등",01,영업/정상,,,02-960-7006
