놀이기구수내역,건물용도명,사업장명,방송시설유무,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,발전시설유무,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,시설규모,지상층수,안내소유무,의무실유무,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,놀이시설수,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박총톤수
,,삐에로카니발,N,2005-03-09,164242.397659058,441221.647224835,테마파크업,신고테마파크업,2026-05-06 23:03:37,I,N,03,폐업,,,,,N,N,2005-11-21 16:28:23,,2003-04-10,400-201,인천광역시 중구 북성동1가 98-286,CDFI5272002003000001,3490000,,,,,03,폐업,,,,,,,
,,문화카니발,N,2004-04-16,164393.225146232,441496.528161974,테마파크업,신고테마파크업,2026-05-06 23:03:38,I,N,03,폐업,,,,,N,N,2005-11-21 16:29:44,,2003-04-10,400-201,인천광역시 중구 북성동1가 98-464,CDFI5272002003000002,3490000,,,,,03,폐업,,,,,,,
,,팡팡게임랜드,N,2012-04-09,164393.225146232,441496.528161974,테마파크업,신고테마파크업,2026-05-06 23:03:38,I,N,03,폐업,,,,,N,N,2012-04-17 09:30:51,,2003-04-10,400-201,인천광역시 중구 북성동1가 98-464,CDFI5272002003000003,3490000,,,,,03,폐업,,,,,,,
,,공원종합유기장,N,2008-01-16,166495.386414314,441500.192635222,테마파크업,신고테마파크업,2026-05-06 23:03:38,I,N,03,폐업,,,,,N,N,2008-01-17 09:41:37,,2003-04-10,400-051,인천광역시 중구 송학동1가 11-1,CDFI5272002003000004,3490000,,,,,03,폐업,,,,,,,
,,융창랜드,N,2003-11-19,,,테마파크업,신고테마파크업,2026-05-06 23:03:38,I,N,03,폐업,,,,,N,N,2005-11-21 16:30:45,,2003-04-10,400-103,인천광역시 중구 신흥동3가 31-23,CDFI5272002003000005,3490000,,,,,03,폐업,,,,,,,
,,차피패밀리파크,,2024-06-30,164224.899311835,441105.227848468,,신고테마파크업,2026-05-06 23:03:39,I,,03,폐업,,,,,,,2024-07-30 14:09:03,,2015-05-11,400-201,인천광역시 중구 북성동1가 98-580,CDFI5272002015000001,3490000,,,"인천광역시 중구 월미문화로 81, 2층 (북성동1가)",22303,03,폐업,,,,032-762-0997,,,
,,타요키즈카페 롯데팩토리 아울렛 인천점,,2019-01-07,166499.001463662,438496.19428903,,신고테마파크업,2026-05-06 23:03:39,I,,03,폐업,,,,,,,2019-01-08 09:07:59,,2016-12-08,,인천광역시 중구 항동7가 76-2,CDFI5272002016000002,3490000,2,,"인천광역시 중구 서해대로209번길 2, 1층 (항동7가, 롯데마트)",22338,03,폐업,,,,032-728-2646,,,
,,플레이방,,2020-11-25,167833.070776521,440936.327694726,,신고테마파크업,2026-05-06 23:03:41,I,,03,폐업,,,,,,,2020-11-25 17:02:44,,2018-12-05,,인천광역시 중구 유동 6-3,CDFI5272002018000001,3490000,,,"인천광역시 중구 서해대로 498, 지하1층 (유동)",22326,03,폐업,,,,,,,
,,앨리스트리,,2019-08-01,166499.001463662,438496.19428903,,신고테마파크업,2026-05-06 23:03:41,I,,03,폐업,,,,,,,2019-08-08 11:08:46,,2019-02-22,,인천광역시 중구 항동7가 76-2 롯데팩토리아울렛 인천점,CDFI5272002019000001,3490000,1,,"인천광역시 중구 서해대로209번길 2, 롯데팩토리아울렛 인천점 (항동7가)",22338,03,폐업,,,,,,,
,,대원전자오락실,,2021-07-23,164372.264570528,441524.790259007,,신고테마파크업,2026-05-06 23:03:43,I,,03,폐업,,,,,,,2021-07-23 15:04:14,,2019-04-29,,인천광역시 중구 북성동1가 98-336,CDFI5272002019000007,3490000,1,,인천광역시 중구 월미문화로 35 (북성동1가),22303,03,폐업,,,,,,,
,,펀앤펀이벤트컴퍼니,,2022-12-20,167566.896195518,440312.730930658,,신고테마파크업,2026-05-06 23:03:44,I,,03,폐업,,,,,,,2023-11-14 10:50:07,,2022-08-18,,인천광역시 중구 신흥동3가 7-322,CDFI5272002022000001,3490000,1,,인천광역시 중구 서해대로 428 (신흥동3가),22330,03,폐업,,,,,,,
다트풍선(표적맞추기),,뽑기랜드,,2024-10-10,164242.397659058,441221.647224835,,신고테마파크업,2026-05-06 23:03:45,I,,03,폐업,,,,1,,,2024-10-10 13:31:22,,2023-08-17,,인천광역시 중구 북성동1가 98-286 1층 일부,CDFI5272002023000002,3490000,1,,"인천광역시 중구 월미문화로 67-1, 1층 일부 (북성동1가)",22303,03,폐업,,,,,,,
,,상상플랫폼,,2024-12-23,165842.406264782,441623.713526086,,신고테마파크업,2026-05-06 23:03:46,I,,03,폐업,,,,,,,2025-01-17 11:30:47,,2024-12-16,,인천광역시 중구 북성동1가 4-11 상상플랫폼,CDFI5272002024000003,3490000,1,,"인천광역시 중구 월미로 33, 상상플랫폼 (북성동1가)",22306,03,폐업,,,,032-899-7300,,,
,,키즈미디어아트에어바운스전,,2025-07-28,165842.406264782,441623.713526086,,신고테마파크업,2026-05-06 23:03:46,I,,03,폐업,,,,,,,2025-07-28 09:47:24,,2025-01-09,,인천광역시 중구 북성동1가 4-11 상상플랫폼,CDFI5272002025000001,3490000,,,"인천광역시 중구 월미로 33, 상상플랫폼 1층 아트관호 (북성동1가)",22306,03,폐업,,,,032-899-7371,,,
,,미코게임,,2025-11-30,158372.847730066,414922.760456149,,신고테마파크업,2026-05-06 22:36:23,I,,03,폐업,,,,,,,2025-12-10 18:05:22,,2019-08-07,,인천광역시 옹진군 영흥면 선재리 213-17,CDFI5272002019000001,3580000,8,,인천광역시 옹진군 영흥면 선재로 76-10,23123,03,폐업,,,,032-882-0708,,,
,,십리포해수욕장 간이물놀이장,,2023-09-01,,,,신고테마파크업,2026-05-06 22:36:23,I,,03,폐업,,,,,,,2023-08-01 13:33:10,,2022-08-03,,인천광역시 옹진군 영흥면 내리 십리포해수욕장,CDFI5272002022000001,3580000,1,,,,03,폐업,,,,032-899-2215,,,
,,수기해수욕장 간이물놀이장,,2022-09-01,,,,신고테마파크업,2026-05-06 22:36:23,I,,03,폐업,,,,,,,2023-08-01 13:33:56,,2022-08-03,,인천광역시 옹진군 북도면 시도리 수기해수욕장,CDFI5272002022000002,3580000,1,,,,03,폐업,,,,032-899-2253,,,
,,십리포해수욕장 간이물놀이시설,,2023-08-31,,,,신고테마파크업,2026-05-06 22:36:23,I,,03,폐업,,,,,,,2024-01-11 15:46:07,,2023-07-14,,인천광역시 옹진군 영흥면 내리 산 91 십리포해변 통합안전센터,CDFI5272002023000002,3580000,1,,"인천광역시 옹진군 영흥면 영흥북로 420-26, 십리포해변 통합안전센터",23118,03,폐업,,,,,,,
