보조직원수,사업장명,욕실면적,업태구분명,폐업일자,좌표X,좌표Y,자격증소유자수,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,직원수,기타직원수,시설관리자수,총면적,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,의료유사업종별명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,병상수,휴업시작일자,휴업종료일자,소재지전화번호
,탤런트안마시술소,,안마시술소,2009-02-27,206166.994766177,451914.779527497,,2026-05-06 22:35:18,I,03,폐업,2,,,702.24,2009-02-27 14:55:44,,2005-01-10,130-100,"서울특별시 동대문구 장안동 365번지 2호 장평9길 6(1,2,3,4층)",안마시술소,PHMB420053050034042400003,3050000,"서울특별시 동대문구 장한로22길 8 (장안동,장평9길 6(1,2,3,4층))",,03,폐업,18,,,22422900
,솜사탕안마시술소,,안마시술소,2011-11-24,206239.099846845,452112.872122372,,2026-05-06 22:35:18,I,03,폐업,2,,,399.24,2011-11-24 16:10:57,,2005-01-28,130-100,"서울특별시 동대문구 장안동 367번지 8호 장한로 122(2,3층)",안마시술소,PHMB420053050034042400004,3050000,"서울특별시 동대문구 장한로 122 (장안동,장한로 122(2,3층))",,03,폐업,11,2010-07-02,2011-07-02,22136850
,궁전안마시술소,,안마시술소,2009-06-25,206246.145219342,452126.624092875,,2026-05-06 22:35:18,I,03,폐업,2,,,574.8,2009-06-25 13:04:52,,2005-12-22,130-100,"서울특별시 동대문구 장안동 367번지 7호 장한로 124(지상2,3,4층)",안마시술소,PHMB420053050034042400005,3050000,"서울특별시 동대문구 장한로 124 (장안동,장한로 124(지상2,3,4층))",,03,폐업,15,,,22420197
,다래안마시술소,,안마시술소,2008-07-21,204662.341213164,451605.260722901,,2026-05-06 22:35:18,I,03,폐업,2,,,808.46,2009-01-07 11:20:13,,2006-09-26,130-030,"서울특별시 동대문구 답십리동 494번지 5호 천호대로 127(6,7,8층)",안마시술소,PHMB420063050034042400001,3050000,"서울특별시 동대문구 천호대로 291-1 (답십리동,천호대로 127(6,7,8층))",,03,폐업,24,,,22142285
,비너스안마시술소,,안마시술소,2007-08-06,204974.427135263,454008.040992673,,2026-05-06 22:35:18,I,03,폐업,2,,,588.49,2009-01-07 11:22:26,,2007-05-07,130-090,"서울특별시 동대문구 휘경동 317번지 53호 (지상1,2,3,4,5층)",안마시술소,PHMB420073050034042400002,3050000,"서울특별시 동대문구 망우로 34 (휘경동,(지상1,2,3,4,5층))",,03,폐업,1,,,22449519
,무병장수안마원,,안마원,2009-10-08,203614.577614527,453106.963628925,,2026-05-06 22:35:18,I,03,폐업,1,,,71.82,2009-10-08 15:24:25,,2009-10-07,130-863,서울특별시 동대문구 제기동 647번지 1호 2층,안마원,PHMB420093050034042400001,3050000,"서울특별시 동대문구 왕산로33길 21 (제기동,2층)",,03,폐업,,,,
,시원해 안마원,,안마원,2011-03-09,204089.817117361,453314.135663101,,2026-05-06 22:35:19,I,03,폐업,1,,,77.35,2011-03-09 09:50:11,,2010-02-18,130-867,서울특별시 동대문구 청량리동 235번지 4호 미주상가A동 456호,안마원,PHMB420103050034042400001,3050000,"서울특별시 동대문구 왕산로 225 (청량리동,미주상가A동 456호)",,03,폐업,,,,
,지호안마원,,안마원,2012-06-05,203303.260023977,453148.892643354,,2026-05-06 22:35:19,I,03,폐업,1,,,9.4,2012-06-05 16:20:37,,2010-11-29,130-864,서울특별시 동대문구 제기동 1077번지 1호,안마원,PHMB420103050034042400002,3050000,서울특별시 동대문구 고산자로 459 (제기동),,03,폐업,,2011-12-01,2012-05-31,
,임금지압안마원,,안마원,2013-11-29,203451.43573121,452611.401341474,,2026-05-06 22:35:19,I,03,폐업,1,,,95,2013-11-29 13:48:56,,2012-01-27,130-817,서울특별시 동대문구 용두동 39번지 944호 2층,안마원,PHMB420123050034042400001,3050000,"서울특별시 동대문구 고산자로30길 28, 2층 (용두동)",,03,폐업,,,,
,오성지압안마원,0,안마원,2017-11-28,204991.517304323,452449.878145978,,2026-05-06 22:35:19,I,03,폐업,0,,,120.33,2017-11-28 12:58:34,,2013-10-08,130-801,서울특별시 동대문구 답십리동 99번지 20호,안마원,PHMB420133050034042400002,3050000,서울특별시 동대문구 전농로 105 (답십리동),,03,폐업,4,,,02-3394-7001
,지호안마원,,안마원,2016-05-18,203303.260023977,453148.892643354,,2026-05-06 22:35:19,I,03,폐업,,,,9,2016-05-18 14:02:00,,2014-11-20,130-864,서울특별시 동대문구 제기동 1077번지 1호,안마원,PHMB420143050034042400001,3050000,서울특별시 동대문구 고산자로 459 (제기동),02570,03,폐업,,,,
,약손지압안마원,,안마원,2021-07-21,204999.401520352,451290.385714542,,2026-05-06 22:35:19,I,03,폐업,,,,51.83,2021-07-21 13:41:24,,2014-12-29,130-809,서울특별시 동대문구 답십리동 961번지 2호,안마원,PHMB420143050034042400002,3050000,서울특별시 동대문구 고미술로 100 (답십리동),02622,03,폐업,,,,
,평강안마원,,안마원,2011-03-16,197466.429994266,442382.254334309,,2026-05-06 22:30:52,I,03,폐업,1,,,45.6,2011-03-16 13:55:41,,2006-03-31,156-821,서울특별시 동작구 사당4동 268번지 19호 (2층),안마원,PHMB420063190033042400001,3190000,"서울특별시 동작구 사당로14길 7 (사당동,(2층))",,03,폐업,,,,
,신평강안마원,,안마원,2011-04-12,193204.782207917,443168.51356024,,2026-05-06 22:30:52,I,03,폐업,2,,,63.36,2011-04-12 13:39:59,,2010-04-26,156-710,서울특별시 동작구 신대방2동 395번지 68호 보라매나산스위트 206호,안마원,PHMB420103190033042400001,3190000,"서울특별시 동작구 보라매로5가길 24, 206호 (신대방동,보라매나산스위트)",,03,폐업,,,,070-4129-3151
,이수안마원,,안마원,2010-10-04,198200.257009144,442634.167737133,,2026-05-06 22:30:52,I,03,폐업,2,,,101.83,2010-10-04 15:33:59,,2010-07-13,156-816,서울특별시 동작구 사당2동 142번지 4호 2층,안마원,PHMB420103190033042400002,3190000,"서울특별시 동작구 동작대로27다길 37 (사당동,2층)",,03,폐업,,,,
,풀림안마원,,안마원,2020-09-04,196587.030630143,444939.455414947,,2026-05-06 22:30:52,I,03,폐업,1,,,74.54,2020-09-04 16:23:51,,2011-03-25,156-859,서울특별시 동작구 흑석동 332번지 222호,안마원,PHMB420113190033042400001,3190000,"서울특별시 동작구 서달로 150, 222호 (흑석동, 해가든)",06980,03,폐업,,,,
,후레쉬바디안마원,,안마원,2011-08-31,197466.429994266,442382.254334309,,2026-05-06 22:30:52,I,03,폐업,1,,,58.78,2011-08-31 11:47:42,,2011-07-26,156-821,서울특별시 동작구 사당4동 268번지 19호 2층,안마원,PHMB420113190033042400002,3190000,"서울특별시 동작구 사당로14길 7 (사당동,2층)",,03,폐업,,,,02-888-4136
,김기중약손플러스안마원,,안마원,2013-09-24,194893.985955997,444799.687826804,,2026-05-06 22:30:52,I,03,폐업,1,,,51.6,2013-09-24 13:41:39,,2012-01-10,156-831,서울특별시 동작구 상도2동 26번지 11호 (4층),안마원,PHMB420123190033042400001,3190000,서울특별시 동작구 상도로 219 (상도동),,03,폐업,,,,
,힐링수안마원,,안마원,2022-01-28,195672.456210821,444237.257643884,,2026-05-06 22:30:53,I,03,폐업,1,,,126.4,2022-02-07 09:24:09,,2012-04-17,156-031,서울특별시 동작구 상도1동 347번지,안마원,PHMB420123190033042400002,3190000,서울특별시 동작구 노량진로 20-5 (대방동),06938,03,폐업,,,,
,명인지압안마원,,안마원,2017-07-25,197109.653717322,442736.968171897,,2026-05-06 22:30:54,I,03,폐업,1,,,52,2017-07-26 09:26:07,,2012-11-28,156-819,서울특별시 동작구 사당3동 218번지,안마원,PHMB420123190033042400004,3190000,서울특별시 동작구 사당로 169 (사당동),07003,03,폐업,,,,
,이수안마원,,안마원,2015-11-16,198282.134838293,442666.747459966,,2026-05-06 22:30:56,I,03,폐업,1,,,76.8,2015-11-16 11:07:49,,2015-08-19,,서울특별시 동작구 사당동 145번지 25호,안마원,PHMB420153190033042400001,3190000,"서울특별시 동작구 동작대로25길 9-6, 3층 (사당동)",07008,03,폐업,1,,,
,약손지압안마원,,안마원,2022-12-27,198295.843258378,442507.699069196,,2026-05-06 22:30:57,I,03,폐업,1,,,11.55,2022-12-27 16:20:26,,2016-01-04,,서울특별시 동작구 사당동 147번지 53호 골든시네마타워,안마원,PHMB420163190033042400001,3190000,"서울특별시 동작구 동작대로 89, 골든시네마타워 402호 (사당동)",07013,03,폐업,1,,,
,하나안마원,,안마원,2017-12-06,198187.582960447,442400.276334751,,2026-05-06 22:30:58,I,03,폐업,0,,,93.45,2017-12-06 13:52:26,,2016-11-08,,서울특별시 동작구 사당동 1006번지 25호 3층,안마원,PHMB420163190033042400002,3190000,"서울특별시 동작구 동작대로21길 25, 3층 (사당동)",07013,03,폐업,,,,34328852
,시원약손안마원,,안마원,2019-02-15,198291.471956676,443002.284956024,,2026-05-06 22:30:59,I,03,폐업,,,,78.48,2019-02-15 18:11:40,,2016-12-12,,서울특별시 동작구 사당동 89번지 20호,안마원,PHMB420163190033042400003,3190000,"서울특별시 동작구 동작대로29가길 27, 2층 (사당동)",06997,03,폐업,,,,
,백세건강안마원,,안마원,2018-10-31,195799.616324107,443951.405968209,,2026-05-06 22:31:00,I,03,폐업,1,,,39.17,2018-10-31 11:18:21,,2017-02-13,,서울특별시 동작구 상도동 478번지 24호 순현빌딩,안마원,PHMB420173190033042400001,3190000,"서울특별시 동작구 상도로53길 6, 순현빌딩 4층 (상도동)",06977,03,폐업,,,,02-821-0300
,백세건강안마원,,안마원,2021-01-14,195799.616324107,443951.405968209,,2026-05-06 22:31:02,I,03,폐업,,,,67.54,2021-01-15 16:47:06,,2019-12-02,,서울특별시 동작구 상도동 478번지 24호 순현빌딩,안마원,PHMB420193190033042400001,3190000,"서울특별시 동작구 상도로53길 6, 순현빌딩 4층 (상도동)",06977,03,폐업,3,,,02-821-0300
