건축물동수,건축물연면적,사업장명,탈의실면적,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지도자수,휴게실면적,지번주소,회원모집총인원,관리번호,사무실면적,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,명진스포츠문화센터,,2020-04-22,,153599.966647208,470049.029269526,체력단련장업,2026-05-06 22:56:20,I,03,폐업,Y,2020-05-04 09:41:55,,2005-06-17,234,417-805,1,,인천광역시 강화군 강화읍 남산리 482-3,,CDFH3301062005000001,,3570000,사립,인천광역시 강화군 강화읍 충렬사로 138,23037,03,폐업,,,
,,DIET BOX (다이어트 박스),0,2020-04-22,,149072.786552561,459328.683185461,체력단련장업,2026-05-06 22:56:21,I,03,폐업,,2020-05-04 09:42:47,,2016-03-14,,,1,0,인천광역시 강화군 화도면 상방리 368 다이어트박스,,CDFH3301062016000001,0,3570000,사립,"인천광역시 강화군 화도면 마니산로 672, 다이어트박스",23060,03,폐업,,,
,,주안헬스클럽,,2014-05-28,,171366.686762656,440576.981564018,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2014-05-28 11:28:17,,2000-11-14,,402-836,,,인천광역시 미추홀구 주안동 26-28,,CDFH3301062000000002,,3510500,사립,인천광역시 미추홀구 석정로376번길 2  (주안동),,03,폐업,,,
,,성룡헬스피아,,2007-05-30,,172634.19263397,438795.223449878,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2007-05-30 13:50:37,,2000-03-18,,402-859,,,인천광역시 미추홀구 주안동 1561-24,,CDFH3301062000000006,,3510500,사립,인천광역시 미추홀구 인주대로 493  (주안동),,03,폐업,,,
,,신세계헬스,,2009-05-06,,171636.287529693,438500.329810214,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2009-05-06 15:17:05,,2000-07-05,,402-858,,,인천광역시 미추홀구 주안동 1464-23,,CDFH3301062000000007,,3510500,사립,인천광역시 미추홀구 인하로 289  (주안동),,03,폐업,,,
,207,보문헬스클럽,,2008-12-10,,169892.264500425,440686.579225634,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2008-12-11 09:21:50,,2001-08-30,,402-806,1,,인천광역시 미추홀구 도화동 90-9,,CDFH3301062001000001,111,3510500,사립,,,03,폐업,,,
,,테크톤헬스클리닉,,2011-01-27,,168041.127759795,439490.265148834,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2011-10-11 15:07:53,,2001-10-25,,402-833,,,인천광역시 미추홀구 용현동 565-96,,CDFH3301062001000003,,3510500,사립,인천광역시 미추홀구 아암대로29번길 56  (용현동),,03,폐업,,,
,,이화헬스,,2007-08-20,,172275.79553004,438514.06745577,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2007-08-20 11:10:54,,2001-11-23,,402-860,,,인천광역시 미추홀구 주안동 1528-1,,CDFH3301062001000004,,3510500,사립,인천광역시 미추홀구 인하로351번길 2  (주안동),,03,폐업,,,
,,남녀헬스,,2007-09-13,,,,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2007-09-13 16:36:49,,2002-06-04,,402-835,,,인천광역시 미추홀구 주안동 224-24,,CDFH3301062002000002,,3510500,사립,,,03,폐업,,,
,431,굿모닝헬스크럽,,2011-01-12,,167480.589532554,438734.17682491,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2011-10-11 14:49:46,,2002-08-02,,402-834,,,인천광역시 미추홀구 용현동 627-410,,CDFH3301062002000004,319,3510500,사립,인천광역시 미추홀구 매소홀로 63  (용현동),,03,폐업,,,
,,로얄휘트니스,,2010-03-12,,170294.95741726,437567.955115579,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2010-03-12 16:25:24,,2002-11-26,,402-040,,,인천광역시 미추홀구 학익동 684-1,,CDFH3301062002000005,,3510500,사립,인천광역시 미추홀구 매소홀로 388  (학익동),,03,폐업,,,
,465,우리휘트니스클럽,,2009-12-30,,171850.12854185,440276.120650381,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2009-12-30 13:24:11,,2003-09-26,,402-835,,,인천광역시 미추홀구 주안동 130-3,,CDFH3301062003000002,,3510500,사립,인천광역시 미추홀구 주안로 115  (주안동),,03,폐업,,,
,2080987,(주)미래백년백세,,2017-09-29,,172576.611809597,437142.079770801,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2017-09-29 14:06:46,,2003-12-18,,402-799,,,인천광역시 미추홀구 문학동 482,,CDFH3301062003000006,,3510500,사립,인천광역시 미추홀구 매소홀로 618  (문학동),,03,폐업,,,
,,하나헬스,,2023-09-01,,171733.304085376,437394.872168752,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2023-09-01 11:36:16,,2003-05-07,169.66,402-070,1,,인천광역시 미추홀구 문학동 9-9,,CDFH3301062003000007,,3510500,사립,인천광역시 미추홀구 문학길 9-9 (문학동),22235,03,폐업,,,
,137,파워헬스,,2010-02-24,,171634.877435933,440608.842419457,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2010-02-24 15:28:20,,2004-04-21,,402-836,,,인천광역시 미추홀구 주안동 15-43,,CDFH3301062004000002,,3510500,사립,인천광역시 미추홀구 석정로 399  (주안동),,03,폐업,,,032-866-7660
,349,삼성헬스,,2021-01-15,,169397.904353931,439358.92473698,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2021-01-15 15:08:03,,2004-05-04,,402-830,,,인천광역시 미추홀구 용현동 451-65,,CDFH3301062004000003,,3510500,사립,인천광역시 미추홀구 인주대로 162 (용현동),,03,폐업,,,
,,비타민헬스클럽,,2007-06-01,,172538.737251915,438554.969453586,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2007-06-01 16:34:25,,2004-06-16,,402-860,,,인천광역시 미추홀구 주안동 1572-19,,CDFH3301062004000004,,3510500,사립,인천광역시 미추홀구 경원대로 740  (주안동),,03,폐업,,,
,431,굿모닝헬스,,2019-01-18,,172427.187399563,439659.147846182,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2019-01-21 09:15:13,,2004-10-22,,402-848,,,인천광역시 미추홀구 주안동 1005-1,,CDFH3301062004000005,,3510500,사립,인천광역시 미추홀구 경원대로 851 (주안동),,03,폐업,,,
,159,인일헬스,,2021-12-14,,172181.736205364,439178.91908451,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2021-12-14 15:38:55,,2005-05-24,,402-840,,,인천광역시 미추홀구 주안동 376-3,,CDFH3301062005000002,,3510500,사립,인천광역시 미추홀구 인주대로445번길 70 (주안동),,03,폐업,,,
,203,광개토헬스,,2009-11-12,,171896.611417107,438799.59476429,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2009-11-12 13:58:59,,2006-03-14,,402-858,,,인천광역시 미추홀구 주안동 1486,,CDFH3301062006000001,,3510500,사립,인천광역시 미추홀구 인주대로418번길 1  (주안동),,03,폐업,,,
,,김희정 요가헬스,0,2024-01-26,,171753.565892165,440274.449104886,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2024-01-26 18:17:21,,2010-04-07,95.25,402-835,1,0,인천광역시 미추홀구 주안동 130-9,,CDFH3301062010000002,0,3510500,사립,인천광역시 미추홀구 주안로 105-1  (주안동),,03,폐업,,,
,,머슬 밸런스,0,2019-12-30,,171205.453612538,437443.678246155,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2019-12-30 12:01:53,,2011-10-14,481.51,402-040,,0,인천광역시 미추홀구 학익동 663-2,,CDFH3301062011000002,0,3510500,사립,인천광역시 미추홀구 소성로 249 (학익동),22223,03,폐업,,,032-346-3777
,,SF스포피아,0,2019-12-16,,169649.044870478,438042.217520529,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2019-12-16 14:34:34,,2012-06-21,352.18,402-730,1,0,인천광역시 미추홀구 학익동 732-2 엑슬루타워아파트,,CDFH3301062012000002,0,3510500,사립,,,03,폐업,,,
,,KY휘트니스,0,2019-12-31,,171532.165270925,437896.859261535,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2019-12-31 13:24:08,,2014-08-21,510.51,402-852,1,0,인천광역시 미추홀구 주안동 1298,,CDFH3301062014000002,0,3510500,사립,인천광역시 미추홀구 미추홀대로 510 (주안동),22231,03,폐업,,,
,,용현시장스포츠센타,0,2018-01-17,,168928.200083001,439604.343166637,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2018-01-17 17:50:47,,2014-11-03,258.01,402-831,1,0,인천광역시 미추홀구 용현동 459-1,,CDFH3301062014000003,0,3510500,사립,인천광역시 미추홀구 독정이로33번길 61 (용현동),22179,03,폐업,,,032-889-7755
,1725,바름핏 운동센터,0,2020-01-17,,172928.946641855,440200.003916183,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2020-01-17 15:55:51,,2015-03-26,235.06,402-837,,0,인천광역시 미추홀구 주안동 49-1,,CDFH3301062015000001,0,3510500,사립,인천광역시 미추홀구 석산로 12 (주안동),22142,03,폐업,,,
,124,휴헬스클럽,0,2019-12-30,,172463.887549479,438442.299770849,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2019-12-30 13:49:38,,2015-04-27,118.8,402-860,,0,인천광역시 미추홀구 주안동 1526-8,,CDFH3301062015000002,0,3510500,사립,인천광역시 미추홀구 경원대로 729 (주안동),22229,03,폐업,,,
1,471,바름핏,0,2022-01-17,,170285.50598023,437849.886843991,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2022-01-17 10:14:20,,2016-03-15,116.82,,,0,,,CDFH3301062016000001,0,3510500,사립,"인천광역시 미추홀구 소성로 150, 2층 201호 (학익동, 우성메디토피아)",22224,03,폐업,,,
,,케이핏 포스,0,2017-06-22,,172610.589609626,438797.426823345,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2017-06-22 11:53:49,,2016-05-24,229.28,,,0,,,CDFH3301062016000003,0,3510500,사립,인천광역시 미추홀구 인주대로 491 (주안동),22147,03,폐업,,,
,,인하마루 휘트니스센터,0,2019-01-31,,169266.705328666,438699.027984623,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2019-02-01 09:39:00,,2016-05-24,238.66,,1,0,,,CDFH3301062016000004,0,3510500,사립,"인천광역시 미추홀구 인하로 100 (용현동, 인하대학교)",22212,03,폐업,,,032-8602-9123
,,투엠짐,0,2020-11-30,,168140.25375516,438615.148588211,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2020-11-30 16:35:22,,2016-06-09,259.62,,,0,인천광역시 미추홀구 용현동,,CDFH3301062016000005,0,3510500,사립,"인천광역시 미추홀구 토금남로 84, 7층 (용현동, 제일프라자)",22187,03,폐업,,,
1,2946,원 헬스클럽,0,2020-10-28,,173052.270243783,440033.101346476,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2020-10-28 15:21:10,,2016-12-08,359.19,,,0,인천광역시 미추홀구 주안동 890-1,,CDFH3301062016000007,0,3510500,사립,"인천광역시 미추홀구 석산로 36, 지하1층 (주안동, 한빛프라자)",22144,03,폐업,,,
1,5630,FirstGym,0,2018-01-05,,171850.12854185,440276.120650381,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2018-01-05 10:12:40,,2017-07-11,422.13,,2,0,인천광역시 미추홀구 주안동 130-3 1층,,CDFH3301062017000004,0,3510500,사립,"인천광역시 미추홀구 주안로 115, 1층 (주안동, 우리빌딩)",22133,03,폐업,,,032-427-0113
,998,바디홀릭 휘트니스 주안점,0,2022-01-24,,171767.705055654,440281.282885713,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2022-01-25 09:02:13,,2018-02-06,757.56,,,0,인천광역시 미추홀구 주안동 130-7,,CDFH3301062018000001,0,3510500,사립,"인천광역시 미추홀구 주안로 107, 3층 (주안동)",22133,03,폐업,,,032-551-9682
,,제이투짐 PT Shop,0,2024-03-26,,172908.139787244,439493.606079062,체력단련장업,2026-05-06 22:56:24,I,03,폐업,,2024-03-26 10:39:40,,2020-04-14,110.8,,1,0,인천광역시 미추홀구 주안동 1584-6 리프라자,,CDFH3301062020000007,0,3510500,사립,"인천광역시 미추홀구 구월로40번길 4, 2층 (주안동, 리프라자)",22146,03,폐업,,,
,,준헬스클럽,,2006-01-16,,175607.741990426,449110.431006588,체력단련장업,2026-05-06 22:56:21,I,03,폐업,0,2006-01-16 14:08:11,,1989-11-20,,407-805,1,,인천광역시 계양구 계산동 931-59,,CDFH3301061989000001,,3550000,사립,인천광역시 계양구 하느재로5번길 1  (계산동),,03,폐업,,,032-546-6233
,,작전헬스클럽,,2011-09-19,,175376.338019834,447686.398913194,체력단련장업,2026-05-06 22:56:21,I,03,폐업,0,2011-09-19 14:24:45,,1991-05-10,,407-824,1,,인천광역시 계양구 작전동 864-39,,CDFH3301061991000001,,3550000,사립,인천광역시 계양구 계양대로 81  (작전동),,03,폐업,,,032-544-0438
,,정헬스,,2023-09-21,,174289.698624043,447982.509798029,체력단련장업,2026-05-06 22:56:21,I,03,폐업,,2023-09-22 08:18:13,,1992-03-10,177.5,,,,인천광역시 계양구 효성동 51-2,,CDFH3301061992000001,,3550000,사립,인천광역시 계양구 안남로 565 (효성동),21098,03,폐업,,,032-548-5550
,,동보헬스클럽,,2003-06-18,,175891.757466625,447146.070622545,체력단련장업,2026-05-06 22:56:21,I,03,폐업,0,2003-06-26 11:09:22,,1995-08-07,,407-820,1,,인천광역시 계양구 작전동 388-2 동보상가 2층 213호,,CDFH3301061995000001,,3550000,사립,,,03,폐업,,,032-551-8822
,,구일헬스,,2003-06-18,,174417.771187534,447670.539638233,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2003-06-26 11:08:49,,1995-11-02,,407-826,1,,인천광역시 계양구 효성동 66-3,,CDFH3301061995000002,,3550000,사립,인천광역시 계양구 안남로 538  (효성동),,03,폐업,,,
,,형제헬스클럽,,2006-01-06,,175137.144351117,449054.935801323,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2006-01-06 10:18:19,,1996-02-13,,407-806,1,,인천광역시 계양구 계산동 938-2,,CDFH3301061996000001,,3550000,사립,인천광역시 계양구 경명대로 1016  (계산동),,03,폐업,,,032-541-9458
,,미스미스터남여헬스,,2003-06-26,,175699.783734339,448396.802314759,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2003-06-26 10:54:23,,1996-11-06,,407-807,1,,인천광역시 계양구 계산동 965,,CDFH3301061996000003,,3550000,사립,인천광역시 계양구 계산로 121  (계산동),,03,폐업,,,032-553-8255
,,상원헬스타운,,2005-09-26,,177152.677487688,448950.727894172,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2005-09-26 14:03:25,,1997-11-12,,407-310,1,,인천광역시 계양구 용종동 225-1,,CDFH3301061997000001,,3550000,사립,인천광역시 계양구 용종로 98-1  (용종동),,03,폐업,,,032-553-9770
,,국제헬스클럽,,2004-01-27,,176644.980598308,447291.305885246,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2005-01-04 13:51:22,,1998-02-16,,407-821,1,,인천광역시 계양구 작전동 636-4,,CDFH3301061998000001,,3550000,사립,인천광역시 계양구 효서로 362  (작전동),,03,폐업,,,032-554-2312
,,굿모닝헬스,,2007-08-20,,174841.699109286,446936.1635351,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2008-07-05 12:04:21,,1998-10-14,,407-830,1,,인천광역시 계양구 효성동 218-65 4층,,CDFH3301061998000002,,3550000,사립,"인천광역시 계양구 새벌로 83  (효성동,4층)",,03,폐업,,,032-529-1580
,,그린헬스,,2006-06-01,,175390.918106773,448957.584780837,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2006-06-02 10:51:54,,1998-12-05,,407-806,1,,인천광역시 계양구 계산동 940-1 세종빌딩5층,,CDFH3301061998000003,,3550000,사립,"인천광역시 계양구 계양대로 207  (계산동,세종빌딩5층)",,03,폐업,,,032-548-9452
,,건강을사랑하는사람들,,2005-07-07,,176746.82226178,449143.861310997,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2005-07-07 15:02:29,,1998-12-16,,407-814,1,,인천광역시 계양구 임학동 69-27,,CDFH3301061998000004,,3550000,사립,인천광역시 계양구 장제로 863  (임학동),,03,폐업,,,032-541-2722
,,나드리육체미체육관,,2007-04-23,,175658.268315376,449209.149467316,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2008-07-04 15:37:54,,1998-12-28,,407-805,1,,인천광역시 계양구 계산동 926-27 지하3층,,CDFH3301061998000005,,3550000,사립,"인천광역시 계양구 하느재로 14  (계산동,지하3층)",,03,폐업,,,032-551-9552
,,원광헬스클럽,,2007-10-17,,175869.087785462,448238.257640553,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2008-07-05 12:06:22,,1999-03-24,,407-823,1,,인천광역시 계양구 작전동 857-49 4층,,CDFH3301061999000001,,3550000,사립,"인천광역시 계양구 주부토로 469  (작전동,4층)",,03,폐업,,,032-542-8638
,,그랜드헬스,,2003-06-26,,176599.816295302,448767.427225648,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2003-06-26 10:57:43,,1999-10-07,,407-813,1,,인천광역시 계양구 계산동 1059-1 그랜드마트 5층,,CDFH3301061999000002,,3550000,사립,"인천광역시 계양구 장제로 822  (계산동,그랜드마트 5층)",,03,폐업,,,032-540-2100
,,피닉스스포츠,,2008-01-21,,175931.515366805,448476.556372856,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2008-07-05 12:14:18,,2000-06-22,,407-802,1,,인천광역시 계양구 계산동 320-7,,CDFH3301062000000001,,3550000,사립,,,03,폐업,,,032-556-7005
,,헬싱타운,,2005-08-09,,176984.798389082,448517.914021377,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2005-08-09 17:22:09,,2000-08-30,,407-310,1,,인천광역시 계양구 용종동 213-3 초정마을동아@상가 지층,,CDFH3301062000000002,,3550000,사립,,,03,폐업,,,032-546-9725
,,코아스포츠클럽,,2007-08-03,,176512.480599379,448654.585785667,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2008-07-05 12:29:13,,2000-10-10,,407-813,1,,인천광역시 계양구 계산동 1063-14 6층,,CDFH3301062000000003,,3550000,사립,"인천광역시 계양구 장제로 808  (계산동,6층)",,03,폐업,,,032-555-6222
,,신화헬스센터,,2011-11-23,,174401.582072319,447781.753713248,체력단련장업,2026-05-06 22:56:22,I,03,폐업,,2011-11-24 09:35:10,,2001-05-02,,407-826,,,인천광역시 계양구 효성동 63-8,,CDFH3301062001000002,,3550000,사립,인천광역시 계양구 안남로 548  (효성동),,03,폐업,,,032-549-4520
,,캘리포니아짐,,2005-01-24,,176601.501950117,447921.792546125,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2005-01-31 09:27:58,,2001-05-04,,407-825,1,,인천광역시 계양구 작전동 906-6 7층,,CDFH3301062001000003,,3550000,사립,"인천광역시 계양구 계양문화로 27  (작전동,7층)",,03,폐업,,,032-545-3500
,,나이스헬스다이어트,,2008-01-03,,176828.924597791,448564.776721036,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2008-07-05 12:10:26,,2001-06-12,,407-310,1,,인천광역시 계양구 용종동 212-4 6층,,CDFH3301062001000004,,3550000,사립,"인천광역시 계양구 오조산로 91  (용종동,6층)",,03,폐업,,,032-548-2333
,,파워헬스,,2006-12-15,,176887.173629991,449604.484475432,체력단련장업,2026-05-06 22:56:22,I,03,폐업,0,2006-12-15 16:58:51,,2001-09-07,,407-320,1,,인천광역시 계양구 병방동 383 2층,,CDFH3301062001000006,,3550000,사립,,,03,폐업,,,032-543-8796
,,헬스매니아,,2020-04-06,,176385.151516822,449050.574620969,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2020-04-06 16:51:01,,2001-11-16,213.99,,,,인천광역시 계양구 계산동 917-12,,CDFH3301062001000008,,3550000,사립,인천광역시 계양구 경명대로 1137 (계산동),21031,03,폐업,,,032-555-1155
,,스터번헬스,,2010-11-23,,176773.707013471,447845.108984226,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2010-11-23 16:52:39,,2002-03-16,,407-825,1,,인천광역시 계양구 작전동 910-1 3층,,CDFH3301062002000001,,3550000,사립,"인천광역시 계양구 오조산로 19  (작전동,3층)",,03,폐업,,,032-552-0356
,,유니온스포츠,,2005-03-30,,175657.100314508,447313.792844955,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2005-03-30 14:22:56,,2002-09-09,,407-816,1,,인천광역시 계양구 작전동 416-4 5층,,CDFH3301062002000002,,3550000,사립,"인천광역시 계양구 아나지로299번길 24  (작전동,5층)",,03,폐업,,,032-546-0253
,,정훈휘트니스헬스,,2008-05-26,,176383.961095838,447957.054643627,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2008-07-05 12:26:32,,2002-12-26,,407-060,1,,인천광역시 계양구 작전동 898-1 5층,,CDFH3301062002000003,,3550000,사립,"인천광역시 계양구 장제로 735  (작전동,5층)",,03,폐업,,,032-544-8470
,,그랜드닥터스포츠클럽,,2012-07-10,,176599.816295302,448767.427225648,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2014-01-16 17:22:50,,2003-06-25,,407-813,,,인천광역시 계양구 계산동 1059-1 그랜드마트 5층호,,CDFH3301062003000003,,3550000,사립,"인천광역시 계양구 장제로 822, 5층호 (계산동,그랜드마트)",,03,폐업,,,
,,벤드비스포츠,,2005-01-20,,176137.852610443,449065.153215463,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2005-01-31 09:29:33,,2003-09-17,,407-804,,,인천광역시 계양구 계산동 918-6 4층호,,CDFH3301062003000004,,3550000,사립,"인천광역시 계양구 경명대로 1115,  4층호 (계산동)",,03,폐업,,,032-551-3681
,,이승래 헬스짐,,2011-12-13,,173727.13826494,447342.721237029,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2011-12-13 09:56:33,,2004-06-22,,407-829,,,인천광역시 계양구 효성동 581-2 4층호,,CDFH3301062004000003,,3550000,사립,"인천광역시 계양구 효서로 71,  4층호 (효성동)",,03,폐업,,,032-564-4494
,,OK휘트니스클럽,,2010-07-26,,176137.852610443,449065.153215463,체력단련장업,2026-05-06 22:56:23,I,03,폐업,0,2010-07-26 15:27:14,,2004-09-02,,407-804,2,,인천광역시 계양구 계산동 918-6,,CDFH3301062004000005,,3550000,사립,인천광역시 계양구 경명대로 1115  (계산동),,03,폐업,,,032-555-1755
,,하나 휘트니스,,2009-08-14,,177225.130052574,448690.916925939,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2014-01-16 17:28:30,,2004-11-02,,407-310,,,인천광역시 계양구 용종동 228-1 하나상가 지하2호,,CDFH3301062004000006,,3550000,사립,"인천광역시 계양구 계양문화로 168, 지2층 (용종동)",,03,폐업,,,
,,에이플러스 휘트니스,,2017-12-15,,176808.039396009,449253.75886372,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2017-12-15 09:23:17,,2005-04-18,333.58,,1,,인천광역시 계양구 임학동 67-6,,CDFH3301062005000001,,3550000,사립,"인천광역시 계양구 장제로875번길 1 (임학동, 진빌딩)",21034,03,폐업,,,032-544-8711
,,계양스쿼시,,2017-09-26,,176820.41215751,448466.884752102,체력단련장업,2026-05-06 22:56:23,I,03,폐업,,2017-09-26 17:30:41,,2005-10-07,203.75,,,,인천광역시 계양구 용종동 211-4,,CDFH3301062005000003,,3550000,사립,"인천광역시 계양구 계산새로 93 (용종동, 밀레니엄프라자)",21065,03,폐업,,,032-556-8288
