자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,이롬황성주생식목동지점,,,188813.730105702,446244.568570164,2026-05-06 22:53:54,I,07,직권말소,2014-09-24 16:09:10,,,2002-02-23,158-070,서울특별시 양천구 신정동 ***번지 ***호 신창빌딩 *층,2002314011423200268,3140000,"서울특별시 양천구 신목로 ** (신정동,신창빌딩 *층)",,,04,취소/말소/만료/정지/중지,,,26446440
,알로에마임,,,,,2026-05-06 22:53:54,I,04,직권취소,2008-08-11 11:23:19,,2008-08-11,2002-03-11,158-050,서울특별시 양천구 목동 *번지,2002314011423200271,3140000,,,,04,취소/말소/만료/정지/중지,,,
,알로에마임,,,,,2026-05-06 22:53:55,I,04,직권취소,2008-08-11 11:30:49,,2008-08-11,2002-04-02,158-050,서울특별시 양천구 목동 *번지,2002314011423200277,3140000,,,,04,취소/말소/만료/정지/중지,,,
,가베스쿨,,,,,2026-05-06 22:53:55,I,04,직권취소,2008-08-11 17:09:15,,2008-08-11,2002-05-03,158-050,서울특별시 양천구 목동 *번지,2002314011423200286,3140000,,,,04,취소/말소/만료/정지/중지,,,
1,삼화라이프(주),,1,,,2026-05-06 22:53:57,I,04,직권취소,2008-08-11 09:57:28,1,2008-08-11,2000-05-29,158-050,서울특별시 양천구 목동 *번지,2002314011423200292,3140000,,,,04,취소/말소/만료/정지/중지,,,
,상림 바이오퀸,,,187520.306766633,446450.347274241,2026-05-06 22:53:58,I,04,직권취소,2009-01-07 14:15:34,,2008-10-09,2002-07-05,158-070,서울특별시 양천구 신정동 ****번지 **호,2002314011423200297,3140000,서울특별시 양천구 은행정로 * (신정동),,,04,취소/말소/만료/정지/중지,,,
,삼일,,,,,2026-05-06 22:53:58,I,04,직권취소,2008-08-11 14:19:52,,2008-08-11,2002-01-10,158-050,서울특별시 양천구 목동 *번지,2002314011423200298,3140000,,,,04,취소/말소/만료/정지/중지,,,
,광성실업,,,185406.677208443,446740.320674649,2026-05-06 22:53:58,I,07,직권말소,2017-05-11 09:54:23,,,2002-07-24,158-090,서울특별시 양천구 신월동 ***번지 *호 목화주택 다동 ***호,2002314011423200301,3140000,"서울특별시 양천구 지양로**길 **, 다동 ***호 (신월동,목화주택)",,,04,취소/말소/만료/정지/중지,,,26060677
,바이오비젼코리아,,,188953.066831076,447333.569187997,2026-05-06 22:53:58,I,04,직권취소,2009-01-07 14:25:19,,2008-10-09,2002-08-22,158-050,서울특별시 양천구 목동 ***번지 *호 현대**타워 **층  **호,2002314011423200304,3140000,"서울특별시 양천구 목동동로 ***, **호 (목동,현대**타워 **층)",,,04,취소/말소/만료/정지/중지,,,
,한경,,,,,2026-05-06 22:53:59,I,04,직권취소,2008-08-11 16:55:01,,2008-08-11,2002-09-05,158-050,서울특별시 양천구 목동 *번지,2002314011423200310,3140000,,,,04,취소/말소/만료/정지/중지,,,
,농협풍경채생식양천점,,,,,2026-05-06 22:53:59,I,04,직권취소,2008-08-11 11:32:15,,2008-08-11,2002-09-07,158-050,서울특별시 양천구 목동 *번지,2002314011423200311,3140000,,,,04,취소/말소/만료/정지/중지,,,
1,(주)블랙골등씨앤씨,,1,188953.066831076,447333.569187997,2026-05-06 22:53:59,I,04,직권취소,2009-01-07 14:26:37,1,2008-10-09,2002-09-11,158-050,서울특별시 양천구 목동 ***번지 *호 현대**타워 ****호,2002314011423200312,3140000,"서울특별시 양천구 목동동로 ***, ****호 (목동,현대**타워)",,,04,취소/말소/만료/정지/중지,,,
,포춘인터무역,,,186832.328291348,446880.966770707,2026-05-06 22:53:59,I,04,직권취소,2009-01-07 14:22:07,,2008-10-09,2002-09-30,158-070,서울특별시 양천구 신정동 ***번지 *호 ***호,2002314011423200319,3140000,"서울특별시 양천구 오목로 ***, ***호 (신정동)",,,04,취소/말소/만료/정지/중지,,,
,보떼코스메틱 목동점,,,,,2026-05-06 22:53:59,I,04,직권취소,2008-08-11 17:03:00,,2008-08-11,2002-10-04,158-050,서울특별시 양천구 목동 *번지,2002314011423200320,3140000,,,,04,취소/말소/만료/정지/중지,,,
,비엔디,,,189077.657991611,446469.019423795,2026-05-06 22:54:01,I,04,직권취소,2008-08-11 11:28:27,,2008-08-11,2002-11-08,158-070,서울특별시 양천구 신정동 ****번지 목동현대아파트 ***동 ****호,2002314011423200333,3140000,"서울특별시 양천구 신목로**길 ** (신정동,목동현대아파트 ***동 ****호)",,,04,취소/말소/만료/정지/중지,,,
1,(주)새팍바이오젠시,,1,188921.504422335,447742.867807072,2026-05-06 22:54:02,I,04,직권취소,2010-05-11 14:14:13,1,2010-05-11,2003-01-06,158-050,서울특별시 양천구 목동 ***번지 **호,2003314011423200344,3140000,서울특별시 양천구 목동서로 *** (목동),,,04,취소/말소/만료/정지/중지,,,26525557
,나노텍,,,185401.014363749,445998.559652077,2026-05-06 22:54:03,I,04,직권취소,2009-01-07 14:31:50,,2008-10-09,2003-01-23,158-090,서울특별시 양천구 신월동 ***번지 **호,2003314011423200348,3140000,서울특별시 양천구 신월로 *** (신월동),,,04,취소/말소/만료/정지/중지,,,26021139
1,주)블루에스앤비,,1,,,2026-05-06 22:54:03,I,04,직권취소,2008-08-11 14:26:29,1,2008-08-11,2003-02-28,158-050,서울특별시 양천구 목동 *번지,2003314011423200352,3140000,,,,04,취소/말소/만료/정지/중지,,,
1,화인뮤직닷컴,,1,188584.345447275,447255.070457495,2026-05-06 22:54:04,I,07,직권말소,2018-06-20 16:44:30,1,,2003-03-31,158-050,서울특별시 양천구 목동 ***번지 **호 현대드림타워 ****호,2003314011423200357,3140000,"서울특별시 양천구 목동동로 ***-* (목동,현대드림타워 ****호)",,,04,취소/말소/만료/정지/중지,,,26485686
,도서출판 영우양천지사,,,187338.380750621,447200.019809863,2026-05-06 22:54:04,I,04,직권취소,2009-01-07 14:23:33,,2008-10-09,2003-04-09,158-070,서울특별시 양천구 신정동 ***번지 *호 해룡빌딩 ***호,2003314011423200358,3140000,"서울특별시 양천구 신정중앙로 **, ***호 (신정동,해룡빌딩)",,,04,취소/말소/만료/정지/중지,,,26998571
,태원태크,,,185074.610285486,446763.281094281,2026-05-06 22:54:06,I,04,직권취소,2009-01-07 14:20:03,,2008-10-09,2003-04-17,158-090,서울특별시 양천구 신월동 ***번지 *호 ***호,2003314011423200362,3140000,"서울특별시 양천구 지양로 ** (신월동,***호)",,,04,취소/말소/만료/정지/중지,,,26917500
1,(주)파인텔센츄리,,1,,,2026-05-06 22:54:06,I,04,직권취소,2008-08-11 10:12:58,1,2008-08-11,2003-05-13,158-050,서울특별시 양천구 목동 *번지,2003314011423200367,3140000,,,,04,취소/말소/만료/정지/중지,,,
,행복미디어,,,,,2026-05-06 22:54:06,I,04,직권취소,2008-08-11 14:22:24,,2008-08-11,2003-07-11,158-050,서울특별시 양천구 목동 *번지,2003314011423200368,3140000,,,,04,취소/말소/만료/정지/중지,,,
,한우리,,,188686.846664111,448854.579418287,2026-05-06 22:54:06,I,04,직권취소,2008-08-11 11:10:06,,2008-08-11,2003-05-26,158-050,서울특별시 양천구 목동 ***번지 목동건영아파트 ***동 ***호,2003314011423200372,3140000,"서울특별시 양천구 목동중앙본로**길 ** (목동,목동건영아파트 ***동 ***호)",,,04,취소/말소/만료/정지/중지,,,
,오휘노블라임목동대리점,,,187777.02241551,446645.116372202,2026-05-06 22:54:07,I,04,직권취소,2009-01-07 14:37:09,,2008-10-09,2003-07-09,158-071,서울특별시 양천구 신정동 ****번지 *호 도림빌딩 ***호,2003314011423200384,3140000,"서울특별시 양천구 신월로 ***, ***호 (신정동,도림빌딩)",,,04,취소/말소/만료/정지/중지,,,
,홍선생미술양천지사,,,188580.483661607,447750.845210817,2026-05-06 22:54:07,I,04,직권취소,2008-08-11 14:21:18,,2008-08-11,2003-07-15,158-050,서울특별시 양천구 목동 ***번지 목동신시가지아파트 ***동 ***호,2003314011423200388,3140000,"서울특별시 양천구 목동서로 *** (목동,목동신시가지아파트 ***동 ***호)",,,04,취소/말소/만료/정지/중지,,,
,전주농산물유통공사,,,188510.977466395,448414.104994404,2026-05-06 22:54:07,I,04,직권취소,2008-08-20 11:24:20,,2008-08-11,2003-08-02,158-050,서울특별시 양천구 목동 ***번지 *호,2003314011423200390,3140000,서울특별시 양천구 목동중앙로*가길 ** (목동),,,04,취소/말소/만료/정지/중지,,,
,SJ스쿨,,,186798.845,446825.965,2026-05-06 22:54:08,I,04,직권취소,2009-01-07 14:35:55,,2008-10-09,2003-09-22,158-070,서울특별시 양천구 신정동 ***번지 **호 *층,2003314011423200401,3140000,"서울특별시 양천구 중앙로 *** (신정동,*층)",,,04,취소/말소/만료/정지/중지,,,26968758
,C.S코리아,,,187160.61817453,446614.713888602,2026-05-06 22:54:18,I,04,직권취소,2009-01-07 14:12:01,,2008-10-09,2004-08-16,158-070,서울특별시 양천구 신정동 ***번지 **호 지하*층,2004314011423200463,3140000,"서울특별시 양천구 신월로 *** (신정동,지하*층)",,,04,취소/말소/만료/정지/중지,,,
1,주 프로크리에이터코리아,,1,189151.208015925,448200.067716589,2026-05-06 22:54:19,I,07,직권말소,2014-09-24 16:07:43,1,,2004-10-20,158-050,서울특별시 양천구 목동 ***번지 현대월드타워 ****호,2004314011423200473,3140000,"서울특별시 양천구 목동서로 ** (목동,현대월드타워 ****호)",,,04,취소/말소/만료/정지/중지,,,66781500
,헬스온,,,188617.140810233,446949.529618415,2026-05-06 22:54:20,I,04,직권취소,2009-01-07 14:33:52,,2008-10-09,2004-10-26,158-050,"서울특별시 양천구 목동 ***번지 ***호 ,***호 B*층",2004314011423200475,3140000,"서울특별시 양천구 오목로 *** (목동,,***호 B*층)",,,04,취소/말소/만료/정지/중지,,,26476128
1,(주)케이피티플러스,,1,185729.8201797,446606.020593856,2026-05-06 22:54:20,I,04,직권취소,2008-08-11 10:18:29,1,2008-08-11,2004-11-22,158-090,서울특별시 양천구 신월동 ***번지 **호 신화빌딩 *층,2004314011423200483,3140000,"서울특별시 양천구 오목로 ** (신월동,신화빌딩 *층)",,,04,취소/말소/만료/정지/중지,,,
,펜타헬시코리아,,,189077.657991611,446469.019423795,2026-05-06 22:54:21,I,07,직권말소,2017-05-11 09:52:36,,,2005-01-14,158-070,서울특별시 양천구 신정동 ****번지 현대아파트상가 ***호,2005314011423200493,3140000,"서울특별시 양천구 신목로**길 **, ***호 (신정동,현대아파트상가)",,,04,취소/말소/만료/정지/중지,,,
,톱카맨,,,188833.033812318,446109.005890137,2026-05-06 22:54:21,I,07,직권말소,2017-05-11 09:52:02,,,2005-02-21,158-070,서울특별시 양천구 신정동 ****번지 현대@ ***동 ****호,2005314011423200499,3140000,"서울특별시 양천구 신목로 **, ***동 ****호 (신정동,현대@)",,,04,취소/말소/만료/정지/중지,,,
1,폴리시엔코리아,,1,,,2026-05-06 22:54:22,I,04,직권취소,2008-08-11 10:19:22,1,2008-08-11,2005-03-07,158-050,서울특별시 양천구 목동 *번지,2005314011423200504,3140000,,,,04,취소/말소/만료/정지/중지,,,
,올리브빌리지,,,,,2026-05-06 22:54:22,I,04,직권취소,2008-08-11 17:04:47,,2008-08-11,2005-03-22,158-050,서울특별시 양천구 목동 *번지,2005314011423200508,3140000,,,,04,취소/말소/만료/정지/중지,,,
,창림종합상사,,,,,2026-05-06 22:54:08,I,04,직권취소,2008-08-11 14:28:16,,2008-08-11,2003-09-29,158-050,서울특별시 양천구 목동 *번지,2003314011423200403,3140000,,,,04,취소/말소/만료/정지/중지,,,
,튼튼영어파리공원,,21,189151.208015925,448200.067716589,2026-05-06 22:54:08,I,07,직권말소,2020-08-09 14:23:54,4000,,2003-10-02,158-050,서울특별시 양천구 목동 ***번지 현대월드타워 ***호,2003314011423200406,3140000,"서울특별시 양천구 목동서로 **, ***호 (목동,현대월드타워)",,,04,취소/말소/만료/정지/중지,,,26546544
1,(주)수가산업,,1,187103.345671928,447351.504809702,2026-05-06 22:54:09,I,04,직권취소,2008-08-11 10:13:36,1,2008-08-11,2003-11-04,158-070,서울특별시 양천구 신정동 ***번지 *호,2003314011423200411,3140000,서울특별시 양천구 국회대로 *** (신정동),,,04,취소/말소/만료/정지/중지,,,
1,주)포스트올컴,,1,188584.345447275,447255.070457495,2026-05-06 22:54:09,I,04,직권취소,2008-08-11 10:14:31,1,2008-08-11,2003-11-10,158-050,서울특별시 양천구 목동 ***번지 **호 현대드림타워 ****호,2003314011423200412,3140000,"서울특별시 양천구 목동동로 ***-*, ****호 (목동,현대드림타워)",,,04,취소/말소/만료/정지/중지,,,
,벤처P.R,,,,,2026-05-06 22:54:10,I,04,직권취소,2008-08-11 16:56:51,,2008-08-11,2003-12-09,158-050,서울특별시 양천구 목동 *번지,2003314011423200415,3140000,,,,04,취소/말소/만료/정지/중지,,,
1,(주)드림메신저,,1,188584.345447275,447255.070457495,2026-05-06 22:54:10,I,04,직권취소,2009-01-07 14:17:15,1,2008-10-09,2004-09-16,158-050,서울특별시 양천구 목동 ***번지 **호 현대드림타워 ****호,2004314011423200041,3140000,"서울특별시 양천구 목동동로 ***-* (목동,현대드림타워 ****호)",,,04,취소/말소/만료/정지/중지,,,
,찬스쿨,,,,,2026-05-06 22:54:10,I,04,직권취소,2008-08-11 16:58:26,,2008-08-11,2004-01-06,158-050,서울특별시 양천구 목동 *번지,2004314011423200418,3140000,,,,04,취소/말소/만료/정지/중지,,,
,드림상사,,,189021.797866206,446740.576354849,2026-05-06 22:54:11,I,07,직권말소,2014-09-24 16:08:16,,,2004-04-16,158-050,서울특별시 양천구 목동 ***번지 삼익아파트 ***동 ****호,2004314011423200431,3140000,"서울특별시 양천구 신목로**길 **, ***동 ****호 (목동,삼익아파트)",,,04,취소/말소/만료/정지/중지,,,67382103
,엘이디전광판,,,,,2026-05-06 22:54:12,I,04,직권취소,2008-08-11 17:07:01,,2008-08-11,2004-05-06,158-050,서울특별시 양천구 목동 *번지,2004314011423200433,3140000,,,,04,취소/말소/만료/정지/중지,,,
,sk테크,,,188151.885492439,448633.77311895,2026-05-06 22:54:12,I,04,직권취소,2008-08-11 14:12:05,,2008-08-11,2004-05-25,158-050,서울특별시 양천구 목동 ***번지 **호,2004314011423200437,3140000,서울특별시 양천구 목동중앙본로*길 **-* (목동),,,04,취소/말소/만료/정지/중지,,,
,스카이골드,,,186890.18764535,446898.922115811,2026-05-06 22:54:14,I,04,직권취소,2009-01-07 14:18:35,,2008-10-09,2004-06-25,158-070,서울특별시 양천구 신정동 ***번지 *호 흥원빌딩 ***호,2004314011423200446,3140000,"서울특별시 양천구 오목로 ***, ***호 (신정동,흥원빌딩)",,,04,취소/말소/만료/정지/중지,,,26076688
1,(주)마호투엔티,,1,,,2026-05-06 22:54:14,I,01,정상영업,2008-07-28 14:14:57,1,,2004-07-02,158-050,서울특별시 양천구 목동 *번지,2004314011423200448,3140000,,,,01,영업/정상,,,
,홍일,,,189077.657991611,446469.019423795,2026-05-06 22:54:14,I,07,직권말소,2017-05-11 09:53:47,,,2004-07-02,158-070,서울특별시 양천구 신정동 ****번지 목동현대아파트 ***동 ***호,2004314011423200449,3140000,"서울특별시 양천구 신목로**길 **, ***동 ***호 (신정동,목동현대아파트)",,,04,취소/말소/만료/정지/중지,,,
,삼진프라자,,,185432.843142432,446740.113597289,2026-05-06 22:54:17,I,07,직권말소,2017-05-11 09:53:14,,,2004-08-12,158-090,서울특별시 양천구 신월동 ***번지 *호,2004314011423200462,3140000,서울특별시 양천구 남부순환로 *** (신월동),,,04,취소/말소/만료/정지/중지,,,
1,(주)다지스테크놀러지,,1,187445.169747197,446994.788788537,2026-05-06 22:54:22,I,04,직권취소,2008-07-28 15:00:05,1,2008-08-11,2005-03-29,158-074,서울특별시 양천구 신정동 ***번지 *호,2005314011423200511,3140000,서울특별시 양천구 오목로 *** (신정동),,,04,취소/말소/만료/정지/중지,,,
,한림종합물산,,,187932.730876252,447620.266190948,2026-05-06 22:54:22,I,07,직권말소,2017-05-11 09:51:25,,,2005-04-06,158-050,서울특별시 양천구 목동 ***번지 *호,2005314011423200512,3140000,서울특별시 양천구 등촌로 ** (목동),,,04,취소/말소/만료/정지/중지,,,
,메가파워,,,187446.626491069,446907.003359456,2026-05-06 22:54:22,I,07,직권말소,2017-05-11 09:50:42,,,2005-04-14,158-070,서울특별시 양천구 신정동 ***번지 *호 ***호,2005314011423200514,3140000,"서울특별시 양천구 중앙로**길 **, ***호 (신정동)",,,04,취소/말소/만료/정지/중지,,,
,에코웰서울서남지사,,,188227.336977959,447874.771386911,2026-05-06 22:54:23,I,07,직권말소,2017-05-11 09:49:57,,,2005-05-25,158-050,서울특별시 양천구 목동 ***번지 **호 부광빌딩 *층,2005314011423200521,3140000,"서울특별시 양천구 목동중앙서로 ** (목동,부광빌딩 *층)",,,04,취소/말소/만료/정지/중지,,,
1,(주)로직스드림,,1,,,2026-05-06 22:54:23,I,04,직권취소,2008-08-11 10:23:07,1,2008-08-11,2005-09-13,158-050,서울특별시 양천구 목동 *번지,2005314011423200535,3140000,,,,04,취소/말소/만료/정지/중지,,,
,늘푸른유통,,,,,2026-05-06 22:54:23,I,04,직권취소,2008-08-11 11:15:58,,2008-08-11,2005-09-28,158-050,서울특별시 양천구 목동 *번지,2005314011423200538,3140000,,,,04,취소/말소/만료/정지/중지,,,
1,(주)뉴클레온,,1,187675.994207369,445930.418572154,2026-05-06 22:54:23,I,04,직권취소,2008-08-11 10:22:01,1,2008-08-11,2005-10-19,158-070,서울특별시 양천구 신정동 ***번지 **호 밀레니엄프라자 *층,2005314011423200542,3140000,"서울특별시 양천구 목동동로 ** (신정동,밀레니엄프라자 *층)",,,04,취소/말소/만료/정지/중지,,,
,퓨아코리아,,,187160.61817453,446614.713888602,2026-05-06 22:54:23,I,04,직권취소,2009-01-07 14:09:00,,2008-10-09,2005-10-24,158-070,서울특별시 양천구 신정동 ***번지 **호,2005314011423200544,3140000,서울특별시 양천구 신월로 *** (신정동),,,04,취소/말소/만료/정지/중지,,,
,발리안즈코리아,,,187932.730876252,447620.266190948,2026-05-06 22:54:25,I,07,직권말소,2014-09-24 16:06:51,,,2006-02-14,158-050,서울특별시 양천구 목동 ***번지 *호,2006314011423200566,3140000,서울특별시 양천구 등촌로 ** (목동),,,04,취소/말소/만료/정지/중지,,,20621844
,현대테크,,,186904.1507792,446604.608490055,2026-05-06 22:54:25,I,07,직권말소,2016-05-19 14:31:51,,,2006-02-24,158-070,서울특별시 양천구 신정동 ***번지 *호 에이스빌딩 ***호,2006314011423200569,3140000,"서울특별시 양천구 중앙로 ***, ***호 (신정동,에이스빌딩)",,,04,취소/말소/만료/정지/중지,,,
,태광라이프,,,188665.968505021,448405.568239105,2026-05-06 22:54:25,I,05,타시군구이관,2010-12-08 08:42:24,,,2006-04-19,158-050,서울특별시 양천구 목동 ***번지 **호 청우빌딩 지하*층,2006314011423200578,3140000,"서울특별시 양천구 목동중앙로 ** (목동,청우빌딩 지하*층)",,,05,제외/삭제/전출,,,26424183
,건강사랑,,,,,2026-05-06 22:54:25,I,04,직권취소,2008-08-11 17:03:42,,2008-08-11,2006-04-27,158-050,서울특별시 양천구 목동 *번지,2006314011423200580,3140000,,,,04,취소/말소/만료/정지/중지,,,
1,주식회사 굿벨,,1,186262.212835837,446486.385297147,2026-05-06 22:54:25,I,07,직권말소,2014-09-24 16:06:13,1,,2006-05-17,158-090,서울특별시 양천구 신월동 ***번지 *호 신화빌딩 *층,2006314011423200583,3140000,"서울특별시 양천구 신월로 *** (신월동,신화빌딩 *층)",,,04,취소/말소/만료/정지/중지,,,
1,한마음상조(주),,1,188164.354485848,447907.15227078,2026-05-06 22:54:26,I,07,직권말소,2014-09-24 16:05:42,1,,2006-06-26,158-050,서울특별시 양천구 목동 ***번지 **호,2006314011423200591,3140000,서울특별시 양천구 목동중앙서로*길 ** (목동),,,04,취소/말소/만료/정지/중지,,,
,천방농산,,,187403.882288289,447170.346067989,2026-05-06 22:54:26,I,07,직권말소,2014-09-24 16:05:07,,,2006-07-14,158-070,서울특별시 양천구 신정동 ***번지 **호 예지아파트 ***호,2006314011423200594,3140000,"서울특별시 양천구 은행정로**길 *, ***호 (신정동,예지아파트)",,,04,취소/말소/만료/정지/중지,,,26036261
,안젤리나데비아,,,187953.650617003,446905.045859132,2026-05-06 22:54:26,I,07,직권말소,2017-05-11 09:49:18,,,2006-09-07,158-070,서울특별시 양천구 신정동 ***번지 *호 정동프라자 *층,2006314011423200600,3140000,"서울특별시 양천구 목동로 *** (신정동,정동프라자 *층)",,,04,취소/말소/만료/정지/중지,,,
,유니베라신월,,,185980.04646121,446313.189516294,2026-05-06 22:54:26,I,07,직권말소,2019-05-22 10:57:10,,,2006-09-25,158-090,서울특별시 양천구 신월동 ***번지 *호 *층,2006314011423200602,3140000,"서울특별시 양천구 신월로**길 * (신월동,*층)",,,04,취소/말소/만료/정지/중지,,,
,성문상사,,,187640.175069239,446538.98497301,2026-05-06 22:54:27,I,07,직권말소,2014-09-24 16:04:35,,,2006-10-31,158-070,서울특별시 양천구 신정동 ****번지 *호 *층,2006314011423200612,3140000,"서울특별시 양천구 은행정로*길 **-* (신정동,*층)",,,04,취소/말소/만료/정지/중지,,,
1,주식회사 에스에스플러스,,1,187309.190268085,446979.598892559,2026-05-06 22:54:27,I,07,직권말소,2017-05-11 09:48:42,1,,2006-11-09,158-070,서울특별시 양천구 신정동 ***번지 *호 *층,2006314011423200615,3140000,"서울특별시 양천구 오목로 *** (신정동,*층)",,,04,취소/말소/만료/정지/중지,,,
