사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,조제용연마기수,상세영업상태코드,상세영업상태명,시력표수,총면적,안경세척기수,가열기수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,렌즈절단기수,지번주소,관리번호,측정의자수,개방자치단체코드,동공거리측정기수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,표본렌즈수,휴업시작일자,휴업종료일자,소재지전화번호,정점굴절계기수
안경코어,2011-05-18,203668.2047386,463071.669946879,2026-05-06 22:33:13,I,1,03,폐업,1,36.57,2,1,2011-05-18 14:07:57,,2009-09-11,132-820,1,서울특별시 도봉구 도봉1동 619번지 17호,PHMB220093090033082200003,1,3090000,2,,,03,폐업,1,,,,1
호수안경,2016-10-14,203122.786738364,462665.132203848,2026-05-06 22:33:13,I,1,03,폐업,1,31.96,2,1,2016-10-14 14:04:28,,2011-02-22,132-843,1,서울특별시 도봉구 방학2동 633번지 27호 (1층),PHMB220113090033082200001,1,3090000,3,"서울특별시 도봉구 도당로15길 21, 1층 (방학동)",01355,03,폐업,2,,,,1
안경스타신창점안경,2014-04-24,203344.146254436,459623.499161567,2026-05-06 22:33:14,I,1,03,폐업,1,29.6,1,1,2014-04-25 10:10:58,,2011-03-14,132-917,1,서울특별시 도봉구 창동 569번지 85호,PHMB220113090033082200002,1,3090000,1,서울특별시 도봉구 덕릉로 238 (창동),,03,폐업,1,,,,1
안경산책,2014-08-05,204012.019549935,463346.756715076,2026-05-06 22:33:21,I,1,03,폐업,1,72.8,1,1,2015-07-23 17:51:25,,2013-02-21,132-821,1,서울특별시 도봉구 도봉동,PHMB220133090033082200001,1,3090000,1,서울특별시 도봉구 마들로 697 (도봉동),,03,폐업,1,,,,1
착한안경,2021-12-24,203798.580602863,463442.465123012,2026-05-06 22:33:21,I,1,03,폐업,1,33,1,1,2022-07-09 12:07:58,,2013-03-29,132-820,1,서울특별시 도봉구 도봉동 616번지 15호,PHMB220133090033082200003,1,3090000,1,서울특별시 도봉구 도봉로 771 (도봉동),01309,03,폐업,1,,,02-3494-3733,1
렌즈스토리덕성여대점,2014-03-05,201196.408389002,461053.902420237,2026-05-06 22:33:22,I,1,03,폐업,1,29.4,1,1,2014-03-06 11:07:11,,2013-08-20,132-885,1,서울특별시 도봉구 쌍문동 422번지 112호,PHMB220133090033082200007,1,3090000,1,서울특별시 도봉구 삼양로144길 25-3 (쌍문동),,03,폐업,1,,,,1
글라스타안경방학역점,2021-08-20,203953.833720651,462675.950480622,2026-05-06 22:33:14,I,1,03,폐업,1,33,2,2,2021-08-20 11:15:06,,2016-06-23,,1,서울특별시 도봉구 방학동 716번지 5호,PHMB220163090033082200001,1,3090000,1,"서울특별시 도봉구 도봉로150길 43, 115호 (방학동, ESA 아파트)",01332,03,폐업,1,,,02-954-7583,1
러브안경,2017-05-19,204136.58447783,463573.102150294,2026-05-06 22:33:14,I,,03,폐업,,22,,,2017-05-19 18:03:46,,2016-09-19,,,서울특별시 도봉구 도봉동 657번지,PHMB220163090033082200002,,3090000,,"서울특별시 도봉구 마들로 724 (도봉동, 도봉한양수자인)",01325,03,폐업,,,,,
KIMS안경,2023-05-31,203994.588883591,461298.359162956,2026-05-06 22:33:24,I,,03,폐업,,22.96,,,2023-05-31 15:47:54,,2020-02-27,,,서울특별시 도봉구 창동 256번지 3호 기원빌딩,PHMB220203090033082200001,,3090000,,"서울특별시 도봉구 노해로63다길 25, 기원빌딩 (창동)",01399,03,폐업,,,,02-994-2400,
아이빌안경콘택트,2012-04-17,203886.697730023,463384.29611821,2026-05-06 22:33:00,I,0,03,폐업,0,,0,0,2012-04-17 15:17:27,,1980-09-29,132-012,0,서울특별시 도봉구 도봉2동 624-16,PHMB219803090033082200001,0,3090000,0,서울특별시 도봉구 도봉로156길 9 (도봉동),,03,폐업,0,,,,0
안경산책,2013-02-18,,,2026-05-06 22:33:01,I,0,03,폐업,0,,0,0,2013-02-18 18:05:57,,1987-07-29,132-821,0,서울특별시 도봉구 도봉2동 623-84,PHMB219873090033082200001,0,3090000,0,,,03,폐업,0,,,,0
안경플러스,2015-11-19,203407.477515619,459772.298223592,2026-05-06 22:33:01,I,0,03,폐업,0,,0,0,2015-11-20 09:40:38,,1990-02-22,132-919,0,서울특별시 도봉구 창동 601번지 32호,PHMB219903090033082200001,0,3090000,0,서울특별시 도봉구 덕릉로 253 (창동),01469,03,폐업,0,,,,0
태오당안경원,2014-04-24,203404.222752582,461649.064727019,2026-05-06 22:33:01,I,0,03,폐업,0,,0,0,2014-04-25 10:08:47,,1991-11-29,132-892,0,서울특별시 도봉구 쌍문동 630번지,PHMB219913090033082200003,0,3090000,0,서울특별시 도봉구 도봉로 585 (쌍문동),,03,폐업,0,,,,0
한신안경,2012-02-20,,,2026-05-06 22:33:01,I,0,03,폐업,0,,0,0,2012-02-20 14:44:14,,1995-05-16,132-800,0,서울특별시 도봉구 도봉2동 30-1 한신쇼핑타운 114호,PHMB219953090033082200002,0,3090000,0,,,03,폐업,0,,,,0
안경이야기,2012-06-18,,,2026-05-06 22:33:02,I,0,03,폐업,0,,0,0,2012-06-18 14:27:56,,1996-02-29,132-853,0,서울특별시 도봉구 방학1동 701-15 상가105호,PHMB219963090033082200002,0,3090000,0,,,03,폐업,0,,,34916122,0
타임안경,2025-10-10,204397.004135761,461175.40204195,2026-05-06 22:33:02,I,0,03,폐업,0,,0,0,2025-10-10 11:11:23,,1997-10-08,132-898,0,서울특별시 도봉구 창동 10번지 3호 세정빌딩 104호,PHMB219973090033082200001,0,3090000,0,"서울특별시 도봉구 노해로69길 15, 104호 (창동, 세정빌딩)",01414,03,폐업,0,,,,0
시호창동지펙스,2019-12-27,204107.090272108,461072.642448925,2026-05-06 22:33:02,I,0,03,폐업,0,,0,0,2019-12-27 17:03:26,,1998-02-12,132-904,0,서울특별시 도봉구 창동 135번지 26호 E마트 1층,PHMB219983090033082200001,0,3090000,0,"서울특별시 도봉구 노해로65길 4, 1층 (창동, E마트)",01405,03,폐업,0,,,,0
청솔안경,2020-06-10,204192.915094501,461653.03000502,2026-05-06 22:33:02,I,0,03,폐업,0,,0,0,2020-06-10 17:46:08,,1998-06-23,132-040,0,서울특별시 도봉구 창동 808번지 동아청솔(아)상가 115호,PHMB219983090033082200002,0,3090000,0,"서울특별시 도봉구 노해로69길 97, 115호 (창동, 동아청솔(아) 상가)",01411,03,폐업,0,,,,0
아이타운안경,2016-06-30,203848.772422951,464092.187505065,2026-05-06 22:33:02,I,0,03,폐업,0,32,0,0,2016-06-30 11:35:17,,1998-06-24,132-752,0,서울특별시 도봉구 도봉동 595번지 럭키아파트 상가동 215호,PHMB219983090033082200003,0,3090000,0,"서울특별시 도봉구 도봉로 851, 215호 (도봉동, 럭키아파트 상가동)",01306,03,폐업,0,,,,0
하나로안경,2025-06-16,204413.616574592,461378.588676784,2026-05-06 22:33:02,I,0,03,폐업,0,,0,0,2025-06-16 15:02:35,,1998-08-21,132-720,0,서울특별시 도봉구 창동 1번지 10호 농협창동농산물도매시장 1층 A동,PHMB219983090033082200004,0,3090000,0,"서울특별시 도봉구 마들로11길 20, A동 1층 (창동, 농협창동농산물도매시장)",01413,03,폐업,0,,,,0
그랑프리안경,2011-05-06,,,2026-05-06 22:33:03,I,0,03,폐업,0,,0,0,2012-11-22 10:58:13,,2001-08-17,132-916,0,서울특별시 도봉구 창3동 484-31,PHMB220013090033082200001,0,3090000,0,,,03,폐업,0,,,,0
어울림안경,2021-11-24,204263.706546457,461207.244729609,2026-05-06 22:33:03,I,0,03,폐업,0,,0,0,2021-11-24 18:02:18,,2002-01-15,132-898,0,서울특별시 도봉구 창동 3번지 3호 콤마프라자 101호,PHMB220023090033082200001,0,3090000,0,"서울특별시 도봉구 마들로11길 73 (창동, 콤마프라자 101호)",01414,03,폐업,0,,,,0
그랑프리안경원,2013-03-20,,,2026-05-06 22:33:03,I,0,03,폐업,0,,0,0,2013-03-21 10:01:37,,2002-05-28,132-932,0,서울특별시 도봉구 방학3동 670-14 지상1층,PHMB220023090033082200002,0,3090000,0,,,03,폐업,0,,,34921390,0
안경story,2020-08-10,203790.013568785,462495.417040876,2026-05-06 22:33:04,I,0,03,폐업,0,,0,0,2020-08-10 14:51:43,,2003-07-01,132-854,0,서울특별시 도봉구 방학동 707번지 7호 외 5필지,PHMB220033090033082200001,0,3090000,0,서울특별시 도봉구 도봉로 678 (방학동),01334,03,폐업,0,,,34920220,0
글라스 갤러리,2016-07-22,,,2026-05-06 22:32:59,I,1,03,폐업,1,62,2,1,2016-07-25 10:02:17,,1991-08-27,,1,,PHMB219913170035082200006,1,3170000,1,서울특별시 금천구 시흥대로58길 6 (시흥동),08628,03,폐업,1,,,,1
한독안경원,2024-03-24,191793.549910441,438781.498511524,2026-05-06 22:32:59,I,0,03,폐업,0,19.8,0,0,2024-03-22 09:53:23,,1991-08-31,,0,서울특별시 금천구 시흥동 909번지 24호,PHMB219913170035082200007,0,3170000,0,서울특별시 금천구 은행나무로 51 (시흥동),08642,03,폐업,0,,,,0
안경박사독산점,2023-06-28,191185.783159464,441144.990264177,2026-05-06 22:33:00,I,0,03,폐업,0,,0,0,2023-06-28 10:36:05,,1994-11-09,153-807,0,서울특별시 금천구 독산동 165번지 3호,PHMB219943170035082200001,0,3170000,0,서울특별시 금천구 독산로85길 35 (독산동),08546,03,폐업,0,,,,0
라이트안경,2021-01-28,191152.432649234,438865.160717275,2026-05-06 22:33:00,I,1,03,폐업,1,,1,1,2021-01-28 12:17:50,,2001-09-14,153-864,1,시흥1동 992-47(1층),PHMB220013170035082200001,1,3170000,1,"서울특별시 금천구 시흥대로 201, 1층 (시흥동, 홈플러스 시흥점)",08632,03,폐업,1,,,,1
트루아이 안경콘택트,2021-01-08,192361.460767692,438636.970338125,2026-05-06 22:33:00,I,1,03,폐업,1,,1,1,2021-01-08 17:25:45,,2003-02-17,153-844,1,시흥2동 267-22번지,PHMB220033170035082200001,1,3170000,1,서울특별시 금천구 금하로 762-1 (시흥동),08645,03,폐업,1,,,,1
안경닥터 시흥점,2016-09-12,191428.591745491,437689.38449215,2026-05-06 22:33:00,I,1,03,폐업,1,,1,1,2016-09-12 13:39:23,,2003-08-20,153-861,1,시흥3동 954-21,PHMB220033170035082200002,1,3170000,1,서울특별시 금천구 시흥대로 82 (시흥동),08652,03,폐업,1,,,,1
시호영등포지펙스금천점,2017-06-30,190809.507840375,440728.382273075,2026-05-06 22:33:04,I,1,03,폐업,1,38.89,2,2,2017-06-30 16:12:53,,2003-10-21,153-813,1,서울특별시 금천구 독산동 291번지 7호 홈플러스,PHMB220033170035082200003,1,3170000,1,"서울특별시 금천구 시흥대로 391, 3층 (독산동, 홈플러스)",08584,03,폐업,1,,,,3
빠세빠세안경원(독산점),2022-09-13,190181.422192808,439111.782142847,2026-05-06 22:33:01,I,0,03,폐업,0,,0,0,2022-09-13 14:05:40,,2004-09-06,153-833,0,서울특별시 금천구 독산동 1100번지 3호,PHMB220043170035082200002,0,3170000,0,서울특별시 금천구 금하로1길 89 (독산동),08600,03,폐업,0,,,,0
1001안경 위드렌즈(독산점),2022-11-22,191226.671548705,440428.265743174,2026-05-06 22:33:01,I,0,03,폐업,2,115.7,0,0,2023-07-06 10:12:49,,2005-07-08,,0,서울특별시 금천구 독산동 1037-4,PHMB220053170035082200001,0,3170000,2,"서울특별시 금천구 독산로 215, 101 ~ 103호 (독산동)",08617,03,폐업,0,,,,2
"오퍼스안경,콘택트",2017-06-23,189722.178532426,441920.972770099,2026-05-06 22:33:01,I,0,03,폐업,0,,0,0,2017-06-23 11:27:02,,2005-08-11,153-769,0,서울특별시 금천구 가산동 60번지 19호,PHMB220053170035082200002,0,3170000,0,"서울특별시 금천구 벚꽃로 278, B137호 (가산동, SJ테크노빌)",08511,03,폐업,0,,,33973568,0
하브디자인1001안경콘택트,2012-06-22,190704.904312713,440940.384414334,2026-05-06 22:33:01,I,0,03,폐업,0,24.6,0,0,2012-06-25 12:45:21,,2007-12-14,153-813,0,독산1동 295-10 롯데마트 1층,PHMB220073170035082200002,0,3170000,0,서울특별시 금천구 두산로 71 (독산동),,03,폐업,0,,,,0
해피아이안경원,2020-09-10,191164.10491815,438953.968598731,2026-05-06 22:33:01,I,1,03,폐업,1,,2,1,2020-09-10 11:08:56,,2008-09-26,,1,서울특별시 금천구 시흥동 993-4,PHMB220083170035082200001,1,3170000,1,서울특별시 금천구 시흥대로 211 (시흥동),08632,03,폐업,1,,,,2
1001안경콘택트(시흥대로점),2014-01-14,191281.882201185,438816.408043458,2026-05-06 22:33:01,I,2,03,폐업,1,274,3,3,2014-01-14 17:57:24,,2009-01-06,153-858,1,서울특별시 금천구 시흥동 890번지 13호 세진빌딩 1층,PHMB220093170035082200001,1,3170000,1,"서울특별시 금천구 시흥대로 196 (시흥동,세진빌딩 1층)",,03,폐업,1,,,,3
럭스안경원,2011-04-05,189878.584063836,441837.131132949,2026-05-06 22:33:02,I,1,03,폐업,1,20,1,1,2011-04-05 18:10:45,,2009-12-07,153-801,1,서울특별시 금천구 가산동 60번지 52호 마리오아울렛2 (1층),PHMB220093170035082200003,1,3170000,1,"서울특별시 금천구 디지털로9길 23 (가산동,마리오아울렛2 (1층))",,03,폐업,3,,,,1
안경랜드,2011-09-19,190847.543612075,441361.336112859,2026-05-06 22:33:02,I,1,03,폐업,1,22.05,1,1,2011-09-20 10:52:27,,2010-03-26,153-806,1,서울특별시 금천구 독산1동 149번지 1호,PHMB220103170035082200001,1,3170000,1,서울특별시 금천구 시흥대로147길 17 (독산동),,03,폐업,1,,,,1
눈안경콘택트,2011-05-11,191606.939761049,439051.383271546,2026-05-06 22:33:03,I,1,03,폐업,1,29.86,1,1,2011-12-01 08:56:53,,2011-03-21,153-856,1,서울특별시 금천구 시흥1동 838번지 2호,PHMB220113170035082200001,1,3170000,1,서울특별시 금천구 독산로 69 (시흥동),,03,폐업,1,,,,1
아영씨앤지안경콘택트,2012-02-27,191226.287379467,437914.06299827,2026-05-06 22:33:02,I,1,03,폐업,1,22.86,1,1,2012-02-27 13:28:20,,2011-05-16,153-863,3,서울특별시 금천구 시흥3동 984번지 시흥유통상가  31동 223호,PHMB220113170035082200003,1,3170000,3,"서울특별시 금천구 시흥대로 97, 31동 223호 (시흥동,시흥유통상가)",,03,폐업,1,,,,1
안경콘택트 바오,2024-12-17,189410.77946857,442005.26263228,2026-05-06 22:33:02,I,1,03,폐업,1,110.6,3,2,2025-05-09 13:34:10,,2011-11-04,153-803,1,서울특별시 금천구 가산동 371번지 4호 가산비지니스센터 105호,PHMB220113170035082200004,1,3170000,1,"서울특별시 금천구 가산디지털1로 165, 105호 (가산동, 가산비지니스센터)",08503,03,폐업,1,,,32899009,2
안경랜드,2014-05-29,190860.825733675,441368.003228725,2026-05-06 22:33:03,I,1,03,폐업,1,22.08,1,1,2014-05-29 13:29:23,,2012-08-14,153-806,1,서울특별시 금천구 독산1동 149번지 78호,PHMB220123170035082200005,1,3170000,1,"서울특별시 금천구 시흥대로147길 15, 102호 (독산동)",,03,폐업,1,,,,1
트루아이 안경콘택트(독산점),2017-06-26,191336.707921118,440303.141195802,2026-05-06 22:33:02,I,1,03,폐업,1,104.4,2,1,2017-11-14 11:06:35,,2013-02-25,153-831,1,"서울특별시 금천구 독산2동 1041번지 39호  1,2층",PHMB220133170035082200001,1,3170000,1,"서울특별시 금천구 독산로 200, 1,2층 (독산동)",08559,03,폐업,1,,,,2
글라스 스토리(가산점),2017-06-07,189538.020935968,441982.427934953,2026-05-06 22:33:03,I,1,03,폐업,1,32.5,1,1,2017-06-07 13:10:45,,2013-10-22,153-786,1,서울특별시 금천구  371번지 28호 우림라이온스밸리 C동 105-1호,PHMB220133170035082200003,1,3170000,1,서울특별시 금천구 가산디지털1로 168 (가산동),08507,03,폐업,1,,,02-863-2711,1
알로안경원(에이치몰 가산점),2017-05-01,190119.463375612,441716.684586176,2026-05-06 22:33:03,I,1,03,폐업,1,53.28,1,1,2017-05-15 18:02:17,,2014-04-28,,1,서울특별시 금천구 가산동 60번지 8호,PHMB220143170035082200002,1,3170000,1,"서울특별시 금천구 디지털로10길 9 (가산동, 현대아울렛금천점)",08514,03,폐업,1,,,21369718,1
안경랜드,2015-11-12,190860.825733675,441368.003228725,2026-05-06 22:33:03,I,1,03,폐업,1,22,1,1,2015-11-12 12:42:03,,2014-06-23,153-806,1,서울특별시 금천구 독산동 149번지 78호,PHMB220143170035082200003,1,3170000,5,"서울특별시 금천구 시흥대로147길 15, 1층 (독산동)",08534,03,폐업,1,,,02-858-8447,1
굿안경원,2018-09-05,191192.050381339,439207.529759644,2026-05-06 22:33:05,I,1,03,폐업,1,31.3,1,1,2018-09-05 09:22:18,,2014-08-06,153-857,1,서울특별시 금천구 시흥동 882번지 58호,PHMB220143170035082200005,1,3170000,1,"서울특별시 금천구 금하로 631, 1층 (시흥동)",08626,03,폐업,1,,,02-838-0077,1
알로뷰안경(마리오점),2020-09-02,189878.584063836,441837.131132949,2026-05-06 22:33:04,I,1,03,폐업,1,23.49,1,1,2020-09-02 13:19:11,,2014-09-18,,1,서울특별시 금천구 가산동 60번지 52호 3층(마리오2패션타워),PHMB220143170035082200006,1,3170000,1,"서울특별시 금천구 디지털로9길 23, 3층 (가산동, 마리오2 패션타워)",08511,03,폐업,1,,,20673760,1
아프리카안경원,2018-02-28,189722.178532426,441920.972770099,2026-05-06 22:33:06,I,1,03,폐업,1,42.25,1,1,2018-03-09 09:10:15,,2015-12-23,,1,서울특별시 금천구 가산동 60번지 19호,PHMB220153170035082200001,1,3170000,1,"서울특별시 금천구 벚꽃로 278, 1층 (가산동, SJ테크노빌)",08511,03,폐업,1,,,26232108,1
하나안경콘택트,2020-02-17,190822.808612076,439258.43822305,2026-05-06 22:33:08,I,1,03,폐업,1,44.55,1,1,2020-02-17 16:16:58,,2017-01-11,,1,,PHMB220173170035082200001,1,3170000,1,"서울특별시 금천구 시흥대로63길 48, 1층 (시흥동)",08613,03,폐업,1,,,,1
제이비전안경,2018-01-09,189790.323886715,442017.86745811,2026-05-06 22:33:06,I,1,03,폐업,1,,1,1,2018-01-09 18:00:29,,2017-03-08,,1,서울특별시 금천구 가산동 60번지 17호,PHMB220173170035082200002,1,3170000,1,"서울특별시 금천구 디지털로9길 65, 202-2호 (가산동, 백상스타타워1차)",08511,03,폐업,1,,,02-839-6301,1
룩옵티컬안경,2020-09-10,190119.463375612,441716.684586176,2026-05-06 22:33:07,I,1,03,폐업,1,,1,1,2020-09-10 13:27:28,,2017-04-27,,1,서울특별시 금천구 가산동 60번지 8호,PHMB220173170035082200003,1,3170000,1,"서울특별시 금천구 디지털로10길 9, 지하1층 (가산동, 현대시티아울렛가산점)",08514,03,폐업,1,,,21369824,2
아이피아 홈플러스 금천점,2024-01-02,190809.507840375,440728.382273075,2026-05-06 22:33:09,I,1,03,폐업,1,,1,1,2024-01-02 10:34:54,,2017-06-09,,1,서울특별시 금천구 독산동 291번지 7호 3층,PHMB220173170035082200005,1,3170000,1,"서울특별시 금천구 시흥대로 391, 3층 (독산동, 삼성홈플러스)",08584,03,폐업,1,,,,1
착한안경,2020-02-10,191823.026849977,438834.378061101,2026-05-06 22:33:10,I,1,03,폐업,1,344.86,2,1,2020-02-10 13:24:46,,2018-10-22,,1,서울특별시 금천구 시흥동 831번지 6호 (주)남성프라자,PHMB220183170035082200001,1,3170000,0,"서울특별시 금천구 금하로 705, (주)남성프라자 104호 (시흥동)",08573,03,폐업,1,,,,1
씨채널안경 롯데마트 금천점,2020-02-13,190799.832998673,439885.941303087,2026-05-06 22:33:10,I,1,03,폐업,1,38.3,2,2,2020-02-13 15:31:27,,2018-12-04,,1,서울특별시 금천구 독산동 441번지 6호,PHMB220183170035082200002,1,3170000,1,"서울특별시 금천구 시흥대로 315, 지하1층 (독산동)",08608,03,폐업,1,,,,2
착한안경,2020-05-07,191823.026849977,438834.378061101,2026-05-06 22:32:59,I,1,03,폐업,2,104,2,2,2020-05-07 11:04:37,,2020-02-11,,1,서울특별시 금천구 시흥동 831번지 6호 (주)남성프라자,PHMB220203170035082200001,2,3170000,5,"서울특별시 금천구 금하로 705, (주)남성프라자 1층 104호 (시흥동)",08573,03,폐업,3,,,02-809-0125,2
안경마당,2022-09-08,191189.044349166,441186.97127864,2026-05-06 22:32:58,I,,03,폐업,1,70.62,,,2022-09-08 17:21:07,,2020-09-15,,,서울특별시 금천구 독산동 989,PHMB220203170035082200003,,3170000,1,"서울특별시 금천구 독산로85길 36, 1층 121~122호 (독산동)",08543,03,폐업,,,,,1
아이킵안경,2022-12-07,189844.09058809,441902.681311108,2026-05-06 22:32:58,I,,03,폐업,2,27.2,,,2023-06-27 11:28:50,,2021-05-14,,,서울특별시 금천구 가산동 60-48,PHMB220213170035082200002,,3170000,1,"서울특별시 금천구 디지털로9길 41, 108호 (가산동)",08511,03,폐업,,,,02-2085-0608,1
ALO현대아울렛가산점,2024-08-09,190119.463375612,441716.684586176,2026-05-06 22:32:59,I,,03,폐업,1,71.6,,,2024-08-09 14:30:28,,2021-11-12,,,서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점,PHMB220213170035082200005,,3170000,1,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 지하1층 (가산동)",08514,03,폐업,,,,,1
밝은눈안경원,2018-12-28,191341.238749155,438365.613175801,2026-05-06 22:32:59,I,1,03,폐업,1,33.06,1,1,2019-05-23 14:59:42,,1991-06-12,153-863,1,서울특별시 금천구 시흥동 985번지 8호,PHMB219913170035082200002,1,3170000,1,"서울특별시 금천구 시흥대로 149, 105호 (시흥동, 신라상가)",08638,03,폐업,1,,,,1
한독안경원,2014-01-03,191430.251336815,440046.437704928,2026-05-06 22:32:59,I,0,03,폐업,0,,0,0,2014-01-03 14:10:32,,1991-07-11,153-832,0,서울특별시 금천구 독산동 1044번지 10호,PHMB219913170035082200004,0,3170000,0,서울특별시 금천구 독산로 171 (독산동),,03,폐업,0,,,,0
패밀리안경원,2011-09-05,201472.668856726,444193.267014675,2026-05-06 22:36:01,I,0,03,폐업,0,,0,0,2011-09-05 21:46:23,,1990-02-19,137-882,0,서울특별시 서초구 서초4동 1684번지 1호,PHMB219903210034082200001,0,3210000,0,서울특별시 서초구 고무래로 90-7 (서초동),,03,폐업,0,,,,0
퍼얼안경,2015-08-27,199050.526667005,444442.900919556,2026-05-06 22:36:01,I,0,03,폐업,0,,0,0,2015-08-31 14:54:11,,1990-10-19,137-812,0,서울특별시 서초구 반포본동 1166번지 반포상가 N동 1호,PHMB219903210034082200003,0,3210000,0,"서울특별시 서초구 신반포로 49 (반포동,반포상가 N동 1호)",,03,폐업,0,,,,0
한독안경,2023-09-13,199326.828374851,442991.827269056,2026-05-06 22:36:01,I,0,03,폐업,0,,0,0,2023-09-13 13:35:20,,1990-10-20,,0,서울특별시 서초구 방배동 851번지 8호,PHMB219903210034082200004,0,3210000,0,"서울특별시 서초구 방배로 174 (방배동, 태창빌딩)",06586,03,폐업,0,,,,0
대학당안경,2006-07-12,,,2026-05-06 22:36:01,I,1,03,폐업,1,,1,1,2010-02-17 15:45:53,,1990-02-15,137-070,1,서울특별시 서초구 서초동 1575-3,PHMB219903210034082200005,1,3210000,1,,,03,폐업,1,,,,1
서초글라시에,2025-01-15,201195.499030626,442923.411109337,2026-05-06 22:36:01,I,0,03,폐업,0,,0,0,2025-02-05 14:00:55,,1991-01-05,,0,,PHMB219913210034082200001,0,3210000,0,"서울특별시 서초구 서초중앙로 75, 동궁빌딩 1층 (서초동)",06650,03,폐업,0,,,,0
