건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,청소년실수,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,통로너비,공연장형태구분명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,티파니시네마1관,2004-08-30,195473.034661719,442123.517997162,영화상영관,영화상영관,2026-05-06 22:36:07,I,03,폐업,,,1996-01-06,,,,2004-08-31 09:53:27,,1996-01-06,151-836,서울특별시 관악구 봉천동 875-8,CDFF4220001996000001,3200000,,영화관,,서울특별시 관악구 남부순환로 1796  (봉천동),,03,폐업,,,,,,
,티파니시네마2관,2004-08-30,195473.034661719,442123.517997162,영화상영관,영화상영관,2026-05-06 22:36:07,I,03,폐업,,,1996-01-06,,,,2004-08-31 09:54:01,,1996-01-06,151-836,서울특별시 관악구 봉천동 875-8,CDFF4220001996000002,3200000,,영화관,,서울특별시 관악구 남부순환로 1796  (봉천동),,03,폐업,,,,,,
,티파니시네마3관,2004-08-30,195473.034661719,442123.517997162,영화상영관,영화상영관,2026-05-06 22:36:07,I,03,폐업,,,2002-01-24,,,,2004-08-31 09:54:33,,2002-01-24,151-836,서울특별시 관악구 봉천동 875-8,CDFF4220002002000001,3200000,,영화관,,서울특별시 관악구 남부순환로 1796  (봉천동),,03,폐업,,,,,,
,티파니시네마4관,2004-08-30,195473.034661719,442123.517997162,영화상영관,영화상영관,2026-05-06 22:36:07,I,03,폐업,,,2002-01-24,,,,2004-08-31 09:54:58,,2002-01-24,151-836,서울특별시 관악구 봉천동 875-8,CDFF4220002002000002,3200000,,영화관,,서울특별시 관악구 남부순환로 1796  (봉천동),,03,폐업,,,,,,
문화시설,(주)프리머스시네마 신림지점 1관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:13:09,,2004-09-01,,"서울특별시 관악구 신림동 1422-5 르네상스빌딩 8,9층",CDFF4220002004000001,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 8,9층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 2관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:12:47,,2004-09-01,,"서울특별시 관악구 신림동 1422-5 르네상스빌딩 8,9층",CDFF4220002004000002,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 8,9층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 3관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:13:48,,2004-09-01,,"서울특별시 관악구 신림동 1422-5 르네상스빌딩 10,11층",CDFF4220002004000003,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 10,11층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 4관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:14:10,,2004-09-01,,"서울특별시 관악구 신림동 1422-5 르네상스빌딩 10,11층",CDFF4220002004000004,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 10,11층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 5관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:14:39,,2004-09-01,,"서울특별시 관악구 신림동 1422-5 르네상스빌딩 10,11층",CDFF4220002004000005,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 10,11층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 6관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:15:13,,2004-09-01,,서울특별시 관악구 신림동 1422-5 르네상스빌딩 12층,CDFF4220002004000006,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 12층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 7관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:16:37,,2004-09-01,,서울특별시 관악구 신림동 1422-5 르네상스빌딩 12층,CDFF4220002004000007,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 12층)",,03,폐업,학교정화(상대),,,62997800,22,7
문화시설,(주)프리머스시네마 신림지점 8관,2011-09-16,193746.833837509,442510.775085572,영화상영관,영화상영관,2026-05-06 22:36:08,I,03,폐업,,,2004-09-01,15,,,2011-09-16 11:16:20,,2004-09-01,,서울특별시 관악구 신림동 1422-5 르네상스빌딩 12층,CDFF4220002004000008,3200000,1,영화관,일반상업지역,"서울특별시 관악구 신림로 340  (신림동,르네상스빌딩 12층)",,03,폐업,학교정화(상대),,,62997800,22,7
,터미널시네마1관,2005-09-02,173499.267314606,437739.32138498,영화상영관,영화상영관,2026-05-06 23:09:13,I,03,폐업,,,1998-03-09,,,,2005-09-05 09:42:02,,1998-03-09,402-801,인천광역시 미추홀구 관교동 15,CDFF4220001998000001,3510500,1,영화관,,인천광역시 미추홀구 연남로 35  (관교동),,03,폐업,,,,,,
,터미널시네마2관,2005-09-02,173499.267314606,437739.32138498,영화상영관,영화상영관,2026-05-06 23:09:13,I,03,폐업,,,1998-03-09,,,,2005-09-05 09:42:14,,1998-03-09,402-801,인천광역시 미추홀구 관교동 15,CDFF4220001998000002,3510500,,영화관,,인천광역시 미추홀구 연남로 35  (관교동),,03,폐업,,,,,,
근린생활시설,MAC9 7관,2008-02-20,171673.903013967,439949.665453185,영화상영관,영화상영관,2026-05-06 23:09:13,I,03,폐업,,,2003-12-05,7,,,2008-02-20 18:43:49,,2003-12-05,402-835,인천광역시 미추홀구 주안동 166-1 메인프라자 8층,CDFF4220002003000006,3510500,,영화관,상업지역,"인천광역시 미추홀구 미추홀대로 716  (주안동,메인프라자 8층)",,03,폐업,유흥업소밀집지역,,,,9,2
