사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
굿약국,2026-01-06,202228.219796335,444201.821735534,2026-05-06 22:40:54,I,0002,폐업,2026-01-06 09:08:18,,2019-03-20,0,,서울특별시 서초구 서초동 1306-4 강남 지웰타워2,321000001120190002,3210000,000,"서울특별시 서초구 서초대로77길 24, 강남 지웰타워2 (서초동)",06614,,03,폐업,,,02-535-8233
메디칼약국,2026-01-29,199524.663124973,442467.198073938,2026-05-06 22:41:00,I,0002,폐업,2026-01-29 13:44:12,,2021-02-17,0,,서울특별시 서초구 방배동 925-10 방배병원,321000001120210012,3210000,000,"서울특별시 서초구 방배로 115, 방배병원 1층 (방배동)",06682,,03,폐업,,,02-587-2529
서초사랑약국,2026-01-29,202332.852930998,443293.183512728,2026-05-06 22:41:03,I,0002,폐업,2026-01-29 14:58:20,,2021-07-14,,,서울특별시 서초구 서초동 1755-1 리더스원 상가,321000001120210024,3210000,000,"서울특별시 서초구 사임당로 158, 리더스원 상가 3층 308호 (서초동)",06629,,03,폐업,,,02-584-6997
서초구름약국,2026-01-26,202245.377899369,442987.986999742,2026-05-06 22:41:05,I,0002,폐업,2026-01-26 12:39:08,,2022-05-27,,,서울특별시 서초구 서초동 1335,321000001120220008,3210000,000,"서울특별시 서초구 효령로 403, 418호 (서초동)",06630,,03,폐업,,,02-6241-2298
파마시아약국,2026-01-28,201900.047059705,445017.899104519,2026-05-06 22:41:07,I,0002,폐업,2026-01-28 15:45:01,,2023-06-01,,,서울특별시 서초구 반포동 736,321000001120230012,3210000,000,"서울특별시 서초구 강남대로85길 9, 1층 (반포동)",06536,,03,폐업,,,02-2135-4724
에이스약국,2026-02-02,201501.672660443,442505.573142545,2026-05-06 22:41:12,I,0002,폐업,2026-02-02 14:53:07,,2024-07-26,,,서울특별시 서초구 서초동 1445-3 국제전자센터 1016호,321000001120240020,3210000,000,"서울특별시 서초구 효령로 304, 국제전자센터 지하1층 1016호 (서초동)",06720,,03,폐업,,,02-6677-7888
서초구름약국,2026-01-30,202245.377899369,442987.986999742,2026-05-06 22:41:13,I,0002,폐업,2026-01-30 13:34:52,,2025-02-26,,,서울특별시 서초구 서초동 1757-1,321000001120250004,3210000,000,"서울특별시 서초구 효령로 403, 4층 418호 (서초동)",06630,,03,폐업,,,
다정약국,,201866.537676808,445201.915189831,2026-05-06 22:41:07,I,0000,정상,2023-05-12 08:53:44,,2023-05-12,,,서울특별시 서초구 반포동 722-20 브랜드칸 타워,321000001120230010,3210000,000,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 1층 (반포동)",06536,,01,영업/정상,,,
소화약국,,199654.844410132,442221.008157446,2026-05-06 22:41:08,I,0000,정상,2023-06-15 11:07:34,,2023-06-15,,,서울특별시 서초구 방배동 910-9,321000001120230013,3210000,000,"서울특별시 서초구 방배로 87, 1층 1호 (방배동)",06686,,01,영업/정상,,,
서초무지개약국,,202245.377899369,442987.986999742,2026-05-06 22:41:08,I,0000,정상,2025-07-15 13:05:48,,2023-06-15,,,서울특별시 서초구 서초동 1757-1,321000001120230014,3210000,000,"서울특별시 서초구 효령로 403, 4층 410호 (서초동)",06630,,01,영업/정상,,,
에이스온누리약국,,199783.057194961,442111.603972035,2026-05-06 22:41:08,I,0000,정상,2023-06-19 13:25:41,,2023-06-19,,,서울특별시 서초구 방배동 984-1 머리재빌딩,321000001120230015,3210000,000,"서울특별시 서초구 방배로 76, 머리재빌딩 1층 (방배동)",06704,,01,영업/정상,,,
양재메디칼약국,,203981.093872445,441070.67123356,2026-05-06 22:41:08,I,0000,정상,2023-07-14 09:03:53,,2023-07-14,,,서울특별시 서초구 양재동 377-3 화성빌딩,321000001120230017,3210000,000,"서울특별시 서초구 동산로 64, 화성빌딩 (양재동)",06784,,01,영업/정상,,,
모림약국,,200005.626362552,444680.521703344,2026-05-06 22:41:08,I,0000,정상,2023-07-18 09:20:52,,2023-07-18,,,서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가,321000001120230018,3210000,000,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 138호 (반포동)",06547,,01,영업/정상,,,
하이온누리약국,,200566.089923101,445004.984180847,2026-05-06 22:41:08,I,0000,정상,2023-08-04 14:01:08,,2023-08-04,,,서울특별시 서초구 잠원동 69-19 반포쇼핑타운,321000001120230019,3210000,000,"서울특별시 서초구 신반포로 213, 반포쇼핑타운 7동 1층 13, 14호 (잠원동)",06512,,01,영업/정상,,,
청약국,,198958.918327608,440482.843671976,2026-05-06 22:41:09,I,0000,정상,2023-12-20 10:55:07,,2023-12-20,,,서울특별시 서초구 방배동 2732-39,321000001120230030,3210000,000,"서울특별시 서초구 전원말안1길 2, 101호 (방배동)",06761,,01,영업/정상,,,
남부장수약국,,203950.417280847,441056.732472795,2026-05-06 22:41:09,I,0000,정상,2023-12-21 09:28:36,,2023-12-21,,,서울특별시 서초구 양재동 377-1 화성빌딩,321000001120230031,3210000,000,"서울특별시 서초구 동산로 60, 화성빌딩 1층 (양재동)",06784,,01,영업/정상,,,02-572-4935
그랑데약국,,202245.377899369,442987.986999742,2026-05-06 22:41:12,I,0000,정상,2025-01-21 16:30:40,,2025-01-21,,,서울특별시 서초구 서초동 1757-1,321000001120250001,3210000,000,"서울특별시 서초구 효령로 403, 136호 (서초동)",06630,,01,영업/정상,,,
분홍약국,,202075.235090835,444393.012402995,2026-05-06 22:41:13,I,0000,정상,2025-02-19 09:51:42,,2025-02-19,,,서울특별시 서초구 서초동 1309-6,321000001120250002,3210000,000,"서울특별시 서초구 강남대로69길 10, 1층 102호 (서초동)",06611,,01,영업/정상,,,
이수다온약국,,198504.826881916,442641.079956283,2026-05-06 22:41:13,I,0000,정상,2025-02-20 13:45:13,,2025-02-20,,,서울특별시 서초구 방배동 866-10 방배 마에스트로,321000001120250003,3210000,000,"서울특별시 서초구 서초대로 13, 방배 마에스트로 1동 101호 (방배동)",06569,,01,영업/정상,,,
휴베이스이안약국,,200473.788511426,444969.683317754,2026-05-06 22:41:13,I,0000,정상,2025-03-12 10:47:38,,2025-03-12,,,서울특별시 서초구 잠원동 69-12 반포쇼핑타운,321000001120250005,3210000,000,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 1층 5호 (잠원동)",06512,,01,영업/정상,,,
사랑플러스약국,,200948.540877488,443542.682324618,2026-05-06 22:41:13,I,0000,정상,2025-04-22 11:04:15,,2025-04-22,,,서울특별시 서초구 서초동 1712-2 동용빌딩,321000001120250006,3210000,000,"서울특별시 서초구 법원로2길 7-4, 동용빌딩 1층 110호 (서초동)",06596,,01,영업/정상,,,
올리브약국,,201884.862299616,445143.221393513,2026-05-06 22:41:13,I,0000,정상,2025-04-25 09:54:21,,2025-04-25,,,서울특별시 서초구 반포동 722-38 태영빌딩,321000001120250007,3210000,000,"서울특별시 서초구 강남대로 521-4, 태영빌딩 1층 102호 (반포동)",06536,,01,영업/정상,,,
한빛약국,,201064.364905095,442490.721676866,2026-05-06 22:41:13,I,0000,정상,2025-05-21 11:33:46,,2025-05-21,,,서울특별시 서초구 서초동 1586-4,321000001120250008,3210000,000,"서울특별시 서초구 효령로 261-1, 1층 (서초동)",06653,,01,영업/정상,,,02-585-5405
네이처약국,,198500.749705703,442568.590388376,2026-05-06 22:41:13,I,0000,정상,2025-06-25 14:58:54,,2025-06-25,,,서울특별시 서초구 방배동 952-2 디엠 그레이스 서초,321000001120250009,3210000,000,"서울특별시 서초구 서초대로 12-1, 디엠 그레이스 서초 101호 (방배동)",06675,,01,영업/정상,,,
신논현올리브약국,,201905.668448077,444987.324729964,2026-05-06 22:41:14,I,0000,정상,2025-09-23 12:18:11,,2025-09-23,,,서울특별시 서초구 반포동 736-6,321000001120250020,3210000,000,"서울특별시 서초구 강남대로 507, 신태양B/D 1층 (반포동)",06536,,01,영업/정상,,,02-514-5530
강남약국,,202092.708183006,444584.084873837,2026-05-06 22:41:15,I,0000,정상,2025-09-24 13:04:51,,2025-09-24,,,서울특별시 서초구 서초동 1303-31 리젠메디컬타워,321000001120250021,3210000,000,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 지하1층 102호 (서초동)",06611,,01,영업/정상,,,
새생명약국,,201024.481364815,445492.334204608,2026-05-06 22:41:15,I,0000,정상,2025-10-24 14:00:26,,2025-10-24,,,서울특별시 서초구 잠원동 60-3 메이플 자이 근린생활시설,321000001120250022,3210000,000,"서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 1층 1-102호 (잠원동)",06522,,01,영업/정상,,,02-533-7168
더건강약국,,199134.972695077,443030.633495146,2026-05-06 22:41:15,I,0000,정상,2025-12-02 13:14:43,,2025-12-02,,,서울특별시 서초구 방배동 853-1,321000001120250023,3210000,000,"서울특별시 서초구 동광로18길 55, 1층 (방배동)",06572,,01,영업/정상,,,
