건축연면적,건물용도명,사업장명,사업자등록번호,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,기획여행보험시작일자,기획여행보험종료일자,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박척수,선박제원,선박총톤수
,아파트,(주)앨리스여행사,,,2009-11-03,150000000,208269.433219878,457021.162035231,,국내외여행업,2026-05-06 22:40:36,I,03,폐업,,,,75,75,2,,2009-01-02,2010-01-01,서울보증보험주식회사,2009-12-17 12:06:48,,2009-02-27,131-872,서울특별시 중랑구 신내동 644 엘리리트하우스 107호,CDFI2260022009000001,3060000,,,주거지역,,,03,폐업,,,기타,,,,02-2209-0119,7,5,,,
,사무실,(주)에프에이치엘 티앤티,,,2017-02-28,100000000,206838.510864927,456878.98188944,,국내외여행업,2026-05-06 22:40:36,I,03,폐업,,,,118.7,119,8,,,,,2017-03-02 20:31:20,,2009-05-06,131-848,서울특별시 중랑구 묵동 171-11 가천빌딩 2층,CDFI2260022009000002,3060000,,,준주거지역,서울특별시 중랑구 공릉로 40 (묵동),02034,03,폐업,,,기타,,,,1599-1278,8,0,,,
,근린생활시설,하나,,,2011-07-25,102617169,207030.880435121,454246.446950923,,국내외여행업,2026-05-06 22:40:36,I,03,폐업,,,,79.8,80,4,,2010-06-03,2011-06-02,서울특별시관광협회,2011-07-25 17:19:21,,2009-05-22,131-820,서울특별시 중랑구 면목동 144-20 주영빌딩 402호,CDFI2260022009000004,3060000,,,주거지역,,,03,폐업,,,,,,,,5,1,,,
,사무실,(주)딸기항공여행,,,2009-12-31,100000000,208112.860200669,457113.638411288,,국내외여행업,2026-05-06 22:40:36,I,03,폐업,,,,33.3,33,5,,,,,2011-03-28 17:41:43,,2009-05-29,,서울특별시 중랑구 신내동 646 금강리빙스텔 304호,CDFI2260022009000005,3060000,,,준주거지역,,,03,폐업,,,학교정화(상대),,,,,7,2,,,
,사무실,에즈원투어,,,2010-09-30,,207541.898062726,453161.703512073,,국내외여행업,2026-05-06 22:40:36,I,03,폐업,,,,20.6,21,2,,2009-04-24,2010-04-24,한국관광협회중앙회 여행공제회,2010-09-30 11:01:04,,2009-02-24,131-828,서울특별시 중랑구 면목동 637-2,CDFI2260022009000006,3060000,,,,,,03,폐업,,,,,,,,2,,,,
,근린생활시설,서광투어 주식회사,,,2016-12-28,90000000,207660.883688474,454911.110252938,,국내외여행업,2026-05-06 22:40:36,I,03,폐업,,,,,,2,,2015-07-23,2016-07-22,서울보증보험주식회사,2016-12-29 16:40:50,,2010-09-17,131-859,서울특별시 중랑구 상봉동 101 이지팰리스 204-1호,CDFI2260022010000001,3060000,,,근린상업지역,서울특별시 중랑구 망우로 312-1 (상봉동),02148,03,폐업,,,,,,,22087070,10,8,,,
,근린생활시설,하나 파트너스,,,2014-07-02,60000000,206902.772264144,454099.766448791,,국내외여행업,2026-05-06 22:40:37,I,03,폐업,,,,96.37,96,4,,2011-02-09,2012-02-09,한국관광협회중앙회,2014-07-03 11:11:20,,2010-11-29,131-820,서울특별시 중랑구 면목동 180-89 1층,CDFI2260022010000002,3060000,,,일반주거지역,서울특별시 중랑구 동일로101길 18 (면목동),,03,폐업,,,,,,,02-2208-7206,5,1,,,
,유통시설,이레투어,,,2014-09-18,60000000,208208.786684767,457054.793655589,,국내외여행업,2026-05-06 22:40:38,I,03,폐업,,,,,,5,,2013-08-20,2014-08-20,서울특별시관광협회,2014-09-18 16:03:21,,2011-03-25,131-872,서울특별시 중랑구 신내동 645 홈플러스 신내점 1층,CDFI2260022011000002,3060000,,,준주거지역,서울특별시 중랑구 신내로 201 (신내동),,03,폐업,,,기타,,,,,6,1,,,
,,(주)퍼센트세계여행,,,2020-08-18,,207785.163886948,454948.667169479,관광사업,국내외여행업,2026-05-06 22:40:38,I,03,폐업,,,,,,,,2011-02-25,2012-02-25,한국관광협회중앙회 여행공제회,2020-08-19 11:37:57,,2007-05-04,,서울특별시 중랑구 상봉동 92-2,CDFI2260022011000004,3060000,,,,"서울특별시 중랑구 망우로 328, 1304호 (상봉동, 시네마시티)",02149,03,폐업,,,,,,,02-3275-2626,,,,,
,,(주)싼타클럽,,,2016-05-09,90000000,206569.809839433,454749.242868642,,국내외여행업,2026-05-06 22:40:39,I,03,폐업,,,,,,,,2013-07-25,2014-07-25,한국관광협회,2016-05-10 11:24:26,,2011-03-18,131-879,서울특별시 중랑구 중화동 321-34,CDFI2260022011000006,3060000,,,,서울특별시 중랑구 중랑역로3가길 3 (중화동),02110,03,폐업,,,,,,,,,,,,
,아파트,(주)터치더월드,,,2015-04-14,250000000,206808.914669794,456949.35802282,,국내외여행업,2026-05-06 22:40:40,I,03,폐업,,,,,,35,,2013-04-28,2014-04-27,서울보증보험주식회사,2015-04-16 12:55:51,,2009-03-18,131-848,서울특별시 중랑구 묵동 164-4 묵동자이1단지,CDFI2260022012000002,3060000,,,일반상업지역,"서울특별시 중랑구 숙선옹주로 6-9 (묵동, 묵동자이1단지)",,03,폐업,,,,,,,,,5,,,
,근린생활시설,다산고속관광(주),,,2013-01-16,60000000,206610.022271435,456799.424280394,,국내외여행업,2026-05-06 22:40:41,I,03,폐업,,,,,,5,,2012-07-31,2013-07-31,,2013-01-16 10:58:58,,2012-07-30,131-851,서울특별시 중랑구 묵동 238-33,CDFI2260022012000003,3060000,,,일반주거지역,"서울특별시 중랑구 중랑역로 226 (묵동, 비마빌딩 2층)",,03,폐업,,,,,,,02-972-9595,6,1,,,
,근린생활시설,위코파스텔투어 주식회사,,,2020-05-31,100000000,206459.711379355,457009.141589479,,국내외여행업,2026-05-06 22:40:41,I,03,폐업,,,,,,4,,2015-07-14,2016-07-13,서울보증보험,2020-12-08 17:54:35,,2013-02-01,131-851,서울특별시 중랑구 묵동 233-56 동명빌딩 4층,CDFI2260022013000001,3060000,,,일반주거지역,"서울특별시 중랑구 중랑천로 346 (묵동, 동명빌딩 4층)",02001,03,폐업,,,,,,,34929342,5,1,,,
,근린생활시설,주식회사 포유씨앤씨투어,,,2015-12-31,80000000,206689.85488446,456825.300625744,,국내외여행업,2026-05-06 22:40:41,I,03,폐업,,,,,,7,,2014-07-22,2015-07-22,한국관광협회중앙회 여행공제회,2020-12-08 17:53:18,,2013-04-19,131-851,서울특별시 중랑구 묵동 238-1 수정빌딩 6층,CDFI2260022013000002,3060000,,,일반주거지역,"서울특별시 중랑구 동일로 933, 6층 (묵동, 수정빌딩)",02005,03,폐업,,,,,,,,8,1,,,
,다중주택(공동주택적용),월드투어킹 주식회사,,,2018-04-26,60000000,208294.31154469,455843.287574845,,국내외여행업,2026-05-06 22:40:42,I,03,폐업,,,,,,15,,2015-10-01,2016-09-30,서울보증보험,2020-07-22 13:34:44,,2012-09-21,,서울특별시 중랑구 신내동 783 101동 1909호,CDFI2260022013000003,3060000,,,준주거지역,"서울특별시 중랑구 신내로 51, 101동 1909호 (신내동, 성원아파트)",02076,03,폐업,,,,,,,,18,3,,,
,사무실,비케이그린라이프(주),,,2016-08-16,60000000,206956.392278972,455196.971910524,,국내외여행업,2026-05-06 22:40:42,I,03,폐업,,,,288,288,6,,2015-01-27,2016-01-27,한국관광협회중앙회 여행공제회,2016-08-29 13:12:58,,2013-11-08,131-880,서울특별시 중랑구 중화동 301-11,CDFI2260022013000004,3060000,,,근린상업지역,"서울특별시 중랑구 동일로 769, 6층 (중화동)",02103,03,폐업,,,기타,,,,02-882-4444,7,,,,
,근린생활시설,동주여행사,,,2015-08-04,60000000,206918.521143662,456888.556229329,,국내외여행업,2026-05-06 22:40:42,I,03,폐업,,,,103,103,5,,2015-07-17,2016-07-16,서울보증보험,2015-08-04 10:06:40,,2013-11-12,131-848,서울특별시 중랑구 묵동 172-13,CDFI2260022013000005,3060000,,,일반주거지역,서울특별시 중랑구 공릉로2나길 49 (묵동),02034,03,폐업,,,,,,,,6,1,,,
,,(주)온세투어,,,2015-06-29,60000000,208267.592391698,455042.983909137,,국내외여행업,2026-05-06 22:40:42,I,03,폐업,,,,59,59,,,,,,2015-07-08 17:25:22,,2014-05-13,131-809,서울특별시 중랑구 망우동 495 한일써너스빌리젠시 202동 1804호,CDFI2260022014000001,3060000,,,,"서울특별시 중랑구 용마산로115길 109, 202동 1804호 (망우동, 한일써너스빌리젠시)",,03,폐업,,,,,,,,,,,,
,,럭키투어,,,2023-03-17,60000000,208208.786684767,457054.793655589,,국내외여행업,2026-05-06 22:40:43,I,03,폐업,,,,,,,,2019-12-05,2020-12-04,서울보증보험,2023-03-17 12:31:22,,2014-09-24,131-872,서울특별시 중랑구 신내동 645 홈플러스 신내점 1층,CDFI2260022014000003,3060000,,,,"서울특별시 중랑구 신내로 201, 1층 (신내동, 홈플러스 신내점)",02024,03,폐업,,,,,,,02-3422-0509,,,,,
,,(주)엠에스투어,,,2020-07-06,100000000,208651.657221522,454717.037426635,관광사업,국내외여행업,2026-05-06 22:40:44,I,03,폐업,,,,,,,,2008-04-16,2009-04-16,한국관광협회,2020-07-08 17:22:51,,2008-11-13,,서울특별시 중랑구 망우동 459-1,CDFI2260022016000001,3060000,,,,서울특별시 중랑구 봉우재로70길 16 (망우동),02173,03,폐업,,,,,,,1566-1571,,,,,
,근린생활시설,주식회사 에프클럽,,,2023-09-07,96693118,206751.313659786,457078.075826696,,국내외여행업,2026-05-06 22:40:45,I,03,폐업,,,,84.8,85,,,2020-10-01,2021-09-30,서울보증보험,2023-09-08 09:53:58,,2016-07-08,,서울특별시 중랑구 묵동 166-39,CDFI2260022016000005,3060000,,,,"서울특별시 중랑구 중랑역로 261, 3층 (묵동)",02018,03,폐업,,,,,,,1577-7921,,,,,
,,(주)더불어,,,2020-05-20,90000000,207708.434592968,453190.864383804,,국내외여행업,2026-05-06 22:40:45,I,03,폐업,,,,38.01,38,,,2014-05-30,2015-05-30,한국관광협회중앙회,2020-05-26 08:50:21,,2014-05-22,,서울특별시 중랑구 면목동 496-4,CDFI2260022016000006,3060000,,,,"서울특별시 중랑구 사가정로 389, 5층 (면목동, KFC)",02228,03,폐업,,,,,,,02-3452-1890,,,,,
,,주다 주식회사,,,2018-07-12,45000000,208032.945392027,453151.093936537,,국내외여행업,2026-05-06 22:40:46,I,03,폐업,,,,,,,,2016-02-02,2017-12-02,,2020-07-08 17:21:41,,2016-11-24,,서울특별시 중랑구 면목동 524-32,CDFI2260022016000007,3060000,,,,서울특별시 중랑구 사가정로 423-1 (면목동),02214,03,폐업,,,,,,,02-434-5033,,,,,
,,(주)아주특별한여행,,,2020-04-28,100000000,207337.012812369,455532.465041777,관광사업,국내외여행업,2026-05-06 22:40:46,I,03,폐업,,,,,,,,2016-02-17,2017-02-16,서울보증보험,2020-04-28 17:35:10,,2005-01-13,,서울특별시 중랑구 중화동 94-7,CDFI2260022016000008,3060000,,,,"서울특별시 중랑구 봉화산로 85 (중화동, 훈이네슈퍼)",02048,03,폐업,,,,,,,02-545-3994,,,,,
,,그린쿱 협동조합,,,2022-01-12,54970000,208156.29787686,454479.004441366,,국내외여행업,2026-05-06 22:40:50,I,03,폐업,,,,,,,,2020-04-14,2021-04-13,서울보증보험,2022-01-14 15:04:54,,2020-04-14,,서울특별시 중랑구 면목동 88-61,CDFI2260022020000003,3060000,,,,"서울특별시 중랑구 상봉로 75, 4층 (면목동)",02157,03,폐업,,,,,,,02-484-2554,,,,,
,,(주)아이허니문투어,,,2022-12-31,,206821.108967706,456096.359567266,,국내외여행업,2026-05-06 22:40:50,I,03,폐업,,,,,,,,2020-09-17,2021-09-16,"서울보증보험(30,000,000)",2024-02-06 18:22:45,,2012-09-18,,서울특별시 중랑구 묵동 245-6 가동 c-48호,CDFI2260022021000001,3060000,,,,"서울특별시 중랑구 동일로 859, 가동 2층 c-48호 (묵동)",02010,03,폐업,,,,,,,02-737-1121,,,,,
,,아지트아이슬란드,,,2024-12-31,60000000,206758.410389697,456472.216329929,,국내외여행업,2026-05-06 22:40:50,I,03,폐업,,,,28.51,29,,,2023-06-27,2024-06-26,서울보증보험주식회사,2024-12-31 17:41:14,,2016-05-31,,서울특별시 중랑구 묵동 239-77 블루포스,CDFI2260022022000001,3060000,,,,"서울특별시 중랑구 동일로 897, 블루포스 7층 (묵동)",02006,03,폐업,,,,,,,,,,,,
,,주식회사 더플랜커뮤니케이션,,,2024-11-13,91403883,206901.167410544,455585.331210532,,국내외여행업,2026-05-06 22:40:50,I,03,폐업,,,,,,,,2024-01-01,2024-12-31,서울보증보험주식회사,2024-11-14 13:05:08,,2019-06-17,,서울특별시 중랑구 중화동 305-18,CDFI2260022023000005,3060000,,,,"서울특별시 중랑구 동일로 809, 205호 (중화동)",02017,03,폐업,,,,,,,02-434-0280,,,,,
,,헬팡투어,,,2023-03-07,,205601.926027171,459732.128595514,,국내외여행업,2026-05-06 22:30:18,I,03,폐업,,,,,,,,2019-06-03,2020-06-02,서울보증보험,2023-03-08 09:03:18,,2018-12-11,,서울특별시 노원구 중계동 506 브라운스톤중계,CDFI2260022018000010,3100000,,,,"서울특별시 노원구 동일로203가길 29, 1112호 (중계동, 브라운스톤중계)",01779,03,폐업,,,,,,,,,,,,
,사무실,원광여행사,,,2019-12-31,30000000,204982.667824475,463884.895275557,,국내외여행업,2026-05-06 22:30:18,I,03,폐업,,,,,,,,2019-07-09,2020-07-09,한국관광협회중앙회,2020-03-02 17:18:51,,2019-07-02,,서울특별시 노원구 상계동 1128 극동아파트 상가동 103호,CDFI2260022019000002,3100000,,,,"서울특별시 노원구 동일로246길 39, 상가동 103호 (상계동, 극동아파트)",01626,03,폐업,,,,,,,,,,,,
,,해피투어,,,2020-06-29,30000000,205297.659202914,461519.760233787,,국내외여행업,2026-05-06 22:30:18,I,03,폐업,,,,,,,,2019-09-04,2020-09-03,서울보증보험,2020-07-03 09:22:25,,2019-08-29,,서울특별시 노원구 상계동 693-1 노원프라자빌딩,CDFI2260022019000003,3100000,,,준주거지역,"서울특별시 노원구 상계로 51, 노원프라자빌딩 7층 701,702호 (상계동)",01694,03,폐업,,,,,,,,,,,,
,,케이비라이프 주식회사,,,2023-07-28,300000000,206378.855063905,457889.990015935,,국내외여행업,2026-05-06 22:30:18,I,03,폐업,Overseas Travel Agency,"KBlife Co., Ltd",,,,,,2019-11-04,2021-11-03,서울보증보험,2023-08-01 13:28:32,,2013-11-04,,서울특별시 노원구 공릉동 494-7,CDFI2260022021000004,3100000,,,,"서울특별시 노원구 동일로183길 10, 4층 02호 (공릉동)",01857,03,폐업,,,,,,,,,,,,
,,N투어,,,2025-08-20,90605000,207098.659548494,463287.58273428,,국내외여행업,2026-05-06 22:30:18,I,03,폐업,,,,,,,,2019-09-19,2020-09-18,서울보증보험,2025-08-21 09:00:03,,2013-01-21,,서울특별시 노원구 상계동 1320 성림아파트,CDFI2260022022000002,3100000,,,,"서울특별시 노원구 덕릉로127길 25, 상가동 2층 204-254호 (상계동, 성림아파트)",01634,03,폐업,,,,,,,,,,,,
,,라이거투어,,,2024-10-14,30000000,206485.004963921,457830.050221614,,국내외여행업,2026-05-06 22:30:18,I,03,폐업,,,,3.3,3,,,2023-09-14,2024-09-13,서울보증보험,2024-10-15 15:26:46,,2023-09-13,,서울특별시 노원구 공릉동 567-2,CDFI2260022023000005,3100000,,,,"서울특별시 노원구 동일로 1038, 3층 325호 (공릉동)",01845,03,폐업,,,,,,,,,,,,
,,(주)허니웨이여행사,,,2020-04-14,100000000,205221.539176675,461414.218921501,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2019-01-06,2020-01-05,서울보증보험,2020-04-14 16:37:33,,1998-01-06,139-942,서울특별시 노원구 상계동 711-13,CDFI2260021998000001,3100000,,,,서울특별시 노원구 동일로 1417 (상계동),,03,폐업,,,,,,,02-930-0236,,,,,
,근린생활시설,(주)현대관광,,,2003-10-10,,206401.782045923,458210.001926975,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,0,0,0,,,,,2003-10-10 16:39:50,,1999-08-12,139-801,서울특별시 노원구 공릉동 386-6,CDFI2260021999000001,3100000,,,,서울특별시 노원구 동일로192길 5  (공릉동),,03,폐업,,,,,,,,0,0,,,
,,(주)사이존,,,2001-01-16,,206234.538998706,458012.559518817,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,0,0,0,,,,,2003-02-21 10:29:52,,2000-05-17,139-803,서울특별시 노원구 공릉동 404-3 건영아파트상가 201호,CDFI2260022000000001,3100000,,,,"서울특별시 노원구 동일로173가길 145  (공릉동,건영아파트상가 201호)",,03,폐업,,,,,,,,0,0,,,
,근린생활시설,(주)롯데관광노원,,,2024-11-30,150000000,205114.407299438,461315.443959612,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2024-03-07,2025-03-06,서울보증보험주식회사,2024-12-22 18:57:57,,2001-06-26,139-942,서울특별시 노원구 상계동 709-1 은성빌딩 402호,CDFI2260022001000001,3100000,,,,"서울특별시 노원구 노해로 457, 402호 (상계동,은성빌딩)",,03,폐업,,,,,,,02-975-2001,,,,,
,근린생활시설,(주) 여행향기,,,2009-04-22,150000000,205302.900238043,461048.763788835,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2006-08-20,2007-08-20,한국관광협회중앙회여행공제회,2009-04-22 17:26:11,,2002-07-29,139-716,서울특별시 노원구 상계동 730-3 다모아빌딩 5층 502호,CDFI2260022002000002,3100000,,,,"서울특별시 노원구 동일로 1379,  502호 (상계동,다모아빌딩 5층)",,03,폐업,,,아파트지역,,,,02-933-3599,,,,,
,,(주)현대관광,,,2007-07-26,1000000000,,,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2007-02-03,2008-02-03,한국관광협회중앙회여행공제회,2007-07-27 10:36:25,,2004-02-02,139-845,서울특별시 노원구 월계동 386-6,CDFI2260022004000001,3100000,,,,,,03,폐업,,,,,,,02-2236-9331,,,,,
,사무실,(주)닉스항공여행사,,,2005-06-03,100000000,205164.054482331,461393.748688552,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,7,,,,,2005-06-03 10:35:30,,2004-03-16,139-942,서울특별시 노원구 상계동 710 문화빌딩 410호,CDFI2260022004000002,3100000,,,,"서울특별시 노원구 노해로77길 14-3,  410호 (상계동,문화빌딩)",,03,폐업,,,,,,,02-952-0156,9,2,,,
,,케이에스투어,,,2007-05-01,100000000,205953.043735981,459822.608944797,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2006-04-14,2007-04-14,한국관광협회중앙회여행공제회,2007-05-01 18:08:54,,2004-12-31,139-865,서울특별시 노원구 중계동 509-1 씨앤미빌딩 135호,CDFI2260022004000003,3100000,,,,"서울특별시 노원구 동일로204가길 34,  135호 (중계동,씨앤미빌딩)",,03,폐업,,,,,,,02-720-7272,,,,,
,,도로시투어,,,2011-07-22,150000000,206003.968802847,461773.125225136,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2009-08-10,2010-08-09,서울보증보험주식회사,2011-07-22 11:11:39,,2005-08-08,139-818,서울특별시 노원구 상계동 389-520 현승빌딩4층,CDFI2260022005000001,3100000,,,,"서울특별시 노원구 상계로 129  (상계동,현승빌딩4층)",,03,폐업,,,,,,,,,,,,
,,예스몽골리아,,,2008-12-17,109112615,204772.500639238,464208.305428933,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2007-07-09,2008-07-08,한국관광협회중앙회여행공제회,2008-12-17 15:16:40,,2005-11-17,139-838,서울특별시 노원구 상계동 1258 오피앙오피스텔 1312호,CDFI2260022005000003,3100000,,,,"서울특별시 노원구 동일로 1701,  1312호 (상계동,오피앙오피스텔)",,03,폐업,,,,,,,02-952-7897,,,,,
,,드림여행사,,,2011-09-01,187000000,206670.816544196,460805.152066849,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2010-05-25,2011-05-25,여행공제회,2011-09-01 13:18:56,,2007-01-12,139-860,서울특별시 노원구 중계동 360-9 두타빌 B동 201호,CDFI2260022007000001,3100000,,,,"서울특별시 노원구 한글비석로 245, B동 201호 (중계동,두타빌)",,03,폐업,,,,,,,33916545,,,,,
,,(주)지역아카데미,,,2020-06-29,200000000,206454.795729768,459723.310452499,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2019-08-13,2020-08-13,한국관광협회중앙회,2020-07-21 17:31:37,,2007-04-23,139-230,서울특별시 노원구 하계동 256-13 삼정이오니아오피스텔 810호,CDFI2260022007000002,3100000,,,,"서울특별시 노원구 노원로 248, 810호 (하계동, 삼정이오니아오피스텔)",01750,03,폐업,,,,,,,,,,,,
,,지미항공여행사,,,2012-02-03,100000000,204855.557180678,464199.048415229,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2008-08-26,2009-08-25,서울보증보험주식회사,2012-02-03 11:45:02,,2007-05-21,139-876,서울특별시 노원구 상계동 1267 토마토파르코 902호,CDFI2260022007000003,3100000,,,,"서울특별시 노원구 동일로 1700,  902호 (상계동,토마토파르코)",,03,폐업,,,,,,,02-931-6841,,,,,
,,(주)풍경여행사,,,2015-08-10,100000000,,,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2014-08-13,2015-08-12,서울보증보험,2015-08-10 18:00:36,,2007-09-13,139-817,서울특별시 노원구 상계동 산 154,CDFI2260022007000006,3100000,,,,,,03,폐업,,,,,,,,,,,,
,,하나온라인투어,,,2008-09-08,100000000,205953.043735981,459822.608944797,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2007-09-14,2008-09-14,한국관광협회중앙회 여행공제회,2008-09-08 09:38:07,,2007-09-13,139-938,서울특별시 노원구 중계동 509-1 씨앤미 135호,CDFI2260022007000007,3100000,,,,"서울특별시 노원구 동일로204가길 34,  135호 (중계동,씨앤미)",,03,폐업,,,,,,,,,,,,
,,(주)교우여행사,,,2009-01-01,100000000,205994.811815848,459502.645279682,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2009-01-01,2009-12-31,서울보증보험,2011-09-27 16:08:35,,2008-01-18,139-712,서울특별시 노원구 하계동 284 세이브존 5층,CDFI2260022008000002,3100000,,,상업지역,,,03,폐업,,,,,,,,,,,,
,,(주)아티타야 여행사,,,2009-04-15,400000000,206431.191943221,457306.715339807,관광사업,국내외여행업,2026-05-06 22:30:17,I,03,폐업,,,,,,,,2008-07-15,2009-07-15,한국관광협회중앙회,2009-04-20 17:49:28,,2008-07-11,139-808,서울특별시 노원구 공릉동 684-32,CDFI2260022008000003,3100000,,,,서울특별시 노원구 화랑로 419-17  (공릉동),,03,폐업,,,,,,,02-976-0606,,,,,
