건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,시설규모,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,스퀘어원 스튜디오100 공연장,2023-12-20,171926.076708191,433811.136423145,공연장,공연장,2026-05-06 22:36:59,I,03,폐업,,,,,2024-01-02 17:10:28,,2014-03-31,406-827,인천광역시 연수구 동춘동 926 스퀘어원 4층호,CDFE1230002014000001,3520000,,"인천광역시 연수구 청능대로 210, 4층 (동춘동, 스퀘어원)",,03,폐업,,,,032-456-4050,,
,매직컬정글대탐험 공연장,2015-03-03,168586.793115425,431839.387665384,공연장,공연장,2026-05-06 22:36:59,I,03,폐업,,,,,2015-03-05 10:45:50,,2014-12-19,406-840,인천광역시 연수구 송도동 6-1,CDFE1230002014000002,3520000,,인천광역시 연수구 센트럴로 123 (송도동),,03,폐업,,,,032-505-5610,,
,로보카폴리 플레이 파크,2015-12-03,168586.793115425,431839.387665384,공연장,공연장,2026-05-06 22:36:59,I,03,폐업,,,,1,2015-12-09 11:31:45,,2015-07-17,406-840,인천광역시 연수구 송도동 6-1,CDFE1230002015000001,3520000,,인천광역시 연수구 센트럴로 123 (송도동),,03,폐업,,,,,1,
,무지개 물고기 공연장,2016-09-01,168586.793115425,431839.387665384,공연장,공연장,2026-05-06 22:37:00,I,03,폐업,,,,1,2020-02-25 17:29:23,,2016-07-08,,인천광역시 연수구 송도동 6-1,CDFE1230002016000002,3520000,,인천광역시 연수구 센트럴로 123 (송도동),21998,03,폐업,아파트지역,,,,,
,K-live 송도,2020-02-01,170067.928848939,430784.623782497,공연장,공연장,2026-05-06 22:37:00,I,03,폐업,,,,,2020-02-26 14:52:03,,2017-07-20,,인천광역시 연수구 송도동 176-5,CDFE1230002017000001,3520000,,"인천광역시 연수구 송도과학로16번길 33-4, D동 6층 (송도동, 송도트리플스트리트)",21984,03,폐업,기타,,,032-310-9600,,
,올리브소극장,2008-07-07,174172.521279,439905.780965785,공연장,공연장,2026-05-06 22:37:18,I,03,폐업,,,,,2008-07-07 14:24:44,,1998-03-06,405-803,인천광역시 남동구 간석동 205-1 희망백화점 A동 5층,CDFE1230001998000001,3530000,,"인천광역시 남동구 남동대로 880  (간석동,희망백화점 A동 5층)",,03,폐업,,,,032-431-7774,,
,인천올림픽기념국민생활관 소극장,2007-06-25,175050.84107192,439535.710516739,공연장,공연장,2026-05-06 22:37:18,I,03,폐업,,,,,2007-06-25 15:32:56,,2002-12-26,405-828,인천광역시 남동구 구월동 1246,CDFE1230002002000001,3530000,,,,03,폐업,,,,032-468-8182,,
,인천대공원 야외음악당,2015-09-07,,,공연장,공연장,2026-05-06 22:37:18,I,03,폐업,,,,,2015-09-08 11:41:21,,2002-12-27,405-250,인천광역시 남동구 장수동 184-6,CDFE1230002002000002,3530000,,,,03,폐업,,,,032-440-5818,,
근린생활시설,리어카소극장,2020-03-02,173062.429426152,438130.872781134,공연장,공연장,2026-05-06 22:37:18,I,03,폐업,,,,,2020-03-02 13:09:02,,2015-05-19,405-840,인천광역시 남동구 구월동 1399-2 지하1호,CDFE1230002015000001,3530000,,"인천광역시 남동구 문화서로4번길 26, 지하1층 (구월동)",,03,폐업,,,,,,1
,뉴코아아울렛 인천점 소극장,2017-12-22,173449.265308514,438055.718667539,공연장,공연장,2026-05-06 22:37:18,I,03,폐업,,,,,2017-12-22 17:36:19,,2016-05-27,,인천광역시 남동구 구월동 1465-1,CDFE1230002016000001,3530000,,"인천광역시 남동구 인하로 485 (구월동, 뉴코아아울렛 인천점)",21574,03,폐업,,,,032-430-5888,,
