사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,약국영업면적,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
신림프라자약국,,,,2026-05-06 22:32:54,I,2003-08-29,03,폐업,2008-12-15 09:18:32,,2003-08-29,151-011,서울특별시 관악구 신원동 1634-17,PHMD120033200033084000031,3200000,0,,,03,폐업,,,02-866-7228
한민약국,,,,2026-05-06 22:32:54,I,2003-09-03,03,폐업,2008-12-15 09:18:32,,2003-09-03,151-014,서울특별시 관악구 신사동 519-5,PHMD120033200033084000032,3200000,0,,,03,폐업,,,02-868-3133
미소약국,,,,2026-05-06 22:32:54,I,2003-10-14,03,폐업,2008-12-15 09:18:32,,2003-10-14,151-018,서울특별시 관악구 조원동 541-6,PHMD120033200033084000033,3200000,0,,,03,폐업,,,02-853-9609
한빛약국,,,,2026-05-06 22:32:54,I,2003-12-30,03,폐업,2008-12-15 09:18:32,,2003-12-30,151-058,서울특별시 관악구 성현동 1712 관악드림타운주상가 225호,PHMD120033200033084000038,3200000,32,,,03,폐업,,,02-874-8478
임광다나약국,,,,2026-05-06 22:32:54,I,2004-01-03,03,폐업,2008-12-15 09:18:32,,2004-01-03,151-011,서울특별시 관악구 신원동 임광관악파크상가 지하210호,PHMD120043200033084000001,3200000,38,,,03,폐업,,,02-866-3991
신세계약국,,,,2026-05-06 22:32:54,I,2004-01-05,03,폐업,2008-12-15 09:18:32,,2004-01-05,151-013,서울특별시 관악구 난곡동 725-62,PHMD120043200033084000002,3200000,103,,,03,폐업,,,02-852-8241
새봄약국,,,,2026-05-06 22:32:54,I,2004-01-14,03,폐업,2008-12-15 09:18:32,,2004-01-14,151-014,서울특별시 관악구 신사동 504-11,PHMD120043200033084000004,3200000,21,,,03,폐업,,,02-867-3691
경희감초당한약국,,,,2026-05-06 22:32:54,I,2004-01-15,03,폐업,2008-12-15 09:18:32,,2004-01-15,151-016,서울특별시 관악구 삼성동 1713-5 산빌딩201호,PHMD120043200033084000005,3200000,60,,,03,폐업,,,02-884-6180
승현약국,,,,2026-05-06 22:32:55,I,2004-02-02,03,폐업,2008-12-15 09:18:32,,2004-02-02,151-029,서울특별시 관악구 서원동 1641-22외1필지 나호 1층,PHMD120043200033084000007,3200000,23,,,03,폐업,,,02-889-0528
리드팜보룡약국,,,,2026-05-06 22:32:55,I,2004-02-02,03,폐업,2008-12-15 09:18:32,,2004-02-02,151-060,서울특별시 관악구 중앙동 42-42 1층,PHMD120043200033084000008,3200000,87,,,03,폐업,,,02-877-4639
한결약국,,,,2026-05-06 22:32:55,I,2004-02-09,03,폐업,2008-12-15 09:18:32,,2004-02-09,151-029,서울특별시 관악구 서원동 409-83,PHMD120043200033084000011,3200000,17,,,03,폐업,,,02-884-7882
신림프라자약국,,,,2026-05-06 22:32:55,I,2004-02-09,03,폐업,2008-12-15 09:18:32,,2004-02-09,151-011,서울특별시 관악구 신원동 1634-17,PHMD120043200033084000012,3200000,76,,,03,폐업,,,02-866-7228
용마한약국,,,,2026-05-06 22:32:53,I,2001-12-10,03,폐업,2008-12-15 09:18:29,,2001-12-10,151-012,서울특별시 관악구 서림동 110-34,PHMD120013200033084000053,3200000,0,,,03,폐업,,,02-883-1275
한우리약국,,,,2026-05-06 22:32:53,I,2002-01-02,03,폐업,2008-12-15 09:18:29,,2002-01-02,151-056,서울특별시 관악구 행운동 37-87,PHMD120023200033084000001,3200000,30,,,03,폐업,,,02-888-2988
우리들약국,,,,2026-05-06 22:32:53,I,2002-01-02,03,폐업,2008-12-15 09:18:29,,2002-01-02,151-013,서울특별시 관악구 난곡동 617-7,PHMD120023200033084000002,3200000,0,,,03,폐업,,,02-864-0250
백두약국,,,,2026-05-06 22:32:53,I,2002-01-04,03,폐업,2008-12-15 09:18:29,,2002-01-04,151-051,서울특별시 관악구 보라매동702-49,PHMD120023200033084000003,3200000,0,,,03,폐업,,,02-877-8688
동진-1약국,,,,2026-05-06 22:32:53,I,2002-01-21,03,폐업,2008-12-15 09:18:29,,2002-01-21,151-060,서울특별시 관악구 중앙동 32-8 동진-1빌딩,PHMD120023200033084000004,3200000,7,,,03,폐업,,,02-878-3815
난곡새천년약국,,,,2026-05-06 22:32:53,I,2002-01-25,03,폐업,2008-12-15 09:18:29,,2002-01-25,151-022,서울특별시 관악구 미성동1680-24,PHMD120023200033084000005,3200000,0,,,03,폐업,,,02-852-2999
이화약국,,,,2026-05-06 22:32:53,I,2002-02-01,03,폐업,2008-12-15 09:18:29,,2002-02-01,151-018,서울특별시 관악구 조원동 1654-1,PHMD120023200033084000006,3200000,0,,,03,폐업,,,02-855-5533
21세기약국,,,,2026-05-06 22:32:53,I,2002-02-04,03,폐업,2008-12-15 09:18:29,,2002-02-04,151-015,서울특별시 관악구 신림동 1425-25,PHMD120023200033084000007,3200000,0,,,03,폐업,,,02-888-2272
새천년약국,,,,2026-05-06 22:32:53,I,2002-02-21,03,폐업,2008-12-15 09:18:29,,2002-02-21,151-057,서울특별시 관악구 낙성대동1601-1,PHMD120023200033084000008,3200000,0,,,03,폐업,,,02-872-4262
광제약국,,,,2026-05-06 22:32:53,I,2002-03-06,03,폐업,2008-12-15 09:18:30,,2002-03-06,151-056,서울특별시 관악구 행운동 37-86,PHMD120023200033084000010,3200000,70,,,03,폐업,,,02-885-4940
옵티마세원약국,,,,2026-05-06 22:32:53,I,2002-04-24,03,폐업,2008-12-15 09:18:30,,2002-04-24,151-058,서울특별시 관악구 청룡동 1540-33,PHMD120023200033084000013,3200000,0,,,03,폐업,,,02-887-1970
다솔온누리약국,,,,2026-05-06 22:32:53,I,2002-05-06,03,폐업,2008-12-15 09:18:30,,2002-05-06,151-057,서울특별시 관악구 낙성대동 1604-6,PHMD120023200033084000016,3200000,42,,,03,폐업,,,02-872-8087
세원한약국,,,,2026-05-06 22:32:53,I,2002-05-22,03,폐업,2008-12-15 09:18:30,,2002-05-22,151-056,서울특별시 관악구 행운동 1671-35,PHMD120023200033084000018,3200000,0,,,03,폐업,,,02-888-8852
세원한약국,,,,2026-05-06 22:32:53,I,2002-05-24,03,폐업,2008-12-15 09:18:30,,2002-05-24,151-056,서울특별시 관악구 행운동 1671-35,PHMD120023200033084000019,3200000,0,,,03,폐업,,,02-888-8852
백두약국,,,,2026-05-06 22:32:53,I,2002-05-27,03,폐업,2008-12-15 09:18:30,,2002-05-27,151-051,서울특별시 관악구 보라매동 702-49,PHMD120023200033084000021,3200000,0,,,03,폐업,,,02-877-8688
한빛약국,,,,2026-05-06 22:32:53,I,2002-06-25,03,폐업,2008-12-15 09:18:30,,2002-06-25,151-055,서울특별시 관악구 성현동 480-99 한빛프라자108호,PHMD120023200033084000023,3200000,0,,,03,폐업,,,02-874-8478
종로약국,,,,2026-05-06 22:32:53,I,2002-07-15,03,폐업,2008-12-15 09:18:30,,2002-07-15,151-022,서울특별시 관악구 미성동1680-24,PHMD120023200033084000024,3200000,0,,,03,폐업,,,02-852-2999
종로약국,,,,2026-05-06 22:32:53,I,2002-09-26,03,폐업,2008-12-15 09:18:30,,2002-09-26,151-022,서울특별시 관악구 미성동1680-24,PHMD120023200033084000029,3200000,0,,,03,폐업,,,02-852-2999
우리약국,,,,2026-05-06 22:32:53,I,2002-12-24,03,폐업,2008-12-15 09:18:30,,2002-12-24,151-029,서울특별시 관악구 서원동 10-207,PHMD120023200033084000032,3200000,31,,,03,폐업,,,02-886-9878
종문약국,,,,2026-05-06 22:32:53,I,2003-01-02,03,폐업,2008-12-15 09:18:31,,2003-01-02,151-061,서울특별시 관악구 인헌동 1644-4,PHMD120033200033084000001,3200000,0,,,03,폐업,,,02-884-3507
세원한약국,,,,2026-05-06 22:32:53,I,2003-01-14,03,폐업,2008-12-15 09:18:31,,2003-01-14,151-056,서울특별시 관악구 행운동 1671-35,PHMD120033200033084000002,3200000,31,,,03,폐업,,,02-888-8852
경희한약국,,,,2026-05-06 22:32:53,I,2003-02-17,03,폐업,2008-12-15 09:18:31,,2003-02-17,151-061,서울특별시 관악구 인헌동 1707-1 은천아파트 상가동 101호,PHMD120033200033084000003,3200000,19,,,03,폐업,,,02-888-5365
관악종로약국,,,,2026-05-06 22:32:53,I,2003-02-24,03,폐업,2008-12-15 09:18:31,,2003-02-24,151-056,서울특별시 관악구 행운동 852-4,PHMD120033200033084000004,3200000,0,,,03,폐업,,,02-885-9321
열린약국,,,,2026-05-06 22:32:53,I,2003-02-26,03,폐업,2008-12-15 09:18:31,,2003-02-26,151-056,서울특별시 관악구 행운동 34-40,PHMD120033200033084000005,3200000,25,,,03,폐업,,,02-882-3575
씨티약국,,,,2026-05-06 22:32:53,I,2003-03-04,03,폐업,2008-12-15 09:18:31,,2003-03-04,151-926,서울특별시 관악구 남현동 1060-3,PHMD120033200033084000006,3200000,0,,,03,폐업,,,02-597-1739
낙성대굿모닝약국,,,,2026-05-06 22:32:53,I,2003-03-10,03,폐업,2008-12-15 09:18:31,,2003-03-10,151-056,서울특별시 관악구 행운동 1686-21,PHMD120033200033084000007,3200000,0,,,03,폐업,,,02-884-0661
한빛약국,,,,2026-05-06 22:32:54,I,2003-05-02,03,폐업,2008-12-15 09:18:31,,2003-05-02,151-055,서울특별시 관악구 성현동 480-99 한빛프라자 108,PHMD120033200033084000010,3200000,0,,,03,폐업,,,02-874-8478
사랑약국,2013-04-22,202907.218919388,450712.086716399,2026-05-06 22:30:19,I,2008-08-11,03,폐업,2013-04-22 09:45:36,,2008-08-11,133-869,행당동 318-36,PHMD120083030033084000008,3030000,0,서울특별시 성동구 고산자로 207 (행당동),,03,폐업,,,02-2292-6018
다나을약국,2011-04-01,201429.561559995,449606.18233635,2026-05-06 22:30:19,I,2008-12-01,03,폐업,2011-04-04 11:21:31,,2008-12-01,133-093,서울특별시 성동구 금호동3가 1400번지,PHMD120083030033084000011,3030000,74,서울특별시 성동구 장터1길 2 (금호동3가),,03,폐업,,,22311703
행당녹십자약국,2010-01-07,202975.269934041,450661.124379707,2026-05-06 22:30:19,I,2008-12-03,03,폐업,2010-01-07 15:50:00,,2008-12-03,133-070,서울특별시 성동구 행당동 319번지 36호,PHMD120083030033084000012,3030000,58,서울특별시 성동구 고산자로 202 (행당동),,03,폐업,,,
미소생한약국,2009-03-31,204814.703935771,448278.927222,2026-05-06 22:30:19,I,2008-12-04,03,폐업,2009-03-31 16:42:52,,2008-12-04,133-121,서울특별시 성동구 성수동2가 560번지 1호,PHMD120083030033084000013,3030000,126,서울특별시 성동구 성수이로6길 13 (성수동2가),,03,폐업,,,
비젼약국,2009-02-16,204110.871919281,449569.58557396,2026-05-06 22:30:19,I,2008-12-08,03,폐업,2009-02-18 14:41:31,,2008-12-08,133-111,서울특별시 성동구 성수동1가 656번지 945호,PHMD120083030033084000014,3030000,29,서울특별시 성동구 왕십리로14길 30-3 (성수동1가),,03,폐업,,,02-499-3438
스마일온누리약국,2023-04-26,204614.272744322,448607.441251647,2026-05-06 22:30:21,I,2008-12-16,03,폐업,2023-04-26 14:44:53,,2008-12-16,133-120,서울특별시 성동구 성수동2가 333번지 16호,PHMD120083030033084000015,3030000,47,서울특별시 성동구 뚝섬로 377 (성수동2가),04781,03,폐업,,,02-462-3364
우리들약국,2009-11-02,204570.726286922,448424.212495784,2026-05-06 22:30:19,I,2009-01-02,03,폐업,2009-11-02 14:36:11,,2009-01-02,133-121,서울특별시 성동구 성수동2가 344번지 5호,PHMD120093030033084000001,3030000,15,서울특별시 성동구 성덕정길 79 (성수동2가),,03,폐업,,,02-497-6252
고약국,2009-12-16,204788.453049484,448470.237859432,2026-05-06 22:30:19,I,2009-01-02,03,폐업,2009-12-16 16:16:12,,2009-01-02,133-121,서울특별시 성동구 성수동2가 339번지 5호,PHMD120093030033084000002,3030000,31,서울특별시 성동구 뚝섬로 400 (성수동2가),,03,폐업,,,02-464-0649
실로암약국,2010-08-23,204660.828363776,451363.796742975,2026-05-06 22:30:19,I,2009-01-02,03,폐업,2010-08-23 13:22:09,,2009-01-02,133-170,서울특별시 성동구 용답동 58번지 3호,PHMD120093030033084000003,3030000,46,서울특별시 성동구 용답중앙15길 11 (용답동),,03,폐업,,,
수빈온누리약국,2011-09-06,205784.868811814,450883.524006222,2026-05-06 22:30:19,I,2009-02-03,03,폐업,2011-09-05 17:06:58,,2009-02-03,133-170,서울특별시 성동구 용답동 234번지 자동차매매센타 A동B호1층413호,PHMD120093030033084000004,3030000,15,,,03,폐업,,,
행복이열리는약국,2010-12-03,201916.38335675,449566.573051649,2026-05-06 22:30:19,I,2009-02-02,03,폐업,2010-12-03 12:19:50,,2009-02-02,133-093,서울특별시 성동구 금호동3가 373번지 1호,PHMD120093030033084000005,3030000,54,서울특별시 성동구 독서당로 299-2 (금호동3가),,03,폐업,,,
명인당한약국,2009-09-28,203807.882556982,449346.199846134,2026-05-06 22:30:19,I,2009-02-09,03,폐업,2009-09-28 13:06:04,,2009-02-09,133-110,서울특별시 성동구 성수동1가 668번지 40호 2층,PHMD120093030033084000006,3030000,73,"서울특별시 성동구 서울숲2길 45-1 (성수동1가,2층)",,03,폐업,,,
비젼약국,2009-04-20,204110.871919281,449569.58557396,2026-05-06 22:30:19,I,2009-02-16,03,폐업,2009-04-20 09:57:00,,2009-02-16,133-110,서울특별시 성동구 성수동1가 656번지 945호,PHMD120093030033084000007,3030000,29,서울특별시 성동구 왕십리로14길 30-3 (성수동1가),,03,폐업,,,
비젼약국,2010-08-16,204110.871919281,449569.58557396,2026-05-06 22:30:19,I,2009-04-20,03,폐업,2010-08-16 13:00:30,,2009-04-20,133-111,서울특별시 성동구 성수1가1동 656번지 945호,PHMD120093030033084000008,3030000,29,서울특별시 성동구 왕십리로14길 30-3 (성수동1가),,03,폐업,,,
참좋은약국,2010-04-30,202326.470897024,449954.683065141,2026-05-06 22:30:19,I,2009-05-06,03,폐업,2010-04-30 11:00:30,,2009-05-06,133-091,서울특별시 성동구 금호동1가 633번지 벽산하이피아플라자 상가 301호,PHMD120093030033084000010,3030000,40,,,03,폐업,,,22814235
유명한약국,2019-03-18,201860.846791013,449570.490231009,2026-05-06 22:30:19,I,2009-06-22,03,폐업,2019-03-18 09:29:09,,2009-06-22,133-093,서울특별시 성동구 금호동3가 413번지,PHMD120093030033084000012,3030000,32,서울특별시 성동구 독서당로 295-1 (금호동3가),04730,03,폐업,,,22389268
손약국,2009-12-04,,,2026-05-06 22:30:19,I,2009-07-13,03,폐업,2009-12-04 09:50:52,,2009-07-13,133-100,서울특별시 성동구 옥수동 531번지 19호,PHMD120093030033084000013,3030000,20,,,03,폐업,,,22986865
명인당한약국,2014-01-24,203807.882556982,449346.199846134,2026-05-06 22:30:19,I,2009-09-28,03,폐업,2014-01-24 15:51:47,,2009-09-28,133-110,서울특별시 성동구 성수동1가 668번지 40호,PHMD120093030033084000015,3030000,73,서울특별시 성동구 서울숲2길 45-1 (성수동1가),,03,폐업,,,
우리들약국,2010-03-15,204570.726286922,448424.212495784,2026-05-06 22:30:19,I,2009-11-02,03,폐업,2010-03-15 09:32:12,,2009-11-02,133-121,서울특별시 성동구 성수2가1동 344번지 5호,PHMD120093030033084000016,3030000,15,서울특별시 성동구 성덕정길 79 (성수동2가),,03,폐업,,,
희망약국,2012-05-29,203086.926717868,451149.392095853,2026-05-06 22:30:19,I,2009-11-10,03,폐업,2012-05-29 10:08:25,,2009-11-10,133-040,서울특별시 성동구 도선동 21번지 1호 K Tower 1층,PHMD120093030033084000017,3030000,33,"서울특별시 성동구 고산자로 255 (도선동,K Tower 1층)",,03,폐업,,,22998282
직매약국,2011-12-01,202925.379717525,451077.315260532,2026-05-06 22:30:19,I,2009-12-08,03,폐업,2011-12-01 09:25:51,,2009-12-08,133-070,서울특별시 성동구 행당동 286번지 4호 임광빌딩 1층,PHMD120093030033084000018,3030000,40,서울특별시 성동구 왕십리로 319 (행당동),,03,폐업,,,
행당녹십자약국,2011-06-14,202975.269934041,450661.124379707,2026-05-06 22:30:19,I,2010-01-08,03,폐업,2011-06-20 16:51:48,,2010-01-08,133-070,서울특별시 성동구 행당동 319번지 36호,PHMD120103030033084000001,3030000,58,서울특별시 성동구 고산자로 202 (행당동),,03,폐업,,,22947800
우리들약국,2017-05-30,204570.726286922,448424.212495784,2026-05-06 22:30:19,I,2010-03-15,03,폐업,2017-05-30 10:34:00,,2010-03-15,133-828,서울특별시 성동구 성수2가1동 344번지 5호,PHMD120103030033084000003,3030000,15,서울특별시 성동구 성덕정길 79 (성수동2가),04775,03,폐업,,,070-7522-6252
네오팜약국,2012-10-29,204811.005190157,451358.607132575,2026-05-06 22:30:19,I,2010-03-22,03,폐업,2012-10-29 10:07:00,,2010-03-22,133-170,서울특별시 성동구 용답동 2번지 3호 장안빌딩 3층,PHMD120103030033084000004,3030000,17,"서울특별시 성동구 천호대로 320 (용답동,장안빌딩 3층)",,03,폐업,,,33945911
소망약국,2013-01-28,202101.398694057,450358.716765773,2026-05-06 22:30:19,I,2010-04-14,03,폐업,2013-01-28 13:55:09,,2010-04-14,133-091,서울특별시 성동구 금호동1가 172번지 남광빌딩 2층,PHMD120103030033084000005,3030000,31,서울특별시 성동구 난계로 35 (금호동1가),,03,폐업,,,22982262
온누리나래약국,2012-10-09,203046.420982542,450918.935049555,2026-05-06 22:30:19,I,2010-04-26,03,폐업,2012-10-09 09:42:18,,2010-04-26,133-070,서울특별시 성동구 행당동 267번지 23호 나래빌딩 402호,PHMD120103030033084000006,3030000,31,"서울특별시 성동구 고산자로 234 (행당동,나래빌딩 402호)",,03,폐업,,,22990204
하이온누리약국,2010-12-31,202326.503044305,450625.58422744,2026-05-06 22:30:21,I,2010-04-26,03,폐업,2010-12-31 14:52:03,,2010-04-26,133-070,서울특별시 성동구 행당동 347번지 행당동대림아파트 리빙프라자동 제1층 107호,PHMD120103030033084000007,3030000,20,,,03,폐업,,,22975408
참좋은약국,2012-09-24,202326.470897024,449954.683065141,2026-05-06 22:30:19,I,2010-04-30,03,폐업,2012-09-24 09:46:30,,2010-04-30,133-091,서울특별시 성동구 금호동1가 633번지 벽산 상가 301호,PHMD120103030033084000008,3030000,40,,,03,폐업,,,22814235
미소약국,2012-07-05,203592.467157401,451450.99644467,2026-05-06 22:30:19,I,2010-07-05,03,폐업,2012-07-05 09:28:16,,2010-07-05,133-050,서울특별시 성동구 마장동 774번지 1호,PHMD120103030033084000009,3030000,21,서울특별시 성동구 마장로 284-1 (마장동),,03,폐업,,,22921585
비젼약국,2011-06-23,204110.871919281,449569.58557396,2026-05-06 22:30:19,I,2010-08-16,03,폐업,2011-06-29 13:37:20,,2010-08-16,133-110,서울특별시 성동구 성수동1가 656번지 945호 뚝섬빌딩 1층,PHMD120103030033084000010,3030000,29,"서울특별시 성동구 왕십리로14길 30-3 (성수동1가,뚝섬빌딩 1층)",,03,폐업,,,
백민약국,2011-08-12,203229.312641564,452070.97336746,2026-05-06 22:30:19,I,2010-08-31,03,폐업,2011-08-18 15:54:10,,2010-08-31,133-050,서울특별시 성동구 마장동 474번지 3호,PHMD120103030033084000012,3030000,25,,,03,폐업,,,22988286
연세우리약국,2014-07-30,203113.151507425,450943.505129902,2026-05-06 22:30:19,I,2010-09-16,03,폐업,2014-07-30 10:49:10,,2010-09-16,133-070,서울특별시 성동구 행당동 196번지 27호 1층,PHMD120103030033084000013,3030000,23,서울특별시 성동구 왕십리로 296-1 (행당동),,03,폐업,,,
해맑은약국,2012-03-19,203231.105305956,451775.451215681,2026-05-06 22:30:19,I,2010-10-07,03,폐업,2012-03-19 09:28:13,,2010-10-07,133-050,서울특별시 성동구 마장동 520번지 28호 1층,PHMD120103030033084000015,3030000,33,"서울특별시 성동구 고산자로 322 (마장동,1층)",,03,폐업,,,22928202
태평양약국,2017-08-21,203654.353236015,451520.423542506,2026-05-06 22:30:19,I,2010-10-18,03,폐업,2017-08-22 14:02:51,,2010-10-18,133-050,서울특별시 성동구 마장동 773번지 5호 1층,PHMD120103030033084000016,3030000,28,서울특별시 성동구 마장로 293-1 (마장동),04756,03,폐업,,,070-4227-8261
수명약국,2016-05-02,203904.756035741,449317.719688887,2026-05-06 22:30:19,I,2010-11-10,03,폐업,2016-05-02 10:18:38,,2010-11-10,133-821,성수동1가 661번지 2호,PHMD120103030033084000017,3030000,15,서울특별시 성동구 왕십리로 94-2 (성수동1가),04778,03,폐업,,,
성모약국,2012-11-21,204672.502330182,448529.261954018,2026-05-06 22:30:19,I,2010-11-29,03,폐업,2012-11-22 11:37:41,,2010-11-29,133-120,서울특별시 성동구 성수동2가 339번지 42호 102호,PHMD120103030033084000018,3030000,22,"서울특별시 성동구 뚝섬로 388 (성수동2가,102호)",,03,폐업,,,
행복이열리는약국,2017-08-07,201916.38335675,449566.573051649,2026-05-06 22:30:19,I,2010-12-03,03,폐업,2017-08-07 09:37:19,,2010-12-03,133-805,서울특별시 성동구 금호동3가 373번지 1호,PHMD120103030033084000019,3030000,54,서울특별시 성동구 독서당로 299-2 (금호동3가),04730,03,폐업,,,22536060
예담한약국,2015-10-15,204093.39625466,449695.084129637,2026-05-06 22:30:19,I,2010-12-07,03,폐업,2015-10-15 17:22:54,,2010-12-07,133-756,서울특별시 성동구 성수동1가 706번지 쌍용상가 103호,PHMD120103030033084000020,3030000,23,"서울특별시 성동구 상원길 63, 103호 (성수동1가, 쌍용상가)",04788,03,폐업,,,
벽산약국,2018-06-12,202727.770917428,451824.598496233,2026-05-06 22:30:19,I,2011-02-08,03,폐업,2018-06-12 14:27:20,,2011-02-08,133-773,서울특별시 성동구 하왕십리동 258번지 청계벽산 상가 120동 109호,PHMD120113030033084000001,3030000,19,"서울특별시 성동구 무학로 50, 120동 109호 (하왕십리동, 청계벽산 상가)",04703,03,폐업,,,22949730
산호온누리약국,2014-10-15,202886.75540955,451162.705771011,2026-05-06 22:30:19,I,2011-02-09,03,폐업,2014-10-15 11:03:24,,2011-02-09,133-040,서울특별시 성동구 도선동 253번지 13호,PHMD120113030033084000002,3030000,26,서울특별시 성동구 왕십리로 328-1 (도선동),,03,폐업,,,
선약국,2013-05-23,204721.349254596,449308.165073818,2026-05-06 22:30:19,I,2011-02-28,03,폐업,2013-05-23 10:23:56,,2011-02-28,133-120,서울특별시 성동구 성수동2가 289번지 273호,PHMD120113030033084000003,3030000,34,서울특별시 성동구 아차산로7길 7 (성수동2가),,03,폐업,,,02-456-1230
서화당한약국,2011-05-20,202326.503044305,450625.58422744,2026-05-06 22:30:19,I,2011-03-09,03,폐업,2011-05-20 15:27:54,,2011-03-09,133-070,서울특별시 성동구 행당동 347번지 대림목련상가 1층 110호,PHMD120113030033084000004,3030000,23,,,03,폐업,,,02-2298-5300
서화당한약국,2013-03-06,202326.503044305,450625.58422744,2026-05-06 22:30:19,I,2011-05-23,03,폐업,2013-03-07 08:57:47,,2011-05-23,133-070,서울특별시 성동구 행당동 347번지 대림목련상가 1층 110호,PHMD120113030033084000006,3030000,21,서울특별시 성동구 행당로 75 (행당동),,03,폐업,,,02-2298-5300
자연은한약국,2014-04-24,202241.186070997,449633.897712215,2026-05-06 22:30:19,I,2011-06-22,03,폐업,2014-04-24 17:10:41,,2011-06-22,133-801,서울특별시 성동구 금호동1가 1801번지 2호,PHMD120113030033084000008,3030000,80,서울특별시 성동구 금호로 62-1 (금호동1가),,03,폐업,,,
한진약국,2013-07-31,202511.142930696,450401.303715561,2026-05-06 22:30:19,I,2011-07-26,03,폐업,2013-07-31 14:04:36,,2011-07-26,133-777,서울특별시 성동구 행당2동 346번지 한진종합상가 309-1,PHMD120113030033084000009,3030000,9,서울특별시 성동구 행당로 82 (행당동),,03,폐업,,,
진로약국,2012-04-02,204799.750078838,448317.872400495,2026-05-06 22:30:19,I,2011-09-01,03,폐업,2012-04-02 12:33:02,,2011-09-01,133-828,서울특별시 성동구 성수2가1동 561번지 1호,PHMD120113030033084000010,3030000,23,서울특별시 성동구 성덕정길 106 (성수동2가),,03,폐업,,,02-469-0401
