건축물동수,건축물연면적,사업장명,탈의실면적,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지도자수,휴게실면적,지번주소,회원모집총인원,관리번호,사무실면적,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,정우남녀헬스클럽,,2008-04-30,,,,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2008-04-30 10:15:43,,1995-09-06,,132-854,,,서울특별시 도봉구 방학동 728-5,,CDFH3301061995000003,,3090000,사립,,,03,폐업,,,
0,0,월드남녀헬스타운,,2013-09-13,,203249.014532139,459562.387889858,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2023-10-06 14:51:57,,1995-11-16,,132-959,,,서울특별시 도봉구 창동 578-158 (4층),,CDFH3301061995000004,,3090000,사립,"서울특별시 도봉구 덕릉로 227 (창동,(4층))",,03,폐업,,,
,,영진남녀체육관,,2007-03-22,,203695.536966137,462696.159291875,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2007-04-24 17:52:35,,1996-01-24,,132-853,,,서울특별시 도봉구 방학동 704-49 3층,,CDFH3301061996000002,,3090000,사립,"서울특별시 도봉구 도봉로 697  (방학동,3층)",,03,폐업,,,
0,0,유니버셜휘트니스크럽,,2012-02-28,,203343.625934341,461518.674931852,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2023-10-06 14:56:07,,1996-03-20,,132-893,,,서울특별시 도봉구 쌍문동 656 4층,,CDFH3301061996000003,,3090000,사립,"서울특별시 도봉구 도봉로 571 (쌍문동,4층)",,03,폐업,,,
,,글로리아 휘트니스,,2013-09-10,,203220.921406024,459746.924430501,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2023-10-06 14:56:41,,1996-05-14,94.95,132-918,,,서울특별시 도봉구 창동 581-28 303호,,CDFH3301061996000005,,3090000,사립,"서울특별시 도봉구 덕릉로57길 30 (창동,303호)",,03,폐업,,,
0,0,B&B헬스타운,,2013-01-14,,202931.020021775,460658.535386173,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2013-01-14 12:10:57,,1997-04-02,,132-866,0,,서울특별시 도봉구 쌍문동 88-145 3층,,CDFH3301061997000001,,3090000,사립,"서울특별시 도봉구 도봉로 475  (쌍문동,3층)",,03,폐업,,,
,,우정헬스,,2006-10-11,,204016.700704991,463407.624570388,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2006-10-30 13:56:22,,1997-04-24,,132-821,,,서울특별시 도봉구 도봉동 624-85 3층,,CDFH3301061997000002,,3090000,사립,"서울특별시 도봉구 마들로 703  (도봉동,3층)",,03,폐업,,,
,,파워라인헬스,,2006-10-11,,203740.571705436,463009.86255605,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2006-11-23 10:10:39,,1997-05-29,,132-846,,,서울특별시 도봉구 방학동 653-1,,CDFH3301061997000003,,3090000,사립,서울특별시 도봉구 도봉로 727-1  (방학동),,03,폐업,,,
0,,미스.미스터헬스,,2018-07-23,,203178.306638511,461715.702573753,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2019-12-11 15:59:06,,1997-07-21,172.1,132-031,,,서울특별시 도봉구 쌍문동 45-6 쌍문프라자 403호,,CDFH3301061997000004,,3090000,사립,서울특별시 도봉구 해등로 180 (쌍문동),,03,폐업,,,
,,스마일헬스,,2004-06-09,,204292.478413536,463953.594076242,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2006-11-22 13:22:35,,1998-05-22,,132-822,,,서울특별시 도봉구 도봉동 629-30,,CDFH3301061998000001,,3090000,사립,서울특별시 도봉구 마들로 764  (도봉동),,03,폐업,,,
0,0,명성핼스,,2018-08-08,,203057.119559323,461813.462548805,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2018-08-08 10:04:18,,1999-07-05,,132-858,0,,서울특별시 도봉구 쌍문동 20-4 외2필지,,CDFH3301061999000001,,3090000,사립,"서울특별시 도봉구 도당로 6  (쌍문동,외2필지)",,03,폐업,,,
,,굿모닝헬스,,2007-07-06,,202422.313606872,461665.385672458,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2007-07-10 11:00:50,,1999-10-18,,132-873,,,"서울특별시 도봉구 쌍문동 256-0 신원상가 220, 221호",,CDFH3301061999000003,,3090000,사립,"서울특별시 도봉구 해등로 255  (쌍문동,신원상가 220, 221호)",,03,폐업,,,
0,0,포코-벤 헬스,,2012-02-28,,203043.71061018,460737.456544857,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2023-10-06 15:04:19,,1999-12-04,,132-924,,,서울특별시 도봉구 창동 659-3 대명빌딩 6층,,CDFH3301061999000004,,3090000,사립,"서울특별시 도봉구 도봉로 488 (창동,대명빌딩 6층)",,03,폐업,,,
,,도봉제일헬스랜드,,2003-12-31,,203936.433122911,464448.684446374,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2006-10-30 15:16:17,,2000-05-30,,132-814,,,서울특별시 도봉구 도봉동 563-0 지하1층,,CDFH3301062000000001,,3090000,사립,"서울특별시 도봉구 도봉로 873  (도봉동,지하1층)",,03,폐업,,,
,,뉴스타헬스,,2019-06-13,,202625.589439164,460395.256601978,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2019-06-13 16:54:51,,2001-06-05,,132-884,,,서울특별시 도봉구 쌍문동 388-33 한양(아)상가 3층,,CDFH3301062001000001,,3090000,사립,,,03,폐업,,,
0,0,헬스아카데미,,2020-04-20,,202801.249503695,462239.217329029,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2020-04-20 20:44:35,,2001-07-13,,132-848,0,,서울특별시 도봉구 방학동 668-5 3층,,CDFH3301062001000002,,3090000,사립,"서울특별시 도봉구 방학로 176  (방학동,3층)",,03,폐업,,,
0,0,Noni-Fitness club,,2012-12-12,,204365.037901995,461125.753926996,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2012-12-12 14:21:00,,2001-08-14,,132-898,,,서울특별시 도봉구 창동 9-1,,CDFH3301062001000003,,3090000,사립,서울특별시 도봉구 노해로 379  (창동),,03,폐업,,,
,,영헬스,,2006-03-31,,203433.432148276,462460.466125241,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2008-11-18 11:20:34,,2002-11-22,,132-850,1,,서울특별시 도봉구 방학동 687-46,,CDFH3301062002000002,165,3090000,사립,서울특별시 도봉구 도봉로145길 51  (방학동),,03,폐업,,,
1,,헬스장,36,2003-04-08,,203771.476503128,462748.912540831,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2003-04-11 14:44:41,,2003-02-28,,132-854,1,,서울특별시 도봉구 방학동 705-20 2층,,CDFH3301062003000001,119,3090000,사립,"서울특별시 도봉구 도봉로 704  (방학동,2층)",,03,폐업,,,
,973,헬스클럽,,2004-10-27,,203771.476503128,462748.912540831,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2006-10-30 15:28:39,,2003-04-26,,132-854,1,,서울특별시 도봉구 방학동 705-20 2층,,CDFH3301062003000005,,3090000,사립,"서울특별시 도봉구 도봉로 704  (방학동,2층)",,03,폐업,,,033-494-5015
,,서원헬스(육체미),,2020-02-13,,203964.829171358,464625.423162623,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2020-02-14 08:34:43,,2003-02-19,,132-813,,,서울특별시 도봉구 도봉동 561-11,,CDFH3301062003000007,15,3090000,사립,서울특별시 도봉구 도봉로 891  (도봉동),,03,폐업,,,
,,휘트니스W 창동점,,2018-02-23,,203207.625254256,460455.837628654,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2018-02-23 16:35:06,,2004-05-04,340.4,,,,서울특별시 도봉구 창동 651-36 청마빌딩,,CDFH3301062004000001,,3090000,사립,"서울특별시 도봉구 도봉로110길 65, 청마빌딩 (창동)",01455,03,폐업,,,
,2054,창동스포츠클럽,,2006-10-30,,203794.927270997,460699.794608499,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2006-10-30 13:42:06,,2004-08-13,,132-910,1,,서울특별시 도봉구 창동 347-4 주공3단지 상가내 지하1,,CDFH3301062004000002,,3090000,사립,"서울특별시 도봉구 해등로 48  (창동,주공3단지 상가내 지하1)",,03,폐업,,,
,753,썬헬스,,2007-07-18,,203254.18169642,462030.276017816,체력단련장업,2026-04-25 22:30:13,I,03,폐업,0,2007-07-23 18:01:19,,2004-08-25,,132-858,1,,서울특별시 도봉구 쌍문동 8-10 광명빌딩 2층,,CDFH3301062004000004,,3090000,사립,"서울특별시 도봉구 도봉로139길 74  (쌍문동,광명빌딩 2층)",,03,폐업,,,
,,비타민플러스휘트니스,,2024-10-25,,203298.921675219,462685.000111723,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2024-10-29 09:27:45,,2006-06-19,103.22,,,,서울특별시 도봉구 방학동 660-50 덕산빌딩,,CDFH3301062006000002,,3090000,사립,"서울특별시 도봉구 도당로 105, 덕산빌딩 3층 (방학동)",01354,03,폐업,,,
,,커브스 창동 클럽,0,2013-08-16,,203589.20561861,461471.47227102,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2023-10-06 15:02:10,,2009-07-06,,132-907,,0,서울특별시 도봉구 창동 296-1 타임프라자 B 205호,,CDFH3301062009000001,0,3090000,사립,"서울특별시 도봉구 해등로16길 26, 205호 (창동,타임프라자 B)",,03,폐업,,,
,,J&H휘트니스,0,2015-03-26,,203250.402085598,461352.337153617,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2015-03-26 14:10:19,,2010-04-15,,132-032,1,0,서울특별시 도봉구 쌍문동 694 5층,250,CDFH3301062010000001,0,3090000,사립,"서울특별시 도봉구 도봉로 551  (쌍문동,5층)",,03,폐업,,,
,,스포119 방학역점,0,2025-01-31,,203922.041712071,462985.339920532,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2025-02-03 09:06:56,,2012-01-06,585.65,132-854,2,0,서울특별시 도봉구 방학동 719-3 렉시온프라자 5층,,CDFH3301062012000001,0,3090000,사립,"서울특별시 도봉구 도봉로152길 26, 5층 (방학동, 렉시온프라자)",01332,03,폐업,,,
,,방학헬스,0,2020-08-07,,202998.187971226,462850.681107743,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2020-08-07 13:40:28,,2014-04-02,144,132-840,,0,서울특별시 도봉구 방학동 621,,CDFH3301062014000002,0,3090000,사립,"서울특별시 도봉구 시루봉로 222, 4층 (방학동)",01347,03,폐업,,,
,,"TOP GYM(무에타이,주짓수)",0,2024-07-09,,203257.093178837,459584.582698404,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2024-07-10 13:58:55,,2015-06-30,164.3,132-959,1,0,서울특별시 도봉구 창동 578-126,,CDFH3301062015000002,0,3090000,사립,서울특별시 도봉구 덕릉로 229 (창동),01471,03,폐업,,,
,,대우스포츠센터,0,2016-11-07,,203242.968498731,460001.081136921,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2016-11-08 08:55:27,,2015-09-08,1452.38,,1,0,,,CDFH3301062015000004,0,3090000,사립,"서울특별시 도봉구 덕릉로63가길 61 (창동, 창동대우아파트)",01465,03,폐업,,,
,1157,크로스핏YG현무,0,2018-05-14,,203535.830883056,461558.996025522,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2018-05-14 14:04:09,,2016-04-21,214.5,,1,0,서울특별시 도봉구 창동 731-34,,CDFH3301062016000003,0,3090000,사립,"서울특별시 도봉구 해등로16길 7, 지층층 (창동)",01401,03,폐업,,,02-990-7118
,,도봉스카이돔 헬스장,0,2021-10-20,,204041.829960482,464487.617817484,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2022-11-29 09:20:46,,2016-06-28,131.62,,1,0,서울특별시 도봉구 도봉동 62-4,,CDFH3301062016000005,0,3090000,사립,"서울특별시 도봉구 도봉로180길 6, 2층 (도봉동)",01320,03,폐업,,,
,,핏걸(Fit girl),0,2018-10-18,,203322.672037161,461775.502351376,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2018-10-29 14:23:27,,2016-10-31,,,1,0,서울특별시 도봉구 쌍문동 38-7,,CDFH3301062016000007,0,3090000,사립,서울특별시 도봉구 방학로3길 114 (쌍문동),01394,03,폐업,,,
,491,펀앤펀PT전문스튜디오,0,2021-05-20,,203768.413781853,463836.596762748,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2021-05-24 09:04:43,,2018-07-05,127.8,,1,0,서울특별시 도봉구 도봉동 597-48,,CDFH3301062018000004,0,3090000,사립,"서울특별시 도봉구 도봉로169나길 62, 2층 (도봉동)",01307,03,폐업,,,
,,바디플래너짐,0,2018-10-18,,204083.769271308,462849.020752258,체력단련장업,2026-04-25 22:30:13,I,03,폐업,,2018-10-19 10:15:18,,2018-07-31,330,,2,0,서울특별시 도봉구 방학동 720-33 도봉월드상가,,CDFH3301062018000005,0,3090000,사립,"서울특별시 도봉구 마들로 650, 도봉월드상가 지하1층 (방학동)",01331,03,폐업,,,
1,1101,커브스 암사클럽,5,2022-06-08,,211241.824259656,449823.926526829,체력단련장업,2026-04-25 22:31:44,I,03,폐업,,2022-06-08 17:10:02,,2010-06-22,137,,1,6,서울특별시 강동구 암사동 501-24 3층,300,CDFH3301062010000004,6,3240000,사립,"서울특별시 강동구 올림픽로 780 (암사동, 예지빌딩)",05264,03,폐업,,,
1,108316,오케이토탈휘트니스(헬스),120,2016-08-30,,210970.75707265,448713.31669728,체력단련장업,2026-04-25 22:31:44,I,03,폐업,,2016-08-30 10:56:31,,2010-07-26,649.1,134-874,2,30,"서울특별시 강동구 천호동 425-5 대우베내시티 상가 2층 201-1,2,3호",50,CDFH3301062010000006,60,3240000,사립,"서울특별시 강동구 올림픽로 664  (천호동,대우베내시티 상가 2층 201-1,2,3호)",,03,폐업,,,
1,2032,Power헬스,30,2016-12-14,,211808.976265118,447454.571282021,체력단련장업,2026-04-25 22:31:44,I,03,폐업,,2016-12-14 13:12:43,,2010-09-29,262.5,134-845,1,0,서울특별시 강동구 성내동 417-2 지하1층,20,CDFH3301062010000007,6,3240000,사립,"서울특별시 강동구 풍성로 204  (성내동,지하1층)",,03,폐업,,,
1,,스포클레스,109,2017-12-21,,211176.084703491,448449.888935391,체력단련장업,2026-04-25 22:31:44,I,03,폐업,,2017-12-21 09:18:17,,2011-01-13,587.61,,2,26,서울특별시 강동구 천호동 453-19 나비쇼핑몰14층,,CDFH3301062011000001,23,3240000,사립,"서울특별시 강동구 천호대로157길 14 (천호동, 나비빌딩)",05335,03,폐업,,,
,772,바디바디(BODY BODY),0,2013-04-11,,212511.866797347,449906.682814738,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2013-04-11 13:03:54,,2011-04-20,157.21,134-071,1,0,서울특별시 강동구 명일동 312-150 2층층,40,CDFH3301062011000004,0,3240000,사립,"서울특별시 강동구 양재대로141길 28  (명일동,2층층)",,03,폐업,,,
,27099,케어 하우스,62,2018-11-08,,212081.019857419,448209.124823551,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2018-11-08 13:54:04,,2011-05-17,431.6,,2,0,"서울특별시 강동구 길동 414-10 209,217,219,220호",80,CDFH3301062011000006,0,3240000,사립,"서울특별시 강동구 진황도로 99 (길동, 강동한신휴플러스주상복합)",05353,03,폐업,,,
,,킹콩헬스,0,2018-09-04,,212806.738090005,448390.706560771,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2018-09-04 14:13:15,,2011-09-16,,,,0,서울특별시 강동구 길동 126 2층,,CDFH3301062011000009,0,3240000,사립,서울특별시 강동구 양재대로116길 95 (길동),05344,03,폐업,,,02-487-0293
,,강동 스포월드,0,2025-02-20,,212616.960060132,448087.909554317,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2025-02-20 15:01:59,,2011-10-06,576.69,,1,0,서울특별시 강동구 길동 228-1 (3층),500,CDFH3301062011000010,0,3240000,사립,서울특별시 강동구 천호대로 1193 (길동),05350,03,폐업,,,02-488-8965
,,SWYM,0,2017-12-29,,210915.094351366,447402.236573162,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2017-12-29 15:01:51,,2011-10-10,112.23,,1,0,서울특별시 강동구 성내동 550-9 2층,50,CDFH3301062011000011,0,3240000,사립,서울특별시 강동구 성내로8길 9-15 (성내동),05399,03,폐업,,,02-485-8225
,,커브스 강일클럽,0,2018-11-29,,215231.341426541,451507.371460994,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2018-11-29 09:04:50,,2011-11-24,135.69,134-100,1,0,서울특별시 강동구 강일동 676 강일프라자702호,,CDFH3301062011000012,0,3240000,사립,"서울특별시 강동구 아리수로93길 33-9 (강일동, 강일프라자702호)",05211,03,폐업,,,02-441-7330
,31342,타워토탈 휘트니스,0,2023-01-30,,213607.080568254,450119.168256979,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2023-01-30 10:34:27,,2011-12-09,445.46,134-825,,0,"서울특별시 강동구 명일동 47-12 명일씨티코아B1,53호",,CDFH3301062011000013,0,3240000,사립,"서울특별시 강동구 동남로73길 26 (명일동, 명일씨티코아B1, 53호)",05269,03,폐업,,,02-442-2130
,,Mentor  Gym,0,2015-11-20,,211130.085852954,449615.445976744,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2015-11-20 17:47:42,,2012-08-20,515.34,134-877,2,0,서울특별시 강동구 암사동 513-35 우진빌딩 지하1층,,CDFH3301062012000004,0,3240000,사립,"서울특별시 강동구 올림픽로 753, 우진빌딩 지하1층 (암사동)",05242,03,폐업,,,070-7013-5405
,,월드 헬스 휘트니스,0,2015-05-18,,213115.129485478,448395.566574387,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2015-05-20 14:32:39,,2012-10-05,469.01,134-881,1,0,서울특별시 강동구 길동 474 GS강동자이아파트 상가동 지하101호,,CDFH3301062012000006,0,3240000,사립,"서울특별시 강동구 천호대로199길 474, 상가동 지하층 101호 (길동, GS강동자이아파트)",,03,폐업,,,02-476-6933
,,M PT GYM,0,2025-12-04,,212677.7961208,449179.875924419,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2025-12-04 13:38:05,,2013-11-29,,134-830,1,0,서울특별시 강동구 명일동 351-13 지하,,CDFH3301062013000006,0,3240000,사립,서울특별시 강동구 양재대로128길 25 (명일동),05296,03,폐업,,,02-6229-0071
,,세종텔레콤 피트니스 센터,0,2022-11-01,,215314.746342111,449845.751989409,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2022-11-01 10:56:48,,2013-12-02,,,1,0,서울특별시 강동구 상일동 373-1,,CDFH3301062013000007,0,3240000,사립,"서울특별시 강동구 상일로10길 36 (상일동, 세종텔레콤지식산업센터)",05288,03,폐업,,,34154928
,2844,(직) 그라스톤 클리닉,0,2020-09-23,,211775.882753999,446940.608800863,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2020-09-23 15:01:57,,2014-01-02,66,,2,0,서울특별시 강동구 성내동 439-5,,CDFH3301062014000001,0,3240000,사립,"서울특별시 강동구 양재대로85길 14 (성내동, 태천빌딩)",05405,03,폐업,,,
1,1678,Rio GYM,0,2019-04-01,,212312.845291987,447902.449643856,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2019-04-01 12:44:58,,2014-08-04,,134-822,1,0,서울특별시 강동구 둔촌동 425-1,,CDFH3301062014000004,0,3240000,사립,"서울특별시 강동구 천호대로 1158, 3층 (둔촌동)",05362,03,폐업,,,
1,4801,노블레스휘트니스,0,2015-04-14,,212714.696142279,448035.586198761,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2015-04-14 17:52:41,,2015-01-09,145,134-817,1,0,서울특별시 강동구 둔촌동,,CDFH3301062015000001,0,3240000,사립,"서울특별시 강동구 천호대로 1200, 402-1호 (둔촌동, 한보타운)",,03,폐업,,,
1,5303,턴업휘트니스,0,2023-06-27,,215333.558347275,451454.560635751,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2023-06-27 10:36:32,,2015-02-23,84.33,134-100,1,0,서울특별시 강동구 강일동 675-4,,CDFH3301062015000002,2,3240000,사립,"서울특별시 강동구 아리수로93길 9, 5층 503호 (강일동, 골드프라자)",05211,03,폐업,,,
,1322,유향숙gym,0,2018-09-18,,211799.887700058,449422.305432688,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2018-09-18 09:06:19,,2015-05-04,148.76,134-867,,0,서울특별시 강동구 천호동 293-16,,CDFH3301062015000004,0,3240000,사립,서울특별시 강동구 구천면로 305 (천호동),05320,03,폐업,,,02-6368-7207
,9066,파라곤스포츠과학센터,0,2018-01-29,,212084.038472021,448058.444155867,체력단련장업,2026-04-25 22:31:45,I,03,폐업,,2018-01-29 15:23:39,,2015-08-19,385.36,,2,0,서울특별시 강동구 길동 459-1,,CDFH3301062015000011,0,3240000,사립,"서울특별시 강동구 천호대로 1133, 11층 (길동)",05355,03,폐업,,,02-474-7407
,522,펑셔널스튜디오,0,2017-04-17,,212611.207141765,449958.992446251,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2017-04-17 15:55:26,,2015-10-26,118.11,,1,0,서울특별시 강동구 명일동 312-60,,CDFH3301062015000013,0,3240000,사립,"서울특별시 강동구 양재대로145길 7, 3층 (명일동)",05257,03,폐업,,,
,929,한나스헬스,0,2017-09-08,,211270.593776856,447637.51425188,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2017-09-11 13:26:47,,2016-03-24,320.38,,1,0,서울특별시 강동구 성내동 520-4,,CDFH3301062016000004,0,3240000,사립,"서울특별시 강동구 풍성로 148, 2,3층 (성내동, 한나빌딩)",05394,03,폐업,,,
,781,PEMS KOREA,0,2020-05-22,,211714.335222025,446825.419837275,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2020-05-22 15:41:12,,2017-06-19,214,,,0,서울특별시 강동구 성내동 440-11,,CDFH3301062017000004,0,3240000,사립,서울특별시 강동구 양재대로83길 18 (성내동),05408,03,폐업,,,
,,SST,10,2018-11-07,,212440.285753723,448775.751543649,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2018-11-07 14:07:46,,2018-04-30,176.87,,,0,서울특별시 강동구 길동 347-14,,CDFH3301062018000001,0,3240000,사립,"서울특별시 강동구 양재대로 1518, 4층 (길동)",05303,03,폐업,,,
,,이노베이션,0,2023-02-15,,212081.019857419,448209.124823551,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2023-02-15 18:05:32,,2018-11-14,431.6,,2,0,서울특별시 강동구 길동 414-10 강동한신휴플러스주상복합,,CDFH3301062018000005,0,3240000,사립,"서울특별시 강동구 진황도로 99, 2층 (길동, 강동한신휴플러스주상복합)",05353,03,폐업,,,
,,(주) 어센트 스포츠,0,2023-02-03,,211372.302842113,450500.771947612,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2023-02-03 15:08:38,,2020-07-08,,,,0,서울특별시 강동구 암사동 190-23 에이든1215,,CDFH3301062020000006,0,3240000,사립,"서울특별시 강동구 올림픽로 847, 에이든1215 -1층 (암사동)",05239,03,폐업,,,02-426-9729
,4073,바디퓨처 PT GYM,0,2022-12-23,,214299.644266879,450637.954760292,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2022-12-23 16:43:32,,2020-12-22,18626.13,,,0,서울특별시 강동구 고덕동 693 고덕그라시움(제1상가),,CDFH3301062020000015,0,3240000,사립,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 2층 (고덕동)",05224,03,폐업,,,
,1657,놀힘,0,2023-07-28,,211581.336500867,446926.627141526,체력단련장업,2026-04-25 22:31:46,I,03,폐업,,2023-07-28 09:33:11,,2021-03-08,1547.47,,1,0,서울특별시 강동구 성내동 444-3 협성빌딩,,CDFH3301062021000004,0,3240000,사립,"서울특별시 강동구 강동대로53길 35, 협성빌딩 2층 (성내동)",05407,03,폐업,,,
