영업소면적,사업장명,사업장구분명,업태구분명,폐업일자,위탁업체명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,실험실면적,실험실반,실험실번지,실험실산,실험실지역코드,실험실도로명주소건물본번호,실험실도로명주소건물부번호,실험실도로명주소건물층구분,실험실도로명주소코드,실험실도로명주소읍면동코드,실험실도로명주소읍면동구분,실험실도로명주소시군구코드,실험실도로명주소우편번호,실험실도로명특수주소,실험실특수주소,실험실특수주소동,실험실특수주소호,실험실통,실험실호,실험실우편번호,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,케이씨브이씨에스(주),환경전문공사업,,2026-01-26,,190144.143203955,452658.525902179,2026-04-25 22:30:34,I,2,폐업,,,,,,,,,,,,,,,,,,,,,2026-01-26 11:44:25,2021-03-17,,서울특별시 마포구 상암동 1647,313000067202100001,3130000,서울특별시 마포구 상암산로 34 (상암동),03909,,03,폐업,,,02-6049-5677
,에스케이에코엔지니어링 주식회사,환경전문공사업,,,,198176.159239663,452574.67151361,2026-04-25 03:03:03,U,BBBB,영업,,,,,,,,,,,,,,,,,,,,,2026-04-24 10:42:26,2021-11-23,,서울특별시 종로구 중학동 14 트윈 트리 빌딩,300000067202100003,3000000,"서울특별시 종로구 율곡로 6, 트윈 트리 빌딩 B동 (중학동)",,,01,영업/정상,,,02-3700-8509
,KC코트렐(주),환경전문공사업,,,,190144.143203955,452658.525902179,2026-04-25 22:30:34,I,BBBB,영업,,,1647,1,1144012700,34,,0,3113009,1144012700,1,11440,,(상암동),,,,,,,2025-01-14 18:05:18,1978-08-14,,서울특별시 마포구 상암동 1647,313000067197800002,3130000,"서울특별시 마포구 상암산로 34, 12층 (상암동)",03909,,01,영업/정상,,,02-320-6114
,신성공영(주),환경전문공사업,,,,192063.09469755,450271.962687109,2026-04-25 22:30:34,I,BBBB,영업,,,626,1,4121010200,15,,0,4361198,4121010200,1,41210,14223,"광명테크노타운 502-2,701호 (철산동)",광명테크노타운,,,,3,,2024-08-27 15:49:12,1998-08-21,,서울특별시 마포구 망원동 386-3,313000067199800001,3130000,서울특별시 마포구 월드컵로 61 (망원동),,,01,영업/정상,,,02-3143-4501
,(주)유진케임텍,환경전문공사업,,,(주)청명환경,189855.433985731,453614.583448105,2026-04-25 22:30:34,I,BBBB,영업,,,540,1,4127310100,76,,0,4373015,4127310100,1,41273,15361,리치프라자 201호 (고잔동),리치프라자,,201,,9,,2024-02-07 09:42:25,2005-03-04,,서울특별시 마포구 상암동 1580 DMC첨단산업센터 C동 323호,313000067200500001,3130000,"서울특별시 마포구 성암로 330, DMC첨단산업센터 C동 323호 (상암동)",03920,,01,영업/정상,,,02-336-5200
,(주)우주원,환경전문공사업,,,,195703.425296812,449330.800717721,2026-04-25 22:30:34,I,5,제외사항,,,701,1,2820011100,34,,0,3153052,2820011100,1,28200,,"(고잔동,124B-4L)",124B-4L,,,,19,,2018-03-27 11:38:05,2005-10-31,,서울특별시 마포구 공덕동 404 풍림오피스텔 827호,313000067200500002,3130000,"서울특별시 마포구 마포대로 127 (공덕동,풍림오피스텔 827호)",,,05,제외/삭제/전출,,,02-719-6214
,(주)네오퍼플,환경전문공사업,,,,189855.433985731,453614.583448105,2026-04-25 22:30:34,I,5,제외사항,,,,,,,,,,,,,,,,,,,,,2010-12-03 14:34:20,2010-05-31,,서울특별시 마포구 상암동 1580 DMC 첨단산업센터 811호,313000067201000001,3130000,"서울특별시 마포구 성암로 330  (상암동,DMC 첨단산업센터 811호)",,,05,제외/삭제/전출,,,02-782-1463
,(주)에스비지피,환경전문공사업,,,(주)에코리프로덕션서비스,195006.767292504,448533.382459215,2026-04-25 22:30:34,I,5,제외사항,,,420,1,4137010200,57,,0,4394061,4137010200,1,41370,,(부산동),,,,,1,,2014-04-29 14:00:40,2013-05-27,,서울특별시 마포구 마포동 34-1 신화빌딩 605호,313000067201300001,3130000,"서울특별시 마포구 마포대로 19, 605호 (마포동,신화빌딩)",,,05,제외/삭제/전출,,,02-3275-2778
208,(주)엔바이오컨스,환경전문공사업,,,그린파이너스,190909.280217808,452720.136638715,2026-04-25 22:30:34,I,5,제외사항,,,,,,,,,,,,,,,,,,,,,2018-07-17 16:23:02,2015-12-11,,서울특별시 마포구 상암동 1622 6층,313000067201500001,3130000,"서울특별시 마포구 성암로 189, 6층 (상암동, 중소기업 DMC 타워)",03929,,05,제외/삭제/전출,,,02-3153-9800
208,(주)엔바이오컨스,환경전문공사업,,,,190909.280217808,452720.136638715,2026-04-25 22:30:34,I,5,제외사항,,,,,,,,,,,,,,,,,,,,,2016-12-19 16:34:03,2015-12-14,,서울특별시 마포구 상암동 1622 6층,313000067201500002,3130000,"서울특별시 마포구 성암로 189, 6층 (상암동, 중소기업 DMC 타워)",03929,,05,제외/삭제/전출,,,02-3153-9800
,주식회사 세아네트웍스,환경전문공사업,,,,192311.642580307,449855.643910445,2026-04-25 22:30:35,I,BBBB,영업,,,,,,,,,,,,,,,,,,,,,2025-11-03 10:18:38,2023-02-07,,서울특별시 마포구 서교동 490 세아타워 3층,313000067202300001,3130000,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",04036,,01,영업/정상,,,02-6970-1500
,(주)아시아소음진동연구소,환경전문공사업,,,,195766.588069694,449083.306922623,2026-04-25 22:30:34,I,2,폐업,,,456,1,1144010200,14,,0,3101016,1144010200,1,11440,,"(공덕동,르네상스타워 2111호)",르네상스타워 2111호,,,,,121020,2014-11-11 11:02:20,2006-07-27,,서울특별시 마포구 공덕동 456 르네상스타워 2111호,313000067200600001,3130000,"서울특별시 마포구 만리재로 14 (공덕동,르네상스타워 2111호)",,,03,폐업,,,02-719-7452
,주)한빛플랜트,환경전문공사업,,,,196119.942703319,449584.45508063,2026-04-25 22:30:34,I,2,폐업,,,,,,,,,,,,,,,,,,,,,2019-02-13 17:15:59,2016-04-07,,,313000067201600001,3130000,서울특별시 마포구 마포대로14길 19-1 (공덕동),04207,,03,폐업,,,
,주)한빛플랜트,환경전문공사업,,,,196119.942703319,449584.45508063,2026-04-25 22:30:34,I,2,폐업,,,,,,,,,,,,,,,,,,,,,2019-02-13 17:16:19,2016-04-07,,,313000067201600002,3130000,서울특별시 마포구 마포대로14길 19-1 (공덕동),04207,,03,폐업,,,
