사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
성지동물병원,,207683.608993998,453071.827543665,2026-04-25 22:32:14,I,0000,정상,2021-07-30 10:20:06,,2001-05-31,0,,서울특별시 중랑구 면목동 634-5,306000001020010004,3060000,000,서울특별시 중랑구 면목로 311 (면목동),02238,,01,영업/정상,,,
금란동물병원,,208814.147876688,455130.344037856,2026-04-25 22:32:14,I,0000,정상,2024-09-04 13:00:33,,2002-12-03,0,,서울특별시 중랑구 망우동 364-27 금란동물병원,306000001020020003,3060000,000,"서울특별시 중랑구 용마산로 532, 금란동물병원 (망우동)",02176,,01,영업/정상,,,
서울우유협동조합유우진료소,,206321.919332707,454381.762925507,2026-04-25 22:32:14,I,0000,정상,2026-02-03 14:03:28,,2003-05-28,0,,서울특별시 중랑구 상봉동 137-7,306000001020030002,3060000,L00,서울특별시 중랑구 중랑천로 71 (상봉동),,,01,영업/정상,,,02-2094-8344
주연동물병원,,207501.313934626,452781.027328961,2026-04-25 22:32:14,I,0000,정상,2015-07-23 15:33:50,,2006-01-04,0,,서울특별시 중랑구 면목동 353-25,306000001020060001,3060000,000,서울특별시 중랑구 면목로 273 (면목동),,,01,영업/정상,,,22079931
진서동물병원,,208400.763171651,455823.471989854,2026-04-25 22:32:14,I,0000,정상,2019-03-06 14:17:55,,2006-02-23,0,,서울특별시 중랑구 신내동 571-8,306000001020060002,3060000,000,서울특별시 중랑구 신내로10길 7 (신내동),02069,,01,영업/정상,,,
세진동물병원,,208613.331372822,455266.331938295,2026-04-25 22:32:14,I,0000,정상,2025-03-28 13:13:11,,2006-02-23,0,,서울특별시 중랑구 망우동 488-14,306000001020060003,3060000,000,서울특별시 중랑구 망우로 415(망우동),02073,,01,영업/정상,,,
숲속동물병원,,207928.911342193,454115.499601712,2026-04-25 22:32:14,I,0000,정상,2021-07-30 10:30:32,,2006-08-01,28.61,,서울특별시 중랑구 면목동 103-4 1층,306000001020060006,3060000,000,"서울특별시 중랑구 겸재로 207, 1층 (면목동)",02162,,01,영업/정상,,,
면목동물병원,,207429.833336087,453216.12116107,2026-04-25 22:32:14,I,0000,정상,2018-10-30 07:35:06,,2009-04-08,83,,서울특별시 중랑구 면목동 606-6,306000001020090001,3060000,000,서울특별시 중랑구 사가정로 363 (면목동),02227,,01,영업/정상,,,
하니동물병원,,207990.479257211,457183.637796144,2026-04-25 22:32:14,I,0000,정상,2018-10-12 11:04:29,,2010-03-26,0,,서울특별시 중랑구 신내동 648 디아뜨갤러리,306000001020100001,3060000,000,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)",02024,,01,영업/정상,,,02-3422-0977
한국동물메디컬센터(KAMC),,207517.256308479,453990.823070309,2026-04-25 22:32:14,I,0000,정상,2021-06-01 21:31:38,,2010-10-27,128.48,,"서울특별시 중랑구 면목동 119-10 1,2층",306000001020100002,3060000,L00,"서울특별시 중랑구 겸재로 165, 1,2층 (면목동)",02145,,01,영업/정상,,,22086788
닥터 아이펫 동물병원,,207655.291092379,454993.657588592,2026-04-25 22:32:14,I,0000,정상,2021-06-01 18:12:36,,2013-11-19,0,,서울특별시 중랑구 상봉동 99-10,306000001020130001,3060000,000,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",02098,,01,영업/정상,,,22080329
행복이 있는 동물병원,,208614.435553033,456169.871765864,2026-04-25 22:32:14,I,0000,정상,2014-12-03 13:57:34,,2014-12-03,,,서울특별시 중랑구 신내동 405-5,306000001020140002,3060000,000,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",02067,,01,영업/정상,,,02-433-3387
보담동물병원,,208533.165197782,454186.696918605,2026-04-25 22:32:14,I,0000,정상,2016-04-21 17:47:43,,2016-04-21,,,서울특별시 중랑구 면목동 17-31,306000001020160001,3060000,000,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",02189,,01,영업/정상,,,02-494-7775
로얄동물암치료센터,,207017.81527047,453914.639780644,2026-04-25 22:32:15,I,0000,정상,2023-04-07 17:51:03,,2017-05-18,413.84,,서울특별시 중랑구 면목동 146-75,306000001020170001,3060000,000,"서울특별시 중랑구 동일로 640, 지하 2층 (면목동)",02140,,01,영업/정상,,,02-6215-3416
아이봄 동물병원,,208374.549467469,455862.278991004,2026-04-25 22:32:15,I,0000,정상,2019-09-06 15:08:38,,2019-09-06,,,서울특별시 중랑구 신내동 563-2,306000001020190002,3060000,000,서울특별시 중랑구 신내로 66 (신내동),02069,,01,영업/정상,,,02-433-7515
레미 동물병원,,206949.692364552,453453.28377601,2026-04-25 22:32:15,I,0000,정상,2020-06-10 18:05:22,,2020-06-10,0,,서울특별시 중랑구 면목동 172-93,306000001020200001,3060000,000,"서울특별시 중랑구 동일로 593, 2층 (면목동)",02232,,01,영업/정상,,,02-470-4707
치료해 주오,,206712.645739265,456738.441211434,2026-04-25 22:32:15,I,0000,정상,2025-06-04 16:54:44,,2020-11-09,0,,서울특별시 중랑구 묵동 238-8 하태윤산부인과,306000001020200002,3060000,L00,"서울특별시 중랑구 동일로 925, 3층 (묵동)",02005,,01,영업/정상,,,02-949-7577
닥터멍동물병원,,208243.910432602,453913.946459696,2026-04-25 22:32:15,I,0000,정상,2024-01-08 13:43:20,,2021-04-27,146,,서울특별시 중랑구 면목동 71-41,306000001020210002,3060000,000,"서울특별시 중랑구 상봉로 17, 1층 (면목동)",02202,,01,영업/정상,,,02-439-7582
로얄동물메디컬센터 본원,,207017.81527047,453914.639780644,2026-04-25 22:32:15,I,0000,정상,2024-12-30 14:21:06,,2023-04-09,455.22,,서울특별시 중랑구 면목동 146-75,306000001020230001,3060000,000,"서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)",02140,,01,영업/정상,,,070-8660-0904
로얄동물외과수술센터,,207017.81527047,453914.639780644,2026-04-25 22:32:15,I,0000,정상,2025-11-14 16:06:06,,2023-07-21,602.02,,서울특별시 중랑구 면목동 146-75,306000001020230002,3060000,000,"서울특별시 중랑구 동일로 640, 지하1, 지상4층 (면목동)",02140,,01,영업/정상,,,070-8660-0936
혜원동물병원,,207729.175659582,453342.232542102,2026-04-25 22:32:15,I,0000,정상,2023-11-06 10:56:44,,2023-11-06,60,,서울특별시 중랑구 면목동 497-7,306000001020230003,3060000,000,"서울특별시 중랑구 면목로 341, 1층 (면목동)",02228,,01,영업/정상,,,02-439-8300
중랑차동물병원,,206345.47354923,454460.821850917,2026-04-25 22:32:15,I,0000,정상,2024-01-02 10:23:33,,2024-01-02,42.9,,서울특별시 중랑구 상봉동 137-16,306000001020240001,3060000,000,"서울특별시 중랑구 중랑천로 81, 101호 (상봉동)",02118,,01,영업/정상,,,02-433-0787
산들동물병원,,208947.072330515,456501.735079654,2026-04-25 22:32:15,I,0000,정상,2024-04-05 16:50:17,,2024-04-05,84.4,,서울특별시 중랑구 망우동 584 신내역 프라디움 더 테라스,306000001020240002,3060000,000,"서울특별시 중랑구 용마산로 670, C동 129,130호 (망우동, 신내역 프라디움 더 테라스)",02057,,01,영업/정상,,,02-435-7582
모루 동물의료센터,,208199.991565216,455149.744971697,2026-04-25 22:32:15,I,0000,정상,2025-03-20 17:09:34,,2025-03-20,75,,서울특별시 중랑구 상봉동 74-43,306000001020250001,3060000,000,"서울특별시 중랑구 망우로 373, 1층 (상봉동)",02086,,01,영업/정상,,,02-2038-7533
쉼터동물병원,,169646.050126393,457341.243800072,2026-04-25 22:32:15,I,0000,정상,2026-04-13 16:43:32,,2026-04-13,200,,인천광역시 서구 마전동 36-4,356000001020260002,3560000,000,인천광역시 서구 가현산로23번길 36 (마전동),22603,,01,영업/정상,,,
24시분당리더스동물의료원,,209533.890682103,426450.173468859,2026-04-25 03:03:03,U,0000,정상,2026-04-24 08:03:37,,2019-05-17,555,,"경기도 성남시 분당구 구미동 157 계영빌딩 202, 203호",378000001020190003,3780000,000,"경기도 성남시 분당구 성남대로 45, 계영빌딩 202, 203호 (구미동)",13636,,01,영업/정상,,,031-711-8275
