사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
주식회사 지에스25신림역,,193764.761470624,442488.438980658,제7조의3제2항에따른경우,2026-04-25 22:31:01,I,2024-06-24,0,정상영업,2024-06-24 15:01:38,,2024-06-24,,서울특별시 관악구 신림동 1422-38 재상빌딩,2024320022505600031,3200000,"서울특별시 관악구 남부순환로 1617, 재상빌딩 1층 (신림동)",08754,01,영업/정상,,,
GS25 봉천한가온점,2011-05-13,195746.261537042,442477.508643011,2009년11월법개정전자료,2026-04-25 22:30:47,I,2008-10-07,2,폐업처리,2011-05-13 14:36:04,,2008-10-07,151-050,서울특별시 관악구 봉천동 41번지 538호,2008320013105600014,3200000,서울특별시 관악구 중앙길 38 (봉천동),,03,폐업,,,
한화리조트(주)서울대내111동매점,2010-09-02,196139.864969792,439023.167125842,2009년11월법개정전자료,2026-04-25 22:30:43,I,2006-08-21,2,폐업처리,2010-09-02 16:25:41,,2006-08-21,,서울특별시 관악구 신림동 산56번지 1호 서울대내 111,2006320008005600101,3200000,"서울특별시 관악구 관악로 1, 111동 (신림동,서울대내)",,03,폐업,,,02-729-5906
지에스(GS)25 신림법원단지점,2022-12-09,192869.21662782,441331.405499828,제7조의3제2항에따른경우,2026-04-25 22:30:57,I,2019-06-28,2,폐업처리,2022-12-09 17:54:45,,2019-06-28,,서울특별시 관악구 신림동 612번지 40호 유진빌딩,2019320022505600056,3200000,"서울특별시 관악구 법원단지길 48, 유진빌딩 1층 (신림동)",08852,03,폐업,,,
큐마트,2007-01-22,192043.798113934,442597.372259509,,2026-04-25 22:30:41,I,,2,폐업처리,2008-02-21 00:00:00,,2005-08-26,,서울특별시 관악구 신림동 534번지 11호,2005320008005600102,3200000,서울특별시 관악구 조원로17길 26 (신림동),,03,폐업,,,
서브웨이편의점,,196173.160812431,441916.938366391,2009년11월법개정전자료,2026-04-25 22:30:28,I,2002-05-16,5,지정취소,2020-09-15 17:18:03,2020-09-15,2002-05-16,151-050,서울특별시 관악구 봉천동 1693번지 38호 지하철공사 낙성대역 227-02,2002320008005600082,3200000,"서울특별시 관악구 남부순환로 1928 (봉천동, 지하철공사 낙성대역 227-02)",,04,취소/말소/만료/정지/중지,,,02-882-4448
미니스톱관악정옥점,2014-04-09,195521.566309148,442015.719738593,제7조의3제2항에따른경우,2026-04-25 22:30:50,I,2011-08-24,2,폐업처리,2014-04-09 16:31:15,,2011-08-24,151-836,서울특별시 관악구 청룡동 877번지 1호 1층,2011320019105600134,3200000,"서울특별시 관악구 관악로15길 39 (봉천동,1층)",,03,폐업,,,
현대유리,2009-09-30,193582.37252247,442654.116172503,2009년11월법개정전자료,2026-04-25 22:30:34,I,2003-09-03,2,폐업처리,2009-09-30 18:07:50,,2003-09-03,,서울특별시 관악구 신림동 1432번지 52  호,2003320008005600148,3200000,서울특별시 관악구 신림로67길 18 (신림동),,03,폐업,,,02-877-2731
대성상회,2009-10-20,194429.051940661,441689.319136198,2009년11월법개정전자료,2026-04-25 22:30:17,I,1998-01-01,2,폐업처리,2009-10-20 14:43:30,,1998-01-01,,서울특별시 관악구 신림동 94번지 138 호,2000320008005600291,3200000,서울특별시 관악구 쑥고개로 5 (신림동),,03,폐업,,,
팔동슈퍼,2001-11-28,194576.661679278,442124.295071082,,2026-04-25 22:30:18,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 1531번지 32호,2000320008005600467,3200000,서울특별시 관악구 장군봉6길 1 (봉천동),,03,폐업,,,02-878-2647
GS25낙성대역점,2018-09-11,196805.584087009,441638.79548745,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2014-12-15,2,폐업처리,2018-09-11 14:19:34,,2014-12-15,151-050,서울특별시 관악구 봉천동 1687번지 23호 1층,2014320019105600121,3200000,"서울특별시 관악구 남부순환로 1937, 1층 (봉천동)",,03,폐업,,,
씨유 관악쑥고개점,2026-03-18,195028.352727091,441904.834130019,제7조의3제2항에따른경우,2026-04-25 22:31:00,I,2023-08-02,2,폐업처리,2026-03-18 16:48:56,,2023-08-02,,서울특별시 관악구 봉천동 1562-1,2023320022505600034,3200000,"서울특별시 관악구 쑥고개로 74, 1층 (봉천동)",08831,03,폐업,,,
우신상회,2011-04-14,195859.760078179,441983.104899825,2009년11월법개정전자료,2026-04-25 22:30:18,I,1998-01-01,2,폐업처리,2011-04-14 13:43:55,,1998-01-01,,서울특별시 관악구 봉천동 1602번지 1   호,2000320008005600589,3200000,서울특별시 관악구 관악로16길 26 (봉천동),,03,폐업,,,
지에스25(GS25) 청담삼익점,2026-04-24,205024.620583807,446516.758470942,제7조의3제2항에따른경우,2026-04-25 03:03:03,U,2020-11-11,2,폐업처리,2026-04-24 11:25:09,,2020-11-11,,"서울특별시 강남구 청담동 133-6 103호, 104호",2020322024905600040,3220000,"서울특별시 강남구 학동로101길 7, 1층 103, 104호 (청담동)",06075,03,폐업,,,
고은슈퍼,2005-10-12,192208.995274019,442081.661968259,,2026-04-25 22:30:18,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 1474번지 20호,2000320008005600392,3200000,서울특별시 관악구 난곡로63길 34 (신림동),,03,폐업,,,
원타임,2010-12-02,196834.477201292,441663.266977748,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-11-12,2,폐업처리,2010-12-02 14:56:46,,2010-11-12,151-812,서울특별시 관악구 행운동 1687번지 29호 1층,2010320019105600020,3200000,"서울특별시 관악구 남부순환로245길 9 (봉천동,1층)",,03,폐업,,,
수정컴퓨터,2014-08-28,196919.349593848,441456.149135626,제7조의3제2항에따른경우,2026-04-25 22:30:52,I,2012-09-26,2,폐업처리,2014-08-28 15:19:51,,2012-09-26,151-832,서울특별시 관악구 인헌동 1637번지 3호 우측 코너 1칸,2012320019105600099,3200000,"서울특별시 관악구 인헌2길 15, 1층 (봉천동)",,03,폐업,,,
중앙당곡점,2018-01-17,193496.581137671,443127.826237688,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2014-12-26,2,폐업처리,2018-01-17 16:28:04,,2014-12-26,151-050,서울특별시 관악구 봉천동 702번지 10호 1층,2014320019105600125,3200000,"서울특별시 관악구 보라매로 9, 1층 (봉천동)",,03,폐업,,,
훼미리마트 신대방역점,2011-11-08,192318.939853198,442669.900144162,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2009-11-19,2,폐업처리,2011-11-08 15:54:03,,2009-11-19,151-873,서울특별시 관악구 신사동 516번지 28호,2009320013105600132,3200000,서울특별시 관악구 난곡로 360 (신림동),,03,폐업,,,
낙성대I마트,2006-10-17,196839.097256433,440957.159009576,,2026-04-25 22:30:40,I,,2,폐업처리,2008-02-21 00:00:00,,2005-05-20,,서울특별시 관악구 봉천동 180번지 531호,2005320008005600057,3200000,서울특별시 관악구 인헌12길 42 (봉천동),,03,폐업,,,
대림마트,2009-03-18,193904.745372626,442236.877989898,2009년11월법개정전자료,2026-04-25 22:30:26,I,2001-05-22,2,폐업처리,2009-03-18 16:19:10,,2001-05-22,,서울특별시 관악구 신림동 10번지 311호,2001320008005602108,3200000,서울특별시 관악구 신림로58길 36 (신림동),,03,폐업,,,02-877-1868
무지개식품,2011-07-13,194016.495504328,442682.341335291,2009년11월법개정전자료,2026-04-25 22:30:46,I,2008-04-03,2,폐업처리,2011-07-13 12:44:41,,2008-04-03,151-890,서울특별시 관악구 신림동 1414번지 12호 2통 2반,2008320010605600035,3200000,,,03,폐업,,,
씨유 신림중앙점,2021-07-14,194306.333004306,440602.158532459,제7조의3제2항에따른경우,2026-04-25 22:30:50,I,2011-08-01,2,폐업처리,2021-07-14 15:14:38,,2011-08-01,151-896,서울특별시 관악구 대학동 1552번지 1층,2011320019105600123,3200000,"서울특별시 관악구 대학10길 21, 1층 (신림동)",,03,폐업,,,
대성쌀상회,2002-01-05,193754.3313318,440790.414098748,,2026-04-25 22:30:17,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 363번지 24호,2000320008005600209,3200000,서울특별시 관악구 양지15길 1 (신림동),,03,폐업,,,02-887-4963
미니스톱 보라매점,2005-06-22,193320.504394367,443052.133904304,,2026-04-25 22:30:27,I,,2,폐업처리,2008-02-21 00:00:00,,2002-01-29,,서울특별시 관악구 신림동 1444번지 1호,2002320008005600018,3200000,서울특별시 관악구 봉천로 214 (신림동),,03,폐업,,,
한아름마트,2017-10-11,196955.001439946,441135.1517822,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2014-01-06,2,폐업처리,2017-10-11 10:30:18,,2014-01-06,151-050,서울특별시 관악구 봉천동 179번지 58호 B동 1층,2014320019105600002,3200000,"서울특별시 관악구 인헌길 68, B동 1층 (봉천동)",,03,폐업,,,
현대마트,,194375.297374224,440176.635022518,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-09-08,0,정상영업,2014-04-23 17:53:24,,2010-09-08,151-790,서울특별시 관악구 신림동 255번지 189호,2010320013105600106,3200000,"서울특별시 관악구 대학20길 27, 105호 (신림동)",,01,영업/정상,,,
하니통신,2011-09-16,196067.127518553,442462.200852626,제7조의3제2항에따른경우,2026-04-25 22:30:50,I,2011-06-14,2,폐업처리,2011-09-16 11:21:49,,2011-06-14,151-809,서울특별시 관악구 행운동 26번지,2011320019105600095,3200000,서울특별시 관악구 행운1길 132 (봉천동),,03,폐업,,,
GS25 신림정문점,,192667.25386487,440081.520243952,제7조의3제2항에따른경우,2026-04-25 22:30:55,I,2017-07-03,0,정상영업,2023-11-03 11:51:37,,2017-07-03,,서울특별시 관악구 신림동 676번지 41호 1층호,2017320021105600071,3200000,"서울특별시 관악구 난향길 18, 1층 (신림동)",08859,01,영업/정상,,,
씨유(CU) 관악은천길점,2021-07-26,194821.255710145,442692.802986229,제7조의3제2항에따른경우,2026-04-25 22:30:56,I,2018-10-04,2,폐업처리,2021-07-26 14:10:56,,2018-10-04,,서울특별시 관악구 봉천동 622번지 3호 은천누리에뜰 1층동 106호,2018320021705600063,3200000,"서울특별시 관악구 은천로 61, 1층 106호 (봉천동, 은천누리에뜰)",08716,03,폐업,,,
오원양념통닭,2007-07-27,194579.820630284,440904.873823748,2009년11월법개정전자료,2026-04-25 22:30:43,I,2006-07-20,2,폐업처리,2007-07-27 17:59:04,,2006-07-20,,서울특별시 관악구 신림동 238번지 10  호,2006320008005600077,3200000,서울특별시 관악구 신림로 89 (신림동),,03,폐업,,,02-871-6069
미니스톱관악행운점,2017-04-03,196144.139437513,442076.155237688,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2015-03-03,2,폐업처리,2017-04-03 15:45:15,,2015-03-03,151-050,서울특별시 관악구 봉천동 1671번지 6호 1층,2015320021105600024,3200000,"서울특별시 관악구 행운1길 48, 1층 (봉천동)",,03,폐업,2016-11-14,2016-12-13,
충남부동산,2007-09-28,,,2009년11월법개정전자료,2026-04-25 22:30:23,I,1998-01-01,2,폐업처리,2007-09-28 08:49:29,,1998-01-01,,서울특별시 관악구 신림동 705번지 8   호,2000320008005601887,3200000,,,03,폐업,,,
그린플라워,2010-05-31,196405.376263534,441696.199892381,2009년11월법개정전자료,2026-04-25 22:30:48,I,2009-03-23,2,폐업처리,2010-05-31 16:38:43,,2009-03-23,151-818,서울특별시 관악구 낙성대동 1628번지 13호,2009320013105600028,3200000,서울특별시 관악구 봉천로 564-1 (봉천동),,03,폐업,,,
중앙할인마트,2005-06-29,195879.964432456,442417.634346648,,2026-04-25 22:30:27,I,,2,폐업처리,2008-02-21 00:00:00,,2002-02-01,,서울특별시 관악구 봉천동 32번지 2호,2002320008005600022,3200000,서울특별시 관악구 관악로 211 (봉천동),,03,폐업,,,02-875-4754
씨유 관악대로점,2021-09-09,191659.900831907,442058.421242795,제7조의3제2항에따른경우,2026-04-25 22:30:52,I,2012-05-31,2,폐업처리,2021-09-09 13:36:04,,2012-05-31,151-877,서울특별시 관악구 조원동 566번지 8호,2012320019105600061,3200000,서울특별시 관악구 남부순환로 1403 (신림동),,03,폐업,,,
CU관악까치점,2016-06-03,196312.573935098,442048.388382969,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2014-10-13,2,폐업처리,2016-06-03 16:12:15,,2014-10-13,151-050,서울특별시 관악구 봉천동 100번지 499호,2014320019105600090,3200000,서울특별시 관악구 남부순환로233길 33 (봉천동),,03,폐업,,,
세븐일레븐 관악아름채점,,193133.333052653,440725.842587549,제7조의3제2항에따른경우,2026-04-25 22:30:58,I,2020-11-20,0,정상영업,2020-11-20 10:39:19,,2020-11-20,,서울특별시 관악구 신림동 650-57 CG아름채,2020320022505600070,3200000,"서울특별시 관악구 난곡로26나길 30, 301동 101호 (신림동, CG아름채)",08856,01,영업/정상,,,
호남상회,2001-10-19,195898.876477594,442279.500553145,,2026-04-25 22:30:18,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 61번지 1호,2000320008005600615,3200000,서울특별시 관악구 봉천로53길 20 (봉천동),,03,폐업,,,02-877-1110
정경,2003-10-27,194787.552705378,442752.545270884,,2026-04-25 22:30:29,I,,2,폐업처리,2008-02-21 00:00:00,,2002-07-05,,서울특별시 관악구 봉천동 633번지 14호,2002320008005600454,3200000,서울특별시 관악구 은천로11길 19 (봉천동),,03,폐업,,,02-889-5485
동남슈퍼,2014-02-28,192819.669182077,442395.287410206,2009년11월법개정전자료,2026-04-25 22:30:40,I,2005-04-11,2,폐업처리,2014-02-28 15:39:52,,2005-04-11,,서울특별시 관악구 신림동 488번지 15  호,2005320008005600039,3200000,서울특별시 관악구 남부순환로157길 20 (신림동),,03,폐업,,,
오복상회,2008-03-21,195235.947706991,441707.800093366,2009년11월법개정전자료,2026-04-25 22:30:18,I,1998-01-01,2,폐업처리,2008-03-25 19:25:31,,1998-01-01,,서울특별시 관악구 봉천동 1578번지 35  호,2000320008005600498,3200000,서울특별시 관악구 청룡11길 24 (봉천동),,03,폐업,,,
그린홈마트,2010-02-08,195888.192100225,442019.999681675,2009년11월법개정전자료,2026-04-25 22:30:47,I,2008-10-08,2,폐업처리,2010-02-08 16:03:54,,2008-10-08,151-050,서울특별시 관악구 봉천동 1601번지 1호 지하1층호,2008320013105600018,3200000,"서울특별시 관악구 남부순환로 1840, 지하1층호 (봉천동)",,03,폐업,,,
본동식품,2001-11-30,193842.52637084,441716.611955729,,2026-04-25 22:30:17,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 412번지 48호,2000320008005600183,3200000,서울특별시 관악구 문성로40길 18 (신림동),,03,폐업,,,
중부농산물,,196875.437712779,441418.401040284,제7조의3제2항에따른경우,2026-04-25 22:31:00,I,2023-03-22,0,정상영업,2024-01-10 14:18:02,,2023-03-22,,서울특별시 관악구 봉천동 1635-37,2023320022505600011,3200000,"서울특별시 관악구 남부순환로248길 24, 1층 (봉천동)",08793,01,영업/정상,,,
세븐일레븐 신림타임스트림점,,193737.931743508,442366.248382558,제7조의3제2항에따른경우,2026-04-25 22:31:01,I,2024-12-18,0,정상영업,2024-12-18 16:58:06,,2024-12-18,,서울특별시 관악구 신림동 1641-107,2024320022505600050,3200000,"서울특별시 관악구 신림로 328, 1층 (신림동)",08777,01,영업/정상,,,
서울대학교생활협동조합,,196139.864969792,439023.167125842,제7조의3제2항에따른경우,2026-04-25 22:30:58,I,2020-09-04,0,정상영업,2025-03-10 09:44:50,,2020-09-04,,서울특별시 관악구 신림동 산 56-1 서울대학교,2020320022505600052,3200000,"서울특별시 관악구 관악로 1, 서울대학교 500동 104-1호 (신림동)",08826,01,영업/정상,,,02-880-5556
GS25신림법원단지점,2017-06-07,192869.21662782,441331.405499828,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2015-06-03,2,폐업처리,2017-06-07 11:07:19,,2015-06-03,151-015,서울특별시 관악구 신림동 612번지 40호 1층,2015320021105600061,3200000,"서울특별시 관악구 법원단지길 48, 1층 (신림동)",,03,폐업,,,
현대홈마트,2020-02-24,194068.02809557,441340.456613506,제7조의3제2항에따른경우,2026-04-25 22:30:55,I,2017-05-22,2,폐업처리,2020-02-25 08:20:34,,2017-05-22,,서울특별시 관악구 신림동 404번지 1호 101호,2017320021105600054,3200000,"서울특별시 관악구 신림로 169, 101호 (신림동, 영창빌딩)",08845,03,폐업,,,
남강식품,2009-05-15,193074.079224794,441307.637961422,2009년11월법개정전자료,2026-04-25 22:30:21,I,1998-01-01,2,폐업처리,2009-05-15 16:37:33,,1998-01-01,,서울특별시 관악구 신림동 610번지 254 호,2000320008005601433,3200000,서울특별시 관악구 법원단지18길 16 (신림동),,03,폐업,,,
관악공판장,,192618.656806659,440104.269361911,제7조의3제2항에따른경우,2026-04-25 22:30:59,I,2021-12-14,0,정상영업,2021-12-14 16:46:53,,2021-12-14,,서울특별시 관악구 신림동 676-48,2021320022505600057,3200000,"서울특별시 관악구 난향6길 2, 1층 (신림동)",08859,01,영업/정상,,,02-838-0525
