사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,판매점영업면적,휴업시작일자,휴업종료일자,소재지전화번호
CU 용현 SK뷰,2018-02-20,168560.232132349,438658.597558231,2026-04-25 22:31:02,I,03,폐업,2018-02-20 11:36:09,,2016-10-19,,,PHMH320163510021087500046,3510500,"인천광역시 미추홀구 용정공원로 33, 에스케이스카이뷰 근린생활 A-3동 1층 110호 (용현동, 인천SKSkyVIEW)",22188,03,폐업,36,,,
CU 용현골목길점,2020-01-22,167654.683749518,438812.07298129,2026-04-25 22:31:02,I,03,폐업,2020-02-07 14:05:38,,2016-10-28,,,PHMH320163510021087500048,3510500,"인천광역시 미추홀구 낙섬서로18번길 15-2, 1층 (용현동)",22190,03,폐업,65,,,
지에스(GS) 25 용현은서점,2021-11-16,168872.121106167,439149.181333006,2026-04-25 22:31:02,I,03,폐업,2021-11-17 09:13:34,,2016-10-28,,,PHMH320163510021087500049,3510500,"인천광역시 미추홀구 독배로382번길 3, 1층 (용현동)",22183,03,폐업,132,,,
세븐일레븐 주안프라움점,2017-08-03,171804.670702515,440512.414430088,2026-04-25 22:31:02,I,03,폐업,2017-08-03 15:50:42,,2016-11-02,,,PHMH320163510021087500050,3510500,"인천광역시 미추홀구 주염로 8, 1층 106호 (주안동, 주안프라움에스)",22129,03,폐업,46,,,032-862-5425
CU 학익드림점,2019-06-27,170528.007804831,438290.333579063,2026-04-25 22:31:02,I,03,폐업,2019-06-28 17:11:54,,2016-11-10,,,PHMH320163510021087500051,3510500,"인천광역시 미추홀구 학익소로 5, 1층 1호, 2호 (학익동)",22218,03,폐업,40,,,
지에스25 용현에스케이뷰,2023-02-17,168560.232132349,438658.597558231,2026-04-25 22:31:02,I,03,폐업,2023-02-17 17:59:26,,2016-11-15,,,PHMH320163510021087500053,3510500,"인천광역시 미추홀구 용정공원로 33, A-4동 1층 107호 (용현동, 인천SKSkyVIEW)",22188,03,폐업,,,,
GS25 학익석목점,2018-03-15,170733.231007457,438128.819261103,2026-04-25 22:31:02,I,03,폐업,2018-03-16 14:21:45,,2016-11-16,,,PHMH320163510021087500054,3510500,"인천광역시 미추홀구 학익소로 29, 1층 105호 (학익동, 석목법조빌딩)",22218,03,폐업,50,,,
CU 주안5동점,2018-09-20,171857.366998968,440756.795327667,2026-04-25 22:31:02,I,03,폐업,2018-09-20 17:58:33,,2016-11-16,,,PHMH320163510021087500055,3510500,"인천광역시 미추홀구 주염로28번길 3, 1층 (주안동, 미도아파트)",22124,03,폐업,48,,,032-876-2653
세븐일레븐 학익다움점,2021-05-28,169570.901630208,437404.301142105,2026-04-25 22:31:02,I,03,폐업,2021-05-31 13:13:55,,2016-11-23,,,PHMH320163510021087500056,3510500,"인천광역시 미추홀구 한나루로357번길 87-18, 상가동 1층 101, 102, 103호 (학익동, 정광아파트)",22206,03,폐업,78,,,032-872-7265
지에스25 도화아이씨점,2018-12-27,170812.432599685,440063.64825582,2026-04-25 22:31:02,I,03,폐업,2018-12-31 11:38:56,,2016-11-24,,,PHMH320163510021087500057,3510500,"인천광역시 미추홀구 경인로268번길 4, 1층 101호 (도화동, 해든빌)",22165,03,폐업,33,,,
미니스톱 용현센터점,2023-11-28,167985.31944466,439154.345564172,2026-04-25 22:31:02,I,03,폐업,2023-11-29 11:29:28,,2016-12-27,,,PHMH320163510021087500060,3510500,"인천광역시 미추홀구 낙섬중로 67, 1층 (용현동)",22186,03,폐업,90,,,
세븐일레븐 주안남광로얄점,2024-01-08,171325.744288575,438619.27852395,2026-04-25 22:31:02,I,03,폐업,2024-01-08 16:11:34,,2017-01-03,,,PHMH320173510021087500001,3510500,인천광역시 미추홀구 인하로257번길 21 (주안동),22214,03,폐업,46,,,032-863-1747
지에스25 주안캐슬점,2020-10-19,170631.524317072,439197.340126449,2026-04-25 22:31:02,I,03,폐업,2020-10-20 16:13:16,,2017-01-05,,,PHMH320173510021087500002,3510500,"인천광역시 미추홀구 한나루로 533, 1층 101호 (주안동, 한빛캐슬)",22157,03,폐업,57,,,
씨유도화향기점,2021-03-02,170889.020510422,440706.103633615,2026-04-25 22:31:02,I,03,폐업,2021-02-25 11:33:32,,2017-01-10,,,PHMH320173510021087500003,3510500,"인천광역시 미추홀구 석정로 327, 1층 (도화동)",22116,03,폐업,92,,,032-867-0725
세븐일레븐 주안석바위점,2017-08-11,172380.982298282,439768.787934839,2026-04-25 22:31:02,I,03,폐업,2017-08-11 17:23:48,,2017-01-19,,,PHMH320173510021087500004,3510500,"인천광역시 미추홀구 경인로435번길 35, 1층 (주안동, 변호사황세현사무소)",22141,03,폐업,89,,,032-431-7903
세븐일레븐 숭의다우림점,2022-08-02,168765.063673033,440373.23214229,2026-04-25 22:31:02,I,03,폐업,2022-08-04 09:49:03,,2017-01-20,,,PHMH320173510021087500005,3510500,인천광역시 미추홀구 미추로46번길 31-9 (숭의동),22161,03,폐업,71,,,
지에스25 용현어울림점,2020-06-30,168066.130739415,438790.101831055,2026-04-25 22:31:02,I,03,폐업,2020-07-01 09:32:55,,2017-01-23,,,PHMH320173510021087500006,3510500,"인천광역시 미추홀구 토금중로 68, 108동 1층 101~102호 (용현동, 금호 어울림 3단지)",22187,03,폐업,67,,,
씨유인천인하점,2017-09-13,169420.739469509,438901.964756932,2026-04-25 22:31:02,I,03,폐업,2017-09-13 13:51:11,,2017-01-26,,,PHMH320173510021087500008,3510500,"인천광역시 미추홀구 인하로 61, 1층 (용현동)",22207,03,폐업,62,,,032-832-3773
GS25 관교삼환점,2018-09-12,173168.175658262,437702.883929452,2026-04-25 22:31:12,I,03,폐업,2018-09-12 14:25:24,,2017-01-26,,,PHMH320173510021087500009,3510500,"인천광역시 미추홀구 문화로 23, 상가동 1층 101호, 105호 (관교동, 삼환아파트)",22241,03,폐업,27,,,032-423-8013
GS25 주안월드점,2018-11-01,172716.061935027,439901.100418192,2026-04-25 22:31:02,I,03,폐업,2018-11-05 09:19:44,,2017-02-07,,,PHMH320173510021087500010,3510500,"인천광역시 미추홀구 경인로485번길 33, 1층 (주안동)",22144,03,폐업,54,,,
지에스25 주안북부점,2019-03-15,171622.286464323,440460.971881374,2026-04-25 22:31:02,I,03,폐업,2019-03-18 17:48:29,,2017-02-22,,,PHMH320173510021087500014,3510500,"인천광역시 미추홀구 염창로 53, 1층 (주안동)",22128,03,폐업,100,,,032-864-6306
세븐일레븐 숭의센트럴점,2022-06-15,168455.519615112,439912.577793411,2026-04-25 22:31:02,I,03,폐업,2022-06-15 10:52:29,,2017-02-28,,,PHMH320173510021087500015,3510500,"인천광역시 미추홀구 인주대로45번길 40, 1층 (숭의동)",22173,03,폐업,103,,,032-887-1951
GS25도화센터점,2018-07-31,169597.239992491,441725.182311582,2026-04-25 22:31:02,I,03,폐업,2018-07-09 11:23:05,,2017-03-24,,,PHMH320173510021087500018,3510500,"인천광역시 미추홀구 연송로 71, 1층 2호 (도화동)",22110,03,폐업,66,,,
GS25 도화서희스타점,2017-06-01,170173.092170948,441107.100603698,2026-04-25 22:31:02,I,03,폐업,2017-06-02 09:28:49,,2017-04-03,,,PHMH320173510021087500020,3510500,"인천광역시 미추홀구 숙골로112번길 12, 2-1, 2-2호 (도화동, 도화서희스타힐스)",22114,03,폐업,,,,
이마트24 숭의제일점,2019-02-20,169306.51571529,439786.637358305,2026-04-25 22:31:02,I,03,폐업,2019-02-20 17:01:12,,2017-04-03,,,PHMH320173510021087500022,3510500,"인천광역시 미추홀구 독정안길97번길 23, 1층 (숭의동)",22168,03,폐업,67,,,032-888-9580
위드미 숭의중앙점,2018-01-03,169841.741366167,440229.826827559,2026-04-25 22:31:02,I,03,폐업,2018-01-04 13:51:41,,2017-04-05,,,PHMH320173510021087500023,3510500,인천광역시 미추홀구 수봉안길35번길 38 (숭의동),22167,03,폐업,67,,,
지에스25 주안서이점,2024-07-08,171344.382701842,440945.534991863,2026-04-25 22:31:13,I,03,폐업,2025-10-24 15:06:54,,2017-04-24,,,PHMH320173510021087500027,3510500,"인천광역시 미추홀구 염전로 330, 1층 116호 (주안동, 주안제이타워1차지식산업센터)",22126,03,폐업,87,,,
세븐일레븐 숭의에이스빌점,2022-06-20,168059.823929889,440135.668937748,2026-04-25 22:31:02,I,03,폐업,2022-06-20 17:56:48,,2017-04-28,,,PHMH320173510021087500028,3510500,"인천광역시 미추홀구 인중로 25, 1층 102호 (숭의동, 썬에이스빌 아파트)",22174,03,폐업,59,,,
세븐일레븐 용현굴다리점,2022-06-15,169749.430067202,439101.615430457,2026-04-25 22:31:02,I,03,폐업,2022-06-15 11:33:15,,2017-05-18,,,PHMH320173510021087500032,3510500,"인천광역시 미추홀구 경인남길 106, 1층 (용현동)",22207,03,폐업,66,,,
바른마트 용현점,2019-07-02,168211.288218174,438112.339515316,2026-04-25 22:31:02,I,03,폐업,2019-07-02 17:57:58,,2017-05-29,,,PHMH320173510021087500033,3510500,"인천광역시 미추홀구 매소홀로 161, 1층 (용현동)",22189,03,폐업,848,,,032-888-9311
씨유 장미주유소점,2019-04-30,171644.415000283,438814.494611768,2026-04-25 22:31:13,I,03,폐업,2019-04-30 10:42:06,,2017-05-30,,,PHMH320173510021087500034,3510500,"인천광역시 미추홀구 인주대로 394 (주안동, SK네트웍스(주)장미주유소)",22227,03,폐업,29,,,032-422-6152
GS25 도화서희스타점,2021-04-01,170173.092170948,441107.100603698,2026-04-25 22:31:02,I,03,폐업,2021-03-31 09:22:47,,2017-06-01,,,PHMH320173510021087500036,3510500,"인천광역시 미추홀구 숙골로112번길 12, 2-1, 2-2호 (도화동, 도화서희스타힐스)",22114,03,폐업,73,,,032-876-4066
GS25편의점 남구도화점,2018-05-01,170994.378,440826.0495,2026-04-25 22:31:02,I,03,폐업,2018-05-14 11:26:07,,2017-06-05,,,PHMH320173510021087500037,3510500,"인천광역시 미추홀구 석정로337번길 33, 1층 (도화동)",22117,03,폐업,93,,,
씨유숭의행복점,2022-06-20,168587.709490234,439847.466219663,2026-04-25 22:31:02,I,03,폐업,2022-06-20 11:55:39,,2017-06-13,,,PHMH320173510021087500038,3510500,"인천광역시 미추홀구 독배로473번길 12, 1층 101호 (숭의동)",22173,03,폐업,54,,,
씨유 6공단2호점,2020-04-29,170559.781151443,441368.101896506,2026-04-25 22:31:02,I,03,폐업,2020-04-29 17:43:08,,2017-06-22,,,PHMH320173510021087500039,3510500,"인천광역시 미추홀구 염전로 241, 1층 (도화동)",22113,03,폐업,62,,,032-866-1112
씨유 주안신기점,2022-07-25,171880.207034948,438608.515864828,2026-04-25 22:31:02,I,03,폐업,2022-07-26 14:22:50,,2017-06-22,,,PHMH320173510021087500040,3510500,"인천광역시 미추홀구 미추홀대로586번길 58, 1층 (주안동)",22227,03,폐업,57,,,
세븐일레븐 인천주안희망점,2023-11-15,172148.329841157,439722.243725484,2026-04-25 22:31:02,I,03,폐업,2023-11-15 16:26:59,,2017-06-23,,,PHMH320173510021087500041,3510500,"인천광역시 미추홀구 주안동로12번길 2, 1층 (주안동)",22141,03,폐업,50,,,
지에스25 학익센터점,2023-12-23,170838.86,437529.155,2026-04-25 22:31:02,I,03,폐업,2023-12-19 17:36:31,,2017-06-23,,,PHMH320173510021087500042,3510500,"인천광역시 미추홀구 매소홀로446번길 4, 1층 (학익동)",22226,03,폐업,181,,,
GS25신기사거리점,2019-07-19,171622.590970143,438896.997800239,2026-04-25 22:31:03,I,03,폐업,2019-07-19 17:55:10,,2017-07-06,,인천광역시 미추홀구 주안동 1469-1번지,PHMH320173510021087500045,3510500,인천광역시 미추홀구 미추홀대로 610 (주안동),22151,03,폐업,,,,
씨유용현수정점,2019-04-24,167614.061959082,439182.601269609,2026-04-25 22:31:03,I,03,폐업,2019-04-29 10:13:26,,2017-07-13,,인천광역시 미추홀구 용현동 628-59번지,PHMH320173510021087500046,3510500,인천광역시 미추홀구 토금중로 9 (용현동),22186,03,폐업,75,,,
세븐일레븐(주안역점),2024-01-19,171671.231000894,440126.528620307,2026-04-25 22:31:03,I,03,폐업,2024-01-19 16:18:47,,2017-07-24,,인천광역시 미추홀구 주안동 143-4번지,PHMH320173510021087500051,3510500,인천광역시 미추홀구 미추홀대로734번길 4 (주안동),22135,03,폐업,66,,,032-442-2592
미니스톱 인천숭의점,2022-08-25,168559.349558863,439778.578821099,2026-04-25 22:31:03,I,03,폐업,2022-08-26 16:00:04,,2017-07-27,,인천광역시 미추홀구 숭의동 303-128번지,PHMH320173510021087500053,3510500,인천광역시 미추홀구 석정로10번길 63 (숭의동),22173,03,폐업,88,,,
GS25 용현토지점,2019-07-12,167835.016002988,439047.512631513,2026-04-25 22:31:03,I,03,폐업,2019-07-29 10:25:01,,2017-07-27,,인천광역시 미추홀구 용현동 622-121번지,PHMH320173510021087500054,3510500,"인천광역시 미추홀구 토금중로 33-1, 102호 (용현동)",22186,03,폐업,36,,,
GS25 학익으뜸점,2024-08-12,170254.370072505,438102.042504427,2026-04-25 22:31:03,I,03,폐업,2024-08-13 11:46:10,,2017-07-28,,인천광역시 미추홀구 학익동 314-23번지,PHMH320173510021087500055,3510500,인천광역시 미추홀구 재넘이길9번길 66 (학익동),22210,03,폐업,46,,,
이마트24 인천관교풍림점,2023-01-10,173181.480354309,437938.823773452,2026-04-25 22:31:03,I,03,폐업,2023-01-11 09:07:40,,2017-08-11,,"인천광역시 미추홀구 관교동 13-8번지 108, 109호",PHMH320173510021087500059,3510500,"인천광역시 미추홀구 문화로 51, 108, 109호 (관교동, 풍림아파트)",22241,03,폐업,43,,,
세븐일레븐 주안석바위점,2023-03-08,172380.982298282,439768.787934839,2026-04-25 22:31:03,I,03,폐업,2023-03-08 17:21:20,,2017-08-11,,인천광역시 미추홀구 주안동 997-1번지,PHMH320173510021087500060,3510500,"인천광역시 미추홀구 경인로435번길 35, 1층 (주안동, 변호사황세현사무소)",22141,03,폐업,89,,,
GS25 학익대로점,2022-02-09,171127.665082206,437437.443410531,2026-04-25 22:31:03,I,03,폐업,2022-02-17 11:22:35,,2017-08-24,,인천광역시 미추홀구 학익동 671-4번지 1층 3호,PHMH320173510021087500061,3510500,"인천광역시 미추홀구 소성로 244, 1층 3호 (학익동)",22226,03,폐업,49,,,
미니스톱 주안본점,2022-11-04,171852.186182842,440148.715354249,2026-04-25 22:31:03,I,03,폐업,2022-11-04 15:21:59,,2017-08-31,,인천광역시 미추홀구 주안동 132-4번지,PHMH320173510021087500062,3510500,"인천광역시 미추홀구 미추홀대로734번길 37, 1층 (주안동)",22135,03,폐업,99,,,
씨유 주안8동점,2017-12-01,171941.023849566,438318.927309804,2026-04-25 22:31:03,I,03,폐업,2017-12-01 18:00:28,,2017-09-06,,인천광역시 미추홀구 주안동 1214-4번지,PHMH320173510021087500063,3510500,인천광역시 미추홀구 인하로318번길 29-3 (주안동),22230,03,폐업,89,,,032-428-8007
씨유 학익대동점,2018-09-12,170421.372309125,437570.680896595,2026-04-25 22:31:03,I,03,폐업,2018-09-13 09:53:58,,2017-09-06,,인천광역시 미추홀구 학익동 684-3번지,PHMH320173510021087500064,3510500,"인천광역시 미추홀구 매소홀로 400, 101호 (학익동, 대동아파트)",22225,03,폐업,36,,,032-876-8431
세븐일레븐 인천인하대점,2018-06-04,170112.43519654,438731.492267771,2026-04-25 22:31:03,I,03,폐업,2018-06-05 13:34:31,,2017-09-14,,인천광역시 미추홀구 용현동 79-12번지,PHMH320173510021087500067,3510500,인천광역시 미추홀구 한나루로477번길 78 (용현동),22208,03,폐업,66,,,
이마트24 주안인주대로점,2021-04-14,170613.427267031,438860.772070842,2026-04-25 22:31:03,I,03,폐업,2021-04-14 14:32:23,,2017-09-28,,인천광역시 미추홀구 주안동 804-32번지,PHMH320173510021087500072,3510500,인천광역시 미추홀구 인주대로292번길 14 (주안동),22213,03,폐업,56,,,
세븐일레븐 인천제일시장점,2020-03-31,171139.438584229,439771.871131918,2026-04-25 22:31:03,I,03,폐업,2020-03-31 16:10:57,,2017-10-17,,인천광역시 미추홀구 도화동 433-1번지,PHMH320173510021087500074,3510500,인천광역시 미추홀구 경인로 310 (도화동),22138,03,폐업,99,,,
세븐일레븐 인천문학호산점,2020-01-22,171824.738246856,437288.70338637,2026-04-25 22:31:03,I,03,폐업,2020-01-22 15:36:21,,2017-10-17,,인천광역시 미추홀구 문학동 368-12번지 101호,PHMH320173510021087500075,3510500,"인천광역시 미추홀구 소성로318번길 10-6, 101호 (문학동)",22238,03,폐업,103,,,
씨스페이스 숭의해피점,2024-06-18,169544.063347812,440136.595529865,2026-04-25 22:31:03,I,03,폐업,2024-06-18 17:16:20,,2017-10-20,,인천광역시 미추홀구 숭의동 30-1번지 1층,PHMH320173510021087500076,3510500,"인천광역시 미추홀구 장천로112번길 3, 1층 (숭의동, 금학빌딩)",22168,03,폐업,56,,,032-875-3029
세븐일레븐 인하대문화점,2022-12-19,169664.535653826,438860.867602791,2026-04-25 22:31:03,I,03,폐업,2022-12-19 17:56:53,,2017-10-24,,인천광역시 미추홀구 용현동 188-11번지,PHMH320173510021087500077,3510500,인천광역시 미추홀구 경인남길30번길 66 (용현동),22207,03,폐업,60,,,
씨유 주안슬기점,2019-09-06,170320.00272933,439169.510864322,2026-04-25 22:31:03,I,03,폐업,2019-09-09 13:30:53,,2017-11-02,,인천광역시 미추홀구 주안동 667번지,PHMH320173510021087500079,3510500,"인천광역시 미추홀구 인주대로251번길 28, 1층 (주안동)",22157,03,폐업,52,,,
지에스(GS)25 용현2동점,2019-06-27,168122.512271891,439353.667422685,2026-04-25 22:31:03,I,03,폐업,2019-06-28 17:12:18,,2017-11-20,,인천광역시 미추홀구 용현동 565-8번지,PHMH320173510021087500081,3510500,"인천광역시 미추홀구 아암대로45번길 83-24, 1층 (용현동)",22175,03,폐업,56,,,
지에스(GS)25 학익늘봄점,2022-11-24,169783.354831308,438192.411012618,2026-04-25 22:31:03,I,03,폐업,2022-11-24 17:17:12,,2017-11-23,,인천광역시 미추홀구 학익동 420-16번지,PHMH320173510021087500083,3510500,"인천광역시 미추홀구 한나루로403번길 105, 1층 (학익동)",22211,03,폐업,64,,,
씨유(CU) 주안8동점,2022-08-24,171941.023849566,438318.927309804,2026-04-25 22:31:03,I,03,폐업,2022-08-30 15:35:57,,2017-12-01,,인천광역시 미추홀구 주안동 1214-4번지 2층,PHMH320173510021087500085,3510500,"인천광역시 미추홀구 인하로318번길 29-3, 2층 (주안동)",22230,03,폐업,89,,,032-438-8007
미니스톱 법원삼거리점,2018-07-31,170784.575711632,437811.074782439,2026-04-25 22:31:03,I,03,폐업,2018-08-20 16:49:13,,2017-12-14,,인천광역시 미추홀구 학익동 240-40번지 신동빌딩,PHMH320173510021087500086,3510500,"인천광역시 미추홀구 학익소로 63, 신동빌딩 1층 (학익동)",22222,03,폐업,68,,,
미니스톱 인천선인점,2025-07-18,169372.13180674,440690.599055253,2026-04-25 22:31:03,I,03,폐업,2025-07-21 11:31:17,,2017-12-14,,인천광역시 미추홀구 도화동 80-48번지 1층,PHMH320173510021087500087,3510500,"인천광역시 미추홀구 석정로 174, 1층 (도화동)",22103,03,폐업,95,,,
