건물지상층수,건물소유구분명,건물지하층수,사업장명,욕실수,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,발한실여부,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,,0,유성목욕탕,0,공동탕업,,,,,203070.330612638,462578.165612375,2026-04-25 22:30:35,I,01,영업,,2020-10-15 11:08:34,1994-01-28,350.72,132-843,서울특별시 도봉구 방학동 633-3,N,,3090000-202-1994-00086,3090000,서울특별시 도봉구 도당로13길 16 (방학동),01355,01,영업/정상,공동탕업,N,02-3493-6187,0,0,0,0
5,임대,2,광동탕,0,공동탕업,,,,,203699.545785539,463246.111630129,2026-04-25 22:30:35,I,01,영업,,2020-10-15 11:12:19,1994-01-27,788.12,132-820,서울특별시 도봉구 도봉동 618-37,N,,3090000-202-1994-00089,3090000,서울특별시 도봉구 시루봉로27길 8 (도봉동),01310,01,영업/정상,공동탕업,N,02-955-9441,2,0,4,0
9,임대,5,창동 미네랄 사우나,0,공동탕업,,,,,203967.977205493,461067.635321431,2026-04-25 22:30:36,I,01,영업,,2024-07-26 16:21:34,1996-07-26,544.95,132-908,서울특별시 도봉구 창동 331-1,N,,3090000-202-1996-00100,3090000,서울특별시 도봉구 노해로65길 17-9 (창동),01405,01,영업/정상,공동탕업,N,02-908-6070,2,0,3,0
0,,0,그린대중목욕탕,0,공동탕업,,,,,203057.83292248,462955.86475408,2026-04-25 22:30:36,I,01,영업,,2025-10-02 11:39:33,1996-12-28,515.08,132-838,서울특별시 도봉구 방학동 602-23,N,,3090000-202-1996-00101,3090000,서울특별시 도봉구 시루봉로 233 (방학동),01314,01,영업/정상,공동탕업,N,02-955-4847,0,0,0,0
0,,0,뉴고탑목욕탕,0,공동탕업,,,,,202960.38831722,459745.131171423,2026-04-25 22:30:34,I,01,영업,,2019-11-13 17:44:23,1998-06-30,546.20,132-040,"서울특별시 도봉구 창동 632-52 ,78",N,,3090000-202-1998-00108,3090000,"서울특별시 도봉구 우이천로 234 (창동, 78)",01467,01,영업/정상,공동탕업,N,02-992-6699,0,0,0,0
3,임대,1,도봉산싱싱사우나,0,공동탕업,,,,,203600.545951106,465094.18915856,2026-04-25 22:30:36,I,01,영업,,2019-11-13 17:41:48,1999-06-14,388.63,132-806,서울특별시 도봉구 도봉동 282-23,N,,3090000-202-1999-00114,3090000,서울특별시 도봉구 도봉산4가길 10 (도봉동),01301,01,영업/정상,공동탕업,N,02-3491-8883,1,1,3,1
0,자가,0,성우사우나,0,공동탕업,,,,,204135.386163501,463763.240794805,2026-04-25 22:30:35,I,01,영업,,2024-04-16 09:48:17,1999-10-22,825.00,132-010,서울특별시 도봉구 도봉동 642 성우상가 지하동 1호,N,,3090000-202-1999-00115,3090000,서울특별시 도봉구 마들로 735-8 (도봉동),01322,01,영업/정상,공동탕업,N,02-955-0761,0,1,0,1
4,자가,1,삼익대중목욕탕,0,공동탕업,,,,,203220.921406024,459746.924430501,2026-04-25 22:30:35,I,01,영업,,2021-02-13 10:37:45,2000-10-20,838.00,132-918,서울특별시 도봉구 창동 581-28,N,,3090000-202-2000-00002,3090000,서울특별시 도봉구 덕릉로57길 30 (창동),01470,01,영업/정상,공동탕업,N,,0,1,0,1
3,임대,1,옥담사우나,0,공동탕업+찜질시설서비스영업,,,,,204372.245062863,460989.314086239,2026-04-25 22:30:34,I,01,영업,,2019-06-14 11:37:58,2001-06-13,330.00,132-790,서울특별시 도봉구 창동 26 동아아파트 상가동 지하1층,N,,3090000-202-2001-00116,3090000,"서울특별시 도봉구 노해로 384, 상가동 지하1층 (창동, 동아아파트)",01416,01,영업/정상,공동탕업+찜질시설서비스영업,N,,0,1,0,1
7,자가,4,동궁해수사우나,2,공동탕업+찜질시설서비스영업,,,,,203348.210556651,461557.310544671,2026-04-25 22:30:36,I,01,영업,,2025-07-30 10:08:03,2002-08-22,"1,784.00",132-893,"서울특별시 도봉구 쌍문동 653 (지하1층 지하1,2호)",N,,3090000-202-2002-00001,3090000,"서울특별시 도봉구 도봉로 575 (쌍문동,(지하1층 지하1,2호))",01432,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-994-8090,0,1,0,1
7,자가,3,루하스 사우나,2,공동탕업+찜질시설서비스영업,,,,,204083.769271308,462849.020752258,2026-04-25 22:30:36,I,01,영업,,2023-11-10 13:25:24,2003-08-20,"4,010.00",132-854,서울특별시 도봉구 방학동 720-33,N,,3090000-202-2003-00003,3090000,서울특별시 도봉구 마들로 650 (방학동),01331,01,영업/정상,공동탕업+찜질시설서비스영업,Y,,0,1,0,2
4,임대,1,수정목욕탕,2,공동탕업+찜질시설서비스영업,,,,,203024.819704692,462097.646734728,2026-04-25 22:30:36,I,01,영업,,2021-02-09 10:11:38,2004-04-07,494.00,132-827,서울특별시 도봉구 방학동 263-75 지층,N,,3090000-202-2004-00002,3090000,"서울특별시 도봉구 도당로 36 (방학동,지층)",01389,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-955-0206,0,1,0,1
0,자가,0,선덕 사우나,2,공동탕업+찜질시설서비스영업,,,,,202514.254595328,461495.802497168,2026-04-25 22:30:34,I,01,영업,,2020-10-15 11:04:39,2008-02-26,820.16,132-861,서울특별시 도봉구 쌍문동 59-5 쌍문6차아파트상가 지하1층,N,,3090000-202-2008-00001,3090000,"서울특별시 도봉구 시루봉로 56, 상가동 지하1층 (쌍문동, 쌍문6차아파트)",01434,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-900-6547,0,1,0,1
0,,0,우정탕,0,공동탕업,,,,,207365.619431381,450886.660063979,2026-04-25 22:30:15,I,01,영업,,2022-12-07 13:24:51,1974-01-19,146.34,143-885,서울특별시 광진구 중곡동 46-24,N,,3040000-202-1974-00046,3040000,서울특별시 광진구 용마산로7길 68 (중곡동),04922,01,영업/정상,공동탕업,N,02-452-1997,0,0,,
0,,0,진아보석사우나,0,공동탕업+찜질시설서비스영업,,,,,206823.908852368,447990.564232386,2026-04-25 22:30:15,I,01,영업,,2019-09-30 11:06:52,1981-11-25,609.84,143-866,서울특별시 광진구 자양동 614-0,N,,3040000-202-1981-00077,3040000,서울특별시 광진구 자양로15길 109 (자양동),05062,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-457-3355,0,0,0,0
0,,0,헬스사우나,0,목욕장업 기타,,,,,209766.973555533,450385.000713887,2026-04-25 22:30:15,I,01,영업,,2023-05-04 10:24:11,1981-02-05,286.13,143-800,서울특별시 광진구 광장동 21-0,N,,3040000-202-1981-00119,3040000,서울특별시 광진구 워커힐로 177 (광장동),04963,01,영업/정상,목욕장업 기타,N,02-450-4425,0,0,0,0
0,,0,경원탕,0,공동탕업,,,,,207514.918490401,450933.383229403,2026-04-25 22:30:15,I,01,영업,,2022-10-05 09:44:55,1985-11-14,309.97,143-896,서울특별시 광진구 중곡동 150-178,N,,3040000-202-1985-00049,3040000,서울특별시 광진구 긴고랑로 91 (중곡동),04936,01,영업/정상,공동탕업,N,02-457-7080,0,0,0,0
0,,0,매일온천탕,0,공동탕업,,,,,207810.403785191,450516.672626436,2026-04-25 22:30:15,I,01,영업,,2019-03-29 15:10:28,1987-12-26,401.08,143-888,서울특별시 광진구 중곡동 81-2,N,,3040000-202-1987-00086,3040000,서울특별시 광진구 자양로53길 109 (중곡동),04949,01,영업/정상,공동탕업,N,02-444-5557,0,0,0,0
0,,0,비취보석대중탕,0,공동탕업,,,,,206230.081675753,448001.810333908,2026-04-25 22:30:15,I,01,영업,,2016-01-27 16:20:12,1988-05-16,578.36,143-862,서울특별시 광진구 자양동 553-501,N,,3040000-202-1988-00020,3040000,서울특별시 광진구 뚝섬로 552 (자양동),05090,01,영업/정상,공동탕업,N,02-458-9333,0,0,0,0
0,,0,건강대중탕,0,공동탕업,,,,,206568.236371191,447940.022480401,2026-04-25 22:30:15,I,01,영업,,2016-01-27 16:27:25,1994-02-04,609.16,143-863,서울특별시 광진구 자양동 580-9,N,,3040000-202-1994-00101,3040000,서울특별시 광진구 뚝섬로 585 (자양동),05068,01,영업/정상,공동탕업,N,02-456-2296,0,0,0,0
0,,0,실로암 목욕장,0,공동탕업,,,,,207487.025205602,451864.561543605,2026-04-25 22:30:15,I,01,영업,,2022-01-14 18:04:01,1996-01-15,"1,042.01",143-900,서울특별시 광진구 중곡동 169-80,N,,3040000-202-1996-00105,3040000,"서울특별시 광진구 용마산로 171, 지하1~지상1층 (중곡동)",04903,01,영업/정상,공동탕업,N,02-498-5592,1,1,1,1
0,,0,광명대중사우나,0,공동탕업,,,,,207092.481119161,452070.118445356,2026-04-25 22:30:15,I,01,영업,,2021-05-10 13:06:10,1997-01-09,500.32,143-909,서울특별시 광진구 중곡동 579-1,N,,3040000-202-1997-00103,3040000,서울특별시 광진구 면목로17길 40 (중곡동),04901,01,영업/정상,공동탕업,N,02-438-1565,0,0,,
,,,프라임 노다지 사우나,,공동탕업+찜질시설서비스영업,,,,,208558.286631653,448353.905156369,2026-04-25 22:30:15,I,01,영업,,2019-09-23 16:03:46,1997-04-09,694.69,143-832,서울특별시 광진구 구의동 631-1,N,,3040000-202-1997-00106,3040000,"서울특별시 광진구 광나루로56길 63, 지층 (구의동, 프라임프라자상가)",05119,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-453-3233,,2,,2
0,,0,세종대중목욕탕,0,공동탕업,,,,,206299.7504918,450037.825730524,2026-04-25 22:30:15,I,01,영업,,2014-07-02 10:43:24,1997-12-15,419.39,143-839,서울특별시 광진구 군자동 103,N,,3040000-202-1997-00108,3040000,서울특별시 광진구 군자로 108 (군자동),05004,01,영업/정상,공동탕업,N,02-466-3912,0,0,,
0,,0,레몬사우나,0,공동탕업,,,,,208644.819209521,448711.725750126,2026-04-25 22:30:16,I,01,영업,,2024-10-16 16:57:34,2000-12-04,577.80,143-814,서울특별시 광진구 광장동 484 광장현대3단지아파트,N,,3040000-202-2000-00003,3040000,"서울특별시 광진구 광나루로 635, 광장현대3단지아파트 지하2층 201,202,203호 (광장동)",04974,01,영업/정상,공동탕업,N,,0,1,0,1
0,,0,한빛대중사우나,0,공동탕업+찜질시설서비스영업,,,,,207728.881211899,450600.779786883,2026-04-25 22:30:15,I,01,영업,,2020-03-13 10:44:47,2001-12-26,495.00,143-888,서울특별시 광진구 중곡동 79-9,N,,3040000-202-2001-00003,3040000,"서울특별시 광진구 용마산로 44, 지하1층 (중곡동)",04949,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-452-3688,0,1,0,1
,,,칠산레져대중사우나,,공동탕업+찜질시설서비스영업,,,,,207258.38917202,448622.647538945,2026-04-25 22:30:15,I,01,영업,,2026-04-23 14:53:24,2003-01-02,"1,150.00",143-853,서울특별시 광진구 자양동 767-4,N,,3040000-202-2003-00001,3040000,서울특별시 광진구 자양로 135 (자양동),05025,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-458-8682,,,,
7,,4,강변스파랜드 24시 불가마,0,공동탕업+찜질시설서비스영업,,,,,207995.95709474,448085.242458867,2026-04-25 22:30:15,I,01,영업,,2020-06-23 14:55:19,2005-01-20,"3,228.74",143-831,서울특별시 광진구 구의동 593-15,N,,3040000-202-2005-00001,3040000,서울특별시 광진구 구의강변로 45 (구의동),05049,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-455-3737,0,1,0,3
12,,5,우리유황온천,0,공동탕업,,,,,207368.624495222,447632.296040333,2026-04-25 22:30:15,I,01,영업,,2023-04-11 13:29:26,2005-11-23,"1,380.03",143-873,서울특별시 광진구 자양동 663-21 와이엠프라젠스파 지하2층,N,,3040000-202-2005-00003,3040000,"서울특별시 광진구 자양로5길 33 (자양동,와이엠프라젠스파 지하2층)",05102,01,영업/정상,공동탕업,Y,02-3436-0005,0,2,0,2
3,,1,호수목욕탕,2,공동탕업,,,,,208284.171547883,450763.173992446,2026-04-25 22:30:15,I,01,영업,,2021-03-26 17:24:55,2006-10-31,266.99,143-887,서울특별시 광진구 중곡동 74-28,N,,3040000-202-2006-00003,3040000,서울특별시 광진구 긴고랑로42길 3-31 (중곡동),04947,01,영업/정상,공동탕업,N,02-444-3111,1,,2,
11,,6,리버사이드 스포츠,2,공동탕업,2026-04-03,,,,209637.078215509,449832.485937903,2026-04-25 22:30:15,I,02,폐업,,2026-04-03 11:51:02,2008-09-16,912.54,143-802,서울특별시 광진구 광장동 114,N,,3040000-202-2008-00001,3040000,서울특별시 광진구 아차산로78길 44 (광장동),04969,03,폐업,공동탕업,Y,02-453-0990,0,1,0,2
50,,6,건국 AMC The Classic 500,2,공동탕업,,,,,206217.434726027,448506.218743834,2026-04-25 22:30:15,I,01,영업,,2025-08-13 16:48:20,2009-05-21,"2,462.03",143-758,서울특별시 광진구 자양동 227-342,N,,3040000-202-2009-00002,3040000,"서울특별시 광진구 능동로 90 (자양동, 더클래식 500)",05065,01,영업/정상,공동탕업,Y,02-2218-5800,0,1,0,1
3,자가,1,목동탕,1,공동탕업,,,,,188111.081853548,448607.421311138,2026-04-25 22:30:13,I,01,영업,,2024-09-06 17:36:43,1976-09-06,402.78,158-813,서울특별시 양천구 목동 718-12 1층,N,,3140000-202-1976-00069,3140000,"서울특별시 양천구 목동중앙본로7길 42, 1층 (목동)",07955,01,영업/정상,공동탕업,Y,02-2642-2761,1,0,1,0
2,자가,1,신월,2,공동탕업,,,,,185725.129416389,446772.73663492,2026-04-25 22:30:13,I,01,영업,,2022-06-09 10:49:27,1980-11-28,228.59,158-832,서울특별시 양천구 신월동 433-9,N,,3140000-202-1980-00058,3140000,"서울특별시 양천구 오목로3길 16-1, 1~2층 (신월동)",07930,01,영업/정상,공동탕업,Y,02-2606-3164,1,0,2,0
2,자가,1,현대탕,1,공동탕업,,,,,184569.486821632,447987.720978007,2026-04-25 22:30:12,I,01,영업,,2022-06-13 09:23:16,1980-12-28,171.67,158-829,서울특별시 양천구 신월동 158-38,N,,3140000-202-1980-00083,3140000,"서울특별시 양천구 가로공원로60가길 10-7, 1층 (신월동)",07911,01,영업/정상,공동탕업,Y,02-2604-2740,1,0,1,0
3,자가,1,영진탕,2,공동탕업,,,,,188715.700660873,449317.766034821,2026-04-25 22:30:12,I,01,영업,,2022-06-13 09:24:03,1981-11-20,191.38,158-809,서울특별시 양천구 목동 528-5,N,,3140000-202-1981-00087,3140000,서울특별시 양천구 목동중앙북로14길 6 (목동),07972,01,영업/정상,공동탕업,Y,02-2648-9922,1,0,2,0
3,자가,1,예주목욕탕,2,공동탕업,,,,,188023.0579655,448813.925045749,2026-04-25 22:30:13,I,01,영업,,2021-06-23 17:55:16,1982-08-24,170.94,158-813,서울특별시 양천구 목동 711-26,N,,3140000-202-1982-00077,3140000,"서울특별시 양천구 목동중앙남로 88, 1~2층 (목동)",07955,01,영업/정상,공동탕업,Y,02-2642-6124,1,0,2,0
4,자가,1,금강대중목욕탕,2,공동탕업,,,,,185556.298399145,445983.252020472,2026-04-25 22:30:13,I,01,영업,,2022-06-09 10:44:17,1988-10-10,449.96,158-848,서울특별시 양천구 신월동 1002-8 지하 1~2층,N,,3140000-202-1988-00108,3140000,"서울특별시 양천구 남부순환로80길 20, 지하 1, 1~2층 (신월동)",08047,01,영업/정상,공동탕업,Y,02-2693-4466,1,1,2,1
3,자가,1,동화사우나,2,공동탕업+찜질시설서비스영업,,,,,184806.911534822,448551.489178583,2026-04-25 22:30:13,I,01,영업,,2022-06-09 10:49:55,1993-08-04,"2,244.00",158-824,서울특별시 양천구 신월동 54-7,N,,3140000-202-1993-00122,3140000,"서울특별시 양천구 화곡로 64, 지하 1층 (신월동)",07904,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2690-3460,0,1,0,1
15,임대,2,태형,2,공동탕업,,,,,185127.29180394,447849.098954469,2026-04-25 22:30:12,I,01,영업,,2022-06-13 09:26:20,1998-08-29,351.08,158-828,서울특별시 양천구 신월동 134-17 태형아파트 프라자B01호,N,,3140000-202-1998-00131,3140000,"서울특별시 양천구 곰달래로5길 37, 프라자B01호 (신월동, 태형아파트)",07920,01,영업/정상,공동탕업,Y,070-4200-5718,0,1,0,1
4,임대,1,태양,2,공동탕업,,,,,185469.109541377,447552.415105958,2026-04-25 22:30:12,I,01,영업,,2024-10-29 11:48:35,1999-01-20,197.62,158-827,"서울특별시 양천구 신월동 121-19 지하1층, 지상1층",N,,3140000-202-1999-00135,3140000,"서울특별시 양천구 곰달래로 33, 지하1층,지상1층 (신월동)",07923,01,영업/정상,공동탕업,Y,02-2603-0360,1,1,1,1
24,임대,6,현대월드대중사우나,2,공동탕업,,,,,189151.208015925,448200.067716589,2026-04-25 22:30:13,I,01,영업,,2022-02-07 13:58:40,1999-11-03,904.00,158-877,서울특별시 양천구 목동 907 현대월드타워 (지하 1층) 118호,N,,3140000-202-1999-00138,3140000,"서울특별시 양천구 목동서로 77, 현대월드타워 지하 1층 118호 (목동)",07983,01,영업/정상,공동탕업,Y,02-6678-1011,0,1,0,1
13,자가,3,신정 금성랜드 사우나,2,공동탕업+찜질시설서비스영업,,,,,187133.113562825,446945.479664548,2026-04-25 22:30:13,I,01,영업,,2026-02-26 13:38:31,2000-06-29,500.00,158-859,서울특별시 양천구 신정동 948-24 신호아파트,N,,3140000-202-2000-00001,3140000,"서울특별시 양천구 오목로 160, 지하 2층 (신정동, 신호아파트)",08020,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2603-0688,0,2,0,2
8,자가,2,로즈그린서윤사우나,2,공동탕업,,,,,186082.175714046,446378.049578238,2026-04-25 22:30:12,I,01,영업,,2024-05-16 09:24:21,2000-08-07,660.00,158-840,서울특별시 양천구 신월동 535-7 로즈그린타운 (지하 1층) 1호,N,,3140000-202-2000-00005,3140000,"서울특별시 양천구 신월로 185, 지하 1층 1호 (신월동, 로즈그린타운)",08030,01,영업/정상,공동탕업,Y,02-2692-1157,0,1,0,1
15,자가,5,동방숯가마사우나,2,공동탕업+찜질시설서비스영업,,,,,186357.984760281,446590.916612838,2026-04-25 22:30:13,I,01,영업,,2024-04-02 16:55:56,2001-08-01,"2,805.00",158-843,서울특별시 양천구 신월동 607-1 동방아파트 (지하 2층),N,,3140000-202-2001-00001,3140000,"서울특별시 양천구 신월로 220, 지하 2층 (신월동, 동방아파트)",08062,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2608-5692,0,2,0,2
9,자가,3,로데오사우나,2,공동탕업+찜질시설서비스영업,,,,,187531.38903074,447310.609246804,2026-04-25 22:30:13,I,01,영업,,2022-06-13 09:27:35,2002-03-24,"1,452.00",158-856,서울특별시 양천구 신정동 883 양천시장주상복합,N,,3140000-202-2002-00002,3140000,"서울특별시 양천구 목동로23길 34, 지하 1층 1~2호 (신정동, 양천시장주상복합)",07938,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2065-6636,0,1,0,1
6,자가,4,빅브로짐 목동점,2,공동탕업,,,,,187948.252898047,447246.938313599,2026-04-25 22:30:13,I,01,영업,,2025-12-09 13:48:06,2003-06-20,991.62,158-050,"서울특별시 양천구 목동 810-1 목동타운빌딩 비101호, 비201호, 비301호",N,,3140000-202-2003-00006,3140000,"서울특별시 양천구 목동로 210, 비101, 비201, 비301호 (목동, 목동타운빌딩)",07993,01,영업/정상,공동탕업,N,02-2645-3114,0,1,0,3
6,임대,2,웰빙24시여성전용한증막,1,공동탕업+찜질시설서비스영업,,,,,185822.813700215,446581.151657254,2026-04-25 22:30:12,I,01,영업,,2025-06-30 17:07:13,2004-06-14,506.20,158-839,서울특별시 양천구 신월동 519-1 뉴스타빌딩,N,,3140000-202-2004-00003,3140000,"서울특별시 양천구 오목로 22, 뉴스타빌딩 지하 1층 101호 (신월동)",08029,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2699-6624,0,1,0,1
35,자가,6,파라곤스파,2,공동탕업+찜질시설서비스영업,,,,,188895.844080632,447480.979609884,2026-04-25 22:30:12,I,01,영업,,2024-04-22 09:09:02,2004-09-15,"2,753.89",158-761,서울특별시 양천구 목동 917 목동파라곤 105동 601호,N,,3140000-202-2004-00004,3140000,"서울특별시 양천구 목동서로 155, 목동파라곤 105동 지하 6층 601호 (목동)",07997,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2654-3384,0,6,0,6
7,자가,1,경창사우나,2,공동탕업,,,,,186020.509761348,446940.326860903,2026-04-25 22:30:13,I,01,영업,,2022-06-09 10:43:16,2008-09-03,420.00,158-837,"서울특별시 양천구 신월동 484-1 경창프라자 301,304호",N,,3140000-202-2008-00001,3140000,"서울특별시 양천구 중앙로53길 65, 301,304호 (신월동, 경창프라자)",07936,01,영업/정상,공동탕업,Y,02-2065-2023,3,0,3,0
6,자가,2,토성사우나,2,공동탕업+찜질시설서비스영업,,,,,187158.467033065,445678.076325463,2026-04-25 22:30:13,I,01,영업,,2024-11-29 11:24:12,2010-09-07,"1,424.19",158-070,서울특별시 양천구 신정동 1267 뉴프라자 101호,N,,3140000-202-2010-00001,3140000,"서울특별시 양천구 신정로 312, 뉴프라자 지하 1층 101호 (신정동)",08106,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2698-9972,0,1,0,0
4,임대,1,등촌사우나,2,공동탕업,,,,,187916.254332614,449683.219205227,2026-04-25 22:30:13,I,01,영업,,2024-05-23 09:32:01,2013-01-03,710.72,158-811,서울특별시 양천구 목동 613-2,N,,3140000-202-2013-00001,3140000,"서울특별시 양천구 등촌로 220, 지하 1층 01호 (목동)",07946,01,영업/정상,공동탕업,Y,02-2061-0323,0,1,0,1
0,자가,0,해동참숯가마사우나,2,공동탕업+찜질시설서비스영업,,,,,189021.797866206,446740.576354849,2026-04-25 22:30:13,I,01,영업,,2022-06-13 09:29:00,2014-08-12,"1,601.99",158-820,서울특별시 양천구 목동 933 목동삼익아파트 (지하 1층) 상가동 7호,N,,3140000-202-2014-00001,3140000,"서울특별시 양천구 목동동로12길 45, 상가동 지하 1층 7호 (목동, 목동삼익아파트)",08007,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-6289-0365,0,1,0,1
6,임대,1,신성대중사우나,2,공동탕업,,,,,188075.386279704,445229.76179636,2026-04-25 22:30:13,I,01,영업,0,2025-09-03 14:50:12,2016-03-17,499.96,158-851,"서울특별시 양천구 신정동 210-16 3층, 4층",N,0,3140000-202-2016-00001,3140000,"서울특별시 양천구 목동남로 58-4 (3,4)층 (신정동)",08101,01,영업/정상,공동탕업,Y,02-2646-5001,3,0,4,0
