신청일자,항목값1,사업장명,업소구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
2017-11-01,관급봉투,이마트24 망원제일점,지정,2026-01-08,191910.919353346,450154.716484565,2026-04-25 22:30:17,I,2017-12-26,2,폐업,2026-01-12 16:33:34,2017-12-26,서울특별시 마포구 망원동 384번지 23호,,서울특별시 마포구 망원동 384-23,313000014201700084,3130000,서울특별시 마포구 동교로 63 (망원동),04018,,03,폐업,,,02-3144-7234
2018-06-25,관급봉투,GS25도화베네스트점,지정,2026-01-07,195675.081631288,448679.131986177,2026-04-25 22:30:17,I,2018-07-18,2,폐업,2026-01-07 13:10:16,2018-07-18,서울특별시 마포구 도화동 2번지 338호 지층,,서울특별시 마포구 도화동 2-338 지층,313000014201800020,3130000,"서울특별시 마포구 새창로6길 43, 지층 (도화동)",04181,,03,폐업,,,02-719-0121
2021-08-01,관급봉투,세븐일레븐서교중앙점,지정,2026-01-07,192668.129917783,450320.506192299,2026-04-25 22:30:21,I,2021-08-01,2,폐업,2026-01-07 13:13:51,2021-09-14,서울특별시 마포구 서교동 464-4,,서울특별시 마포구 서교동 464-4,313000014202100159,3130000,서울특별시 마포구 동교로 142 (서교동),04030,,03,폐업,,,02-3142-6492
2010-08-23,관급봉투,세븐일레븐 서교한우물점,지정,2026-01-07,192334.728216106,450506.279277744,2026-04-25 22:30:21,I,2010-08-23,2,폐업,2026-01-07 13:37:14,2021-09-14,서울특별시 마포구 서교동 468-3,,서울특별시 마포구 서교동 468-3,313000014202100167,3130000,서울특별시 마포구 잔다리로 111 (서교동),04003,,03,폐업,,,02-6408-5894
2021-08-01,관급봉투,신일식품,지정,2026-01-07,196594.39064686,449852.821202188,2026-04-25 22:30:18,I,2021-08-01,2,폐업,2026-01-07 12:56:54,2021-08-24,서울특별시 마포구 공덕동 1-45,,서울특별시 마포구 공덕동 1-45,313000014202100048,3130000,서울특별시 마포구 만리재로18길 5 (공덕동),04183,,03,폐업,,,02-716-7520
2007-11-19,관급봉투,상가매점,지정,2026-01-07,195766.588069694,449083.306922623,2026-04-25 22:30:18,I,2007-11-19,2,폐업,2026-01-07 12:58:13,2021-08-01,서울특별시 마포구 공덕동 456 한국사회복지회관 르네상스타워,,서울특별시 마포구 공덕동 456 한국사회복지회관 르네상스타워,313000014202100066,3130000,"서울특별시 마포구 만리재로 14, 한국사회복지회관 르네상스타워 (공덕동)",04195,,03,폐업,,,02-6377-7833
2008-08-25,관급봉투,동춘슈퍼,지정,2026-01-07,196702.04987465,449748.023092262,2026-04-25 22:30:18,I,2008-08-25,2,폐업,2026-01-07 12:58:55,2021-08-24,서울특별시 마포구 공덕동 7-1,,서울특별시 마포구 공덕동 7-1,313000014202100067,3130000,서울특별시 마포구 효창원로 255-1 (공덕동),04183,,03,폐업,,,02-719-1313
2021-08-01,관급봉투,어린이문방구,지정,2026-01-07,195539.30204796,448452.378072345,2026-04-25 22:30:21,I,2021-08-01,2,폐업,2026-01-07 12:59:37,2021-08-26,서울특별시 마포구 도화동 347-133 유하우스,,서울특별시 마포구 도화동 347-133 유하우스,313000014202100083,3130000,"서울특별시 마포구 도화2길 61 (도화동, 유하우스)",04171,,03,폐업,,,02-719-7580
2021-08-01,관급봉투,GS도화새창,지정,2026-01-07,195646.210798021,448867.692262702,2026-04-25 22:30:21,I,2021-08-01,2,폐업,2026-01-07 13:03:29,2021-08-27,서울특별시 마포구 도화동 183-13,,서울특별시 마포구 도화동 183-13,313000014202100093,3130000,서울특별시 마포구 새창로 14 (도화동),04169,,03,폐업,,,02-703-1963
2012-04-13,관급봉투,용강슈퍼,지정,2026-01-07,195742.456217441,448766.218286575,2026-04-25 22:30:21,I,2012-04-13,2,폐업,2026-01-07 13:04:49,2021-08-27,서울특별시 마포구 도화동 1-62,,서울특별시 마포구 도화동 1-62,313000014202100095,3130000,서울특별시 마포구 새창로4나길 21 (도화동),04169,,03,폐업,,,02-716-7232
2006-10-31,관급봉투,현대마트,지정,2021-08-31,195087.091222377,450113.102023211,2026-04-25 22:30:21,I,2006-10-31,2,폐업,2026-02-09 16:59:53,2021-08-31,서울특별시 마포구 대흥동 20-10,,서울특별시 마포구 대흥동 20-10,313000014202100110,3130000,"서울특별시 마포구 대흥로21길 11, 1층 (대흥동)",04106,,03,폐업,,,02-714-4178
2017-06-01,관급봉투,씨유 염리신양점,지정,,195066.186225787,449396.033884669,2026-04-25 22:30:17,I,2017-06-12,11,영업,2024-06-07 10:40:46,2017-06-12,서울특별시 마포구 염리동 155-11번지,,서울특별시 마포구 염리동 155-1 신양빌딩,313000014201700041,3130000,"서울특별시 마포구 백범로 123, 신양빌딩 (염리동)",04137,,01,영업/정상,,,
2017-06-19,관급봉투,(주)씽씽유통,지정,,192848.868741073,449539.799359699,2026-04-25 22:30:17,I,2017-06-21,11,영업,2018-07-18 14:54:15,2017-06-21,,,,313000014201700042,3130000,"서울특별시 마포구 독막로 57, 1층 (합정동)",04048,,01,영업/정상,,,02-314-5440
2017-06-07,관급봉투,이마트24 마포하이엘점,지정,,195900.709427813,449728.629171661,2026-04-25 22:30:17,I,2017-07-11,11,영업,2019-11-19 18:03:07,2017-07-11,,,,313000014201700043,3130000,"서울특별시 마포구 마포대로 173, 105호 (공덕동, 마포현대하이엘)",04130,,01,영업/정상,,,
2017-07-31,관급봉투,세븐일레븐 합정동점,지정,,192023.193452802,449797.932010094,2026-04-25 22:30:17,I,2017-08-11,11,영업,2018-01-25 15:28:21,2017-08-11,,,,313000014201700047,3130000,"서울특별시 마포구 양화로1길 38, 103호 (합정동, 대운행복아파트)",04025,,01,영업/정상,,,02-336-0711
2017-08-14,관급봉투,이마트24 합정당인점,지정,,192744.323925366,449382.716641292,2026-04-25 22:30:17,I,2017-08-19,11,영업,2017-12-26 15:15:29,2017-08-19,,,,313000014201700048,3130000,"서울특별시 마포구 토정로5길 30, 1층 (합정동)",04073,,01,영업/정상,,,
2017-08-16,관급봉투,지에스(GS)25 광흥창역점,지정,,193694.991688366,449568.977982811,2026-04-25 22:30:17,I,2017-08-22,11,영업,2022-07-19 14:28:18,2017-08-22,서울특별시 마포구 창전동 444 서강쌍용예가,,서울특별시 마포구 창전동 444 서강쌍용예가,313000014201700049,3130000,"서울특별시 마포구 서강로 55, 서강쌍용예가 1층 103호 (창전동)",04069,,01,영업/정상,,,
2017-08-25,관급봉투,씨유 합정카페거리점,지정,,192249.604808871,449258.843810836,2026-04-25 22:30:17,I,2017-09-04,11,영업,2017-09-04 10:30:46,2017-09-04,,,,313000014201700050,3130000,"서울특별시 마포구 토정로 22, 1층 (합정동)",04085,,01,영업/정상,,,
2017-08-28,관급봉투,씨유 상암월드컵점,지정,,,,2026-04-25 22:30:17,I,2017-09-04,11,영업,2020-07-24 15:16:58,2017-09-04,,,,313000014201700051,3130000,"서울특별시 마포구 월드컵북로 48-30, 1층 (상암동)",03915,,01,영업/정상,,,
2017-08-31,관급봉투,이마트24 홍대서교점,지정,,193536.279173365,450394.901081394,2026-04-25 22:30:17,I,2017-09-26,11,영업,2026-02-10 13:52:21,2017-09-26,,,,313000014201700053,3130000,서울특별시 마포구 와우산로29길 48 (서교동),04052,,01,영업/정상,,,
2017-09-04,관급봉투,GS25경의선책거리점,지정,,193587.228927378,450547.578534898,2026-04-25 22:30:17,I,2017-09-26,11,영업,2017-09-26 15:56:28,2017-09-26,,,,313000014201700054,3130000,서울특별시 마포구 신촌로4길 18 (동교동),04056,,01,영업/정상,,,
2022-09-22,관급봉투,씨유 성산청화점,지정,,191489.555608103,451951.966810481,2026-04-25 22:30:17,I,2022-09-22,11,영업,2022-12-08 17:26:15,2017-09-26,,,,313000014201700055,3130000,서울특별시 마포구 월드컵북로 224 (성산동),03941,,01,영업/정상,,,
2017-09-05,관급봉투,씨유 마포자이툰점,지정,,191385.671891769,451494.993439969,2026-04-25 22:30:17,I,2017-09-26,11,영업,2017-09-26 17:18:06,2017-09-26,,,,313000014201700056,3130000,"서울특별시 마포구 모래내로1길 20, 102호 (성산동, KCC상암스튜디오380)",03938,,01,영업/정상,,,
2017-09-05,관급봉투,씨유 뉴홍대으뜸점,지정,,193520.29485584,450112.826061243,2026-04-25 22:30:17,I,2017-09-26,11,영업,2024-10-08 09:46:47,2017-09-26,,,서울특별시 마포구 창전동 6-134 창일빌딩,313000014201700057,3130000,"서울특별시 마포구 와우산로 126, 창일빌딩 (창전동)",04059,,01,영업/정상,,,1577-8007
2017-09-13,관급봉투,GS25 연남동진점,지정,,193442.129432182,451189.350891758,2026-04-25 22:30:17,I,2017-10-12,11,영업,2017-10-12 10:57:42,2017-10-12,,,,313000014201700058,3130000,"서울특별시 마포구 성미산로 191, 1층 (연남동)",03981,,01,영업/정상,,,
2017-09-30,관급봉투,씨유 마포구청점,지정,,191617.1407938,450895.734534469,2026-04-25 22:30:17,I,2017-11-09,11,영업,2024-09-19 16:09:37,2017-11-09,서울특별시 마포구 망원동 478번지 4호,,서울특별시 마포구 망원동 478-4,313000014201700059,3130000,"서울특별시 마포구 월드컵로 139, 1층 101호 (망원동)",03963,,01,영업/정상,,,
2017-08-23,관급봉투,주식회사 성웅(아현식자재마트),지정,,195829.955210361,449860.57540675,2026-04-25 22:30:17,I,2017-11-21,11,영업,2017-11-21 14:08:44,2017-11-21,,,서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어,313000014201700060,3130000,"서울특별시 마포구 마포대로 173-14, 지하 1층 (아현동)",04130,,01,영업/정상,,,070-4495-9114
2017-08-26,관급봉투,지에스25 망원스카이점,지정,,191007.10724495,450289.89984871,2026-04-25 22:30:17,I,2017-11-21,11,영업,2023-04-04 16:35:59,2017-11-21,,,서울특별시 마포구 망원동 462-5,313000014201700061,3130000,"서울특별시 마포구 동교로3길 105, 1층 (망원동)",04005,,01,영업/정상,,,02-336-6048
2017-10-25,관급봉투,연남슈퍼,지정,,192601.590349177,451218.882560939,2026-04-25 22:30:17,I,2017-11-21,11,영업,2017-11-21 14:13:40,2017-11-21,,,서울특별시 마포구 성산동 617-8,313000014201700062,3130000,"서울특별시 마포구 월드컵북로16길 51, 1층 (성산동)",03974,,01,영업/정상,,,02-365-7753
2017-10-12,관급봉투,씨유 서교보석점,지정,,192311.361255075,450111.752697369,2026-04-25 22:30:17,I,2017-11-21,11,영업,2020-03-27 18:51:55,2017-11-21,,,서울특별시 마포구 서교동 484-22,313000014201700064,3130000,"서울특별시 마포구 월드컵로8길 27, 1층 (서교동)",04029,,01,영업/정상,,,02-332-1795
2017-06-08,관급봉투,진(JIN)편의점,지정,2021-10-14,196147.981522304,450066.997219475,2026-04-25 22:30:17,I,2017-11-21,2,폐업,2026-02-10 14:04:00,2017-11-21,,,서울특별시 마포구 아현동 604-2 샵,313000014201700068,3130000,"서울특별시 마포구 마포대로 214, 102호 (아현동)",04202,,03,폐업,,,02-313-5530
2017-12-26,관급봉투,이마트24 합정당인점,지정,,192744.323925366,449382.716641292,2026-04-25 22:30:17,I,,5,제외사항,2021-08-09 17:03:34,2017-10-01,,,,313000014201700075,3130000,"서울특별시 마포구 토정로5길 30, 1층 (합정동)",04073,,05,제외/삭제/전출,,,
2017-10-27,관급봉투,사랑마트,지정,,196108.886755456,449587.952079031,2026-04-25 22:30:17,I,2017-12-26,11,영업,2017-12-26 15:48:33,2017-12-26,서울특별시 마포구 공덕동 105번지 230호,,서울특별시 마포구 공덕동 105-230,313000014201700076,3130000,"서울특별시 마포구 마포대로14길 19, 1층 (공덕동)",04207,,01,영업/정상,,,02-719-5282
2017-06-27,관급봉투,씨유 신마포강변점,지정,,194974.587674037,448229.063825491,2026-04-25 22:30:17,I,2017-12-26,11,영업,2025-01-03 11:20:13,2017-12-26,서울특별시 마포구 마포동 350번지 강변한신코아빌딩,,서울특별시 마포구 마포동 350 강변한신코아빌딩,313000014201700079,3130000,"서울특별시 마포구 마포대로4다길 18, 강변한신코아빌딩 1층 105호 (마포동)",04177,,01,영업/정상,,,
2010-12-02,관급봉투,하모니24 상암6단지점,지정,,189706.400187964,453064.248567444,2026-04-25 22:30:15,I,2010-11-16,11,영업,2010-12-02 16:45:29,2010-12-02,서울특별시 마포구 상암동 1689번지 상암월드컵파크6단지상가 105호,121-270,서울특별시 마포구 상암동 1689 상암월드컵파크6단지상가 105호,313000014201000001,3130000,,,,01,영업/정상,,,
2010-11-16,관급봉투,열린할인마트,지정,,,,2026-04-25 22:30:15,I,2010-11-16,11,영업,2010-12-02 16:44:01,2010-11-16,서울특별시 마포구 상암동 상암2택지개발사업지구상가9단지 105,121-270,서울특별시 마포구 상암동 상암2택지개발사업지구상가9단지105,313000014201000003,3130000,,,,01,영업/정상,,,
2014-08-20,관급봉투,드림디포,지정,,194654.585202529,448914.521960764,2026-04-25 22:30:15,I,2014-08-20,11,영업,2014-08-22 17:18:22,2014-08-20,서울특별시 마포구 용강동 473번지 1호,121-876,서울특별시 마포구 용강동 473-1,313000014201400001,3130000,"서울특별시 마포구 토정로 271, 1층 (용강동, 대현빌딩)",,,01,영업/정상,,,02-714-1761
2014-08-20,관급봉투,지에스(GS)25 마포성산점,지정,,192215.720978431,451280.973201584,2026-04-25 22:30:15,I,2014-08-20,11,영업,2025-07-08 14:02:09,2014-08-20,서울특별시 마포구 성산동 53번지 2호,121-843,서울특별시 마포구 성산동 53-2,313000014201400002,3130000,서울특별시 마포구 월드컵북로 121 (성산동),,,01,영업/정상,,,
2014-08-20,관급봉투,씨유 상암오벨리스크,지정,,189624.675468841,453872.3993323,2026-04-25 22:30:15,I,2014-04-07,11,영업,2014-08-21 04:47:52,2014-08-20,서울특별시 마포구 상암동 1734번지,121-270,서울특별시 마포구 상암동 1734,313000014201400005,3130000,"서울특별시 마포구 구룡길 19, C동 101층 (상암동, 상암한화오벨리스크)",,,01,영업/정상,,,02-305-9765
2014-07-23,관급봉투,씨유 동교행복,지정,,193613.677004584,450606.98821472,2026-04-25 22:30:15,I,2014-07-23,11,영업,2014-08-21 04:56:42,2014-07-23,서울특별시 마포구 동교동 174번지 4호,121-818,서울특별시 마포구 동교동 174-4,313000014201400006,3130000,서울특별시 마포구 신촌로4길 4 (동교동),,,01,영업/정상,,,02-3143-6777
2014-07-23,관급봉투,GS25 서교사랑,지정,,193376.593438614,450193.415123055,2026-04-25 22:30:16,I,2007-07-09,11,영업,2018-10-01 22:38:39,2014-07-23,서울특별시 마포구 서교동 342번지 3호,121-837,서울특별시 마포구 서교동 342-3,313000014201400007,3130000,"서울특별시 마포구 와우산로25길 13, 1층 (서교동)",,,01,영업/정상,,,02-332-6765
2014-07-23,관급봉투,씨유 마포경성,지정,,192734.909268827,451066.380511484,2026-04-25 22:30:16,I,2010-06-11,11,영업,2019-01-11 15:52:46,2014-07-23,서울특별시 마포구 연남동 482번지 16호,,서울특별시 마포구 연남동 482-16,313000014201400008,3130000,"서울특별시 마포구 성미산로 103, 1층 (연남동)",03977,,01,영업/정상,,,
2014-07-23,관급봉투,씨유 마포신수,지정,,194133.378963561,449183.450973986,2026-04-25 22:30:16,I,,11,영업,2026-02-09 10:17:32,2014-07-23,서울특별시 마포구 신수동 380번지 3호,121-856,서울특별시 마포구 신수동 380-3,313000014201400009,3130000,서울특별시 마포구 토정로 212 (신수동),,,01,영업/정상,,,02-711-2521
2016-08-29,관급봉투,씨유 상암KGIT점,지정,,190335.496775957,452758.642764785,2026-04-25 22:30:16,I,2015-10-16,11,영업,2026-04-10 15:58:12,2014-10-13,서울특별시 마포구 상암동 1653 DMC이안오피스텔,,서울특별시 마포구 상암동 1653 DMC이안오피스텔,313000014201400013,3130000,"서울특별시 마포구 월드컵북로 361, DMC이안오피스텔 1층 101호 (상암동)",03908,,01,영업/정상,,,
2017-04-24,관급봉투,롯데프리미엄 푸드마켓공덕점,지정,,195564.375757848,449186.933273231,2026-04-25 22:30:16,I,2014-10-13,11,영업,2025-12-31 09:18:54,2014-10-13,서울특별시 마포구 공덕동 467번지,121-805,서울특별시 마포구 공덕동 467,313000014201400016,3130000,서울특별시 마포구 마포대로 109 (공덕동),,,01,영업/정상,,,
2017-04-24,관급봉투,롯데쇼핑 (주)롯데슈퍼마포대흥점,지정,,194648.759340948,449239.314703653,2026-04-25 22:30:16,I,2014-10-13,11,영업,2025-12-31 09:23:49,2014-10-13,서울특별시 마포구 대흥동 337번지 10호,121-810,서울특별시 마포구 대흥동 337-10,313000014201400017,3130000,서울특별시 마포구 큰우물로 3 (대흥동),,,01,영업/정상,,,
2014-10-29,관급봉투,GS25 상암중앙점,지정,,190335.496775957,452758.642764785,2026-04-25 22:30:16,I,2014-10-29,11,영업,2024-07-15 15:09:55,2014-10-29,서울특별시 마포구 상암동 1653번지 (DMC 이안상암2단지),121-904,서울특별시 마포구 상암동 1653 (DMC 이안상암2단지),313000014201400019,3130000,"서울특별시 마포구 월드컵북로 361, 104동 (상암동, (DMC 이안상암2단지))",,,01,영업/정상,,,
2014-11-11,관급봉투,위드미 마포동교,지정,,193587.228927378,450547.578534898,2026-04-25 22:30:16,I,2014-11-11,5,제외사항,2026-02-09 10:28:37,2014-11-11,서울특별시 마포구 동교동 176번지 1호,121-818,서울특별시 마포구 동교동 176-1,313000014201400021,3130000,"서울특별시 마포구 신촌로4길 18, 1층 (동교동)",,,05,제외/삭제/전출,,,02-723-9199
2014-11-11,관급봉투,충남상회,지정,,193228.010060803,450355.875279769,2026-04-25 22:30:16,I,2014-11-11,11,영업,2014-11-11 21:31:57,2014-11-11,서울특별시 마포구 서교동 346번지 7호,121-837,서울특별시 마포구 서교동 346-7,313000014201400022,3130000,서울특별시 마포구 홍익로2길 27-15 (서교동),,,01,영업/정상,,,02-336-0217
2014-11-11,관급봉투,세븐일레븐 동교홍대점,지정,,193260.682218461,450641.098826101,2026-04-25 22:30:16,I,2014-11-11,11,영업,2014-11-11 21:16:12,2014-11-11,서울특별시 마포구 동교동 155번지 18호,121-816,서울특별시 마포구 동교동 155-18,313000014201400024,3130000,서울특별시 마포구 양화로19길 6 (동교동),,,01,영업/정상,,,02-333-7755
2014-11-11,관급봉투,GS25 동교행복,지정,,193809.224049946,450401.862362196,2026-04-25 22:30:16,I,2014-11-11,11,영업,2018-10-01 22:35:10,2014-11-11,서울특별시 마포구 동교동 182번지 8호,121-818,서울특별시 마포구 동교동 182-8,313000014201400026,3130000,"서울특별시 마포구 와우산로 167, 2층 (동교동)",,,01,영업/정상,,,02-704-2642
2014-11-14,관급봉투,씨유 홍대한벗,지정,,193260.625770993,450164.641540792,2026-04-25 22:30:16,I,2014-11-14,11,영업,2026-02-09 10:30:34,2014-11-14,서울특별시 마포구 서교동 342번지 12호,121-837,서울특별시 마포구 서교동 342-12,313000014201400027,3130000,서울특별시 마포구 와우산로23길 14 (서교동),,,01,영업/정상,,,070-4213-0980
2014-11-14,관급봉투,세븐서강대르메이에르점,지정,,194407.018454163,450130.918973931,2026-04-25 22:30:16,I,2014-11-14,11,영업,2026-02-09 10:31:28,2014-11-14,서울특별시 마포구 노고산동 31-90 신촌르·메이에르타운(Ⅱ),,서울특별시 마포구 노고산동 31-90 신촌르·메이에르타운(Ⅱ),313000014201400028,3130000,"서울특별시 마포구 백범로 13, 신촌르·메이에르타운(Ⅱ) 1층 (노고산동)",04101,,01,영업/정상,,,
2016-01-21,관급봉투,홈플러스(주) 월드컵점,지정,,,,2026-04-25 22:30:16,I,2016-01-22,11,영업,2024-03-15 13:55:06,2014-11-14,서울특별시 마포구 성산동 515번지,121-849,서울특별시 마포구 성산동 515,313000014201400029,3130000,서울특별시 마포구 월드컵로 240 (성산동),,,01,영업/정상,,,02-312-2080
2014-11-14,관급봉투,㈜농협유통하나로마트성산점,지정,,191263.451931121,452207.500653521,2026-04-25 22:30:16,I,2014-11-14,5,제외사항,2021-08-19 13:29:23,2014-11-14,서울특별시 마포구 성산동 446번지,121-850,서울특별시 마포구 성산동 446,313000014201400030,3130000,서울특별시 마포구 월드컵북로 233 (성산동),,,05,제외/삭제/전출,,,02-304-3448
2014-12-05,관급봉투,염리마트,지정,,195115.880860665,449650.749763666,2026-04-25 22:30:16,I,2014-12-05,11,영업,2015-01-10 19:54:38,2014-12-05,서울특별시 마포구 염리동 81번지 25호,121-872,서울특별시 마포구 염리동 81-25,313000014201400031,3130000,"서울특별시 마포구 숭문길 57, 1층 (염리동)",,,01,영업/정상,,,02-3272-9020
2014-12-05,관급봉투,씨유성산미래점,지정,,192549.941777515,450765.80159003,2026-04-25 22:30:16,I,2014-12-05,11,영업,2019-10-24 13:44:03,2014-12-05,서울특별시 마포구 성산동 232-15번지,121-846,서울특별시 마포구 성산동 232-15,313000014201400032,3130000,서울특별시 마포구 동교로19길 86 (성산동),,,01,영업/정상,,,02-335-1599
2014-12-16,관급봉투,대흥할인마트,지정,,193345.6350998,449376.251556511,2026-04-25 22:30:16,I,2014-12-16,11,영업,2026-02-09 10:34:24,2014-12-16,서울특별시 마포구 상수동 402번지,121-160,서울특별시 마포구 상수동 402,313000014201400038,3130000,서울특별시 마포구 독막로20나길 22 (상수동),,,01,영업/정상,,,02-337-7871
2015-01-10,관급봉투,세븐일레븐 마포서강점,지정,,194806.222397095,449659.519685847,2026-04-25 22:30:16,I,2015-01-10,11,영업,2023-07-11 10:46:56,2015-01-10,서울특별시 마포구 대흥동 840번지,121-811,서울특별시 마포구 대흥동 840,313000014201500001,3130000,"서울특별시 마포구 서강대길 40, 101,102호 (대흥동, 마포자이2차상가)",,,01,영업/정상,,,
2015-01-10,관급봉투,세븐일레븐 홍익태화점,지정,,193371.048420615,450138.384411791,2026-04-25 22:30:16,I,2015-01-10,11,영업,2017-11-21 16:18:32,2015-01-10,서울특별시 마포구 서교동 343번지 2호,,서울특별시 마포구 서교동 343-2,313000014201500002,3130000,서울특별시 마포구 와우산로 111 (서교동),04054,,01,영업/정상,,,02-322-8393
2015-01-10,관급봉투,위드미 마포신수점,지정,,194200.610978723,449659.680440436,2026-04-25 22:30:16,I,2015-01-10,11,영업,2015-01-10 20:21:09,2015-01-10,서울특별시 마포구 신수동 91번지 303호,121-854,서울특별시 마포구 신수동 91-303,313000014201500003,3130000,"서울특별시 마포구 신수로 88, 1층 (신수동)",,,01,영업/정상,,,
2015-01-10,관급봉투,동원슈퍼,지정,,196616.185721389,450452.88359616,2026-04-25 22:30:16,I,2015-01-10,11,영업,2015-01-10 20:40:21,2015-01-10,서울특별시 마포구 아현동 705번지 12호,121-010,서울특별시 마포구 아현동 705-12,313000014201500004,3130000,서울특별시 마포구 손기정로 49 (아현동),,,01,영업/정상,,,02-362-9982
2015-01-10,관급봉투,세븐일레븐 홍대역점,지정,,193092.137887356,450195.861857791,2026-04-25 22:30:16,I,2015-01-10,5,제외사항,2026-02-09 10:46:23,2015-01-10,서울특별시 마포구 서교동 358번지 1호,121-838,서울특별시 마포구 서교동 358-1,313000014201500007,3130000,서울특별시 마포구 홍익로 19 (서교동),,,05,제외/삭제/전출,,,02-322-3682
