건축연면적,건물용도명,사업장명,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,관광숙박업상세명,지하층수,선박척수,선박제원,선박총톤수
,숙박시설,안한스테이 동묘,,,100000000,201416.64430679,452371.758065602,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Anhan Stay Dongmyo,,431.33,431,7,9,,,,2026-04-24 17:36:24,,2026-04-08,,서울특별시 종로구 숭인동 99-2 안한스테이 동묘,CDFI2260032026000027,3000000,,"서울특별시 종로구 종로57길 7, 안한스테이 동묘 (숭인동)",03113,01,영업/정상,,,,,,,,8,호스텔업,1,,,
,,하우스다 종각,,,200000000,198816.493844918,451913.950189702,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),House Da Jonggak,,221.32,221,,6,,,,2026-04-24 17:36:58,,2026-04-13,,서울특별시 종로구 관철동 7-1,CDFI2260032026000028,3000000,,"서울특별시 종로구 삼일대로 391, 5층 (관철동)",03190,01,영업/정상,,,,,,,,,호스텔업,,,,
,,나애집,,,200000000,198816.493844918,451913.950189702,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Nae Jip,,110.31,110,,4,,,,2026-04-24 17:37:22,,2026-04-13,,서울특별시 종로구 관철동 7-1,CDFI2260032026000029,3000000,,"서울특별시 종로구 삼일대로 391, 6층 (관철동)",03190,01,영업/정상,,,,,,,,,호스텔업,,,,
,,포게이츠 호스텔,,,160000000,198814.236220606,451963.438902233,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Four Gates Hostel,,294.13,294,,12,,,,2026-04-24 17:39:00,,2026-04-17,,서울특별시 종로구 종로2가 71-2 종로빌딩,CDFI2260032026000032,3000000,,"서울특별시 종로구 삼일대로 395, 종로빌딩 7층 (종로2가)",03190,01,영업/정상,,,,,,,,,호스텔업,,,,
,,호텔 렛츠 어보브,,,20000000,198928.776736747,451791.664335917,,관광숙박업,2026-04-25 22:38:50,I,13,영업중,Tourist Accommodation Business(Hostel),Hotel Let's Above,,346.04,346,,15,,,,2026-04-24 17:44:15,,2026-04-23,,서울특별시 종로구 관철동 35-2 수표교빌딩,CDFI2260032026000034,3000000,,"서울특별시 종로구 청계천로 99, 수표교빌딩 9, 10층 (관철동)",03191,01,영업/정상,,,,,,,,,호스텔업,,,,
,,호텔 렛츠 팝,,,20000000,198928.776736747,451791.664335917,,관광숙박업,2026-04-25 22:38:50,I,13,영업중,Tourist Accommodation Business(Hostel),Hotel Let's Pop,,346.04,346,,14,,,,2026-04-24 17:43:59,,2026-04-24,,서울특별시 종로구 관철동 35-2 수표교빌딩,CDFI2260032026000035,3000000,,"서울특별시 종로구 청계천로 99, 수표교빌딩 5, 6층 (관철동)",03191,01,영업/정상,,,,,,,,,호스텔업,,,,
,,SOUNDS INN GWANGHWAMUN,,,210000000,197769.253723172,452117.73988487,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),SOUNDS INN GWANGHWAMUN,,161.95,162,5,8,,,,2026-04-24 17:32:34,,2026-03-19,,서울특별시 종로구 당주동 20-1,CDFI2260032026000019,3000000,,"서울특별시 종로구 새문안로9길 25, 3층 (당주동)",03183,01,영업/정상,,,,,,,,5,호스텔업,,,,
,,진가,,,50000000,199893.409361955,452037.93796291,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Jinga,,150.94,151,5,3,,,,2026-04-24 17:33:03,,2026-03-19,,서울특별시 종로구 종로4가 167-1,CDFI2260032026000020,3000000,,"서울특별시 종로구 종로 198, 3,4,5층 (종로4가)",03195,01,영업/정상,,,,,,,,5,호스텔업,,,,
,,스테이 안 익선,,,,199177.064296757,452360.626823417,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Stay An Ikseon,,291.24,291,6,9,,,,2026-04-24 17:33:31,,2026-03-19,,서울특별시 종로구 묘동 121,CDFI2260032026000021,3000000,,"서울특별시 종로구 돈화문로 56-1, 2, 3층 (묘동)",03134,01,영업/정상,,,,,,,,6,호스텔업,,,,
,,킴스텔코리아 종로점,,,570000000,199177.064296757,452360.626823417,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Kimstel Korea (Jongno Branch),,291.24,291,6,13,,,,2026-04-24 17:34:07,,2026-03-19,,서울특별시 종로구 묘동 121,CDFI2260032026000022,3000000,,"서울특별시 종로구 돈화문로 56-1, 4, 5층 (묘동)",03134,01,영업/정상,,,,,,,,6,호스텔업,,,,
,숙박시설,윤담 스테이 호스텔,,,180000000,201207.137663352,452103.957593685,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Yundam Stay Hostel,,566.8,567,4,27,,,,2026-04-24 17:37:56,,2026-04-15,,서울특별시 종로구 창신동 390-29 아세아빌딩,CDFI2260032026000030,3000000,,"서울특별시 종로구 종로52길 36, 아세아빌딩 2, 3층 (창신동)",03120,01,영업/정상,,,,,,,,4,호스텔업,,,,
,숙박시설,호스텔 한온재,,,20000000,200324.015386012,452053.296070885,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Hostel Hanonjae,,134.35,134,1,2,,,,2026-04-24 17:38:33,,2026-04-15,,서울특별시 종로구 종로5가 231-5,CDFI2260032026000031,3000000,,"서울특별시 종로구 종로 240-1, 4층 (종로5가)",03197,01,영업/정상,,,,,,,,7,호스텔업,6,,,
,숙박시설,NANA HOSTEL jonggak,,,150000000,198525.851210964,451909.692402004,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),NANA HOSTEL jonggak,,178.52,179,4,10,,,,2026-04-24 17:35:07,,2026-04-08,,서울특별시 종로구 관철동 43-1,CDFI2260032026000024,3000000,,"서울특별시 종로구 종로8길 13, 3, 4층 (관철동)",03189,01,영업/정상,,,,,,,,4,호스텔업,,,,
,근린생활시설,소담온 종로,,,30000000,199164.028176924,452193.124898933,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),Sodamon Jongro,,91.44,91,5,2,,,,2026-04-24 17:28:18,,2026-02-27,,서울특별시 종로구 돈의동 111,CDFI2260032026000010,3000000,,"서울특별시 종로구 돈화문로9길 6, 4층 (돈의동)",03139,01,영업/정상,,,,,,,,6,호스텔업,1,,,
,,더도아스테이,,,30000000,200155.102293406,452477.571800737,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),THE DO A STAY,,95.32,95,10,1,,,,2026-04-24 17:28:49,,2026-02-27,,서울특별시 종로구 효제동 19-4,CDFI2260032026000011,3000000,,"서울특별시 종로구 대학로 42-13, 2층 201호 (효제동)",03122,01,영업/정상,,,,,,,,11,호스텔업,1,,,
,,OHO STAY,,,20000000,201182.631887081,452305.726992579,,관광숙박업,2026-04-25 03:03:03,U,13,영업중,Tourist Accommodation Business(Hostel),OHO STAY,,43.14,43,1,1,,,,2026-04-24 17:39:29,,2026-04-21,,서울특별시 종로구 창신동 217-1,CDFI2260032026000033,3000000,,"서울특별시 종로구 종로 329-5, 2층 (창신동)",03104,01,영업/정상,,,,,,,,4,호스텔업,3,,,
