년간생산량,사업장명,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,취급목재제품,최종수정시점,인허가일자,지번주소,관리번호,인력보유현황,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,상태구분명,소재지전화번호,목재생산업종류명,목재생산업구분코드명
36000,(주)엠케이 솔라,50,204616.689378124,446928.436357824,2026-04-27 22:30:10,I,1,정상,목재펠릿,2020-10-16 16:26:19,2014-09-02,서울특별시 강남구 청담동 ** 우산빌딩 ****호,322000090201400009,5명,3220000,"서울특별시 강남구 도산대로 ***, 우산빌딩 ****호 (청담동)",06071,01,영업/정상,영업,02-553-5112,,목재수입유통업
120,내츄럴카본코리아,20,202046.807625089,446020.27334868,2026-04-27 22:30:10,I,1,정상,성형목탄(야자 숯),2021-01-05 14:31:48,2016-10-21,서울특별시 강남구 논현동 **-* ***호,322000090201600005,1,3220000,"서울특별시 강남구 논현로***길 **-*, ***호 (논현동)",,01,영업/정상,영업,02-545-3057,,목재수입유통업
150000,대화아이앤씨 주식회사,50,203475.255028523,444232.356883043,2026-04-27 22:30:10,I,1,정상,3780,2020-09-21 11:02:09,2017-02-10,,322000090201700002,2,3220000,서울특별시 강남구 논현로**길 ** (역삼동),,01,영업/정상,영업,02-562-7293,,목재수입유통업
2000,(주)키엘에너지,50,207131.576339305,462829.18165682,2026-04-27 22:30:10,I,1,정상,"우드펠릿, 톱밥",2017-05-23 10:32:28,2017-05-23,,322000090201700005,2,3220000,서울특별시 노원구 덕릉로***길 ** (상계동),,01,영업/정상,영업,070-7536-4814,,목재수입유통업
8000,***,20,203588.048190661,446183.368328818,2026-04-27 22:30:10,I,1,정상,"성형목탄(톱밥, 숯가루) 등",2017-11-29 15:19:56,2017-11-29,서울특별시 강남구 청담동 ** 청담빌딩,322000090201700011,2,3220000,서울특별시 강남구 선릉로 *** (청담동),06069,01,영업/정상,영업,02-541-2225,,목재수입유통업
,주식회사 비그린에너지,50,204802.926536616,446693.113699792,2026-04-27 22:30:10,I,1,정상,목재펠릿,2025-12-15 18:56:13,2017-12-04,서울특별시 강남구 청담동 **-*,322000090201700012,1,3220000,"서울특별시 강남구 영동대로 ***, 피동 **호 (청담동)",06072,01,영업/정상,영업,02-561-1600,,목재수입유통업
528,유앤아이머천다이징(주),100,202044.65,445395.98,2026-04-27 22:30:10,I,1,정상,성형목탄,2025-07-01 16:10:01,2017-12-29,서울특별시 강남구 논현동 ***-**,322000090201700013,4,3220000,"서울특별시 강남구 학동로*길 **, *층 (논현동)",06110,01,영업/정상,영업,070-7016-9933,,목재수입유통업
10000,***,10,209055.480464368,442735.704146657,2026-04-27 22:30:10,I,1,정상,"우드펠릿, 우드칩, 톱밥 등",2018-01-09 14:19:16,2018-01-09,서울특별시 강남구 수서동 *** 수서타워 ***호,322000090201800001,1,3220000,"서울특별시 강남구 광평로**길 *-**, 수서타워 ***호 (수서동)",06367,01,영업/정상,영업,02-6283-8886,,목재수입유통업
,***,400,206228.074633143,443988.386409621,2026-04-27 22:30:10,I,1,정상,"바닥재, 벽재 등",2018-02-13 10:15:42,2018-02-13,서울특별시 강남구 대치동 ** 쌍용아파트 *동 ***호,322000090201800004,2,3220000,"서울특별시 강남구 영동대로 ***, *동 ***호 (대치동, 쌍용아파트)",06286,01,영업/정상,영업,,,목재수입유통업
30000,***,650,212020.098579373,453840.640423485,2026-04-27 22:30:11,I,1,정상,"MDF, 목재펠릿",2018-05-17 15:24:18,2018-05-17,,322000090201800006,2,3220000,"경기도 구리시 장자대로 **, ***동 ****호 (교문동, 동양아파트)",11949,01,영업/정상,영업,,,목재수입유통업
60000,사단법인 한국FTA산업협회,11,202686.460593393,443557.322913411,2026-04-27 22:30:11,I,1,정상,목재펠릿 등,2026-03-22 11:23:41,2018-07-12,서울특별시 강남구 역삼동 ***-**,322000090201800008,6,3220000,"서울특별시 강남구 역삼로*길 **, 광성빌딩 신관 *층 (역삼동)",06242,01,영업/정상,영업,02-2203-0057,,목재수입유통업
1000,(주)더블류앤디홀딩스,20,209055.480464368,442735.704146657,2026-04-27 22:30:11,I,1,정상,"목재펠릿, 성형목탄 등",2026-03-22 11:31:38,2018-09-12,서울특별시 강남구 수서동 *** 수서타워,322000090201800010,1,3220000,"서울특별시 강남구 광평로**길 *-**, 수서타워 ****호 (수서동)",06367,01,영업/정상,영업,02-3413-3954,,목재수입유통업
16000000,***,1000,204044.789948927,444529.84042741,2026-04-27 22:30:11,I,1,정상,성형목탄 등,2018-09-28 14:56:16,2018-09-28,서울특별시 강남구 역삼동 ***-** 한신인터밸리**빌딩,322000090201800012,4,3220000,"서울특별시 강남구 삼성로**길 **, ***동 ****호 (대치동, 롯데캐슬아파트)",06195,01,영업/정상,영업,02-2183-6240,,목재수입유통업
200000,***,100,203374.47496532,445256.691022727,2026-04-27 22:30:11,I,1,정상,목재펠릿 등,2018-11-06 15:27:01,2018-11-06,서울특별시 강남구 논현동 ***-* ACROHILLS논현,322000090201800013,5,3220000,"서울특별시 강남구 언주로 *** (논현동, ACROHILLS논현)",06102,01,영업/정상,영업,,,목재수입유통업
6000,***,50,205886.286776047,443467.611815598,2026-04-27 22:30:11,I,1,정상,"목재 펠릿, 팜트리 등",2019-04-04 13:15:23,2019-04-04,,322000090201900002,1,3220000,"서울특별시 강남구 삼성로 ***, ***동 ****호 (대치동, 한보미도맨션)",06288,01,영업/정상,영업,02-575-4959,,목재수입유통업
200,***,50,238174.71335943,421701.770212023,2026-04-27 22:30:11,I,1,정상,원목마루 등,2019-04-22 11:16:23,2019-04-22,경기도 이천시 송정동 *** 이천 송정동 신일아파트 ***동 ***호,322000090201900004,2,3220000,"경기도 이천시 증신로***번길 ***, ***동 ***호 (송정동, 이천 송정동 신일아파트)",17344,01,영업/정상,영업,02-549-8845,,목재수입유통업
60000,***,50,204447.56877258,442881.535240035,2026-04-27 22:30:11,I,1,정상,목재펠릿,2019-04-24 14:28:01,2019-04-24,"서울특별시 강남구 도곡동 ***-* 대림아크로빌, 대림아크로텔 B동 ***호",322000090201900005,2,3220000,"서울특별시 강남구 언주로**길 **, B동 ***호 (도곡동, 대림아크로빌, 대림아크로텔)",06292,01,영업/정상,영업,031-420-4935,,목재수입유통업
,***,153,203241.609263921,443480.284969761,2026-04-27 22:30:11,I,1,정상,성형목탄(숯) 등,2019-06-13 10:39:59,2019-06-13,서울특별시 강남구 역삼동 ***-* 이니그마빌,322000090201900006,2,3220000,"서울특별시 강남구 논현로**길 ** (역삼동, 이니그마빌)",06256,01,영업/정상,영업,,,목재수입유통업
1500000,***,950,205698.390469564,425189.909132693,2026-04-27 22:30:11,I,1,정상,바닥재(원목 마루) 등,2019-07-01 13:58:30,2019-07-01,경기도 용인시 수지구 신봉동 *** 신봉마을 동일하이빌*단지 ***동 ****호,322000090201900007,3,3220000,"경기도 용인시 수지구 신봉*로**번길 *, ***동 ****호 (신봉동, 신봉마을 동일하이빌*단지)",16808,01,영업/정상,영업,02-515-2626,,목재수입유통업
12000,(주)엘앤씨상사,100,205227.243400915,443215.482015837,2026-04-27 22:30:11,I,1,정상,"합판,MDF,PB,목재",2019-09-26 11:10:15,2019-09-23,서울특별시 강남구 대치동 *** 개포*차 우성아파트 *동 ****호,322000090201900011,2,3220000,"서울특별시 강남구 선릉로 ***, *동 ****호 (대치동, 개포*,*차 우성아파트)",06289,01,영업/정상,영업,02-712-5432,,목재수입유통업
30000,***,1000,211161.286678064,450203.741209731,2026-04-27 22:30:11,I,1,정상,우드펠릿 등,2020-02-11 10:21:17,2020-02-11,서울특별시 강동구 암사동 *** 삼성광나루아파트 ***동 ****호,322000090202000001,6,3220000,"서울특별시 강동구 상암로*길 **, ***동 ****층 (암사동, 삼성광나루아파트)",05240,01,영업/정상,영업,02-2191-6400,,목재수입유통업
